variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M116.94T15.45	M117T15.2	116.9400173	116.9396595	116.9402591	927.1081623	919.5543614	947.1118185	69	42	3	24			584															
M116.9597T18.38	M117T18	116.9596903	116.9594427	116.9599361	1102.89685	1085.571444	1109.589323	13	8	3	1			1178															
M116.9597T15.91	M117T16	116.9597202	116.9594519	116.9599556	954.6348731	940.5708863	969.5319766	18	12	3	3		[M+Cl]- 81.9889 [M+Cl]- 81.9889	17															
M116.9598T24.66	M117T25	116.9597512	116.959448	116.9600294	1479.655123	1451.793469	1497.490205	79	42	3	22	[57][M]-		1372															
M116.9598T0.95	M117T1.1	116.9597516	116.9594574	116.9600033	57.16727309	36.96878133	62.77653894	58	37	2	19		[M+Cl]- 81.9935 [M+Cl]- 81.9935	1469															
M116.9598T17.15	M117T17	116.9597532	116.959433	116.9599848	1029.176796	1028.174948	1036.821586	69	42	3	24		[M+Cl]- 81.991 [M+Cl]- 81.991	30															
M116.9598T8.59	M117T9	116.9597542	116.9594235	116.9599395	515.4819487	503.3606414	517.6611414	23	13	3	7			1148															
M116.9598T0.25	M117T0.1	116.9597593	116.9596055	116.9599831	14.85163241	8.577813763	27.411963	43	26	0	17			1621															
M116.9598T19.69	M117T20	116.9597617	116.9594525	116.960016	1181.261911	1161.836565	1184.905443	58	35	3	19		[M+Cl]- 81.9925 [M+Cl]- 81.9925	36															
M116.9598T15.26	M117T15.3	116.9597745	116.9594862	116.9599569	915.3287706	903.1495155	939.6439908	38	18	2	18		[M+Cl]- 81.9889 [M+Cl]- 81.9889	17															
M117.0081T9.22	M117T9.1	117.0081142	117.0078364	117.0083947	553.215278	551.107638	554.3610858	67	42	1	24	[51][M+2]-		4															
M117.0194T4.48	M117T4	117.0193857	117.0191391	117.0196874	268.7183806	252.8960352	275.0657671	66	42	0	24		[M-2H+Na]- 96.0419	45															
M117.0195T7.34	M117T7	117.0194949	117.0193124	117.0197657	440.3174668	421.716888	443.4862416	57	39	0	18			341															
M117.0195T9.92	M117T10	117.0195152	117.0193615	117.0197519	595.2747125	592.1961795	609.3726139	51	32	0	19		[M-H]- 118.027	39															
M117T9.2_Methylmalonic.acid.2.Met.	M117T9.2	117.0195155	117.0192719	117.0197802	532.3453642	530.48438	539.0953652	69	42	3	24	[58][M]-		35	"Methylmalonic acid;2-Methylmalonic acid|Succinic acid"	C4H6O4	118.0266	CHEBI:30860|CHEBI:15741	HMDB00202|HMDB00254	C02170|C00042	CID487|CID1110	ZIYVHBGGAOATLY-UHFFFAOYSA-N|KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)|InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Valine, Leucine and Isoleucine degradation|Butanoate metabolism|Citrate Cycle|Propanoate metabolism	Glutamate|Valine|L-Glutamate|Krebs cycle|Succinate	2	a,b	
M117.0195T2.8	M117T3	117.0195249	117.019331	117.0197775	167.950555	162.0317033	171.7118193	47	29	0	18			1505															
M117.0195T8.07	M117T8	117.0195329	117.0192884	117.0197976	484.1928769	469.4654383	503.0243663	77	39	2	24		[M-H-CH2]- 132.045	3															
M117.0195T10.44	M117T10.1	117.0195329	117.0192571	117.0197589	626.5055273	612.6140873	644.8192208	52	29	2	20			1007															
M117.0307T16.3	M117T16.1	117.0307136	117.0304231	117.030949	978.2983614	967.9577172	998.2218786	31	13	3	15			14															
M117.0308T7.38	M117T7.1	117.0307899	117.0306002	117.0310357	442.574655	437.5158128	444.4426042	65	41	0	24			9															
M117.0308T19.97	M117T20.1	117.0307979	117.0304597	117.0368105	1198.084071	1196.195231	1202.926375	69	42	3	24		[M+Cl]- 82.0663	36															
M117.0389T4.63	M117T5	117.0388524	117.0386505	117.0390689	277.9810876	265.0283198	284.1697338	60	35	0	23	[54][M+1]-		1362															
M117.0557T4.25	M117T4.2	117.0556648	117.0554689	117.0560491	254.8252301	230.3589112	269.0561513	70	34	0	17			92															
M117.0559T20.12	M117T20.2	117.0559147	117.055611	117.0560723	1207.35003	1205.582783	1209.175637	13	4	3	6		[M-3H]3- 354.199	36															
M117T2.1_.Hydroxyisovaleric.aci.	M117T2.1	117.055917	117.0557396	117.0561644	140.1314937	138.9709665	141.7443743	66	42	0	24	[59][M]-	[M-H-CH4]- 134.088	41	"β-Hydroxyisovaleric acid;3-Hydroxyisovaleric acid;3-Hydroxy-3-methylbutyric acid|2-Hydroxypentanoic acid;2-Hydroxyvaleric acid|2-Hydroxy-3-methylbutyric acid;a-Hydroxyisovaleric acid;2-Hydroxyisovaleric acid|2-Hydroxy 2-methylbutyric acid|3-Hydroxypentanoic acid;3-Hydroxyvaleric acid"	C5H10O3	118.063	CHEBI:37084|CHEBI:60647|CHEBI:60645	HMDB00754|HMDB01863|HMDB00407|HMDB01987|HMDB00531		CID69362|CID98009|CID99823|CID95433|CID107802	AXFYFNCPONWUHW-UHFFFAOYSA-N|JRHWHSJDIILJAT-UHFFFAOYSA-N|NGEWQZIDQIYUNV-UHFFFAOYSA-N|MBIQENSCDNJOIY-UHFFFAOYSA-N|REKYPYSUBKSCAT-UHFFFAOYSA-N	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)|InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)|InChI=1S/C5H10O3/c1-3-5(2,8)4(6)7/h8H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O3/c1-2-4(6)3-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	Amino acid metabolism|Lipid metabolism	Valine, Leucine and Isoleucine degradation|Fatty acids	Others|Hydroxy	2	a,b	
M117.0559T3.53	M117T4.1	117.0559308	117.0557574	117.0561828	211.7876633	206.5008265	215.4402428	54	34	0	20	[60][M]-		671															
M117.0712T1.55	M117T2.2	117.0712329	117.0710338	117.0714292	93.02376859	92.11956841	95.38356511	32	14	0	18	[53][M+2]-		930															
M117.0752T5.12	M117T5.1	117.0752139	117.0750585	117.0754727	307.2603622	305.5832923	309.0194279	66	42	0	24	[55][M+1]-		20															
M117.9289T11.35	M118T11	117.9288952	117.9286172	117.9291193	681.1943262	677.3757696	694.171056	67	41	2	24	[56][M+1]-		48															
M117.9548T20.27	M118T20	117.9547835	117.9547689	117.9549636	1216.384576	1214.917577	1226.330612	3	0	3	0		[M-3H]3- 356.882	36															
M117.955T24.72	M118T25	117.9550227	117.954748	117.9553031	1483.050958	1459.21524	1499.714643	68	41	2	24	[57][M+1]-		50															
M117.9631T17.16	M118T17	117.9630639	117.9546811	117.9632927	1029.358138	1023.576613	1031.351099	67	42	1	24			30															
M117.9739T17.14	M118T17.1	117.9738936	117.9737283	117.974119	1028.545826	1027.363552	1031.650134	64	42	0	22			30															
M117.997T2.29	M118T2	117.9970097	117.9968271	117.9972503	137.5373895	135.7516777	138.9167777	41	23	0	18		[M-H-HCOOH]- 165.022 [M-H-C3H2O3]- 205.005	41															
M118.0012T6.69	M118T7	118.0011693	118.000989	118.0014164	401.6766208	398.8267939	410.4274891	41	22	0	19			293															
M118.0148T9.52	M118T10	118.0148326	118.0146584	118.0150714	571.0655979	567.600396	571.7465091	57	40	0	17			729															
M118.0229T8.87	M118T9	118.0228717	118.0226925	118.0231266	532.3519084	531.7803941	532.9093013	66	42	0	24	[58][M+1]-		35															
M118T7.1_L.Homoserine.L.Threonine.	M118T7.1	118.0511485	118.0508663	118.0514044	441.5206587	429.9673353	444.4426042	68	42	2	24	[61][M]-	[M-H]- 119.06	9	"L-Homoserine|L-Threonine;Threonine|D-allo-Threonine"	C4H9NO3	119.0582	CHEBI:15699|CHEBI:16857|CHEBI:28718	HMDB00719|HMDB00167	C00263|C00188|C12317	CID12647|CID6288|CID90624	UKAUYVFTDYCKQA-VKHMYHEASA-N|AYFVYJQAPQTCCC-GBXIJSLDSA-N|AYFVYJQAPQTCCC-PWNYCUMCSA-N	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1|InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1|InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m1/s1	Amino acid metabolism	Glycine, Serine and Threonine	Serine|Threonine	2	a,b	
M118.0512T9.18	M118T9.1	118.0511513	118.0509716	118.0514403	550.8665773	529.026597	565.8192683	56	35	0	15		[M-H-NH3]- 136.083	4															
M118.0512T10.53	M118T11.1	118.0511706	118.0509927	118.0514133	631.5195798	611.4498133	651.5971103	49	29	0	18			1003															
M118.0512T15.42	M118T15	118.0511793	118.0510144	118.0514211	925.0268774	898.4365425	955.9824964	59	37	1	16			585															
M118.0512T8.13	M118T8	118.0511908	118.0510129	118.051436	487.9679644	481.5115858	501.5595699	54	32	0	20		[M-H-C5H8O4]- 251.103	3															
M118.0593T2.33	M118T2.1	118.0592779	118.0590982	118.0595195	140.0526214	138.9709665	141.2148445	66	42	0	24	[59][M+1]-		41															
M118.0594T3.53	M118T4	118.0593503	118.0591695	118.059599	211.7289602	205.3393259	217.8269334	49	34	0	15	[60][M+1]-		19															
M118.0761T5.13	M118T5	118.076097	118.0759252	118.0763645	307.5499568	304.3165906	310.382956	66	42	0	24	[55][M+2]-		20															
M118.9044T1.69	M119T2	118.9043667	118.9040097	118.9046144	101.1445913	99.82652551	102.6923314	61	35	2	24		[M-H-COCH2]- 161.908	5															
M118.9116T6.06	M119T6	118.9116232	118.9115148	118.9118614	363.4522647	356.793723	366.3911473	40	23	0	17			235															
M118.9184T0.13	M119T0	118.918414	118.9181046	118.9186771	7.609237401	1.792746246	26.20387213	61	36	2	22			1622															
M118.9184T0.9	M119T1	118.9184315	118.9182485	118.9186699	54.14647413	37.24225116	62.23267811	55	32	1	22			1477															
M118.9271T11.33	M119T11	118.9270898	118.9267828	118.927308	679.9663909	653.1147945	694.841932	79	42	2	24	[56][M+2]-		48															
M118.9421T10.05	M119T10	118.9421451	118.9419103	118.9424057	603.2149576	601.8101852	607.1169672	68	41	3	24			398															
M118.9519T6.42	M119T6.1	118.9518816	118.951587	118.9521752	385.0012329	380.2773336	391.2807732	66	41	2	22			242															
M118.9578T17.15	M119T17	118.9578274	118.9575181	118.958058	1029.277763	1027.633912	1030.799696	67	42	1	24			30															
M118.9578T19.69	M119T20	118.9578296	118.9516142	118.9581052	1181.609642	1163.51853	1192.744573	72	40	3	24		[M+2Cl]2- 167.968	36															
M118.9578T24.66	M119T25	118.9578382	118.9518061	118.9581319	1479.355169	1457.430223	1497.490205	76	40	1	24	[57][M+2]-		1424															
M118.9578T22.16	M119T22.1	118.9578428	118.9576876	118.9580958	1329.301368	1316.231334	1345.368484	48	33	0	14			1575															
M118.9578T21.54	M119T22	118.9578451	118.957663	118.9580939	1292.58397	1275.746178	1314.251284	73	39	0	18			1663															
M118.9578T18.76	M119T19	118.9578457	118.9576535	118.9581033	1125.774643	1113.597504	1143.607142	51	28	0	17			1320															
M118.9578T0.9	M119T1.1	118.957847	118.9576614	118.9580916	53.98468782	34.12108361	62.77653894	55	35	0	19			55															
M118.9579T20.15	M119T20.1	118.9578645	118.9576941	118.9581302	1208.993259	1205.631663	1221.252432	47	32	0	15		[M+2Cl]2- 167.968	36															
M118.9579T0.21	M119T0.1	118.9578682	118.9576682	118.9581078	12.53974105	6.209437515	24.74493555	48	30	0	18			1623															
M118.9988T9.71	M119T10.1	118.9987541	118.9984688	118.9989924	582.4026866	581.2104089	587.8512135	68	42	2	24	[62][M]-	[M-H-CH2]- 134.018	21															
M119.0019T24.68	M119T25.1	119.0018598	119.0015426	119.0021417	1480.881047	1448.449456	1505.915736	61	37	3	18			1373															
M119.0174T2.43	M119T2.1	119.0173829	119.0171066	119.0176025	146.0413724	142.8176547	148.9977395	50	31	0	19			1194															
M119.0238T8.87	M119T9	119.0237824	119.0235671	119.0240034	532.4790324	531.4981627	533.1003455	66	42	0	24	[58][M+2]-		35															
M119.0351T7.95	M119T8	119.0351243	119.0348478	119.0353788	476.9338634	465.0401239	481.0806064	71	42	2	24	[63][M]-		3															
M119.0351T10.21	M119T10.2	119.0351349	119.0349553	119.0353721	612.7974076	594.0180924	642.8709534	74	38	1	21			354															
M119.0351T6.51	M119T7	119.0351404	119.0349622	119.0353442	390.5156185	385.0344865	402.7856652	28	11	0	17			284															
M119.0351T9.27	M119T9.1	119.0351462	119.034937	119.0353762	556.194411	548.2967401	563.3764476	57	38	0	19	[64][M]-	[M-H-CH4]- 136.083	4															
M119.0351T20.16	M119T20.2	119.0351485	119.0348417	119.0354128	1209.722782	1202.489915	1212.936529	56	37	3	16		[2M-3H]3- 180.068	36															
M119.0352T12.71	M119T13	119.0351503	119.0349706	119.0353665	762.3163069	744.3359556	780.9229209	47	30	0	13			28															
M119.0352T15.36	M119T15	119.0351507	119.034973	119.0353828	921.5733454	893.30628	949.1251785	74	36	1	20			586															
M119.0544T7.36	M119T7.1	119.0544379	119.0542546	119.0547073	441.4906504	425.3576112	444.4426042	67	42	0	24	[61][M+1]-		9															
M119.0601T2.34	M119T2.2	119.0600996	119.0599241	119.0603673	140.4090959	139.1364872	141.8953292	56	36	0	20	[59][M+2]-		41															
M119.0715T2.57	M119T3	119.0715231	119.0713302	119.0718161	154.1548282	147.979741	158.5471657	45	31	0	14			508															
M119.9471T6.57	M120T7	119.9471407	119.9468504	119.9473736	394.3972175	387.125625	396.3463998	51	26	2	23			277															
M119.9763T7.65	M120T8	119.9762755	119.9760929	119.9765144	458.8425296	455.1251237	465.8741157	65	41	0	24			3															
M119.9763T2.61	M120T3	119.9762768	119.9760929	119.9765404	156.3697083	146.4242508	159.4735543	54	33	0	21			496															
M120.0021T9.71	M120T10	120.0020923	120.0019239	120.0023199	582.4164714	581.2984605	583.3842549	65	42	0	23	[62][M+1]-		21															
M120T9_L.Cysteine.Cysteine	M120T9	120.0126163	120.0124254	120.0129218	536.514021	534.3469002	538.371082	61	38	0	23			488	"L-Cysteine;Cysteine"	C3H7NO2S	121.01975	CHEBI:17561	HMDB00574	C00097	CID5862	XUJNEKJLAYXESH-REOHCLBHSA-N	InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids	Glycine, Serine and Threonine|Pantothenate and CoA biosynthesis|Glutathione metabolism|Taurine and Hypotaurine metabolism	Serine|CoA|L-Cysteine|Hypotaurine	2	a,b	
M120.0385T7.95	M120T8.1	120.0384885	120.0382011	120.0414991	476.8854948	463.879048	480.5690593	76	42	2	24	[63][M+1]-		3															
M120.0415T3.97	M120T4	120.0415345	120.0413194	120.0418088	238.0736963	236.3086956	243.0578836	66	42	0	24		[M-3H]3- 363.132	8															
M120.0416T9.29	M120T9.1	120.0415564	120.0383534	120.0418556	557.3785862	549.5901663	573.34966	37	30	0	6	[64][M+1]-		4															
M120.0416T20.07	M120T20	120.0416223	120.0413187	120.0418206	1204.347941	1187.338821	1206.362634	42	26	3	10		[M+Cl]- 85.0763	36															
M120.0554T7.37	M120T7.1	120.0553852	120.055165	120.0556682	441.9467609	433.509172	444.9247739	65	42	0	23	[61][M+2]-		9															
M120.9096T6.06	M121T6	120.9095869	120.9093893	120.9098239	363.4551247	357.4977864	367.5189097	46	25	0	21			211															
M120.949T16.41	M121T16	120.949039	120.9488405	120.9493406	984.6770361	982.58745	987.3091533	54	39	0	15			14															
M120.9725T15.36	M121T15	120.972508	120.9721756	120.9727579	921.3266795	914.4726917	938.0004898	69	42	3	24		[M-H-CH2]- 135.994	17															
M120.9966T4.82	M121T5	120.9965976	120.9963909	120.9968905	289.1415712	283.8044453	291.9557143	57	35	0	22			13															
M121.0031T9.71	M121T10	121.0030627	121.0029005	121.0034022	582.5029113	581.19201	583.4130651	62	42	0	20	[62][M+2]-		21															
M121.0256T3.97	M121T4	121.0255659	121.0253514	121.0293092	238.4815958	237.2264671	252.1151663	67	42	1	24		[M-H-CH2]- 136.039	8															
M121.0257T9.27	M121T9	121.0257233	121.025594	121.0293133	556.4125559	541.8415758	563.3764476	41	33	1	7	[64][M+2]-		4															
M121T2_4.Hydroxybenzaldehyde.Be.	M121T2	121.0297082	121.0293661	121.0314013	128.3404212	121.7415436	132.9217901	69	42	3	24	[65][M]-		1217	4-Hydroxybenzaldehyde|Benzoic acid	C7H6O2	122.0368	CHEBI:17597|CHEBI:30746	HMDB11718|HMDB01870	C00633|C00180	CID126|CID243	RGHHSNMVTDWUBI-UHFFFAOYSA-N|WPYMKLBDIGXBTP-UHFFFAOYSA-N	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H|InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	Amino acid metabolism|Microbial Metabolism	Phenylalanine metabolism|Microbial Metabolism	Other|Microbial Metabolism	2	a,b	
M121.03T19.98	M121T20	121.0300187	121.0255335	121.0305958	1198.910496	1182.66313	1207.740244	67	40	3	24		[M+Cl]- 86.0684	36															
M121.0395T7.94	M121T8	121.0394802	121.0392868	121.042072	476.4575879	463.1548291	481.2227579	76	42	1	24	[63][M+2]-		3															
M121.0409T3.62	M121T4.1	121.0408904	121.0406902	121.0411461	217.3747097	213.5034858	232.3655991	48	33	0	15			672															
M121T2.1_Nicotinamide.Niacinamide.	M121T2.1	121.040913	121.0406424	121.0411585	134.0822964	133.5073711	143.0838246	67	42	1	24	[66][M]-		41	"Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3"	C6H6N2O	122.04801	CHEBI:17154	HMDB01406	C00153	CID936	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	2	a,b	
M121.0409T20.1	M121T20.1	121.0409151	121.0406103	121.0411898	1206.284103	1205.105671	1208.92809	69	42	3	24		[M+Cl]- 86.0684 [M+2Cl]2- 172.146	36															
M121T5.1_D.Threitol.Erythritol.me.	M121T5.1	121.0508112	121.05064	121.0510529	311.3786636	309.3782138	318.7987109	66	42	0	24			20	"D-Threitol|Erythritol;meso-Erythritol"	C4H10O4	122.0579	CHEBI:48300|CHEBI:17113	HMDB04136|HMDB02994	C16884|C00503	CID169019|CID222285	UNXHWFMMPAWVPI-QWWZWVQMSA-N|UNXHWFMMPAWVPI-ZXZARUISSA-N	InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4-/m1/s1|InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+	Carbohydrate metabolism	Pentose and Glucuronate interconversions	Xylose	2	a,b	
M121.9406T13.9	M122T14	121.9406045	121.9402905	121.9408573	834.0060369	828.9496783	837.2240944	57	30	3	24			73															
M121.9513T19.98	M122T20	121.9512828	121.9509943	121.9515676	1198.709019	1197.423469	1201.351087	49	33	3	13			36															
M122.0029T7.6	M122T8	122.0028606	122.0026297	122.0030962	456.0215448	452.3482932	457.3111204	66	42	0	24	[67][M]2-		3															
M122.0209T5.16	M122T5	122.0208861	122.020704	122.0211581	309.5136653	308.0091191	311.935023	66	42	0	24		[M-H-CH3]- 138.045	20															
M122T3_Picolinic.acid.2.Pyridin.	M122T3	122.0249869	122.0248136	122.0252275	190.7254993	186.6538156	194.1556455	57	36	0	21			1252	"Picolinic acid;2-Pyridinecarboxylic acid|Nicotinic acid;Niacin"	C6H5NO2	123.032	CHEBI:28747|CHEBI:15940	HMDB02243|HMDB01488	C10164|C00253	CID1018|CID938	SIOXPEMLGUPBBT-UHFFFAOYSA-N|PVNIIMVLHYAWGP-UHFFFAOYSA-N	InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	Amino acid metabolism|Metabolism of cofactors and vitamins	Tryptophan metabolism|Nicotinate and Nicotinamide metabolism	Kynurenine|Deamino-NAD+	2	a,b	
M122.0251T8.79	M122T9	122.0250514	122.024849	122.0252481	527.3976493	523.1643212	531.3670142	56	33	0	23		[M-H-NH3]- 140.053	18															
M122.0268T19.97	M122T20.1	122.0268116	122.0249935	122.0270929	1198.178753	1195.090945	1217.987802	70	42	3	24	[68][M]-	[M-2H+K]- 85.0763	36															
M122.0331T2.13	M122T2	122.033074	122.0328946	122.0365968	127.6571843	112.6597525	130.5134924	52	35	0	17	[65][M+1]-		1223															
M122.0362T16.09	M122T16	122.0361794	122.0358675	122.0364085	965.6264523	946.9202312	973.7282707	46	24	3	15			538															
M122.0443T2.24	M122T2.1	122.0443078	122.0441221	122.0445653	134.1907153	133.4554805	135.0773508	66	42	0	24	[66][M+1]-		41															
M122.0725T4.49	M122T4	122.0724887	122.0722089	122.0727931	269.3593655	252.9787214	275.0028177	74	37	0	24			1301															
M122.5045T7.59	M123T8	122.504522	122.5043156	122.5047753	455.6319112	452.3826144	456.8580815	31	10	0	21	[67][M+1]2-		3															
M122.9678T22.12	M123T22	122.9677844	122.9676237	122.9680646	1326.993639	1309.970308	1342.720017	55	39	0	11			1576															
M122.9678T19.11	M123T19	122.9677874	122.9676097	122.9680573	1146.704168	1129.517649	1168.346384	54	33	0	17		[M-H]- 123.977 [2M-3H]3- 185.972	1310															
M122.9678T24.39	M123T24	122.9677886	122.9676194	122.9680693	1463.676488	1450.197714	1475.014447	46	26	0	17			1425															
M122.9678T0.16	M123T0	122.9677887	122.9674711	122.9680682	9.79145001	1.109226246	35.7799817	45	26	1	17			1624															
M122.9678T11.41	M123T11	122.9677943	122.9674943	122.9680379	684.5783798	668.6479404	695.9834961	62	39	1	19			1345															
M122.9678T0.95	M123T1	122.9677962	122.9676234	122.968048	57.0286004	47.64580733	61.50567965	42	25	0	17			1478															
M122.9678T13.72	M123T14	122.9677974	122.9676282	122.9680227	823.2592606	794.6725154	840.5461021	54	32	0	13			873															
M122.9678T20.31	M123T20	122.9677987	122.9622972	122.9680654	1218.631206	1199.612323	1235.95669	71	42	2	24		[M-H-CO2]- 167.968	36															
M122.9678T22.65	M123T23	122.9678008	122.967634	122.9680708	1358.707739	1344.624574	1384.010945	51	27	0	19			1584															
M122.9678T14.8	M123T15	122.9678069	122.9675077	122.9680573	887.9587925	872.3695146	898.6116316	69	40	1	24			571															
M122.9678T16.43	M123T16	122.9678093	122.9674754	122.9680473	985.9458695	984.3578228	995.4824181	61	41	1	19		[M+Cl]- 87.9938 [M+Cl]- 87.9938	14															
M122.9678T16.78	M123T17	122.9678112	122.9676241	122.9680379	1006.924269	997.6468089	1008.98446	62	40	0	22		[M+Cl]- 87.9938 [M+Cl]- 87.9938	14															
M122.9678T17.69	M123T18	122.967841	122.9676085	122.9679995	1061.648518	1047.571276	1070.253039	26	9	0	17			1672															
M122.976T5.55	M123T6	122.9759623	122.9757826	122.9762256	332.8883663	329.0970763	336.5132111	64	40	0	24			25															
M122.976T6.43	M123T6.1	122.9760054	122.975825	122.9762248	385.6394535	383.4819727	387.908149	38	21	0	17		[M-H+Cl]2- 211.994 [M-H+Cl]2- 211.994	6															
M122.976T7.6	M123T8.1	122.9760187	122.9757663	122.9762693	455.8072154	449.4139561	463.6675515	49	26	0	22		[M-H]- 123.983 [M-H]- 123.983	3															
M122.9855T13.96	M123T14.1	122.9855418	122.9853515	122.9857522	837.5803129	835.4567949	839.3860213	58	39	0	19			1681															
M122.9882T15.49	M123T15.1	122.9881927	122.9878766	122.9884429	929.2945752	918.1012744	945.2872658	72	42	2	24		[M+Cl]- 88.0172	17															
M122.9969T6.63	M123T7	122.9968549	122.9966808	122.9971247	397.8875793	396.8091561	407.7152988	66	42	0	24			7															
M123.0122T1.9	M123T2	123.0122159	123.0118311	123.0125974	114.1845146	112.9764516	115.5700119	68	42	2	24			967															
M123.0178T16.51	M123T17.1	123.0177878	123.0176184	123.0180117	990.6200048	988.4056643	995.2332333	58	42	0	16			14															
M123.0178T20.33	M123T20.1	123.0177997	123.0176006	123.0180744	1219.888345	1216.243416	1225.833136	48	35	0	13	[68][M+1]-		1089															
M123.0454T1.51	M123T2.1	123.0453889	123.0450532	123.0456214	90.4071491	87.49360029	93.26857063	56	32	2	22		[M-H+Cl]2- 212.14	11															
M123.0566T20.1	M123T20.2	123.0566321	123.0563042	123.0569078	1206.291669	1201.705408	1208.08563	62	37	3	22		[M-H+HCOOH]- 78.0605	36															
M123.5083T10.65	M124T11	123.5083052	123.5080912	123.5085948	638.9628323	637.6810212	640.4119168	46	32	0	14			1281															
M123.9022T8.15	M124T8	123.9022079	123.9020177	123.902509	488.8965596	483.2967703	499.5058851	47	31	1	15			3															
M123.9022T0.22	M124T0	123.902213	123.90191	123.9022411	13.13934055	5.731525567	17.01563171	5	0	3	2			1625															
M123.9023T1.69	M124T2	123.9022505	123.9018978	123.9025147	101.4680205	74.19652327	108.8678232	33	19	3	10			200															
M123.9023T14.46	M124T14	123.9022572	123.9019222	123.9024129	867.3766547	852.9477957	876.2084403	6	0	3	2			587															
M123.9023T8.82	M124T9	123.9022618	123.9019732	123.9025092	529.0098122	526.3134489	531.5815177	62	37	2	23			18															
M123.9466T16.13	M124T16	123.94659	123.946402	123.9468368	967.7649873	955.8734404	977.3642657	62	41	0	21			539															
M123.9466T19.98	M124T20	123.9465926	123.9462901	123.9468846	1198.584832	1197.053587	1200.085185	69	42	3	24		[M+Cl]- 88.9794	36															
M123.9494T7.24	M124T7	123.9494423	123.9492593	123.949707	434.1028351	418.0960664	438.3275287	61	42	0	18			59															
M123.9888T3.89	M124T4	123.9888443	123.9885838	123.9891068	233.4448701	222.6913254	234.7440905	69	42	3	24			8															
M123.9889T9.73	M124T10	123.9889023	123.9886001	123.9891548	584.0161568	559.6930889	591.2509149	61	33	3	19			784															
M123.9889T6.19	M124T6	123.9889037	123.9885799	123.9890075	371.547109	368.6224505	380.6052202	7	2	3	2			243															
M123.9889T24.67	M124T25	123.9889042	123.9885864	123.9892149	1479.928581	1470.415015	1499.258397	49	34	1	11			1426															
M123.9889T14.47	M124T14.1	123.9889131	123.9886116	123.9891399	868.471797	862.6536811	872.2740537	12	7	3	2			588															
M123.9889T18.24	M124T18	123.9889149	123.9885751	123.9891927	1094.286728	1052.215202	1116.637029	75	41	3	18			1187															
M123.9889T12.25	M124T12	123.9889182	123.9885937	123.9891558	735.2231357	706.0696118	750.8712621	46	23	3	13			949															
M123.9889T20.15	M124T20.1	123.9889228	123.9886286	123.9891942	1208.855826	1207.53552	1213.1438	68	41	3	24		[M-2H]2- 249.986 [M-2H]2- 249.986	36															
M123.9889T8.6	M124T9.1	123.988924	123.9885954	123.989213	516.2650406	510.6663355	522.2343062	59	39	3	17			1149															
M123.9889T24.36	M124T24	123.9889271	123.9885861	123.9892025	1461.724251	1447.684199	1467.958969	31	16	3	11			1427															
M123.9889T15.33	M124T15	123.9889284	123.9887457	123.9891764	919.6897515	905.2749671	929.901253	51	36	1	14			17															
