variableMetadata	accession	description	uniprot_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2
Q8CG16_Complement C1r-A subcomp.	sp|Q8CG16|C1RA_MOUSE	Complement C1r-A subcomponent  OS=Mus musculus (Mouse) GN=C1ra PE=1 SV=1	Q8CG16	-0.0791228889310567	0.591751997975708	0	-0.0362981277384726	0.746157414410592	0	-0.0683079847467098	0.669494582961579	0	-0.0397098168922874	0.794519168359658	0	0.921431895401172	0.473696049140444
P70389_Insulin-like growth fact.	sp|P70389|ALS_MOUSE	Insulin-like growth factor-binding protein complex acid labile subunit  OS=Mus musculus (Mouse) GN=Igfals PE=1 SV=1	P70389	-0.050826641906653	0.74863452709849	0	0.423075323823944	0.000688653384850653	1	0.0461166934446027	0.820869567998894	0	0.466366822160065	3.2445784870611e-06	1	0.45081695663671	0.269812215639438
Q64726_Zinc-alpha-2-glycoprotein	sp|Q64726|ZA2G_MOUSE	Zinc-alpha-2-glycoprotein  OS=Mus musculus (Mouse) GN=Azgp1 PE=1 SV=2	Q64726	-0.146656309204765	0.276924615996529	0	-0.196186060366859	0.0146260044338263	1	-0.0333957745568014	0.78132967451331	0	-0.066128426840482	0.506524554149673	0	1.3997829941907	0.644844219068423
Q07456_Protein AMBP	sp|Q07456|AMBP_MOUSE	Protein AMBP  OS=Mus musculus (Mouse) GN=Ambp PE=1 SV=2	Q07456	-0.18799811809799	0.185672532457654	0	-0.0415214585062991	0.670041057815618	0	-0.0966469943440487	0.400282253568826	0	-0.0532857890008955	0.643419255470819	0	2.0789204174256	0.868435443666376
Q8R121_Protein Z-dependent prot.	sp|Q8R121|ZPI_MOUSE	Protein Z-dependent protease inhibitor  OS=Mus musculus (Mouse) GN=Serpina10 PE=1 SV=1	Q8R121	-0.0623302453598313	0.681971039975249	0	-0.441905175776586	5.69464740635109e-05	1	-0.0562819114306592	0.780783443910821	0	-0.270377988077261	0.0338752432372155	1	0.432631016394134	0.138753040131823
P11589_Major urinary protein 2	sp|P11589|MUP2_MOUSE	Major urinary protein 2  OS=Mus musculus (Mouse) GN=Mup2 PE=1 SV=1	P11589	-0.793252529130978	0.479298239390499	0	-1.05389423760514	0.14355868975522	0	-0.0635665837875052	0.926665698936218	0	-0.282393112594704	0.619652842106656	0	1.20204245814152	0.0808765852870138
P52430_Serum paraoxonase/aryles.	sp|P52430|PON1_MOUSE	Serum paraoxonase/arylesterase 1  OS=Mus musculus (Mouse) GN=Pon1 PE=1 SV=2	P52430	0.13545901682188	0.533502378813109	0	0.247698508197793	0.0812472307274863	0	0.325995634695406	0.0395123198250075	1	0.420711118214395	0.000618989930804951	1	0.538300869962191	1.22483506339436
Q9QXC1_Fetuin-B	sp|Q9QXC1|FETUB_MOUSE	Fetuin-B  OS=Mus musculus (Mouse) GN=Fetub PE=1 SV=1	Q9QXC1	-0.0551486276419659	0.663539448710607	0	-0.0006914351417322	0.996238665313408	0	-0.048205624955628	0.538978517600632	0	0.0198095981838939	0.768383680977107	0	1.15888345093276	1.12662607152792
P03953_Complement factor D	sp|P03953|CFAD_MOUSE	Complement factor D  OS=Mus musculus (Mouse) GN=Cfd PE=1 SV=1	P03953	-0.203907729984735	0.486591926423828	0	0.927670467991195	5.47317362464148e-05	1	-0.145487449860941	0.282083624739707	0	0.913762319079094	1.01513154585682e-07	1	0.82183239337799	0.794592304593351
Q06770_Corticosteroid-binding g.	sp|Q06770|CBG_MOUSE	Corticosteroid-binding globulin  OS=Mus musculus (Mouse) GN=Serpina6 PE=1 SV=1	Q06770	0.144247264518803	0.455739093141537	0	0.785336880784019	2.36725756373564e-07	1	0.0674489064193295	0.825328396666704	0	0.850945956107292	9.84427723584404e-09	1	0.480268764225193	0.224477678689208
Q8CIZ8_von Willebrand factor	sp|Q8CIZ8|VWF_MOUSE	von Willebrand factor  OS=Mus musculus (Mouse) GN=Vwf PE=1 SV=2	Q8CIZ8	0.451504797405445	0.619515383557574	0	0.714742738822512	0.241728594304377	0	0.971115301338827	0.193257758818981	0	0.573678933749452	0.402142018410038	0	0.709843093300993	1.43545474000854
P98064_Mannan-binding lectin se.	sp|P98064|MASP1_MOUSE	Mannan-binding lectin serine protease 1  OS=Mus musculus (Mouse) GN=Masp1 PE=1 SV=2	P98064	-0.218261871393384	0.124224122879883	0	-0.0537247102202336	0.58903911442465	0	-0.154355498660344	0.111955427523819	0	0.0150462278448735	0.803603254024082	0	2.4518306977572	1.96849397244869
Q8BTM8_Filamin-A	sp|Q8BTM8|FLNA_MOUSE	Filamin-A  OS=Mus musculus (Mouse) GN=Flna PE=1 SV=5	Q8BTM8	0.943428127108319	0.378676624478261	0	0.90429636447702	0.147427487467851	0	1.04433122601169	0.28053136229094	0	0.726442856819428	0.401152419379946	0	1.33201693787361	1.32309206560629
Q01279_Epidermal growth factor .	sp|Q01279|EGFR_MOUSE	Epidermal growth factor receptor  OS=Mus musculus (Mouse) GN=Egfr PE=1 SV=1	Q01279	-0.415094721179468	0.0361013633136675	1	-0.819785544657108	1.31887778493931e-06	1	-0.389898636828548	0.0250609413205848	1	-0.807217460556391	1.14049490653678e-07	1	1.32049798433193	0.882579273342397
P05213_Tubulin alpha-1B chain	sp|P05213|TBA1B_MOUSE	Tubulin alpha-1B chain  OS=Mus musculus (Mouse) GN=Tuba1b PE=1 SV=2	P05213	0.335205364318412	0.71831571250527	0	1.24263819485088	0.0555101246615568	0	0.772716717974696	0.287537027563107	0	0.710208649247708	0.267682865925128	0	0.568636331889523	1.19628561513478
P51885_Lumican	sp|P51885|LUM_MOUSE	Lumican  OS=Mus musculus (Mouse) GN=Lum PE=1 SV=2	P51885	0.0965469227775984	0.533502378813109	0	0.145867413067382	0.14355868975522	0	0.00778710450384068	0.977859259724439	0	0.0999148361013305	0.265758482875715	0	1.08902960098925	0.0895819360941594
Q9ESB3_Histidine-rich glycoprot.	sp|Q9ESB3|HRG_MOUSE	Histidine-rich glycoprotein  OS=Mus musculus (Mouse) GN=Hrg PE=1 SV=2	Q9ESB3	0.0437212404698286	0.717153687184034	0	-0.213173045361529	0.0175363438025666	1	0.0543099597647796	0.580260615149919	0	-0.0794670570084435	0.351287931713108	0	0.637305142429047	0.539571083075059
P01868_Ig gamma-1 chain C regio.	sp|P01868|IGHG1_MOUSE	Ig gamma-1 chain C region secreted form  OS=Mus musculus (Mouse) GN=Ighg1 PE=1 SV=1	P01868	-0.872208736575715	0.276924615996529	0	0.024309074479067	0.953565348623692	0	-0.855155703721437	0.11261827785636	0	-0.268036520387508	0.644956574044361	0	1.80651991441888	1.42036986661676
P97298_Pigment epithelium-deriv.	sp|P97298|PEDF_MOUSE	Pigment epithelium-derived factor  OS=Mus musculus (Mouse) GN=Serpinf1 PE=1 SV=2	P97298	-0.0811743384576822	0.452759420969467	0	-0.103063561458733	0.100004399903189	0	-0.103604551440263	0.198858601294052	0	-0.104669460001503	0.116876607645725	0	1.47169107276963	1.30299301145254
2655975682_LSMBO IPHC BiognosysiRT-.	sp|2655975682|BiognosysiRT-Kit_WR_fusion	LSMBO IPHC BiognosysiRT-Kit_WR_fusion	2655975682	0.00713402854202627	0.982656835415756	0	0.141315483002852	0.368147273362141	0	0.0729377727960667	0.746561751983174	0	0.112410736922197	0.535776656486297	0	0.0275004676222375	0.221506226260058
P01837_Immunoglobulin kappa con.	sp|P01837|IGKC_MOUSE	Immunoglobulin kappa constant  OS=Mus musculus (Mouse) GN=Igkc PE=1 SV=2	P01837	0.442996885391238	0.380178416028331	0	0.477515807855301	0.111399523792455	0	0.857908819927442	0.0395123198250075	1	0.248140742151765	0.571303886492315	0	1.273048863739	2.01846736820327
P00920_Carbonic anhydrase 2	sp|P00920|CAH2_MOUSE	Carbonic anhydrase 2  OS=Mus musculus (Mouse) GN=Ca2 PE=1 SV=4	P00920	0.324682525980268	0.533502378813109	0	0.63141443046651	0.0642859707678294	0	0.361949666873297	0.409741314545371	0	0.279788418286277	0.482527279164274	0	0.914676318183071	0.962163957256574
P01864_Ig gamma-2A chain C regi.	sp|P01864|GCAB_MOUSE	Ig gamma-2A chain C region secreted form  OS=Mus musculus (Mouse) PE=1 SV=1	P01864	0.365280488139447	0.454844857110499	0	0.46243995901483	0.106090424802622	0	1.10549916366738	0.00563104934091753	1	0.180499240131567	0.706789887044974	0	1.24791942262204	2.34960186366191
Q61646_Haptoglobin	sp|Q61646|HPT_MOUSE	Haptoglobin  OS=Mus musculus (Mouse) GN=Hp PE=1 SV=1	Q61646	-0.170066166512466	0.922122935456697	0	-2.84721366263796	0.00400309814704328	1	0.0796078037219488	0.915936798371691	0	-2.17300516964616	0.105576120781627	0	0.0941457798328352	0.342004125096628
P16858_Glyceraldehyde-3-phospha.	sp|P16858|G3P_MOUSE	Glyceraldehyde-3-phosphate dehydrogenase  OS=Mus musculus (Mouse) GN=Gapdh PE=1 SV=2	P16858	0.161713524968043	0.843295904640626	0	0.898611157520339	0.0891094713086149	0	0.432965569168935	0.455140132320133	0	0.443276556420994	0.388309787819665	0	0.411803369031402	0.98487826435619
P00687_Alpha-amylase 1	sp|P00687|AMY1_MOUSE	Alpha-amylase 1  OS=Mus musculus (Mouse) GN=Amy1 PE=1 SV=2	P00687	-0.0957787259237399	0.533502378813109	0	-0.176946511382297	0.0809944715558524	0	-0.171427651507422	0.206392950882167	0	-0.160054605929357	0.165900549698585	0	0.672192817083547	1.13082578918268
Q07968_Coagulation factor XIII .	sp|Q07968|F13B_MOUSE	Coagulation factor XIII B chain  OS=Mus musculus (Mouse) GN=F13b PE=1 SV=2	Q07968	-0.0277213277836807	0.835989943763072	0	0.195351838693153	0.0382241398149719	1	-0.0539218482014192	0.530130735223019	0	0.303728393356391	0.000527065341968603	1	0.370872138041982	1.00917778835674
Q62009_Periostin	sp|Q62009|POSTN_MOUSE	Periostin  OS=Mus musculus (Mouse) GN=Postn PE=1 SV=2	Q62009	-0.169212869060878	0.312720656637452	0	0.367199532023566	0.00078368204934586	1	-0.209831500613511	0.127612475994265	0	0.466036504369256	0.000163793998428914	1	1.30734816016849	1.43890908161191
P09813_Apolipoprotein A-II	sp|P09813|APOA2_MOUSE	Apolipoprotein A-II  OS=Mus musculus (Mouse) GN=Apoa2 PE=1 SV=2	P09813	-0.0653962977611116	0.830770145601124	0	-0.551978522891307	0.005383912221464	1	0.037308286321057	0.820869567998894	0	-0.280583814648377	0.101559021857583	0	0.209374942343774	0.425419539285241
P41317_Mannose-binding protein C	sp|P41317|MBL2_MOUSE	Mannose-binding protein C  OS=Mus musculus (Mouse) GN=Mbl2 PE=1 SV=2	P41317	-0.157802105341833	0.199179390542759	0	0.620190973932004	1.93669652386984e-08	1	-0.129056842851242	0.207253528818935	0	0.705633117416998	7.49211649513021e-08	1	1.09565088855022	0.972617898164964
P68033_Actin, alpha cardiac mus.	sp|P68033|ACTC_MOUSE	Actin, alpha cardiac muscle 1  OS=Mus musculus (Mouse) GN=Actc1 PE=1 SV=1	P68033	0.462606121234057	0.717153687184034	0	2.13896536921354	0.0158716725612239	1	1.11499682300217	0.193257758818981	0	1.6004858214694	0.0164781560941479	1	0.149772853672103	0.87129423155754
P01942_Hemoglobin subunit alpha	sp|P01942|HBA_MOUSE	Hemoglobin subunit alpha  OS=Mus musculus (Mouse) GN=Hba PE=1 SV=2	P01942	0.449370076589197	0.554664864926619	0	0.714213690299367	0.147427487467851	0	0.516023468164427	0.432135710100138	0	0.46814954538349	0.420638185665152	0	0.942660767499585	0.764644105445278
O88947_Coagulation factor X	sp|O88947|FA10_MOUSE	Coagulation factor X  OS=Mus musculus (Mouse) GN=F10 PE=1 SV=1	O88947	-0.011190048381593	0.940505884366681	0	-0.0807760520512346	0.375490077920113	0	-0.0410951915306974	0.720820587591282	0	-0.0924633690566665	0.280536830490399	0	0.327524055511269	0.183682385346099
P10605_Cathepsin B	sp|P10605|CATB_MOUSE	Cathepsin B  OS=Mus musculus (Mouse) GN=Ctsb PE=1 SV=2	P10605	-0.0775791717971117	0.533502378813109	0	0.241027364190231	0.00626326087166815	1	-0.0118151222382288	0.825328396666704	0	0.262573241877579	0.00409456857226222	1	1.11828270115192	0.549090505622923
Q64727_Vinculin	sp|Q64727|VINC_MOUSE	Vinculin  OS=Mus musculus (Mouse) GN=Vcl PE=1 SV=4	Q64727	0.0712081300190128	0.940505884366681	0	0.593881495083689	0.287297637478688	0	0.666505119787473	0.177840918503847	0	0.267058321678366	0.583275695531852	0	0.0882126327216536	1.63304472156748
P01878_Ig alpha chain C region	sp|P01878|IGHA_MOUSE	Ig alpha chain C region  OS=Mus musculus (Mouse) PE=1 SV=1	P01878	0.903564596229849	0.276924615996529	0	-0.04635670800198	0.92840730824931	0	-0.0526451517030928	0.949250870399499	0	-0.254439126653878	0.689390111425392	0	1.64642864612333	0.15987911405272
Q9JHH6_Carboxypeptidase B2	sp|Q9JHH6|CBPB2_MOUSE	Carboxypeptidase B2  OS=Mus musculus (Mouse) GN=Cpb2 PE=1 SV=1	Q9JHH6	-0.0989682644582786	0.455739093141537	0	-0.251791398465144	0.00512707131087301	1	-0.139275174444382	0.190449306106128	0	-0.324243552627998	9.66033664699485e-05	1	0.805505714577533	0.717345707131384
Q91WP0_Mannan-binding lectin se.	sp|Q91WP0|MASP2_MOUSE	Mannan-binding lectin serine protease 2  OS=Mus musculus (Mouse) GN=Masp2 PE=1 SV=1	Q91WP0	-0.0417438331934292	0.702796967118972	0	-0.232650160671056	0.00300481930090692	1	-0.091155071297468	0.43399716593662	0	-0.19046587437257	0.0301022895514179	1	0.276109633627176	0.753745372232705
P68368_Tubulin alpha-4A chain	sp|P68368|TBA4A_MOUSE	Tubulin alpha-4A chain  OS=Mus musculus (Mouse) GN=Tuba4a PE=1 SV=1	P68368	1.15789404787702	0.348858397829223	0	0.953793056853492	0.179461698516178	0	0.941652355433224	0.364102924768082	0	1.06723143134588	0.223186440148657	0	1.37744852273619	1.00616238523709
P29788_Vitronectin	sp|P29788|VTNC_MOUSE	Vitronectin  OS=Mus musculus (Mouse) GN=Vtn PE=1 SV=2	P29788	-0.025289392995127	0.785025148521763	0	-0.0481562202102488	0.473779188617406	0	-0.00834536948558195	0.977859259724439	0	-0.121016166855593	0.10970443053537	0	0.205085287141833	0.42221629720812
P24270_Catalase	sp|P24270|CATA_MOUSE	Catalase  OS=Mus musculus (Mouse) GN=Cat PE=1 SV=4	P24270	0.238621352248394	0.837246217994402	0	1.56701505648257	0.0384230616694728	1	0.560569152391679	0.561203012176096	0	1.03787872921682	0.159619215865166	0	0.305838246965736	0.657332664544901
P11859_Angiotensinogen	sp|P11859|ANGT_MOUSE	Angiotensinogen  OS=Mus musculus (Mouse) GN=Agt PE=1 SV=1	P11859	-0.151154308581013	0.276924615996529	0	-0.0211015492105666	0.836965306245957	0	-0.0449506928833721	0.704291334096364	0	0.00441604096279846	0.956777458733818	0	1.62453927119211	0.898784341165471
Q61730_Interleukin-1 receptor a.	sp|Q61730|IL1AP_MOUSE	Interleukin-1 receptor accessory protein  OS=Mus musculus (Mouse) GN=Il1rap PE=1 SV=1	Q61730	0.121530567551257	0.455739093141537	0	-0.644164977605669	2.9481181513604e-06	1	-0.0214876727283908	0.972340814772377	0	-0.606741902023774	1.40508678546255e-06	1	0.798305701873422	0.109198655474107
Q00724_Retinol-binding protein 4	sp|Q00724|RET4_MOUSE	Retinol-binding protein 4  OS=Mus musculus (Mouse) GN=Rbp4 PE=1 SV=2	Q00724	-0.338131675732793	0.348858397829223	0	-0.688409891407748	0.00252589226577461	1	-0.197719384459951	0.353011230370031	0	-0.489667921570845	0.00158964733557968	1	1.20935771662942	0.641592126890691
Q9R098_Hepatocyte growth factor.	sp|Q9R098|HGFA_MOUSE	Hepatocyte growth factor activator  OS=Mus musculus (Mouse) GN=Hgfac PE=1 SV=1	Q9R098	-0.335825670929768	0.276924615996529	0	0.0252344598868142	0.903841101345152	0	-0.242176991833212	0.0575496816717424	0	0.249159303210405	0.0126800923980116	1	1.74496022192652	1.7301142289346
P20029_Endoplasmic reticulum ch.	sp|P20029|BIP_MOUSE	Endoplasmic reticulum chaperone BiP  OS=Mus musculus (Mouse) GN=Hspa5 PE=1 SV=3	P20029	0.354174958484982	0.276924615996529	0	0.0874327344282229	0.681517882946972	0	0.178358538862867	0.73049133906853	0	-0.172752454487121	0.706106371598579	0	2.00104375296292	0.783862022081672
P14847_C-reactive protein	sp|P14847|CRP_MOUSE	C-reactive protein  OS=Mus musculus (Mouse) GN=Crp PE=1 SV=2	P14847	-0.0808706925863198	0.533502378813109	0	-0.0224706642897843	0.828499444284297	0	-0.0341042445397584	0.756884189895285	0	0.1255866643024	0.209440542128623	0	1.26514566214703	0.868716308622926
P05064_Fructose-bisphosphate al.	sp|P05064|ALDOA_MOUSE	Fructose-bisphosphate aldolase A  OS=Mus musculus (Mouse) GN=Aldoa PE=1 SV=2	P05064	0.213265090715268	0.685597501383868	0	0.666329684428224	0.0578618641790683	0	0.296595858321563	0.551084989362382	0	0.4864679090702	0.223186440148657	0	0.780417396662422	0.821761487457052
A2AEP0_Odorant-binding protein .	sp|A2AEP0|OBP1B_MOUSE	Odorant-binding protein 1b  OS=Mus musculus (Mouse) GN=Obp1b PE=1 SV=1	A2AEP0	-0.250722149334273	0.700979391157378	0	5.35224870095558	1.31653876530236e-10	1	0.0492700997611522	0.762764199544133	0	4.63186234802667	8.1443683596546e-12	1	0.290736933935058	0.487922814013653
P13634_Carbonic anhydrase 1	sp|P13634|CAH1_MOUSE	Carbonic anhydrase 1  OS=Mus musculus (Mouse) GN=Ca1 PE=1 SV=4	P13634	0.504709106056687	0.55540931062964	0	0.547471723718534	0.34444909439891	0	0.526967043095244	0.455140132320133	0	0.293952362203175	0.684690000656653	0	0.963376842918529	0.834945928070794
P07309_Transthyretin	sp|P07309|TTHY_MOUSE	Transthyretin  OS=Mus musculus (Mouse) GN=Ttr PE=1 SV=1	P07309	0.0878217500037053	0.554664864926619	0	-0.322364402646482	0.00311527810793787	1	0.0635855950303714	0.510490450602513	0	-0.360703925284561	0.000324576354993677	1	0.769698062776272	0.795513157410252
Q61508_Extracellular matrix pro.	sp|Q61508|ECM1_MOUSE	Extracellular matrix protein 1  OS=Mus musculus (Mouse) GN=Ecm1 PE=1 SV=2	Q61508	-0.035379655169379	0.867263380428284	0	0.162129175441841	0.272728893144187	0	-0.050785392621556	0.778557677383327	0	0.111332923254668	0.506524554149673	0	0.439370177359475	0.415371563687543
P33587_Vitamin K-dependent prot.	sp|P33587|PROC_MOUSE	Vitamin K-dependent protein C  OS=Mus musculus (Mouse) GN=Proc PE=1 SV=2	P33587	-0.0966237262648839	0.455739093141537	0	-0.185837413007558	0.0310474789555381	1	-0.156985247195529	0.169951929965962	0	-0.152078165159509	0.0857380006869183	0	1.16549278131807	1.40895817642957
O35930_Platelet glycoprotein Ib.	sp|O35930|GP1BA_MOUSE	Platelet glycoprotein Ib alpha chain  OS=Mus musculus (Mouse) GN=Gp1ba PE=1 SV=2	O35930	-0.0419068255923172	0.700979391157378	0	-0.345341798162803	2.99454901545783e-05	1	-0.0744180939064272	0.580260615149919	0	-0.304211160774194	0.000607959432520741	1	0.164180297151188	0.18118029397936
Q62351_Transferrin receptor pro.	sp|Q62351|TFR1_MOUSE	Transferrin receptor protein 1  OS=Mus musculus (Mouse) GN=Tfrc PE=1 SV=1	Q62351	0.224583779622627	0.436222136134863	0	-0.192012990971946	0.224749916488841	0	0.0127436670797145	0.886141982771959	0	-0.392314424187013	0.0185868150061598	1	1.61745038851994	0.378417527920664
P11680_Properdin	sp|P11680|PROP_MOUSE	Properdin  OS=Mus musculus (Mouse) GN=Cfp PE=2 SV=2	P11680	0.0547015576525993	0.764173583935424	0	0.446548855527503	0.000517587738447479	1	-0.0163386774299425	0.817710320531016	0	0.453228196976937	0.000281751072172654	1	0.154059689530389	0.504286553683468
P07310_Creatine kinase M-type	sp|P07310|KCRM_MOUSE	Creatine kinase M-type  OS=Mus musculus (Mouse) GN=Ckm PE=1 SV=1	P07310	-0.171438523309408	0.893879191380367	0	0.82806490752084	0.337099845447141	0	-0.265660823378425	0.778557677383327	0	0.814171490849731	0.367615957775813	0	0.0982841853025096	0.201268053627421
Q8VCS0_N-acetylmuramoyl-L-alani.	sp|Q8VCS0|PGRP2_MOUSE	N-acetylmuramoyl-L-alanine amidase  OS=Mus musculus (Mouse) GN=Pglyrp2 PE=1 SV=1	Q8VCS0	-0.12312130960758	0.753600875281214	0	-0.390171015343888	0.127781809421419	0	-0.0519835316203441	0.746561751983174	0	-0.339701208808464	0.000165006000258114	1	0.33265553899818	0.150903976807186
Q61171_Peroxiredoxin-2	sp|Q61171|PRDX2_MOUSE	Peroxiredoxin-2  OS=Mus musculus (Mouse) GN=Prdx2 PE=1 SV=3	Q61171	0.325027620056641	0.646446946394009	0	0.838080430490592	0.075484157153493	0	0.434054383727648	0.467154315197859	0	0.535265223404632	0.297890332385848	0	0.654145810886947	0.755459601016016
P29621_Serine protease inhibito.	sp|P29621|SPA3C_MOUSE	Serine protease inhibitor A3C  OS=Mus musculus (Mouse) GN=Serpina3c PE=2 SV=1	P29621	0.407066297251344	0.590600269443009	0	-1.04438400828545	0.0489366752160283	1	0.150537049586639	0.727906276782303	0	-1.24500394083444	0.00513036987127734	1	0.963330048693613	0.590768469836899
P17182_Alpha-enolase	sp|P17182|ENOA_MOUSE	Alpha-enolase  OS=Mus musculus (Mouse) GN=Eno1 PE=1 SV=3	P17182	0.302501966878918	0.700979391157378	0	0.830891720093597	0.116887067221624	0	0.792704651633311	0.177840918503847	0	0.577642617846866	0.260457350767729	0	0.613678631416995	1.4254925429917
P06330_Ig heavy chain V region .	sp|P06330|HVM51_MOUSE	Ig heavy chain V region AC38 205.12  OS=Mus musculus (Mouse) PE=1 SV=1	P06330	0.467978794803063	0.348858397829223	0	0.450343574250976	0.122912497467162	0	0.672688412096537	0.177840918503847	0	0.0675916662773624	0.945351328940391	0	1.27313163246108	1.72241915524409
P17742_Peptidyl-prolyl cis-tran.	sp|P17742|PPIA_MOUSE	Peptidyl-prolyl cis-trans isomerase A  OS=Mus musculus (Mouse) GN=Ppia PE=1 SV=2	P17742	0.326826055639518	0.455739093141537	0	0.584897941015321	0.0499471267900794	1	0.421797075728108	0.214084168878075	0	0.33367689386343	0.28136295685495	0	1.02078660664161	1.28496512127913
P70274_Selenoprotein P	sp|P70274|SEPP1_MOUSE	Selenoprotein P  OS=Mus musculus (Mouse) GN=Selenop PE=1 SV=3	P70274	-0.167471731754706	0.192313318278998	0	0.13338163981313	0.0935347039310487	0	-0.185588262805236	0.0456295887478856	1	0.279157061546545	0.0004002357107049	1	2.12409519564946	1.91585816901922
P09470_Angiotensin-converting e.	sp|P09470|ACE_MOUSE	Angiotensin-converting enzyme  OS=Mus musculus (Mouse) GN=Ace PE=1 SV=3	P09470	0.272295258844256	0.455739093141537	0	-1.42243559657962	3.21081401301446e-06	1	0.0572289919797306	0.675002339424855	0	-1.54304636841562	1.14049490653678e-07	1	0.898562519897714	0.369611395188156
Q8CFG8_Complement C1s-B subcomp.	sp|Q8CFG8|CS1B_MOUSE	Complement C1s-B subcomponent  OS=Mus musculus (Mouse) GN=C1sb PE=2 SV=1	Q8CFG8	-0.279787761391319	0.681971039975249	0	0.566417374880189	0.209801661260102	0	-0.311381152676383	0.644118573797995	0	0.0261379243218194	0.955036646117507	0	0.898308356640328	0.69872144164335
P46412_Glutathione peroxidase 3	sp|P46412|GPX3_MOUSE	Glutathione peroxidase 3  OS=Mus musculus (Mouse) GN=Gpx3 PE=1 SV=2	P46412	0.103389709658291	0.536276330265229	0	0.020942381494379	0.878099421053463	0	-0.00350882571800426	0.988582755657878	0	-0.0354408736312131	0.817284092121045	0	1.25446887053611	0.112262393511343
P16301_Phosphatidylcholine-ster.	sp|P16301|LCAT_MOUSE	Phosphatidylcholine-sterol acyltransferase  OS=Mus musculus (Mouse) GN=Lcat PE=1 SV=2	P16301	0.0802949391453787	0.582938546710432	0	0.29220101047563	0.0038783500326666	1	0.0452311944236357	0.776627724927083	0	0.183079516167084	0.0763175562121907	0	0.783186512671569	0.2994180359356
P15327_Bisphosphoglycerate muta.	sp|P15327|PMGE_MOUSE	Bisphosphoglycerate mutase  OS=Mus musculus (Mouse) GN=Bpgm PE=1 SV=2	P15327	0.302907905029159	0.702796967118972	0	1.11345985743703	0.0489366752160283	1	0.544410080900985	0.409741314545371	0	0.669801457184121	0.226053700547787	0	0.554164632626514	0.817595654874385
O88968_Transcobalamin-2	sp|O88968|TCO2_MOUSE	Transcobalamin-2  OS=Mus musculus (Mouse) GN=Tcn2 PE=1 SV=1	O88968	-0.0324528172009551	0.80699269584813	0	-0.0387029176201139	0.682864372425475	0	-0.0984267726929637	0.335794516938634	0	-0.0720073975462405	0.43093886951905	0	0.141063386557537	1.06598387784255
P31532_Serum amyloid A-4 protein	sp|P31532|SAA4_MOUSE	Serum amyloid A-4 protein  OS=Mus musculus (Mouse) GN=Saa4 PE=1 SV=2	P31532	-0.411145048656621	0.105178977230166	0	-0.958835551744968	1.32659116557857e-06	1	-0.405357492975821	0.111955427523819	0	-0.60347756551559	0.0019737364627461	1	1.24207866565279	1.06867502646491
P55065_Phospholipid transfer pr.	sp|P55065|PLTP_MOUSE	Phospholipid transfer protein  OS=Mus musculus (Mouse) GN=Pltp PE=1 SV=1	P55065	-0.0337220733154915	0.846701309915053	0	0.121354513713769	0.32509847724062	0	-0.097877500763218	0.549983687853617	0	0.0712546670790921	0.634985838009829	0	0.369714622638165	0.512001625475379
P08607_C4b-binding protein	sp|P08607|C4BPA_MOUSE	C4b-binding protein  OS=Mus musculus (Mouse) GN=C4bpa PE=1 SV=3	P08607	-0.17763704241224	0.524789788974045	0	-0.520695333539148	0.00587961928093558	1	0.0658753443696121	0.669494582961579	0	-0.444686117653802	0.00407805744521155	1	0.593454165289158	0.714475769273023
P21550_Beta-enolase	sp|P21550|ENOB_MOUSE	Beta-enolase  OS=Mus musculus (Mouse) GN=Eno3 PE=1 SV=3	P21550	0.737173117598253	0.448296759623705	0	0.612237037711818	0.251540064173411	0	-0.384044673690763	0.669494582961579	0	0.0952975801925575	0.898104054590916	0	1.61562207038565	0.312401855694961
P11087_Collagen alpha-1(I) chain	sp|P11087|CO1A1_MOUSE	Collagen alpha-1(I) chain  OS=Mus musculus (Mouse) GN=Col1a1 PE=1 SV=4	P11087	-0.145205955374621	0.554664864926619	0	0.518006453017296	0.00378115456736025	1	-0.115740936860629	0.478512500990882	0	0.528944210897198	0.00103701357869398	1	0.910395369235525	0.992233133123414
Q03311_Cholinesterase	sp|Q03311|CHLE_MOUSE	Cholinesterase  OS=Mus musculus (Mouse) GN=Bche PE=1 SV=2	Q03311	-0.180351869150769	0.455739093141537	0	0.661651251200343	0.000157453163504581	1	0.0557709343509103	0.937730702152576	0	0.993531167752593	3.07831041269037e-09	1	0.981515278366742	0.285473413136502
Q80YC5_Coagulation factor XII	sp|Q80YC5|FA12_MOUSE	Coagulation factor XII  OS=Mus musculus (Mouse) GN=F12 PE=1 SV=2	Q80YC5	-0.134704677000606	0.681971039975249	0	-0.463085111494003	0.0362510432194831	1	0.161184955309004	0.198022708549458	0	-0.199914213697195	0.0543268538120735	0	0.387244934105814	1.25287138238717
