variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M620.7133T17.16	hilic					0.287444449342233	0.0314014729406275	1	-0.239207360193721	0.0900348775942646	0	0.159201086611898	0.643491816904263	0	-0.295679673949401	0.104516834510901	0	1.66423910046616	1.18024561532729	E	E	E	E	E	E											M621T17	620.713322907269	1029.40739762743		[3M-2H+Na]- 199.911	30	21	@M558.7129T17.16|+(H2O)+(CO2)|@M582.7574T17.16|+K|@M598.7315T17.17|+Na|@M622.7115T17.16|-34S|-41K|-37Cl|@M658.6695T17.16|-K
M622.7115T17.16	hilic					0.206270530765572	0.156400497045901	0	-0.252571748206499	0.0890169791905904	0	0.123327369511516	0.694744601781998	0	-0.317161961626509	0.0893711480554783	0	1.24811961049953	1.00059550485106	E	E	E	E	E	E											M623T17	622.711454266604	1029.3434633363			30	21	@M620.7133T17.16|+34S|+41K|+37Cl|@M660.6677T17.15|-K
M636.6874T17.17	hilic					0.230322189386184	0.279123502710323	0	-0.355909737994114	0.0840145477187611	0	0.0911146748948362	0.787552878816694	0	-0.468077881438896	0.0483217417257382	1	1.03073972561281	0.641400344734536	E	E	E	E	E	E											M637T17	636.687369085815	1030.06165729553		[3M-2H+K]- 199.911	30	21	@M598.7315T17.17|+K|@M638.6855T17.17|-34S|-41K|-37Cl|@M658.6695T17.16|-Na|@M674.6432T17.17|-K|@M698.6879T17.17|-(H2O)-(CO2)
M638.6855T17.17	hilic					0.362171150353074	0.19600919479687	0	-0.4120096883911	0.164884106126226	0	0.106658354850413	0.811160765524281	0	-0.563877772142302	0.0777804542814369	0	1.16462636986304	0.633023685406498	E	E	E	E	E	E											M639T17	638.685524860711	1030.15308110679		[M-H]- 639.69	30	21	@M600.7297T17.17|+K|@M636.6874T17.17|+34S|+41K|+37Cl
M642.6955T17.13	hilic					0.328363606614907	0.0141006982586623	1	-0.126255628544079	0.514731749752927	0	0.161946525602325	0.651245376744069	0	-0.0700673035241959	0.760496983999017	0	1.83266335585718	1.11818076174528	E	E	E	E	E	E											M643T17	642.695459207839	1027.94937289738		[2M-H]- 321.844	30	21	@M580.695T17.13|+(H2O)+(CO2)|@M604.7394T17.12|+K
M658.6695T17.16	hilic					0.260639310282214	0.146948836489064	0	-0.337767487238272	0.0618871437414258	0	0.165238669606035	0.663849759259772	0	-0.342525875623851	0.103376909503236	0	1.26250312852634	1.04515701210165	E	E	E	E	E	E											M659T17	658.669514573323	1029.40622791699			30	21	@M596.6688T17.16|+(H2O)+(CO2)|@M598.7315T17.17|+Na+K|@M620.7133T17.16|+K|@M636.6874T17.17|+Na|@M660.6677T17.15|-34S|-41K|-37Cl|@M720.6698T17.16|-(H2O)-(CO2)
M660.6677T17.15	hilic					0.44963623066505	0.0597831642919776	0	-0.35211633103933	0.187117435654259	0	0.198195977650137	0.665974851746483	0	-0.564802741285213	0.0268864268615382	1	1.52514584346725	1.10858218496809	E	E	E	E	E	E											M661T17	660.667740552468	1029.24980117184		[M-2H+Na]- 639.69	30	21	@M622.7115T17.16|+K|@M658.6695T17.16|+34S|+41K|+37Cl
M674.6432T17.17	hilic					0.353672605131926	0.315874389161571	0	-0.562219077270665	0.0986950296589721	0	0.255653238200349	0.682621659687458	0	-0.644709955848693	0.0673306054540714	0	0.975420476274289	1.04172117443026	E	E	E	E	E	E											M675T17	674.643239033503	1030.00077059752			996	21	@M598.7315T17.17|+2K|@M636.6874T17.17|+K
M698.6879T17.17	hilic					0.259558957472862	0.304561435734427	0	-0.532945557715394	0.0172021093409499	1	0.21554881723354	0.669482379069446	0	-0.695261479322101	0.0139568734785571	1	0.919080553032124	0.97396238777796	E	E	E	E	E	E											M699T17	698.687918609724	1030.29590093893			30	21	@M636.6874T17.17|+(H2O)+(CO2)|@M720.6698T17.16|-Na
M720.6698T17.16	hilic					0.296859436981892	0.208560793466196	0	-0.382297221710665	0.109970331164358	0	0.123749862959439	0.752167309889204	0	-0.450716597499669	0.0883278808881507	0	1.19327229632843	0.78293181637934	E	E	E	E	E	E											M721T17	720.669781403238	1029.36111673629		[M+Cl+HCOOH]- 639.69	30	21	@M658.6695T17.16|+(H2O)+(CO2)|@M698.6879T17.17|+Na
M145.0369T2.91	hilic					0.3387063111152	0.736137940669636	0	-1.08628032100092	0.144003110793514	0	-0.0988943879919582	0.963761456037207	0	-1.0496595199685	0.158785819184293	0	0.387491947251251	0.0143733128276794	E	E	E	E	E	E											M145T3.2	145.036932060413	174.515171246674	[108][M]-	[M-H]- 146.043	22	22	@M102.0311T2.91|+(NHCO)|@M146.0403T2.91|-13C
M103.0151T5.12	hilic					-0.0169574910851864	0.922273170676386	0	-0.0721366551348943	0.785350303636765	0	0.0610513945198647	0.862361508112735	0	0.0646661323571003	0.811972986347464	0	0.167054322118207	0.107960635010533	E	E	E	E	E	E											M103T5	103.015060520487	307.131021207042	[37][M]-	[M-H-CH4]- 120.047	20	23	@M104.0184T5.12|-13C
M103.015T3.98	hilic					0.117784031967169	0.422505524154097	0	-0.137757272394072	0.404383435434702	0	0.113072053944794	0.710398077749461	0	-0.0193085497994971	0.923273668278585	0	0.688251222470627	0.482169314341888	E	E	E	E	E	E											M103T4	103.014978569733	238.598617574161	[38][M]-	[M-H]- 104.026	1	24	@M104.0183T3.98|-13C|@M121.0256T3.97|-(H2O)
M104T8_L.Serine.Serine	hilic	L-Serine;Serine	CHEBI:17115	2	a,b	0.0603974213246765	0.453653784753286	0	0.267201973584406	0.00908512929597701	1	0.0433018533028608	0.869799212347153	0	0.306240558138466	0.00482200208691539	1	0.433132184534758	0.22128620524934	E	E	E	E	E	E	C00065	Amino acid metabolism|Carbohydrate metabolism|Lipid metabolism	Cysteine and Methionine|Glycine, Serine and Threonine|Glyoxylate and dicarboxylate metabolism|Sphingolipid metabolism	Cysteine|Serine|Glyoxylate|Sphingosine	HMDB00187	CID5951	C3H7NO3	105.04259	MTCFGRXMJLQNBG-REOHCLBHSA-N	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	M104T8	104.035469821211	483.936776829104		[M-H-C6H10O4]- 251.103	3	25	@M105.0388T8.07|-13C
M106.9229T7.27	hilic					0.420492770278496	0.0180616486524122	1	0.0726292114125506	0.668528420471466	0	0.263871870813698	0.508285698069674	0	0.25407892585709	0.251377887295853	0	1.56265101656915	1.25294889469637	E	E	E	E	E	E											M107T7	106.922872478508	436.31076615684		[M-H-C6H10O4]- 253.983 [M-H-C6H10O4]- 253.983	9	26	@M108.9199T7.27|-34S|-41K|-37Cl
M108.9199T7.27	hilic					0.299442795758875	0.0695663635711025	0	0.0284636420154847	0.858424759265062	0	0.165872767981813	0.681486704402955	0	0.176845470702975	0.47831906900806	0	1.22307186884342	0.655418690924954	E	E	E	E	E	E											M109T7.2	108.919896966879	435.926997976275			9	26	@M106.9229T7.27|+34S|+41K|+37Cl
M125.0045T16.87	hilic					-0.0942004258702376	0.437572011461818	0	-0.0625407347509714	0.689638513226461	0	-0.104775530238005	0.647367831852558	0	0.0133325969074463	0.913340733344	0	0.624387801174489	1.26293769456977	E	E	E	E	E	E											M125T17.1	125.004538554078	1012.15466575826			14	27	@M106.994T16.86|+(H2O)
M149.9828T16.88	hilic					-0.120055074624492	0.385036947264669	0	-0.0240785154206424	0.896461266527492	0	-0.156059692548665	0.609666470857597	0	0.124731044569129	0.489860104656499	0	0.727960412690575	1.40330591478162	E	E	E	E	E	E											M150T17	149.982759398127	1012.57628657667			14	27	@M150.9838T16.86|-13C|-15N
M150.9838T16.86	hilic					-0.0781638841436205	0.497537036923075	0	-0.0539204520351717	0.718567029468037	0	-0.0817964531352082	0.69750945131323	0	0.0460954167099388	0.757144257107921	0	0.583025517376698	1.07678021380395	E	E	E	E	E	E											M151T17.1	150.983752229041	1011.66380317363			14	27	@M106.994T16.86|+(CO2)|@M149.9828T16.88|+13C|+15N
M187.0074T1.53	hilic					0.750425053359997	0.181900663514702	0	0.154873920124071	0.820567242114887	0	-0.587668922673647	0.594477481808707	0	1.86918456088548	0.00217617274117977	1	0.838903625946853	1.06140494240967	E	E	E	E	E	E											M187T2	187.007362249704	91.8612948386755	[192][M]-	[M+Cl+HCOOH]- 106.039 [M-H+HCOOH]- 142.016	11	28	@M107T2_Benzyl.alcohol|+(SO3)|@M188.0107T1.53|-13C|@M189.0031T1.53|-34S|-41K|-37Cl|@M190.0063T1.53|-13C-37Cl|-13C-34S
M154.0512T3.45	hilic					0.456625061984884	0.0102260470254879	1	0.024869689590691	0.833874429551227	0	0.390942775567851	0.104678103013257	0	-0.0317163931251407	0.844243931576088	0	1.96701572200066	2.66990924125284	E	E	E	E	E	E											M154T3.1	154.051193174669	207.158037947361			43	29	@M110.0613T3.45|+(CO2)
M110.9759T2.97	hilic					1.00516356813807	0.0200909372242068	1	1.10393276933678	0.0101759014219044	1	0.72381197583956	0.156042881474249	0	1.29562439944881	0.000145298084507635	1	1.36600100219111	1.57624457457758	E	E	E	E	E	E											M111T3.1	110.975944441944	178.498931998336		[M+2Cl]2- 152.013	22	30	@M111.9793T2.98|-13C|@M112.9718T2.97|-34S|-41K|-37Cl|@M172.9763T3|-(H2O)-(CO2)
M155T5_Orotic.acid	hilic	Orotic acid	CHEBI:16742	2	a,b	0.36437209452054	0.162109907404991	0	-1.09273354479517	4.27521553945487e-06	1	-0.158599389903756	0.723056377753208	0	-1.07944647257607	1.77493721288332e-06	1	0.6027611748862	0.372810412578124	E	E	E	E	E	E	C00295	Nucleotide metabolism	Pyrimidine metabolism	Uridine	HMDB00226	CID967	C5H4N2O4	156.01711	PXQPEWDEAKTCGB-UHFFFAOYSA-N	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	M155T5	155.010009867795	302.53286086493	[125][M]-	[M+Cl]- 120.047 [M-H-C6H10O5]- 318.067	20	31	@M111.0202T5.04|+(CO2)|@M156.0134T5.04|-13C|@M217.0105T5.03|-(H2O)-(CO2)
M157.0142T5.07	hilic					0.481782258798352	0.178580708691214	0	-1.26567025890245	8.54899245313315e-05	1	0.0768932473284085	0.7603190600756	0	-1.48270626772994	7.36604927381995e-07	1	0.737020737426596	0.430315974308454	E	E	E	E	E	E											M157T5	157.014201714182	304.25622716332	[125][M+2]-		708	31	@M156.0134T5.04|+13C|+15N
M111T3.2_Uracil	hilic	Uracil	CHEBI:17568	2	a,b	0.370793718933871	0.0452798721415726	1	0.0445989082980276	0.807374947473276	0	0.481367592149883	0.0433525319625947	1	-0.0849892120075282	0.647098459991936	0	1.53929028816777	2.82178320346162	E	E	E	E	E	E	C00106	Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	beta-Alanine|Uracil	HMDB00300	CID1174	C4H4N2O2	112.02728	ISAKRJDGNUQOIC-UHFFFAOYSA-N	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	M111T3.2	111.020177677493	174.260516596448	[43][M]-	[M-H-CO2]- 156.011	22	32	@M112.0235T2.9|-13C
M111.9296T11.7	hilic					1.08990488952611	0.0238738724525946	1	0.147958557098622	0.744714031799972	0	0.333272575257148	0.682621659687458	0	-0.510572356454777	0.289058365598217	0	1.74044933943569	1.06771807592469	E	E	E	E	E	E											M112T12	111.929645685417	702.03019834733			23	33	@M112.9375T11.7|-13C|@M113.9254T11.7|-34S|-41K|-37Cl|@M113.9368T11.7|-18O|-13C2|@M190.8859T11.7|-(PO3)
M112.9375T11.7	hilic					1.43831136345393	0.0130204078946301	1	0.319278122421142	0.563905117480146	0	0.495342928621302	0.64337357714784	0	-0.575804320912258	0.33859524824655	0	1.84464405644931	1.22886881166435	E	E	E	E	E	E											M113T12	112.937467733659	701.856081505238		[M-2H]2- 227.889	23	33	@M111.9296T11.7|+13C|@M113.9368T11.7|-13C|-15N|@M150.8934T11.7|-K
M113.9254T11.7	hilic					1.20742492679841	0.0267966494873752	1	0.223238637919144	0.681140234258043	0	0.230800365474556	0.781401851872409	0	-0.630932726426819	0.285998163359214	0	1.7373488104258	0.76749319406678	E	E	E	E	E	E											M114T12	113.925403469833	702.027246781229			23	33	@M111.9296T11.7|+34S|+41K|+37Cl
M141.9276T11.75	hilic					1.26086165490491	0.0195907688067965	1	0.223795564207157	0.667802000261445	0	0.347781204870586	0.708829097129932	0	-0.634498454065564	0.288175759480272	0	1.8073911385871	1.02957776110824	E	E	E	E	E	E											M142T12	141.927579783614	705.237644907164			840	33	@M113.9368T11.7|+(CO)
M168.895T11.7	hilic					1.69692473435212	0.165693698935305	0	0.126867407855103	0.915569008419122	0	0.832091903941473	0.696134171748606	0	-0.65719897967419	0.660441192847588	0	1.25204521946753	1.22538500135552	E	E	E	E	E	E											M169T12	168.895037964695	702.086515560557			841	33	@M212.863T11.69|-2Na
M190.8859T11.7	hilic					0.639797005181123	0.0835820838931301	0	-0.163860541254936	0.84469733326279	0	0.158206335572983	0.758857628822954	0	-0.572510242280964	0.0977516107666307	0	1.4770916468421	0.674027392338073	E	E	E	E	E	E											M191T12	190.885913932079	702.173855337384		[3M-H+Cl]2- 115.942	23	33	@M111.9296T11.7|+(PO3)|@M212.863T11.69|-Na|@M234.8761T11.7|-(CO2)
M206.86T11.7	hilic					1.05117211852718	0.0717646382339157	0	-0.438222601227768	0.631477851784672	0	0.344997851140109	0.701285147113213	0	-1.00941263020297	0.0647334179138495	0	1.5143929374285	0.760002789446144	E	E	E	E	E	E											M207T12	206.859999496786	702.040243182431			23	33	@M286.8204T11.7|-(SO3)
M212.863T11.69	hilic					1.22094116407419	0.0204327238809941	1	0.0625312418903547	0.862431627972234	0	0.469078071362592	0.624878792250776	0	-0.609731640267338	0.240933391174967	0	1.81047486372217	1.183652180897	E	E	E	E	E	E											M213T12	212.862971036722	701.576181398267		[M-H-CH2]- 227.889	23	33	@M168.895T11.7|+2Na|@M190.8859T11.7|+Na
M212.894T11.7	hilic					0.782805426654011	0.0437927346463637	1	-0.0461423866315069	0.990327823314028	0	0.251189518464601	0.689460059737689	0	-0.495201882654962	0.185773277072102	0	1.62955267385442	0.938255650823035	E	E	E	E	E	E											M213T12.1	212.89395213274	702.032503879389	[248][M]-		23	33	@M150.8934T11.7|+(H2O)+(CO2)|@M213.8892T11.7|-15N|@M234.8761T11.7|-Na|@M250.8501T11.7|-K|@M256.8581T11.7|-2Na
M213.8892T11.7	hilic					1.134932611884	0.0227124961665406	1	0.0877508628516068	0.832657963085221	0	0.513955101501981	0.594477481808707	0	-0.501201882672191	0.357486646870568	0	1.78829242062047	1.43892810723582	E	E	E	E	E	E											M214T12	213.889225011774	701.99946785027	[248][M+1]-		831	33	@M212.894T11.7|+15N|@M286.9031T11.7|-(HCOOH)-(HCN)|-(C2H3NO2)
M226.8823T11.7	hilic					2.76596479213549	0.0295924672908161	1	0.32140018073965	0.787505017614692	0	0.772566041214013	0.707290576005166	0	-1.28498976987463	0.328676746210967	0	1.71666816721464	0.973511474845264	E	E	B	E	E	E											M227T12	226.882279471913	701.847335058263		[M-H]- 227.889	23	33	@M248.8645T11.7|-Na|@M264.8383T11.7|-K
M234.8761T11.7	hilic					0.701332807662757	0.05011456179869	0	0.0197299409745497	0.917143796779461	0	0.0880934409875547	0.856534639317488	0	-0.570176373517942	0.102006386863503	0	1.59150365877831	0.494073513317832	E	E	E	E	E	E											M235T12	234.876051881246	702.17463939119			23	33	@M190.8859T11.7|+(CO2)|@M212.894T11.7|+Na
M248.8645T11.7	hilic					2.02740374560653	0.0223066635089479	1	0.293361543719191	0.725102080624917	0	0.70758098570397	0.653623097289271	0	-0.953349810108561	0.295026387012125	0	1.76144578517424	1.14293401832022	E	E	E	E	E	E											M249T12	248.864465623947	701.817840387677		[M-2H+Na]- 227.889	23	33	@M150.8934T11.7|+(H2SO4)|@M226.8823T11.7|+Na|@M286.8204T11.7|-K
M250.8501T11.7	hilic					0.663954210063372	0.131624718952726	0	-0.395203734615514	0.517638452033014	0	0.155229124526965	0.78857579916209	0	-0.698732968453966	0.0845857903678761	0	1.34183990988933	0.558415344161174	E	E	E	E	E	E											M251T12	250.850103103905	702.078092196415			835	33	@M212.894T11.7|+K
M256.8581T11.7	hilic					0.371895184861147	0.370745150708698	0	-0.368844531489835	0.461568183969815	0	0.0743740286867851	0.869799212347153	0	-0.699261724247458	0.0431782548871945	1	0.866129170724469	0.230451837865975	E	E	E	E	E	E											M257T12	256.85811120336	702.13368829652			861	33	@M212.894T11.7|+2Na
M264.8383T11.7	hilic					1.92607107243777	0.0205047228994263	1	0.221800316666421	0.769661075161044	0	0.686300028585062	0.646241296131992	0	-0.957279274806108	0.246400315800646	0	1.78694932226879	1.17123827306392	E	E	E	E	E	E											M265T12	264.838263115832	701.83135426975		[M-2H+K]- 227.889	23	33	@M226.8823T11.7|+K|@M286.8204T11.7|-Na
M286.8204T11.7	hilic					3.75507652850104	0.0567084942030406	0	-0.888204450431747	0.846088502612535	0	1.74678237262007	0.647367831852558	0	-2.56043654090068	0.23287214366116	0	1.52902339587202	0.918527570331244	E	E	B	E	E	E											M287T12	286.820437849908	701.847335058263			839	33	@M206.86T11.7|+(SO3)|@M248.8645T11.7|+K|@M264.8383T11.7|+Na
M286.9031T11.7	hilic					2.98058017393691	0.00676329236429186	1	0.476017824877022	0.608962223468442	0	1.25572824948408	0.525530087818994	0	-1.1744643059254	0.285495443884202	0	1.96334502476291	1.48552606723058	E	E	B	E	E	E											M287T12.1	286.903105638297	701.869853541385			23	33	@M213.8892T11.7|+(HCOOH)+(HCN)|+(C2H3NO2)
M112.0406T8.69	hilic					0.610433508066194	0.00835455905967426	1	0.537849036548685	0.0115949811302983	1	0.81070492756022	0.0169229150110803	1	0.856462881089676	0.000737876952708228	1	1.47936426805106	2.21082248362098	E	E	E	E	E	E											M112T9.2	112.040599767803	521.599439257218		[M-H-COCH2]- 155.052	64	34	@M113.0439T8.67|-13C
M112.9858T1.65	hilic					0.565137695913958	0.010077670360059	1	-0.130168599688474	0.768354259370933	0	0.340714097001616	0.489301593460876	0	0.345113425982884	0.202966003719877	0	1.55460031411698	0.921715823993786	E	E	E	E	E	E											M113T2	112.985796673797	99.0381096947233	[45][M]-	[M+Cl]- 78.0129 [M-H-C2H4]- 142.019	5	35	@M113.9891T1.65|-13C
M113T3.1_Dihydrouracil.1.Methylhy.	hilic	Dihydrouracil|1-Methylhydantoin;N-Methylhydantoin	CHEBI:15901|CHEBI:16354	2	a,b	1.50074779243322	0.296871595224199	0	-0.957250401126469	0.643076617022891	0	-0.465609102619364	0.92575137676805	0	-1.91528585843755	0.524301755961329	0	0.828327739055755	0.302849148107126	E	E	E	E	E	E	C00429|C02565	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Aginine and Proline metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Pyrimidine metabolism	Arginine|beta-Alanine|Uracil	HMDB00076|HMDB03646	CID649|CID69217	C4H6N2O2	114.0429	OIVLITBTBDPEFK-UHFFFAOYSA-N|RHYBFKMFHLPQPH-UHFFFAOYSA-N	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)|InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)	M113T3.1	113.035842632314	186.214899334901	[43][M+2]-		814	36	@M114.0392T3.1|-13C|@M157.0621T3.06|-(C2H4O)
M114.0199T2.37	hilic					1.47818021537245	0.257127607697088	0	-0.864011010202194	0.654374125455217	0	0.854589690019942	0.710398077749461	0	-0.743351569842975	0.65403178977713	0	0.889316241566472	0.696567710774695	E	E	E	E	E	E											M114T2.1	114.01985392027	142.34658777132	[49][M]-		41	37	@M115.0232T2.37|-13C|@M116.0241T2.37|-18O|-13C2|@M176.0203T2.37|-(H2O)-(CO2)
M114T6_L.Proline.Proline	hilic	L-Proline;Proline	CHEBI:17203	2	a,b	0.201284761488321	0.245877397134194	0	0.116125330139614	0.580725341229297	0	0.308547084878434	0.547565640039096	0	0.441002066761985	0.0817029008797853	0	0.770404277379453	1.05736153319999	E	E	E	E	E	E	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	HMDB00162	CID145742	C5H9NO2	115.06333	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	M114T6	114.056183183383	380.029582904716	[50][M]-	[M-H-CH2]- 129.083 [M-H-C2H4]- 143.099	6	38	@M115.0595T6.33|-13C|@M116.0604T6.34|-18O|-13C2
M117.0081T9.22	hilic					0.631029821607983	0.00798931791933839	1	0.137074628729671	0.518165141082887	0	0.247662012643886	0.643491816904263	0	-0.0064619742365295	0.961155967876104	0	1.7914964301292	1.03318003117047	E	E	E	E	E	E											M117T9.1	117.008114161256	553.215277988828	[51][M+2]-		4	39	@M115T9_Fumaric.acid.Maleic.acid|+18O|+13C2|@M116.0072T9.22|+13C|+15N|@M135.0185T9.26|-(H2O)
M133T9.1_Diglycolic.acid.L.malic..	hilic	Diglycolic acid|L-malic acid;(S)-malic acid;(2S)-2-hydroxybutanedioic acid;malic acid	CHEBI:6650	2	a,b	0.496230438411654	0.00856917242026605	1	0.0643229246800097	0.687001766056198	0	0.176577610305891	0.663849759259772	0	-0.0530500521591932	0.84281666619607	0	1.81812658992021	0.960944178636878	E	E	E	E	E	E	C00149	Carbohydrate metabolism	Citrate Cycle|Glyoxylate and dicarboxylate metabolism|Pyruvate metabolism	Krebs cycle|Citrate|Pyruvate	HMDB00156	CID8088|CID222656	C4H6O5	134.0215	QEVGZEDELICMKH-UHFFFAOYSA-N|BJEPYKJPYRNKOW-REOHCLBHSA-N	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)|InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1	M133T9.1	133.014375546301	555.687616627276	[87][M]-		4	39	@M115T9_Fumaric.acid.Maleic.acid|+(H2O)|@M116.0072T9.22|+(OH.)|@M134.0177T9.26|-13C|@M135.0185T9.26|-18O|-13C2|@M195.0148T9.27|-(H2O)-(CO2)
M116.0117T10.63	hilic					1.1383161168102	0.0179664413546024	1	-1.06251689984117	0.0269800209710109	1	0.396087296306458	0.491132003004266	0	-1.38888969911037	8.06046503307425e-05	1	1.6467103009562	1.18747427745969	E	E	E	E	E	E											M116T11	116.011686060223	637.995488788344		[M-2H]2- 234.038	44	40	@M234.0341T10.64|-(C4H6O4)
M233.0307T10.64	hilic					1.23293893648434	0.0141006982586623	1	-1.08356778817123	0.0313008581563421	1	0.4863021585419	0.388510350750516	0	-1.50132751712588	5.23040309153673e-05	1	1.70181232490037	1.32122773086806	E	E	E	E	E	E											M233T11.1	233.030721714678	638.569903649822	[284][M]-	[M-H]- 234.038	44	40	@M234.0341T10.64|-13C|@M235.0348T10.64|-18O|-13C2|@M255.0128T10.66|-Na|@M270.9867T10.66|-K
M236.078T8.28	hilic					0.137130469027731	0.437572011461818	0	0.225288852116236	0.274781850044384	0	0.0142391814656371	0.995420225845292	0	0.34291755184233	0.0754459863573288	0	0.414751038720505	0.191101846049067	E	E	E	E	E	E											M236T8	236.078019684013	496.747571760618	[289][M]-	[M-H-CH2]- 251.103	3	41	@M116.0355T8.28|+(C4H8O4)|@M237.0813T8.28|-13C
M116T5.1_L.Valine.Valine	hilic	L-Valine;Valine	CHEBI:16414	2	a,b	0.170337050720555	0.156575120419249	0	0.10469886309513	0.442062219198845	0	0.0690929138436012	0.855800590667376	0	0.180528447227495	0.437337768899834	0	0.960830274034794	0.245008634247804	E	E	E	E	E	E	C00183	Amino acid metabolism	Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	Valine	HMDB00883	CID6287	C5H11NO2	117.07898	KZSNJWFQEVHDMF-BYPYZUCNSA-N	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	M116T5.1	116.071860932586	307.14352301338	[55][M]-		20	42	@M117.0752T5.12|-13C|@M118.0761T5.13|-18O|-13C2
M117T9.2_Methylmalonic.acid.2.Met.	hilic	Methylmalonic acid;2-Methylmalonic acid|Succinic acid	CHEBI:30860|CHEBI:15741	2	a,b	0.478037503812722	0.012535316572845	1	-0.199637894319871	0.43457908771777	0	0.174374463214637	0.69517080102511	0	-0.61022886079947	0.0232324902601368	1	1.82298919110341	0.668374004368987	E	E	E	E	E	E	C02170|C00042	Amino acid metabolism|Carbohydrate metabolism	Alanine, Aspartate and Glutamate|Valine, Leucine and Isoleucine degradation|Butanoate metabolism|Citrate Cycle|Propanoate metabolism	Glutamate|Valine|L-Glutamate|Krebs cycle|Succinate	HMDB00202|HMDB00254	CID487|CID1110	C4H6O4	118.0266	ZIYVHBGGAOATLY-UHFFFAOYSA-N|KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)|InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	M117T9.2	117.019515533872	532.345364171074	[58][M]-		35	43	@M118.0229T8.87|-13C|@M119.0238T8.87|-18O|-13C2
M117.0308T7.38	hilic					-0.330679721276825	0.132992636898347	0	0.0168456389746936	0.989781695023254	0	-0.980974601402222	0.236812629272845	0	0.249317084456806	0.680800869283606	0	1.19952977516306	1.91456730231916	E	E	E	E	E	E											M117T7.1	117.030789908259	442.574655035831			9	44	@M153.0074T7.38|-(HCl)
