dataMatrix	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
P63101_14-3-3 protein zeta/delta	20.3881167657981	20.6428326262993	20.6544062541098	19.9519374203874	20.593026545643	16.2416973894476	16.3854391264448	20.9002961790404	20.7082189931164	20.1496142617796	20.6583984787775	19.4415301162685	19.496156597558	21.2700814115435	21.8341816832318	20.1721046994046	20.8339954932698	20.8243158085255	20.8788863054555	19.167095904687	21.6009616330599	20.8538764237815	17.1082334626979	21.2718201910991
Q9DAI4_Zinc finger and BTB doma.	25.8232313605196	25.064509576613	24.7418513533874	25.7520073466568	25.7122833852036	19.4472590633289	24.7858768663176	24.2335541458819	26.1019275963809	24.3529459273597	25.9071319931914	25.7664033411878	25.3278700187438	25.642362882957	26.6188874187314	25.2815289491094	25.5220576548616	25.4185449459581	25.7514505868822	25.2706944069349	26.2922436871716	25.7875246897068	23.9986743508033	26.4019198308564
A2AQ07_Tubulin beta-1 chain	20.3025499595802	20.499810859208	20.1291822280531	19.5738808358839	20.3549582230086	17.6489217291966	16.5214906386014	20.684809819035	19.1535217262046	18.4208119194058	20.692359139033	21.2372516896686	20.6829372674459	21.4006657956239	21.5069105524154	20.4352051837558	21.1057367029678	20.4733859415837	20.8306558175219	17.6267099075089	21.4847892203142	20.608236770848	18.6788803409851	21.0054052513016
Q9R0P5_Destrin	19.244652133466	19.5564108537755	19.9934517193461	17.3486649692492	19.4688280926483	16.2069662600562	17.8218368288444	20.1893145331101	17.4573833641536	19.1454708839969	19.9967352563385	20.5907550460993	19.3924158314986	20.8306123941158	21.3301757395177	19.9286882407016	20.1585657817087	19.4681145084217	20.4253476866526	17.3539176699872	21.0453997318083	19.846519254804	16.9023774699815	19.7029294606414
P40124_Adenylyl cyclase-associa.	19.6116044663572	19.9422298229792	20.1600337431454	19.0390592813923	20.7958313914918	18.377655096028	18.2863308788185	20.1133523820853	20.3507002128009	17.9984274695122	20.8560308889408	21.3461154688824	21.0169957751064	21.2010138127412	21.7149675985486	20.4737339864271	21.0239607309353	20.8703601136161	21.2414611232773	17.8079260979972	22.0694514064239	20.9849973471992	18.1627745527354	21.025493598433
Q9Z2U0_Proteasome subunit alpha.	19.558132011751	18.4700065304548	20.2607201636765	17.8110400981884	20.3875701063336	16.7527662284519	18.8373457596604	20.4692976235017	18.0917616005097	20.8119990294128	21.0025673071416	20.2410199720788	19.3369283128145	20.7664061721355	21.1708141452266	20.34364388179	19.2792853794532	17.8229562731878	20.7354172940221	20.3616054311212	20.8578216672955	20.7285212474749	17.8936764136169	21.44438695333
P31725_Protein S100-A9	20.0786422296102	20.4901256931007	18.1889621329985	18.8774389898672	21.101327971932	16.4855543442133	19.5831928654917	19.300820621986	21.0810585004349	19.9077774782576	20.8107266504864	20.464173290808	18.0211412936374	20.3103602479897	18.8968270982949	20.8140684179833	20.4906240866988	20.3730258931823	20.6475491137877	20.0330941084362	21.471820187998	20.8083170121749	17.8333539436866	21.3275224925976
Q9QUM9_Proteasome subunit alpha.	21.4299672736008	21.3412526313136	18.6553472860795	21.865711752399	21.7906544446542	20.9012038833794	17.4914664629941	21.3675996484784	18.5718285471006	21.4171200811777	21.8227241777641	21.8194547611143	21.2659583562125	21.5704542589051	21.8357927178498	21.4344176180176	21.429074660796	21.221016936531	21.5550692107227	21.5874719515954	21.6209526115131	21.6171205839612	20.3156256945998	21.7803310031704
P20065_Thymosin beta-4	20.6226754456466	20.2068696343422	20.396956833273	19.9896812927984	20.5791654832508	16.9669650079342	17.146737507956	19.4932383208015	20.4102002981737	19.0443891028764	20.769140092805	19.3586857948054	20.6382496272743	20.810387668224	21.6520693325765	20.2497199432129	20.9121781432948	20.5642890686241	20.8012621439907	18.2841847384183	21.3368912814499	20.617954689336	17.894690603155	20.6907706453411
P01630_Ig kappa chain V-II regi.	17.8446472321885	22.0766040862006	21.1117695914784	20.9073374061315	21.8300284765005	19.9798309995098	20.5952761510622	22.0694433753251	21.4589603717566	22.100492794874	22.4267828813749	22.5123986889118	20.3728083424709	21.614095236756	21.4326467726423	21.9130548411268	22.0914868786813	21.1506019929832	21.061479310568	22.353633335497	20.7837665085912	21.7359462025029	21.9854151452357	24.2464089223316
P47877_Insulin-like growth fact.	19.1158749642689	19.7924552051717	19.5138672053437	20.1322549587846	19.3607445980692	19.4595386816822	19.7794232031032	17.3077751894451	19.5687408263292	19.0579279931609	17.4161921276329	19.8706943241628	17.9178310659207	20.8611924773777	20.5469996983952	20.2049386961979	20.2586039869433	18.3701846761413	17.8997288198006	20.5652737564435	20.5983324314649	19.9243499625411	19.0531012602982	18.5849486319735
Q7TPR4_Alpha-actinin-1	16.9453919382946	17.005808404786	18.7019002532643	17.6092441116662	17.2778093526317	18.9758752788969	18.6813924196388	18.3526596234111	18.1762634821977	17.7433464214732	17.0849541984125	19.5218403897303	19.1183727202097	19.0199914032388	19.8650219499374	17.3164409089204	19.328211302219	18.9767023899804	18.8998860933625	17.3047092413333	20.124357368601	18.42640694647	16.8328365003782	19.5975503236301
P40142_Transketolase	21.0991382930425	21.3016177366252	20.9314955310389	20.9731191815345	22.0639901124022	17.7210470391038	19.3932427529728	21.6609661315937	21.1468703698888	22.143713596951	21.5751832894501	21.6157569156147	20.3731119439421	21.433277374525	22.4174511903574	21.0661953126847	21.3975848126272	21.3679247275331	22.0438268194762	20.8044092406455	22.610555393933	21.6062834328097	19.8375747180286	22.0116596163411
Q05020_Apolipoprotein C-II	23.7161285629115	20.7689758927327	23.8145485342183	23.6411520159527	20.6829000980896	22.9648617885483	24.2865930114244	22.7124046206765	24.2360531809525	23.8759480358208	22.800159237369	23.9029348045832	24.8863248159434	22.9083360847988	23.5174351160733	23.8580618365693	24.7617812935999	24.3884564426803	24.887876277166	23.7776612649155	23.5889163477489	23.6525060577266	23.5925937899647	23.0377186972982
P11499_Heat shock protein HSP 9.	16.7639790876472	18.619078806662	17.0350155568695	17.3918162601939	18.7417127297715	16.1045545285835	15.6817352959833	16.9696674552491	17.6728600285759	17.5203371452539	16.7781547924595	19.0405947458225	16.9254466509508	17.2989110939327	18.8115765799182	17.0243404157235	18.3484041182296	16.9693566147916	18.6519451082161	17.3026432073175	19.3075081061449	18.3517765867037	16.8984177561208	17.4853401846229
Q9CQW3_Vitamin K-dependent prot.	23.350318616868	23.782108387979	22.5189996922696	22.8558125271966	23.0117848300725	23.7906047337776	23.3131004461055	23.5865004667704	23.2455843303169	23.7789876810528	23.2429554274862	23.3317456434029	23.3215313795616	23.275332117781	23.4191044397193	23.5720662985287	23.4449121322978	23.0137969939864	23.5296605038523	22.10467489004	22.9709595005144	23.1526964296565	23.2091510907244	19.0049509519117
Q9R182_Angiopoietin-related pro.	19.1346962638067	19.1526951919759	17.4496842838432	17.2333830026378	16.7063677206354	16.2831122337134	16.3682428209142	19.0406763424	18.0246968640189	18.7048522464579	18.6901056291749	18.4548048359699	17.3004504301666	18.4796636023145	18.0330628313185	17.2690013585731	18.7810659957967	18.9775727958402	18.5573892448971	18.5820943341933	17.5390641250791	18.5473076099568	18.8177891787831	18.8043152041839
O55234_Proteasome subunit beta .	19.0378322946995	17.2718936528922	17.8597177929286	17.8422986527911	19.3211804012801	16.8914022165552	17.2229892801026	17.6980230884625	17.6402426057392	17.3615628542908	19.3529441821702	19.5198693329447	19.0443152411638	19.2531054907884	19.9483888922679	18.1113235768527	17.8460072016596	17.9456403805865	17.7985823557263	17.6326686686759	19.9250133277684	19.4717382158327	18.9746286791496	18.0895059301236
P01806_Ig heavy chain V region .	21.4047695836469	22.6427535385741	21.9419957459661	21.9662065352058	22.8981159647615	21.3419970580117	22.9849891829712	23.0946370051725	22.4924013798337	21.2793828807459	21.3608168170082	21.8143813087669	22.9652176267671	22.4176572098351	22.8036196396064	23.2457100943791	21.8156448964549	22.4544200426974	21.7911260162458	23.8073166922647	23.491466702764	22.1630644168641	21.9507808449833	22.9581137005191
Q9D1H9_Microfibril-associated g.	16.8043841736098	16.5999440696433	16.8520554254408	16.3614183235646	17.8907381417088	17.0681927779557	17.104266521185	17.7391024733917	18.4949123291927	17.5264328339012	16.6328210105009	15.9608651090314	17.1318708233371	17.7212315908191	17.2361220155193	17.3699356938298	16.976446541663	17.234530996291	17.0822064352525	18.2376104151549	16.9419814371637	16.9574122457002	18.1065471455466	18.5899163686041
P11352_Glutathione peroxidase 1	22.0878472218479	22.4524917452317	21.424702466624	22.1162627261215	22.5602953957232	19.5134196713293	21.1430767402891	21.560037498612	22.0934992901179	21.4760469077527	22.5041952553282	22.404092602666	21.6781090098924	22.639239124251	23.4864523145621	21.4522241446893	21.924350049537	21.7276946918232	22.2225897456487	21.4740451739304	22.6181759920476	22.3248747923714	21.1545105012811	22.6807711399013
P01638_Ig kappa chain V-V regio.	22.8955049290178	23.2973340232002	22.8532308272211	22.1015817327696	22.8030452890969	22.6000983587597	22.2477687737758	22.9844494907249	22.818939521931	22.9887726525392	22.8839851721466	23.0177680751159	21.5199898695646	21.9746100309175	21.858947285117	21.7301062614452	22.4917427786179	21.437854789056	22.0261478719114	24.3568472573456	21.8596383824942	22.1884371746796	22.8147522101494	22.8554346395893
Q9D358_Low molecular weight pho.	18.5361717697513	19.8212305649714	18.2299537087661	19.1661063829263	19.5600322538758	17.0330194490092	18.1100034327756	18.9377257319105	18.3385545546381	18.5699185246575	19.2770873045934	19.5395932266886	18.8565009405906	19.701386643302	20.4719706028672	18.745881382777	19.1779834914932	18.8204835181432	19.1048319360203	18.3944845408851	19.6161930976302	19.2158429678543	17.9845325779061	19.1685690004513
P17742_Peptidyl-prolyl cis-tran.	22.6500671970334	22.794739591241	22.3769945474609	22.6937964997077	23.2080848876424	21.0179826144725	22.01472014294	22.4283514821876	22.8568113237326	22.5116648372244	23.0399714164211	23.1142576890945	22.7813412018187	23.549658953364	23.9960824244666	22.390902343689	22.9361468133601	22.641130291535	23.1116239511485	21.9358247275043	23.3133003260042	23.0213372001267	21.8087190329921	23.2270234509784
P01867_Ig gamma-2B chain C regi.	29.1024061874171	29.1158714007178	28.6012334047959	28.5622636225195	28.8524372128785	29.0026272211272	27.1944522357076	28.4037654329456	28.1312547325611	28.43400279896	29.443529778241	28.8726527136921	27.1942620981869	29.2682098725671	29.1810252880863	27.9867092883312	28.413075219202	28.4179135342469	28.5574559887202	29.2848859315912	28.5502317471349	28.8191761103291	29.0716057314229	29.3756368623859
P09470_Angiotensin-converting e.	20.6865587620718	21.7895212077533	21.978711331803	22.4240433653028	20.9066917240958	22.8734691770272	23.199895460448	23.2896847333213	23.0481352758775	22.9545813226156	20.7043870564951	21.6892696805419	23.0794133288291	21.8012598740795	21.2764882258644	22.6551128239085	23.2841840322526	23.0558768505883	23.2890181037677	22.478991745628	21.8458077800733	21.7381917564098	23.3394106116068	22.4515204037238
O88351_Inhibitor of nuclear fac.	21.2663905242127	21.3783133797846	21.2739715564642	21.1717958763325	21.2107942441742	20.5164096381024	20.9200258603501	21.5369997275857	22.1338704631499	21.0694428836237	21.0426399560186	21.0950737421955	20.6987139914698	20.7166604992212	20.7946886369019	20.4315122745103	20.7371820394209	20.8749217952834	21.1317618391111	21.5015426256486	20.8544736978121	21.140457691876	21.2316123209668	21.1899154759393
P01899_H-2 class I histocompati.	17.5298664600142	17.850576505502	18.1417120674636	17.9985596350875	17.7632401226552	18.5101370937072	18.1293253330979	18.1366239873438	18.4205198787082	17.7622046887581	17.9677172712381	17.6715556478314	18.0651960614565	17.9420901174859	17.8524934220704	18.0667718109468	17.6323929075188	18.4811768671383	17.6315883266261	17.263446004787	17.9029149884012	17.8788474061737	17.620975661779	17.680257000889
Q03311_Cholinesterase	22.732589469408	22.7874548432121	23.0685580413949	22.9730765996383	22.6013488100966	21.6060192774633	21.8121362647815	22.117292899115	21.8827189762467	21.9303502400893	22.4460418320629	22.8702099562956	21.8339508233993	22.6258624297643	22.522773072839	21.7495940882605	22.0319765931766	22.2721218659843	22.0941566350349	21.9994387114382	21.7548901519678	22.653545196729	21.7626256525067	22.4937010697355
O88998_Noelin	19.4798414326737	18.9494471886964	19.518552542441	19.2730323478389	19.3775779369436	19.2889292753801	19.5831028627577	19.4198244251782	19.6015344866921	19.4722867577719	19.5749033372202	19.2403815571505	19.4384191612778	19.4539723919742	20.1459683559929	19.4745954288659	19.5386419770294	19.4357311721754	19.3425609867522	19.6107522736361	19.5468928023786	19.5887082315595	19.1257919648122	19.7778346145871
O70410_Vomeronasal type-2 recep.	19.2728975501881	19.0131764749272	19.6925452687133	19.4112395510055	19.3098104943746	19.2403891276543	18.95839338744	18.6796173386902	18.9825066361395	18.7824658700084	19.5876934020719	19.4228415163663	18.8698280103732	18.9104698191967	19.3802693471787	18.5355473297471	18.4327464286246	18.5062201686891	18.8120748405888	19.5411272322026	19.3521942016936	19.2402895432359	19.1833528021165	19.3709468986592
P07759_Serine protease inhibito.	29.1847030048171	29.4657793653998	28.9274677468978	29.0413535162111	28.8222636020879	29.6205920257444	29.6120549670568	29.6325976744462	29.4156619621039	29.4600721274432	28.8962093247711	29.3335258168311	29.6639298204709	29.0787495560168	29.2453408942148	29.4125584764738	29.5454061731584	29.525060029234	29.5675694628134	28.6798376448797	29.1777752124832	28.8032739529334	29.4088275323766	28.4026725096907
Q06770_Corticosteroid-binding g.	27.6774756685577	27.6869068699667	27.8390371851172	27.9981324360165	27.902222275095	26.5232418832736	26.7894685722636	27.0989428766329	26.8448025786985	27.0325236852722	27.9430876446098	27.4630477242811	26.9658173930063	27.6876381695371	27.7707511893386	27.1708063534623	27.1237227994984	27.3543668288335	27.0931244742926	27.9589492187087	27.417884183484	27.8768854195391	27.0828052438925	28.0814610076356
Q7TMY4_THO complex subunit 7 ho.	23.9370024231718	23.4052102951405	23.856357324668	24.0841272999203	23.6783636226869	23.3975546536782	23.9814489992608	23.4858111326357	23.6684346862378	23.5810659639705	24.0202300466767	23.8522602232502	23.9326381114833	23.8394616819443	23.9968690144739	23.9328592940007	23.878449398333	24.0548786827105	23.7412127768627	23.9526794029128	23.8614680490872	23.8991765600165	23.5197319826147	24.150462235042
P01898_H-2 class I histocompati.	26.4370658791709	26.556519151788	26.5001775151318	26.6750458376683	26.5814858706882	26.8112597321656	27.0176693728999	26.746748944857	27.4298796968377	27.0876491370156	26.7088831760088	26.6619947405775	27.3417690884523	26.8093574734286	26.7520204178693	27.4076049020289	27.3188252203997	27.3302111707509	27.2515576780843	26.4040343752628	26.7783207147563	26.9172272866513	26.8775373692363	26.4409872453244
Q61730_Interleukin-1 receptor a.	25.9393788794977	26.005874131312	26.0197695421191	26.2294786593819	25.9930292400568	26.2253894207534	26.8029273947874	26.7700255411248	26.8491150864925	26.8133635538394	26.0166454275249	25.5107679098029	26.7501108684375	26.4411493963924	26.0928047157024	26.7070818792832	26.766159656655	26.8660511969011	26.6833152743395	26.0405205023037	26.1968063609194	26.2679379449641	26.5392211821345	26.0576829185788
Q08879_Fibulin-1	23.0970240782702	23.1055014159619	23.2321064417103	23.3372071531357	23.1750106882237	23.0889803461817	23.4377214717348	23.4240160617866	23.2786917666878	23.1321297330268	23.2848139359108	22.8833969175839	22.9261806949844	23.1253065706062	23.0391297370024	23.2037291513705	23.0150200689943	23.0012480540531	23.0248107969845	23.291453600475	22.8713884673855	23.0988216312901	22.9414836058748	23.1806930229902
P23953_Carboxylesterase 1C	30.8436651034308	30.6667258025992	30.9320361070881	30.9333147961194	30.7733130925174	30.0061536394342	30.3327401345788	30.2779484070853	30.107346877205	30.3186080393486	30.7906064239756	30.580871544738	30.3435139020412	30.813930681493	30.7208167378343	30.3545976587707	30.3035047135639	30.4943849040715	30.3724596574299	31.0269476994223	30.566341524585	30.7985556512639	30.5551808774334	30.9887980446152
Q9JHH6_Carboxypeptidase B2	24.3262469189339	24.3938574340576	24.3563502767464	24.3330027133665	24.3333883703829	24.9692189214193	24.7835356348248	24.5610719579426	24.6712823309911	24.6694706374427	24.2747040305749	24.3990125285133	24.6119275864439	24.2525890678767	24.1381825703109	24.3150393854773	24.4294999658197	24.5175225820927	24.4303923156032	24.5596422235203	24.341662283178	24.4718025786367	24.6972355920285	24.4126853539564
P33587_Vitamin K-dependent prot.	23.4474810593746	23.4238041535518	23.2357367112823	23.1213793731284	23.2850581419763	23.7080193943497	23.5910915369366	23.6008014032049	23.747255884685	23.5276695690342	23.3797210273716	23.4848580421432	23.3429381366321	23.3191849106145	23.2889453286332	23.6229004971034	23.3639108253219	23.4352231132491	23.3278798841948	23.0881085421691	23.4939977226852	23.3470546770057	23.3412124471327	23.2974871222365
P19221_Prothrombin	28.9943785582471	28.917964212838	28.9528412942341	28.9472631791651	28.9772109977587	28.9713228730546	28.9623313009495	28.9958182064185	28.7514262729003	29.0610477794539	28.8557088460591	28.8317173039205	28.9386296641461	28.9083262801175	28.6371980816593	28.9592215137859	28.8686688503828	28.8896024592367	28.9101220821262	28.7928090567689	28.6967458861498	29.0503565214241	28.9781038072302	28.6980088529789
P20918_Plasminogen	30.0840046407408	29.9950451079986	30.0075519081056	30.0915587066432	30.0696139855869	30.0138094291734	30.0178667705797	30.0853601267893	29.9940696470171	30.1280376003223	30.0976711403798	29.9494303637757	30.0259027863956	30.035554745879	29.8916744180442	30.0374418872278	29.992399448825	30.0532481204169	30.0872582280864	29.7933248794176	29.8513555033534	30.0137724639884	30.0645913118653	29.9299483248274
P97290_Plasma protease C1 inhib.	27.4415829343041	27.2264365951692	27.364333199622	27.4166246277545	27.0995786456426	27.3060309463189	27.2037403513088	27.5694874678022	27.2768448570725	27.3800424618124	27.2604771090732	27.1347766179785	27.2012419566908	27.1702817639999	26.7670218723659	27.2701895138517	27.4456463799126	27.2067160044901	27.0753074358713	27.1812969603437	27.1241910598955	27.3567766159473	27.2018467749347	27.3548495656154
P24549_Retinal dehydrogenase 1	20.4215446800166	21.2715235823371	19.8176414460868	20.7007984558045	21.6387886437519	17.3738075767725	17.41265477001	19.3136744145709	21.0904432750816	20.9631277746104	21.6233533974791	21.2033063274368	20.7861718003818	21.9821900655612	22.2534842569808	20.1673555166102	21.2964706827954	20.6744189130516	21.496998314603	20.0296046960374	21.4569642167485	20.9279513497273	18.7574549255366	21.1303210648256
O09043_Napsin-A	17.435287726771	18.9407092343577	17.7217162938659	17.9513974211145	17.4865703042095	16.6312546576021	16.85251219735	18.9570821129748	17.8492252249793	17.099005014535	16.9818583378494	19.1550678797146	17.8460031904239	17.6893865986654	19.2266123859523	16.7929764389501	16.8766807272802	17.3215995555768	17.1203185851549	18.0801300167942	19.7115726753713	19.9196943400279	18.2087886581741	20.1106676060469
P11589_Major urinary protein 2	22.4812034894971	22.9316993076383	22.6428367017331	22.3643416164548	22.6126841658002	24.0706069268614	23.5720200239493	23.7138139830584	19.7283463458633	23.4143903984396	23.0279296126916	23.3397925213158	23.806110115271	23.4349966887014	18.3844393812166	23.7722441885261	23.3084441646741	23.2234395138798	23.1735281591753	19.0231264048194	22.9259744174932	22.3880732715423	22.4020812266108	21.1427614778674
Q9CR35_Chymotrypsinogen B	19.6969439654631	16.6447054955063	17.5903921688372	21.2730774654591	20.1987179430375	19.5746333635001	19.9446621095621	19.7816121534638	20.4678844936656	19.5660152283436	16.7411668765164	20.0295689758298	20.0591016426413	20.1326009145494	20.3508310301665	19.7848241216922	16.8777089076663	20.194877662187	20.3100871285951	21.036106856844	20.4395226213711	20.2099978004931	20.5173109917287	21.0830126003014
P03976_Ig kappa chain V-II regi.	20.6760111825932	22.0871287110866	21.4131638219898	20.8848692894458	17.8986513948326	21.796530118231	20.6670663002512	21.7862394113632	21.0475752696261	17.6125900048205	21.3564362532045	20.750199928607	20.3750786842989	21.9668042186921	22.7673341202674	20.7823950942234	20.6153735910485	20.3976452644074	21.344200940733	21.66755185877	20.4289364416008	22.0316737785788	21.5541426523693	20.5249184006778
Q01853_Transitional endoplasmic.	19.5986412744487	20.9863095780295	21.050789435478	20.4190406357153	21.8267729715832	18.3081187477528	20.3519384511141	21.5799075696616	22.2556763716695	21.5270639946977	21.1348189111479	20.7900189112155	21.0868150698837	22.581481963004	22.5206892907603	21.6428354901188	22.0159337611606	19.8709095047865	21.4049566394516	20.3860005971211	22.6069996175969	21.912974374506	18.836985339948	22.2996708624654
Q91X79_Chymotrypsin-like elasta.	20.0586951727454	20.7809489019334	20.5861956624229	20.8791113016928	20.2764595438879	20.2569224567738	20.5472915950159	20.7430100058061	20.9059648026545	20.6397681680956	20.5654054442923	20.4332916344058	18.401217278275	20.575218612104	20.6233288310574	20.1611348114869	20.5814194386179	21.0065791345279	20.7819164506396	20.8781464470282	20.3376744346918	20.6309045365774	21.0607833245689	20.8675042336928
O09159_Lysosomal alpha-mannosid.	21.7803447214642	21.8897960892939	22.157547705565	22.0005841068048	22.2397750656803	21.8744675544366	22.6899673756729	22.7260864345071	22.4658204594392	22.4077598293184	22.6480060868074	22.2328767215608	22.2829029023992	22.489290864473	21.286756277341	22.616992192056	22.4082070156123	22.6274206663082	22.3520715869888	22.1736696649408	21.5118373289431	22.1486356156948	20.7179499745494	21.6346587455462
Q8BH61_Coagulation factor XIII .	25.7577171649411	25.9183452746952	26.2343045010968	26.2854945044469	25.6686651542532	25.134395140225	26.1026634425947	25.912969624917	25.2948084847685	25.7264904079663	25.8679436194513	25.5030450382608	25.4771497797854	25.2886441948109	25.3210357105439	25.6217324166846	25.5875359309916	25.2531011672955	25.2590149373185	26.2190249066466	25.6918394502752	25.7084792932643	25.9050220672743	25.5145080759278
P29699_Alpha-2-HS-glycoprotein	30.3552084535269	29.9626055177316	30.0972970854536	29.990842069982	29.937511576542	29.5024830612276	29.7392549640099	29.6203321557438	29.2138436337647	29.5115007700201	29.8010558635584	30.1620578179517	29.6935357698364	30.1684836020725	30.0011463247766	29.7292380834717	29.5854699895827	29.8288088012486	29.7264404112092	30.2114935516743	30.3421506457606	29.9012192617172	29.6391638146758	29.9711541820234
P03953_Complement factor D	28.0949647313604	28.3724920725814	28.1378571705407	28.4001621819499	28.2636177963341	26.9927047421998	27.1297730547826	27.3284481299156	26.6056724577721	27.2581730748508	28.1601893469578	28.4229001493567	27.2349368303768	28.1844269788925	26.685627192138	26.6860395533988	27.0661596656866	27.1773999193582	27.3122807042753	27.9734565191789	27.733559070786	28.1104359958431	27.6084540463217	28.1746221803477
P27656_Hepatic triacylglycerol .	21.4315779419544	21.3009847985714	21.2954294234342	21.3592431210126	21.2556452561672	20.4974549862856	20.9476148236871	21.1324153197595	21.410413049284	20.8190814562303	21.2592851032345	21.0519472198724	21.052577005534	21.1863556339757	20.9840444585862	20.8191996988045	21.133317214272	21.2401448190988	20.9172270170863	20.6200514301283	21.3284330636072	21.4270184017739	20.877698364716	19.0948495928046
P02816_Prolactin-inducible prot.	21.2843605629199	21.0456525250672	18.9829056978836	20.6917435191713	19.0415963253659	16.7556679159671	20.7958259469283	21.097928759114	20.7512596395859	20.3715472175947	20.9420385028117	20.5202036239535	20.9943830506994	17.3304292000578	22.0544922058202	20.5968033993673	19.4712065957725	17.3404028396006	19.2696333766152	20.6372106919243	19.1782696879043	17.4797733182642	19.4503840422868	21.3943779079942
P97430_Antileukoproteinase	19.7314366098575	19.3745790524258	19.7121660231975	17.8083298658798	19.7864883946202	19.9704112892677	18.8657425655362	19.8208888704235	18.2090670137221	19.5565922569882	20.2991648343933	20.5331664467755	19.6002337083993	19.880236123102	20.0706542551233	19.4697363224967	19.4269007001114	19.788970682857	19.4995081050871	17.8184330380441	18.2055173637102	19.4521853064344	17.5248211305618	18.1220778450438
Q8BK48_Pyrethroid hydrolase Ces.	21.4004605926456	21.7961965939451	22.1439458473136	21.9355681220305	20.5841965114057	22.1740700144698	22.734330478662	23.2098097068558	22.9387090714176	23.1066779466262	22.0787350625977	21.710361571191	23.1399767332878	21.5061037897913	20.3259955872099	23.1909172949417	22.8980751748087	23.2654998763809	23.2243171950713	21.1024311781011	22.0192797024833	21.2967399458857	21.9075537917019	20.3628751443513
P13020_Gelsolin	29.3463031159222	29.2823811946737	29.3197367483727	29.3658639880397	29.2602625948464	28.6981735892592	29.0769157155064	29.2729298672451	28.9228249124083	29.0561367474867	29.438244893642	29.1852963422852	29.0972829379406	29.2773374934692	29.3242570605028	29.1097039449713	29.1448127199524	29.137079477298	28.9904013465073	29.5726816093299	29.2618029719329	29.3434329806834	29.1661692135377	29.5677703240077
Q2PZL6_Protocadherin Fat 4	18.4906959403682	18.4182927530392	18.1697947718302	18.8717282820697	18.1249222837013	17.9819501793953	18.2184575691361	17.4309983595051	20.303099419684	18.3173419579765	18.6958399802286	18.1283109635887	18.4474777802852	17.8827007168488	18.2431594761015	18.5824978251922	18.0209282473361	18.427034519635	17.6724334223008	18.4047138311296	17.9133748218733	17.9944595134767	17.9321671058829	18.4752369125506
Q91WP6_Serine protease inhibito.	26.3467565068014	26.2610515744139	26.0053593315848	26.225984496116	26.1558660477045	26.7225502205508	26.2700036812631	26.3300876364632	26.4340857977729	26.2622570354999	26.1234083310844	26.4245620339555	26.3741887325927	26.1930064112345	26.1858393906961	26.3332485901581	26.3592676561831	26.3670628878204	26.2101891521578	25.9549727972317	26.5181954605748	26.0115285908834	26.0322727852957	26.0904960950701
P02088_Hemoglobin subunit beta-1	31.0995290464709	31.4905380299251	30.2212119901477	31.2141172025136	31.7465243669725	26.0812241662292	30.2210471848482	30.5051283897103	31.8976077614498	30.7774699429821	31.6157221227437	31.4719067435647	30.7620760185263	31.7875987173215	31.9467409497539	30.8764248604557	31.1141680737787	31.0358956670587	31.621760582403	30.5017904238408	31.9853464333373	31.4813174495217	29.928598521712	31.8869903706232
P26039_Talin-1	23.0315455679146	22.9197692472876	23.6570847438218	21.2124950493382	23.3630961930271	19.418446882912	21.1262562515082	23.6225513451871	23.7534355949509	21.6089620228449	23.4249054035552	24.201781130622	24.000112988177	24.6851710733366	24.8618141715445	23.1987627542935	24.2209335659347	23.5772953561213	23.8054295942977	20.8335463234815	24.6575571328102	23.6909574104559	20.771173581013	23.6839992618909
P12399_Protein CTLA-2-alpha	20.503928703016	19.7649683469077	18.3528818279651	20.0602359666116	20.4842741813528	19.8720556809573	19.3129844310846	19.7594789319339	20.6405582813055	17.3778088738903	20.7223728131171	20.879815143102	20.352055951531	21.0211894253784	20.4682180747065	20.5504096663134	20.4127624879446	21.1499973107658	20.221366745397	19.7818797533581	20.5555230762172	19.6873326388481	19.1704835052028	20.2381544078164
Q8R242_Di-N-acetylchitobiase	19.8187599384016	16.6765294283442	19.5945970592319	19.5395609302404	19.8447790182808	19.4621056942322	19.8372600680213	19.6928489400678	20.0456971733858	19.943476433721	19.5914866264532	19.757307085617	19.6746746045262	20.084044872803	20.1244837377753	20.0100846531206	19.5843092774074	19.9029824399693	19.7907581360298	19.8964669288558	19.7673152256326	19.5994503606892	19.63210771902	19.8544645588518
P13609_Serglycin	19.6696166038187	19.6891416766264	18.2569365752759	17.4917702830071	17.0152799022955	19.8883026236606	16.5056979086827	19.7891229571528	19.7471687256391	19.0118511787096	20.0252681677209	20.0073767066885	19.3801633829813	20.423159643312	20.2030646214007	19.9124469905876	19.9910213709367	19.7869853631112	19.9236966203788	17.5076563773631	18.6396067728793	20.2135489518311	18.8491470085366	19.3710696271114
Q9CQF9_Prenylcysteine oxidase	21.6034544122183	21.6586233649698	21.6471785333536	21.504037976454	21.632251527538	21.5818276371731	21.3319092078012	21.5522047108455	21.281349099872	21.5064310769758	21.4853427743434	21.8461303184019	21.592730871818	21.11343966342	21.8057981799839	21.3613185540048	21.5676628766106	21.4930269314876	21.5011351237315	21.3599891790059	21.6437293848333	21.7903892670376	21.0826434949461	21.213251687735
