dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X517f	X518f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m
P06151_L-lactate dehydrogenase .	22.506274889246	21.2721751296902	22.1975612219928	21.9563511630291	20.8810443963891	22.2902495160187	21.1484027226034	23.0166200958476	21.6607579284524	21.150938936781	20.5788200917106	21.2857823298184	21.283691326816	21.4909409483778	21.1220615932965	21.1864413291099	21.3338993265793	19.7352324819141	18.3483444205857	21.936704068677	21.1083901345675	21.1882904687246	21.3236661361072	21.7961892650517	21.3097190574598
P12399_Protein CTLA-2-alpha	20.7670293549797	20.21056566783	20.9046343423905	21.080843870727	20.35691265799	20.9341862138991	20.4216167194068	21.0437352232497	19.451253760069	20.1798140480855	20.4939198147523	19.7850754611821	20.503928703016	19.7649683469077	18.3528818279651	20.0602359666116	20.4842741813528	19.8720556809573	19.3129844310846	19.7594789319339	20.6405582813055	17.3778088738903	20.7223728131171	20.879815143102	20.352055951531
Q6IRU2_Tropomyosin alpha-4 chain	21.2084138813564	18.9125623918235	22.2976143192251	21.7722942340028	18.7762093289989	23.1162295643786	21.7406410275506	21.7088187812303	20.5047039647627	18.9653120100501	18.2154996791268	18.739571717614	17.5976778161859	19.0134560986614	20.7418394197004	18.5339617673474	20.4672957020959	17.2647262424277	17.9362878037481	20.0391397865055	20.2009286736399	17.7420682034963	18.7916476151357	21.8625364358656	20.680621460756
Q8BTM8_Filamin-A	21.8539662494994	20.428839215242	23.4083528072657	22.6926829647025	19.9583253507079	24.5634966642825	22.6370082066637	23.0157742044948	20.0982403150707	20.5010071633384	20.1674898132601	20.1311317692689	20.7383627923659	20.8384127055571	21.6867841137284	19.4961796576274	20.7966039862029	17.747804732343	19.6562396890503	21.0544411977088	21.1017218191253	19.4856382029315	21.3015497806197	22.3861052227933	21.2115244459075
P06728_Apolipoprotein A-IV	30.5567710142649	30.7557822478437	30.9864527226333	30.7964316930143	30.4957207426821	30.333465762397	30.2372321385097	30.379239931439	30.2978243306316	30.1558577116739	30.1842099345823	30.2706122900727	30.1517670967486	30.1876627247885	30.3680372019569	30.5037354968715	30.163869988911	30.2652955520088	30.5203384834246	30.2219462293488	29.9539773986993	30.2905898262226	30.3108196616838	30.0740431121264	30.708888016023
P08905_Lysozyme C-2	20.7489612882595	21.6912662176909	22.0342522289424	20.9649991477439	21.5338585602391	22.1094555943253	21.3900630499589	21.6792979642543	20.8410867997864	22.2943474436689	21.4939196877436	21.3430197636965	21.4120972564765	20.9701243267602	20.7375111190444	21.3392423217897	21.4958302687955	21.7403747307288	21.0715697268829	20.4310115244462	21.7401686180383	21.017206010802	20.6715570471965	21.8186600890411	20.3856175629492
Q60994_Adiponectin	25.6815574556377	24.8495840636629	24.6334476008605	24.5200925317259	25.4083103024207	25.7089812357385	25.4218113608267	25.5175297905941	25.3641632492544	25.3460250865454	25.8884548116921	25.2342297901739	25.1587990366616	25.3631357722759	25.248085946024	25.7698233190009	25.3509861075532	24.0446856057149	24.668038801249	24.661250649053	25.1460982985125	24.6543128322337	25.6273216905457	25.1949745715514	24.7433999203464
P03953_Complement factor D	27.8627567141229	27.1555331865316	27.1338892720772	26.7840362061491	27.959645600795	27.5420024121842	27.9367042483731	27.9056096506728	27.4965886736137	27.4387416069966	27.8565421708184	27.8607701568529	28.0949647313604	28.3724920725814	28.1378571705407	28.4001621819499	28.2636177963341	26.9927047421998	27.1297730547826	27.3284481299156	26.6056724577721	27.2581730748508	28.1601893469578	28.4229001493567	27.2349368303768
P21460_Cystatin-C	20.4797181061367	20.5522239459881	20.8058015249647	20.6152257278999	20.7739586372862	20.3870870183074	20.4639880224512	20.5691064819263	20.5263063956905	20.4340583017626	17.7970883611829	20.2819963616999	20.4502547679412	20.3889775497702	20.2957905102147	20.2994281449769	20.4734285537193	16.5367905527814	20.1434573309822	17.3843083822703	17.5366274972588	20.4016832961881	16.905562700547	20.6786577310467	20.3524395183864
P47739_Aldehyde dehydrogenase, .	21.0481234657495	21.07674123748	20.864450096899	21.1742341774914	18.9071687642568	20.5137051905092	18.7248153489813	21.350718824655	22.3346385552579	20.4342913596725	19.2320629588467	18.994933889907	21.464815810603	16.8395717731005	19.2788078731744	19.472567772475	18.73851918334	16.3411982466444	18.8258747354979	20.0194173223111	21.4629552703232	20.6305439859701	20.5856571433722	18.8901338047999	20.4948709620181
P62827_GTP-binding nuclear prot.	22.0542803778633	21.2123446834471	22.022128520337	22.5446453008385	20.3050535081714	22.1088386772326	21.571752874923	22.3848939958931	21.1371063767853	21.3665842211351	21.0888978789391	21.6099738337268	21.6498465633089	21.8199065892411	20.5005431053807	21.6674024303918	21.8735943053236	17.9488044890942	19.1244734893095	21.1074054677117	21.540197818653	17.9352078766745	22.0275135749998	21.9178437847348	21.363647129445
P05213_Tubulin alpha-1B chain	20.9341210488178	20.3901047887074	20.9938458185886	21.0444654956045	19.7998506596133	21.0817529014079	20.6326616758994	21.3015573159404	20.3744909665157	20.1734296397897	20.1022656868604	20.0730888348856	20.3308610905642	20.6690554592857	20.1946201070599	19.8130254882491	20.6098902193978	17.0330400784219	16.2722938921285	20.5722107813504	20.2547950823662	20.2182599074512	20.2005467845689	21.0581176046955	20.2047372394729
P18525_Ig heavy chain V region .	20.2815887995482	20.9766191841253	22.8030897433962	20.9756982577956	21.0582745287361	20.6181802497772	22.3256153648325	20.8848679930075	22.9491690411205	23.7450060375797	20.6490363015003	22.1342635187459	21.5694639416227	21.9622015439135	21.0431007305431	20.3501897767865	21.1155253717585	19.576408687764	20.114437055541	21.8902555549916	21.6060173565672	20.8488795419272	20.8262246408596	20.1457965983017	21.767861150538
P13597_Intercellular adhesion m.	21.087538592561	20.8574857898871	20.9784565727306	20.8971806473222	17.1486473757211	21.0447908131553	21.237420927433	20.8861206733091	21.0859795480778	21.2423484122123	20.533672643059	20.9254699624366	21.2167902550503	21.3519697190173	21.3995208462012	21.3632348493503	21.183103772859	21.1723470817126	21.0922950194589	21.3431253838905	21.2548175679874	21.0680057441783	21.3378536575108	21.1131331220704	21.0547324827627
P63017_Heat shock cognate 71 kD.	22.913591870561	22.0415035847792	22.9743555058878	23.2561555520815	22.3716766900103	23.4059671007197	22.8126513931527	23.2562922052727	22.5731424578787	22.1677416929622	21.8701749558522	22.5036040064197	22.419824939417	22.6087046734342	22.2433987535309	22.4196743881918	23.0933927394823	20.2841618584738	20.3178271585465	22.3764701478014	22.5466920837334	22.1643510291903	22.7232510731992	22.9557919592435	22.1125247753418
P60710_Actin, cytoplasmic 1	21.8331960504767	21.2147534013792	21.8126462036129	21.5720178258699	21.007050200406	21.9735229970031	21.7735895760786	21.9140036616332	21.2867535986884	20.9558966748554	20.916619180262	21.1359118377901	21.2200079024592	21.8264285217526	21.327864948972	20.6287971570495	21.301959142692	20.4776506894608	20.3072201352679	21.5849371617214	20.515392218861	21.1495026218163	21.4630671875173	21.9173579650922	20.7981752172003
P13595_Neural cell adhesion mol.	22.1437881639775	21.901759333361	21.9367874452506	21.8583602085432	20.1879567023832	22.1694416874638	21.9043463122591	21.9567458793215	21.9465877420621	22.2057479163299	21.9890348713639	22.1985195304115	22.1686667629023	22.0176226526288	22.0454638924989	22.369849043485	22.3573131890397	22.05796578509	22.192338421785	22.2423424512654	22.0938917347952	22.1523354460295	22.4544495380776	22.0283881948665	21.85541524832
P39039_Mannose-binding protein A	25.5352961441877	26.1570201228792	26.0266895810556	25.9134718073633	25.5991860909787	25.623145054166	25.7348253687882	25.3388247749644	25.3228404151021	25.3982741186874	25.7950648293739	25.643480806005	25.7036977800824	25.4057139675396	25.7766576207748	25.8158780201452	25.6907856684151	25.8892902386938	26.0372959205806	25.9083022721117	25.8431420466753	25.9736856314136	25.8555887148733	25.8776893829302	26.1364681607271
Q8BPB5_EGF-containing fibulin-l.	23.2090615266466	23.0546288258058	23.1778294911302	22.6671290880065	23.0629491407626	22.9670338618503	23.1678167124589	23.0998352820783	23.1838531178509	23.300410378073	23.3578055434915	23.1661765705732	23.2737193491495	23.4415969907586	23.1866435313138	23.4839289162746	23.2362993571546	23.0872562854173	23.0956132004207	23.2836009038759	23.0193842336622	23.2046423328164	23.5101537486373	23.2237678232627	22.9978460299661
P02088_Hemoglobin subunit beta-1	31.9070857712489	31.1037939564884	31.665385474448	32.5743822950753	30.63526842123	31.9124462523057	31.4848106045912	31.9781922458972	31.1625718842342	31.4608124473488	30.7282538417253	31.5314492851609	31.0995290464709	31.4905380299251	30.2212119901477	31.2141172025136	31.7465243669725	26.0812241662292	30.2210471848482	30.5051283897103	31.8976077614498	30.7774699429821	31.6157221227437	31.4719067435647	30.7620760185263
Q8K1B8_Fermitin family homolog 3	22.3486707551984	21.5377768439467	22.7711611900809	22.7799100785352	20.9493703403502	23.3632180027165	22.4232100548627	22.4068380587207	22.1499235290065	21.2620457975493	20.5281728029836	21.2373342685062	21.4905172200233	21.5795067685982	21.7144362911395	20.9183076917446	21.7537452891549	17.3789693525746	20.0186946292732	21.6920365095907	21.9883148252071	20.6571977255991	22.0163291747026	22.2859557027818	21.9728419578913
E9PV24_Fibrinogen alpha chain	29.1725045738908	29.6073298621848	29.0340286734245	29.3470672515376	29.6593028225496	29.4725597110965	30.0332675523549	29.826452088931	29.883551391418	29.4160211196308	28.5814281738053	30.1934190287128	29.9244861554502	29.7469600633371	30.3292602450096	30.0932669963856	29.7451358410975	30.6096210880919	30.8169005444722	29.6070644305311	29.3541967766304	30.6046303671452	28.9998491633303	29.099411542599	29.6568693258442
P62962_Profilin-1	23.0557383631656	22.3871164763184	23.3058129435785	23.3332225163714	21.321491605689	23.8757777499703	23.1533397251726	23.2771013442034	22.4578150770152	22.1687821254572	22.3003520016914	22.5327572010383	22.5662598726527	22.3554716798436	22.6778749930377	21.9604111181488	22.674219320321	20.9947186501613	21.4765664985154	22.4497311528224	22.827739261219	21.9315503551843	22.5847567948062	23.1813608133428	22.4089068107586
P01898_H-2 class I histocompati.	26.5328695382502	27.2969876011537	27.4834480141924	27.3453787148782	26.8391741797406	26.8483905593503	26.624452117161	26.6270868603621	26.9546656246284	26.9539188035613	26.8474869452032	26.7989583212273	26.4370658791709	26.556519151788	26.5001775151318	26.6750458376683	26.5814858706882	26.8112597321656	27.0176693728999	26.746748944857	27.4298796968377	27.0876491370156	26.7088831760088	26.6619947405775	27.3417690884523
P08121_Collagen alpha-1(III) ch.	20.8176060210876	20.5232563628657	20.8565844332385	17.1768356220149	20.454712339138	20.7187809768102	20.4310982671785	19.0889457557899	18.8829658621071	20.7990638846144	20.8278182339814	18.7907805952162	16.4218532951676	18.596759494484	20.2450273320938	20.5388518921774	18.2394193372467	21.7561473427035	17.8126052663022	20.3634419345621	18.0513845872821	16.6825827611843	16.4968392692443	20.1936598056026	20.2291912681572
P30412_Peptidyl-prolyl cis-tran.	20.2414374101533	20.1072095649413	20.1421427402235	20.106552231625	20.4130117938297	20.3537690013374	20.0689817513052	20.4135684118334	20.2624755603739	20.3738930712831	20.2165795058288	20.3944586333404	20.4746898676245	20.5900960962273	20.1508876644335	20.4054670277285	20.2400340049587	20.2662353704895	19.9360457852034	20.372186756746	20.6528978094802	20.3647993914683	20.4137321246776	20.4524086674265	20.7637899251856
P45700_Mannosyl-oligosaccharide.	22.3190700786772	22.4467808046636	22.5014168882302	22.2997760716999	22.3112858649289	22.3325554951875	22.4623099239345	22.1103631898299	22.2378691656788	22.3224286839228	22.507457620677	22.1660910427185	22.3298870588224	22.3789359082051	22.5456207479352	22.3935779470121	22.4459524481466	22.359121645661	22.3801691919745	22.5187931247071	22.5767830228243	22.5347304475157	22.4868803063412	22.2804854829844	22.3453221300392
P10126_Elongation factor 1-alph.	22.6015985210084	21.1777574232386	22.3384364880342	23.2331772855591	21.4721228617993	23.3778705941277	22.1770255934423	23.5218569148923	21.8439031335424	22.4713132748649	22.0185915761409	21.8938611417481	21.6548932882211	19.9013552653887	21.8007986132368	22.8115585342168	23.229246721622	19.2392073687526	18.1787091954594	22.0560399740363	22.7596423798338	21.7721562774797	22.0545135690713	22.2915574434617	22.1481842250848
P01630_Ig kappa chain V-II regi.	21.9440738665415	21.45365684406	22.6871386787617	21.3413426343875	21.3523329613106	21.4130125740056	22.687688034362	22.2196717947245	23.0133790753105	20.8544464025106	22.0008653291175	21.6544359787783	17.8446472321885	22.0766040862006	21.1117695914784	20.9073374061315	21.8300284765005	19.9798309995098	20.5952761510622	22.0694433753251	21.4589603717566	22.100492794874	22.4267828813749	22.5123986889118	20.3728083424709
O09172_Glutamate--cysteine liga.	20.4684369885491	19.9653166291571	20.8998502275327	20.8627877338637	19.5543130629211	20.8025753302769	20.0770388092885	20.6895860961184	19.6227512812989	19.5970979987755	18.2797800449673	20.4861665068824	20.2257386182599	20.4239873476723	19.3770314959441	20.2837979903421	20.5761653063437	17.4896391408036	17.6620954613376	18.30951561104	19.9740800045866	19.9095657232443	20.4502185150713	20.4818154415982	17.6310862305986
Q9R0P5_Destrin	20.4115292144011	19.910587106009	21.0168579240802	21.097829927671	18.4725475456952	20.2838304822996	20.3328351818755	20.3176764789501	19.8088706233861	19.4725299738386	16.7907264826168	19.7156403071647	19.244652133466	19.5564108537755	19.9934517193461	17.3486649692492	19.4688280926483	16.2069662600562	17.8218368288444	20.1893145331101	17.4573833641536	19.1454708839969	19.9967352563385	20.5907550460993	19.3924158314986
Q9QUM9_Proteasome subunit alpha.	21.6756810000321	21.2771569790014	21.6249774658496	21.7296674151217	21.4280405061622	21.8327986733995	21.4543666984572	21.5598857248519	21.8273033527039	20.4089797326602	21.3177876963638	21.6674694585133	21.4299672736008	21.3412526313136	18.6553472860795	21.865711752399	21.7906544446542	20.9012038833794	17.4914664629941	21.3675996484784	18.5718285471006	21.4171200811777	21.8227241777641	21.8194547611143	21.2659583562125
Q8BK48_Pyrethroid hydrolase Ces.	20.1293240500461	23.0769323468896	22.5862616458264	23.0913375619236	21.211211314109	21.0147851719301	21.5167638060717	21.4169213276602	21.7691135522413	21.9086474175035	21.9824496535145	22.0554492671295	21.4004605926456	21.7961965939451	22.1439458473136	21.9355681220305	20.5841965114057	22.1740700144698	22.734330478662	23.2098097068558	22.9387090714176	23.1066779466262	22.0787350625977	21.710361571191	23.1399767332878
Q99PT1_Rho GDP-dissociation inh.	20.3886795180938	18.2158228519236	20.6681777737993	21.2989281716526	17.7569109588374	20.6755541622114	19.9830010645805	20.1876758622001	18.2657147520472	20.189997184831	17.9769013766069	20.2458175726228	17.9572849861722	20.1293191819863	18.5497768105199	18.4310112591075	20.7157272273112	19.2135837762362	18.4198758357199	19.6169887068134	18.6327012893531	19.1491326119746	18.0036491730272	17.952251026557	19.7463952091181
P18760_Cofilin-1	22.2185021912338	19.1981891658141	22.8656286957114	22.3169563940478	21.0394855445193	23.0032994948661	21.964428567671	22.3971386308609	21.0975028517761	21.3714642640676	20.6849492223518	21.4817704901831	20.8930554962924	21.5906551168565	21.1116802989871	20.3285440027372	21.2991806232018	18.7686490516828	20.5662515097473	21.3598121491317	21.0613369096799	21.630395007611	19.3932767996707	21.8357830820579	22.4928777184175
P40142_Transketolase	22.3866742798884	21.8196280257194	21.6072979136183	22.5238378197628	20.6863206612572	21.8451882391763	21.0298862144556	21.9511031676918	21.8966310027434	21.9215703010685	20.6541124097928	20.6305816491735	21.0991382930425	21.3016177366252	20.9314955310389	20.9731191815345	22.0639901124022	17.7210470391038	19.3932427529728	21.6609661315937	21.1468703698888	22.143713596951	21.5751832894501	21.6157569156147	20.3731119439421
Q91WP6_Serine protease inhibito.	26.3043798722689	26.3591850661879	26.4109552674286	26.3124207303321	26.2852173477172	26.0387216050997	26.2517058900559	26.0168246066893	25.9406199874547	25.9989975949227	26.07191942387	26.1850975817475	26.3467565068014	26.2610515744139	26.0053593315848	26.225984496116	26.1558660477045	26.7225502205508	26.2700036812631	26.3300876364632	26.4340857977729	26.2622570354999	26.1234083310844	26.4245620339555	26.3741887325927
Q64442_Sorbitol dehydrogenase	17.587515673064	19.7399942990267	19.8781171630915	20.0807866307451	19.3323813498483	20.4222498497506	19.7556170336982	19.8641475964056	20.6222368574298	19.7380130697071	17.5347505391251	19.0476642995304	16.7308124076093	18.2436090619599	17.6535992364172	19.8088004243383	17.0390975794614	19.2221025545996	19.700213487606	19.3855864945509	20.014819905062	19.2508526590584	19.5164620498636	19.8550299391887	19.4431622203244
Q61703_Inter-alpha-trypsin inhi.	28.0056067324843	28.0099541609088	28.1026850653173	27.8782737002379	28.119848103663	28.0721615602273	27.9524261336173	28.258181127775	28.4631465349168	28.3401538154024	28.220258307933	28.1217345914943	28.2037077965805	28.0124758689355	28.1756672572146	28.1827131959086	28.11131240657	27.6589364475392	27.7766552114298	28.0160228874797	27.8200999639027	27.9790794754275	28.0765600515147	28.1686407515027	27.9334359208831
O88968_Transcobalamin-2	23.5353672263394	23.452278196709	23.4031797997883	23.5275259247406	23.6143617373148	23.4417928804254	23.3144910029851	23.5040133583937	23.7175864827323	23.7106334654277	23.3513646960476	23.5489559247088	23.6324308242533	23.6057272719052	23.4623561099245	23.7022417113152	23.5901436225476	23.2981274710635	23.6184188866369	23.6513483538502	23.7808628169893	23.7851379299302	23.494450217714	23.6170938973268	23.6728888517989
P01819_Ig heavy chain V region .	20.2705716576051	19.3953336984176	19.7887927012595	19.6561166920129	21.2732549333843	20.6563504455097	21.182673344449	19.9307874992371	20.6572327364195	21.279970549098	20.7539052085811	19.7741859240275	19.8206875352278	20.5355315729017	19.437733544443	19.7054949684337	20.0280635425258	19.4257484955326	19.4039167318758	19.1439162732725	19.4107537170048	20.8619361511655	22.0893594731404	19.8497061197264	18.9185708355466
Q9CPU0_Lactoylglutathione lyase	21.7446805026087	20.8954344760705	21.2803962749292	21.8861032683564	16.7885122660135	21.8453304900771	21.379973475752	21.2608229353289	20.7598550733053	20.2364646133123	20.3943656082872	21.1644636682859	20.7745523233584	21.8662561272248	18.7265455084144	18.6200325233598	21.6953059351129	17.6148826509251	17.8613907276444	20.0510185367547	20.6167099139572	18.0242804023554	21.4805031461325	22.0930812634558	18.470166326699
P40124_Adenylyl cyclase-associa.	21.4549148577163	18.653480562481	21.9211241537889	21.8342613613347	20.3303844894456	22.6147819486721	21.3986131035506	21.1971841408511	20.8963811004323	20.3713831670666	19.7077789043226	17.5290697285051	19.6116044663572	19.9422298229792	20.1600337431454	19.0390592813923	20.7958313914918	18.377655096028	18.2863308788185	20.1133523820853	20.3507002128009	17.9984274695122	20.8560308889408	21.3461154688824	21.0169957751064
Q9DAI4_Zinc finger and BTB doma.	26.4289613526928	25.0498734704949	25.8270910685484	26.3797802443605	24.8730147564666	25.929365606115	25.8010405640739	26.2148703235387	25.402300643813	25.7179133785414	25.3768813123448	24.9842202559792	25.8232313605196	25.064509576613	24.7418513533874	25.7520073466568	25.7122833852036	19.4472590633289	24.7858768663176	24.2335541458819	26.1019275963809	24.3529459273597	25.9071319931914	25.7664033411878	25.3278700187438
Q00724_Retinol-binding protein 4	25.1363548791607	26.2414820719705	26.0089720676986	25.9779757230639	25.663526508262	25.3248272839248	25.331411488062	25.4261178180415	25.0839554767928	25.4101861913036	25.0012083598679	25.6465691470926	25.5033634352111	25.4390343009789	25.5352601864397	25.5704127969227	25.5793859195575	25.889070446157	26.1141126175416	25.8140980570002	26.1595957533614	26.2085978469431	25.0807768737035	25.4794785758815	25.9708011214588
Q8VCC2_Liver carboxylesterase 1	22.9508905477674	22.4112171824345	22.8014578363901	22.6370912593143	22.9385690066078	23.0268746071488	22.961849199109	22.9251431253667	22.9232330792645	22.8564383521293	23.0934928424967	23.1983159880958	23.2283087612589	23.4795528320471	23.2301421387276	23.388587559499	23.2983288766463	22.3113414443812	22.3538229680306	22.7518648831861	22.6847513854287	22.8712467884944	23.4771618877877	23.300847567214	22.6417320582233
P47879_Insulin-like growth fact.	20.2455178899737	19.1982578338696	20.2012032121633	19.335638828653	21.275624250736	19.9772307375888	19.1355549395351	19.6990898962076	19.6997123350056	19.3901843047423	20.3023080049656	19.99411946062	20.6276401968125	20.2642720581684	20.1706858049235	20.4992573545467	20.8017401274717	21.5232989631369	18.5735328823385	19.8608464822376	19.5512377065746	20.2206345726382	20.4426345107569	20.863256829909	19.4992563714308
P68368_Tubulin alpha-4A chain	20.4349443973886	19.9000482010993	21.0892154327993	21.0904839805648	19.7600603262915	21.1043743195241	21.0599772955316	21.1319487798679	17.2903239073726	18.2743090327672	19.6066847750096	19.8971221963935	19.7602262427609	19.7753444252505	19.9446727461987	16.981031166156	19.8384557947931	16.8731208699451	16.1082418359793	20.4537171262018	20.7958504116394	16.5441006635831	20.0404022666295	21.1297464897863	20.2063930387719
Q60605_Myosin light polypeptide.	20.3891820339529	20.0301991661064	21.0459859044731	21.3380797975875	19.1049315747115	21.7801415371865	20.8805747945414	21.0899337132577	20.2186378701171	19.1720303788259	18.8189387381126	19.7099668287225	19.2701381619869	19.7629381519148	19.6617691922196	18.9502840903709	20.090227607316	17.5473531399995	18.9902897525207	20.5065510564125	20.7798110177086	18.3613332861259	20.2614266764382	20.8577809595069	20.7824260830538
P01783_Ig heavy chain V region .	23.238400803081	22.1811313237143	21.6824792299506	21.2596789087603	21.3580677596972	21.6973938409707	22.3324172733137	22.2712891869408	23.5558681279845	23.3568438999429	21.870203276169	22.0142333538273	22.0067217371986	22.3124833290791	22.5018632975628	22.0006080025186	22.4350819200894	22.2048109625757	20.4136543917974	21.583601131876	22.1185987891222	22.0571695857216	21.7200836936086	21.4623327674603	20.4166165156401
Q8VED5_Keratin, type II cytoske.	19.2612645364208	21.4960783183594	18.0191926575283	18.3405310625812	18.1750429708053	18.9542565842758	18.6076209837597	18.0871067472618	18.5546641580272	18.6632081345472	16.5447676662828	19.6380957977476	18.3153305159234	19.3497153302425	18.8892179104957	18.4713978562806	19.0978918049819	20.9175316953607	19.7852385455502	19.4080448676224	19.9340310369588	18.8998376034923	17.8814922025944	20.5105513424964	19.438367115711
P82198_Transforming growth fact.	22.3296631889079	21.0006485727522	20.7825108709791	21.3670787561887	22.3364938928932	22.1617795771422	22.3065170558715	22.3137802568825	22.6134905968152	22.5097414246185	22.4282114042846	21.2762043627859	22.5398221491605	22.0905595734151	22.46195274396	22.7272151143613	22.6426146288853	21.9389609026314	21.5934218990093	22.0878295830436	22.0925986007434	21.7099890128547	22.6119972420772	22.3109617705168	21.7164836303606
P49182_Heparin cofactor 2	26.2995610342828	26.5671415387087	26.3725995421975	26.4540134470544	26.2714288313371	26.2569614605533	26.2141551570062	26.3176857243969	26.7256587397516	26.413510818712	26.3806195952244	26.2953950895631	26.2318780014643	26.140499974856	26.3493332036882	26.3678297037992	26.2827479650029	26.2495365183063	26.5023860585897	26.4625992485386	26.1734465735739	26.4162556968767	26.2735082178682	26.1626265842422	26.4258322214961
Q91WG0_Acylcarnitine hydrolase	19.8513532193946	21.3902846961378	21.0113452966563	21.3471878533092	20.0676011060112	20.1852220749995	19.433414164736	20.3080824752728	20.0350098093755	20.092782621846	19.9190195157271	20.551915327053	21.1170220642393	19.7704495527553	19.6970588923726	20.1079564532804	19.9455392113847	19.9756898325565	17.2121108474538	21.2919515291391	20.0203702890293	16.2111860110426	19.3957251324759	19.5023009531322	21.4144702749945
Q9Z0L8_Gamma-glutamyl hydrolase	19.8322619981638	19.5084293876139	19.6309922724772	19.3679131384378	20.0457173409894	19.9236624441088	19.3420453612218	19.7248898556739	19.5013798379437	19.2972581729828	19.598332649572	19.9809945852759	19.6418123042136	19.5118565019937	19.4214127953656	19.5978248977935	19.5478342621693	19.2585075152257	19.3762479536127	19.4641701790945	18.9953819406805	16.6933380303179	19.9493421107716	19.8442441994135	19.5118351578469
P15532_Nucleoside diphosphate k.	18.3695748551092	17.8498696135482	18.7342506684525	18.9008690185678	17.3237327999844	18.4326858805234	17.8644093112128	18.3232967025926	18.0239675239792	18.3879934813535	17.7093238254841	18.3467380980116	17.9213637555711	18.2691897463567	17.3453563844374	17.7184154115094	18.2322185867756	17.597500824243	17.3002400038408	18.0711938154317	18.2801915173349	17.5144538642196	18.4428541829285	18.3673925254746	18.0975253621168
P06684_Complement C5	27.4422516671711	28.3932821684998	28.124512141548	28.0759285767773	27.4138946519802	27.3680120159107	27.6632132256961	27.3006642459617	28.2889038015245	28.4835385491854	27.6424196260273	27.5203582680629	27.5517631703624	27.4735515520389	27.572031824108	27.6110406741657	27.5757616179147	28.59364073318	28.3810126748056	28.3945961449307	28.4006353101703	28.1929194501701	27.5541821249061	27.6469547115684	28.1801396849009
P19221_Prothrombin	28.7782358807672	29.0109888384397	28.9427288105656	28.812744116311	28.9094240820091	28.8046165230709	28.7484532030298	28.8915241489997	28.8491274023139	28.8558476877603	28.8884680039596	28.9426665355848	28.9943785582471	28.917964212838	28.9528412942341	28.9472631791651	28.9772109977587	28.9713228730546	28.9623313009495	28.9958182064185	28.7514262729003	29.0610477794539	28.8557088460591	28.8317173039205	28.9386296641461
P47878_Insulin-like growth fact.	21.2519616860124	21.1915171188555	20.3548545468214	20.6899787825254	21.1413148113083	21.0430691821983	20.9531485001516	21.0069488794511	20.7578303662794	18.7826574463501	21.6547459293641	21.1116107393311	21.6739851028007	21.2805091292741	21.074473877447	21.1501008468719	21.1945917040589	20.8140399483028	21.390919394777	20.7460079368814	20.1879483927145	21.250616335589	21.2120817652453	21.6647908918779	20.4504473460389
P03976_Ig kappa chain V-II regi.	21.3520676794877	21.0237829434384	20.7606621943333	21.0714165918623	21.040857410124	21.1450839871723	20.8695963884126	21.5181396195193	21.4339353270813	22.3083555577402	21.5546094601749	20.8757411935285	20.6760111825932	22.0871287110866	21.4131638219898	20.8848692894458	17.8986513948326	21.796530118231	20.6670663002512	21.7862394113632	21.0475752696261	17.6125900048205	21.3564362532045	20.750199928607	20.3750786842989
O55234_Proteasome subunit beta .	17.7726650360288	17.700566511938	17.5596463308313	19.4882791339195	18.8203119273072	19.5770166158807	19.0608402161386	19.4682016545805	18.0199740887412	17.7869420963161	19.1489149943546	19.1078067694686	19.0378322946995	17.2718936528922	17.8597177929286	17.8422986527911	19.3211804012801	16.8914022165552	17.2229892801026	17.6980230884625	17.6402426057392	17.3615628542908	19.3529441821702	19.5198693329447	19.0443152411638
P18528_Ig heavy chain V region .	24.0480950212417	23.765529020341	23.4070404111024	22.6106418981642	22.4900167126717	23.2849968826047	23.6945641669607	23.8371306969623	24.338426422465	24.5049753330511	23.3885125432186	25.8178596130563	23.7859654414403	23.5934526745703	23.8128094203865	23.4897930933424	23.5717393368213	23.9893814192909	22.1903439001167	23.1404166559172	23.6453221128065	23.7085304425639	23.1954887583808	23.111674568799	21.9367250031189
Q9WUM3_Coronin-1B	19.8619625556986	20.6918226324486	20.8774324292566	20.8348559181348	20.4392806355396	20.4345497190192	20.0891641761879	20.3146111782538	20.5904966566177	20.36083392859	20.1894003603533	19.5820965989574	20.4913705420241	19.8057596567787	20.2738746901726	20.6090898910626	20.2702656654961	19.7998955126206	21.0012803584713	19.4437987331925	19.7321542669464	18.8358376197912	20.2190628740924	20.4425649288275	20.0349495244653
Q07456_Protein AMBP	26.3804199765197	26.6081153711322	26.5255351463564	26.1456151747554	26.3900227589261	26.3376465354394	26.4796464485766	26.3245169301486	26.5295796086269	26.7317419443779	26.4820821655666	26.3878100123669	26.6505824256614	26.3667538865667	26.5919100109215	26.5375118087495	26.6056408115512	26.9067948324903	26.4754649120753	26.5045131560989	26.3900005786917	26.4524350618014	26.4365411397044	26.6141188328054	26.4904365482137
