variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M192T2.2_phenylacetylglycine	hilic	Phenylacetylglycine;Phenaceturic acid|4-Methylhippuric acid;p-Methylhippuric acid|2-Methylhippuric acid;o-Methylhippuric acid|3-Methylhippuric acid;m-Methylhippuric acid|Hippuric acid methyl ester;Methyl hippurate;Hippurate methyl ester	CHEBI:27480|CHEBI:103973|CHEBI:613303|CHEBI:468391	2	a,b	C05598	Amino acid metabolism	Others	Other	HMDB00821|HMDB13292|HMDB11723|HMDB13245|HMDB00859	CID68144|CID97479|CID91637|CID99223|CID14566	C10H11NO3	193.0739	UTYVDVLMYQPLQB-UHFFFAOYSA-N|NRSCPTLHWVWLLH-UHFFFAOYSA-N|YOEBAVRJHRCKRE-UHFFFAOYSA-N|YKAKNMHEIJUKEX-UHFFFAOYSA-N|XTKVNQKOTKPCKM-UHFFFAOYSA-N	InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)|InChI=1S/C10H11NO3/c1-7-2-4-8(5-3-7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)|InChI=1S/C10H11NO3/c1-7-4-2-3-5-8(7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)|InChI=1S/C10H11NO3/c1-7-3-2-4-8(5-7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)|InChI=1S/C10H11NO3/c1-14-9(12)7-11-10(13)8-5-3-2-4-6-8/h2-6H,7H2,1H3,(H,11,13)	M192T2.2	192.066922468182	101.590523737562	[208][M]-	[M-H]- 193.074	5	140	@M193.0702T1.7|-13C
M193.0136T7.56	hilic															M193T8	193.013626725003	453.674441026214	[210][M]-	[M-H-COCH2]- 236.034	3	141	@M194.0169T7.55|-13C|@M195.0107T7.56|-34S|-41K|-37Cl|@M373.0772T7.6|-(C6H10O5)-(H2O)
M193.9825T6.28	hilic															M194T6	193.982472953219	376.882686980437		[M-H-C6H10O5]- 357.044	6	142	@M195.9805T6.28|-34S|-41K|-37Cl
M193.9793T7.23	hilic															M194T7	193.979296304728	434.06094693222			59	143	@M195.9764T7.23|-34S|-41K|-37Cl|@M197.9735T7.24|-44Ca
M195.9764T7.23	hilic															M196T7.1	195.976384581939	433.96144922749		[M+Cl+NH3]- 143.98	59	143	@M193.9793T7.23|+34S|+41K|+37Cl|@M197.9735T7.24|-34S|-41K|-37Cl|@M199.9705T7.23|-44Ca
M230.0723T7.3	hilic															M230T7.3	230.072257845518	438.18427107395			9	144	@M194.0956T7.32|+(HCl)|@M232.0694T7.3|-34S|-41K|-37Cl
M195T8.2_D.gluconic.acid	hilic	D-Gluconic acid;Gluconic acid|D-Galactonic acid	CHEBI:33198|CHEBI:16534	2	a,b	C00257|C00880	Carbohydrate metabolism	Galactose metabolism|Pentose Phosphate pathway	Galactose|Pentose	HMDB00625|HMDB00565	CID10690|CID128869	C6H12O7	196.0583	RGHNJXZEOKUKBD-SQOUGZDYSA-N|RGHNJXZEOKUKBD-MGCNEYSASA-N	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1|InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3+,4+,5-/m1/s1	M195T8.2	195.051215601094	479.530897124714	[214][M]-		3	145	@M196.0546T7.99|-13C|@M197.0554T8|-18O|-13C2
M223.171T1.34	hilic															M223T1.2	223.170983518429	80.2150851275306			2	146	@M195.1393T1.37|+(C2H4)
M195.8111T7.45	hilic															M196T7	195.81112019345	447.067084971603			9	147	@M199.8053T7.45|-44Ca
M195.9924T9.42	hilic															M196T9	195.992420949517	565.328940370466		[M+Cl]- 161.023 [M-H]- 197	730	148	@M226.0032T9.44|-(CH2O)
M196.0288T3.49	hilic															M196T3.1	196.02881254132	209.437978631557	[215][M]-	[M+Cl+HCOOH]- 115.05	19	149	@M198.0246T3.49|-34S|-41K|-37Cl
M196.0749T7.2	hilic															M196T7.2	196.074861828153	432.063949254928	[216][M]-	[M-H]- 197.082	59	150	@M198.0719T7.2|-34S|-41K|-37Cl|@M232.0517T7.2|-(HCl)
M234.0487T7.21	hilic															M234T7	234.048728465434	432.409939993351	[282][M+2]-		59	150	@M198.0719T7.2|+(HCl)|@M232.0517T7.2|+34S|+41K|+37Cl|@M236.0458T7.2|-34S|-41K|-37Cl
M236.0458T7.2	hilic															M236T7	236.045778790364	432.127473921126			59	150	@M232.0517T7.2|+44Ca|@M234.0487T7.21|+34S|+41K|+37Cl
M201.0352T5.45	hilic															M201T5	201.035243019894	326.960956717499			25	151	@M199.0382T5.46|+34S|+41K|+37Cl
M226.0573T5.47	hilic															M226T5	226.057276607901	328.381987708988		[M-H+HCOOH]- 181.073	25	151	@M199.0382T5.46|+(C2H3.)|@M227.0606T5.47|-13C
M199.1707T1.35	hilic															M199T1.2	199.170667068698	81.1702927644442	[221][M]-	[M-H-C4H8]- 256.24	2	152	@M200.174T1.36|-13C
M200T10_S.sulfo.L.cysteine	hilic	L-Cysteine S-sulfate;Cysteine-S-sulfate;S-Sulfocysteine	CHEBI:27891	2	a,b	C05824				HMDB00731	CID115015	C3H7NO5S2	200.97656	NOKPBJYHPHHWAN-REOHCLBHSA-N	InChI=1S/C3H7NO5S2/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1	M200T10	199.969633203556	593.169746953669			21	153	@M201.9655T9.88|-34S|-41K|-37Cl
M219.0626T9.18	hilic															M219T9.1	219.062594875299	550.976781908151		[M-H-CH2]- 234.086	4	154	@M201.052T9.18|+(H2O)
M202.1088T1.6	hilic															M202T2.1	202.108819591239	96.0051591636377		[M-H+NaCOOH]- 135.118	26	155	@M203.112T1.61|-13C
M203.0023T1.67	hilic															M203T2	203.002307452723	100.402970918401	[228][M]-		5	156	@M204.0055T1.68|-13C|@M204.9981T1.68|-34S|-41K|-37Cl
M248.0239T10.65	hilic															M248T11	248.023938567629	639.006575175072		[M-H]- 249.031	44	157	@M204.034T10.65|+(CO2)
M204.0548T6.68	hilic															M204T7.1	204.054757806065	400.83547837754			305	158	@M206.052T6.69|-34S|-41K|-37Cl
M204.9815T2.24	hilic															M205T2	204.981508921578	134.511520290334	[234][M]-	[M-2H+K]- 168.035 [M+Cl]- 170.018	41	159	@M205.9848T2.24|-13C|@M206.9773T2.24|-34S|-41K|-37Cl
M205.0357T9.88	hilic															M205T10	205.035665880777	592.702423631154	[235][M]-	[M-H-H20]- 224.055	21	160	@M206.039T9.88|-13C
M206T2.1_N.acetyl.L.phenylalanine	hilic	N-Acetyl-L-phenylalanine	CHEBI:16259	2	a,b	C03519	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00512	CID74839	C11H13NO3	207.08954	CBQJSKKFNMDLON-JTQLQIEISA-N	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1	M206T2.1	206.082484924412	95.1450802592293	[232][M+2]-		26	161	@M207.086T1.59|-13C
M207.015T9.04	hilic															M207T9.1	207.014968650793	542.172927618943	[240][M]-	[M+Cl]- 172.046	15	162	@M208.0183T9.04|-13C
M208.0327T2.91	hilic															M208T3.1	208.03271430544	174.475399554695	[242][M]-		22	163	@M209.0361T2.91|-13C
M210.9728T6.39	hilic															M211T6	210.972785222961	383.438287279957			6	164	@M212.9708T6.39|-34S|-41K|-37Cl
M211.9568T6.25	hilic															M212T6	211.956811523217	374.969661734583			6	165	@M213.9548T6.25|-34S|-41K|-37Cl
M214.0491T7.34	hilic															M214T7	214.049135918688	440.570636580079	[250][M]-	[M+Cl+NH3]- 162.056	9	166	@M257.0551T7.34|-(NHCO)|@M260.036T7.35|-(CH2S)
M258.0389T7.35	hilic															M258T7	258.03893932001	441.088999690561			9	166	@M260.036T7.35|-34S|-41K|-37Cl
M259.052T7.33	hilic															M259T7.1	259.05202216404	440.081090980776		[M-H]- 260.059	9	166	@M257.0551T7.34|+34S|+41K|+37Cl
M215.0024T1.65	hilic															M215T2	215.002366807597	98.8975936077745	[252][M]-		5	167	@M216.0058T1.65|-13C
M215.0331T7.65	hilic															M215T8	215.033124695676	458.703690072841	[253][M]-	[M+Cl]- 180.064	3	168	@M216.0364T7.64|-13C|@M217.0301T7.64|-34S|-41K|-37Cl|@M218.0334T7.63|-13C-37Cl|-13C-34S
M335.158T9.92	hilic															M335T10	335.158005862593	595.179658609311	[472][M]-		39	169	@M215.1153T9.92|+(C4H8O4)|@M336.1614T9.92|-13C|@M337.1629T9.92|-18O|-13C2|@M433.1254T9.99|-(H2SO4)
M434.1293T9.98	hilic															M434T10	434.129302234317	598.52299448931			1176	169	@M336.1614T9.92|+(H2SO4)|@M433.1254T9.99|+13C
M531.0926T10	hilic															M531T10	531.092597674076	599.878434697251			407	169	@M433.1254T9.99|+(H2SO4)
M216.0993T6.45	hilic															M216T6.1	216.099315421268	386.946654064607		[M-H]- 217.109	7	170	@M252T6_D.Neopterin.D.....Neopte.|-(HCl)
M217.0486T7.41	hilic															M217T7.1	217.048627661396	444.490307766201	[255][M]-	[M-H-COCH2]- 260.059	9	171	@M218.0521T7.41|-13C|@M219.0457T7.41|-34S|-41K|-37Cl|@M220.0491T7.41|-13C-37Cl|-13C-34S
M221.0497T7.42	hilic															M221T7.1	221.049663918473	445.001999289128		[M+Cl]- 186.07	9	171	@M218.0521T7.41|+13C+37Cl|+13C+34S|@M219.0457T7.41|+18O|+13C2|@M220.0491T7.41|+13C|+15N
M217.0721T5.54	hilic															M217T6	217.072097688133	332.322206139052	[256][M]-		25	172	@M218.0754T5.54|-13C
M217.0833T8.66	hilic															M217T9.2	217.083314907529	519.311481526075	[257][M]-		1133	173	@M218.0867T8.66|-13C
M218T3_pantothenic.acid	hilic	(+)-Pantothenic acid;Pantothenic acid;D-Pantothenic;Vitamin B5	CHEBI:7916	2	a,b	C00864	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	CoA	HMDB00210	CID6613	C9H17NO5	219.11067	GHOKWGTUZJEAQD-ZETCQYMHSA-N	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1	M218T3	218.103747293285	207.802710438982	[258][M]-	[M-H+HCOOH]- 173.097	43	174	@M219.1071T3.45|-13C
M218.9973T2.99	hilic															M219T3	218.997288820942	179.206128394898	[259][M]-	[M-H+NaCOOH]- 152.013 [M-H+HCOOH]- 173.987 [M-H+HCOOH]- 173.987	22	175	@M220.0005T3|-13C
M222.0268T1.66	hilic															M222T2	222.026814252345	99.4721236299308		[M-H+Cl]2- 410.082	5	176	@M224.0228T1.66|-34S|-41K|-37Cl
M222.0268T2.08	hilic															M222T2.1	222.026811352907	124.969446115721		[M+Cl]- 187.063	1215	177	@M224.0227T2.07|-34S|-41K|-37Cl
M222.0776T2.86	hilic															M222T3.1	222.077600287039	171.63888686734	[266][M]-	[M+Cl]- 187.113	22	178	@M223.0809T2.86|-13C
M222.0776T7.27	hilic															M222T7.1	222.077578299065	436.200841583435			9	179	@M342.12T7.27|-(C4H8O4)
M378.0968T7.28	hilic															M378T7	378.096778433017	436.786180405679	[528][M]-	[M+Cl+NH3]- 326.098	9	179	@M342.12T7.27|+(HCl)|@M343.1233T7.27|+Cl|@M379.1003T7.28|-13C|@M380.0938T7.28|-34S|-41K|-37Cl
M267.0839T5.41	hilic															M267T5.1	267.083919388878	324.653931560241	[352][M]-	[M+Cl]- 232.12	25	180	@M223.094T5.42|+(CO2)|@M268.0874T5.42|-13C
M224.0238T8.66	hilic															M224T9	224.023845099997	519.667875980397	[267][M]-		1133	181	@M225.0273T8.66|-13C
M225.1866T1.33	hilic															M225T1.1	225.18655026056	80.06693268961	[271][M]-		2	182	@M226.1901T1.34|-13C
M225.9725T5.86	hilic															M226T6	225.972538574309	351.890293074121		[M-H-NH3]- 243.999	6	183	@M227.9705T5.86|-34S|-41K|-37Cl
M227T3_X2..deoxyuridine	hilic	Deoxyuridine;2'-Deoxyuridine	CHEBI:16450	2	a,b	C00526	Nucleotide metabolism	Pyrimidine metabolism	Deoxyuridine	HMDB00012	CID13712	C9H12N2O5	228.0746	MXHRCPNRJAMMIM-SHYZEUOFSA-N	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	M227T3	227.067827327756	165.892631158272	[272][M]-	[M-H]- 228.074	56	184	@M228.0712T2.77|-13C|@M271.0578T2.77|-(CO2)
M227.0679T9.01	hilic															M227T9	227.067920510461	540.481431136835		[2M-H]- 114.034	15	185	@M347.1103T9.01|-(C4H8O4)
M307.1518T9.07	hilic															M307T9	307.151826662873	544.212752948462	[423][M]-		57	185	@M308.1552T9.07|-13C|@M469.2048T8.98|-(C6H10O5)
M347.1103T9.01	hilic															M347T9.2	347.110281944605	540.300467070067	[489][M]-		15	185	@M227.0679T9.01|+(C4H8O4)|@M348.1137T9.01|-13C|@M469.2048T8.98|-(C5H12O2)-(H2O)
M348.1137T9.01	hilic															M348T9.1	348.113650266477	540.394226299863	[489][M+1]-		15	185	@M347.1103T9.01|+13C
M470.2083T8.98	hilic															M470T9	470.208313209743	538.892855087389	[585][M+1]-		484	185	@M308.1552T9.07|+(C6H10O5)|@M469.2048T8.98|+13C
M227T1_tetradecanoic.acid	hilic	Myristic acid;Tetradecanoic acid	CHEBI:28875	2	a,b	C06424	Lipid metabolism	Fatty acids	Straight chain	HMDB00806	CID11005	C14H28O2	228.20893	TUNFSRHWOTWDNC-UHFFFAOYSA-N	InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)	M227T1	227.202193228384	79.7794781533187	[274][M]-	[M-H-C2H4]- 256.24	2	186	@M228.2055T1.33|-13C
M228.9721T6.34	hilic															M229T6	228.972103627795	380.220522757706		[M-H-CH2]- 243.999	6	187	@M230.9701T6.33|-34S|-41K|-37Cl
M273.1353T1.53	hilic															M273T2.2	273.135307440049	91.8872422232545		[M+Cl]- 238.166	11	188	@M229.1085T1.54|+(C2H4O)|@M245.1401T1.55|+(CO)
M289.1298T1.6	hilic															M289T2	289.129754823415	96.0055772765578			942	188	@M229.1085T1.54|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M245.1401T1.55|+(CO2)
M229.1198T2.9	hilic															M229T3.1	229.119774103827	173.797934430033	[277][M]-		22	189	@M230.1232T2.9|-13C
M230.9878T6.43	hilic															M231T6.1	230.987767422033	385.772855704748	[279][M]-	[M-H-NH3]- 249.012	6	190	@M231.9911T6.43|-13C|@M232.9858T6.43|-34S|-41K|-37Cl|@M233.9891T6.43|-13C-37Cl|-13C-34S
M231.0779T2.47	hilic															M231T2	231.077924283182	147.972141846676	[281][M]-		16	191	@M232.0815T2.47|-13C
M444.0882T2.54	hilic															M444T3	444.088248910869	152.123793534578			513	191	@M232.0815T2.47|+(C5H9O7P)
M233.9326T6.03	hilic															M234T6	233.932636233244	361.661465188004		[M-H+NH3]- 217.911	6	192	@M235.9306T6.03|-34S|-41K|-37Cl
M233.9719T2.05	hilic															M234T2	233.971855251283	123.184566114314			977	193	@M235.9676T2.07|-34S|-41K|-37Cl
M237.1867T1.33	hilic															M237T1.1	237.186664216114	79.9238057029175			97	194	@M235.1712T1.33|+(H2)
M239.0678T1.31	hilic															M239T1	239.067827310386	78.4783976639562			2	195	@M240.0711T1.31|-13C|@M241.0714T1.31|-18O|-13C2
M241.2177T1.32	hilic															M241T1.3	241.21773485461	79.1160046887706	[300][M]-	[M-H-CH2]- 256.24	2	196	@M242.2215T1.32|-13C
M242.0804T8.24	hilic															M242T8.2	242.080384370369	494.150103740173	[294][M+2]-		3	197	@M317.1126T8.25|-(C2H5NO2)|@M346.1278T8.24|-(C4H8O3)
M302.1016T8.25	hilic															M302T8	302.101575773907	495.14968092761		[M-H+HCOOH]- 257.104	3	197	@M256.0961T8.26|+(HCOOH)|+(H2O-CO)|@M319.0999T8.25|-(OH.)
M317.1126T8.25	hilic															M317T8	317.112576064495	495.237151350005			3	197	@M242.0804T8.24|+(C2H5NO2)|@M256.0961T8.26|+(NH3)+(CO2)
M318.0966T8.25	hilic															M318T8	318.096580740016	495.18458716945	[446][M]-	[M-H+NaCOOH]- 251.103	3	197	@M256.0961T8.26|+(H2O)+(CO2)|@M319.0999T8.25|-13C|@M320.1006T8.26|-18O|-13C2
M346.1278T8.24	hilic															M346T8	346.127833659835	494.103054916694			3	197	@M242.0804T8.24|+(C4H8O3)
M471.1524T8.26	hilic															M471T8	471.152416967568	495.808256925764		[M-H-CH3]- 487.197	3	197	@M320.1006T8.26|+(C5H5ON5)
M242.9878T6.33	hilic															M243T6.1	242.98779546797	379.862675876981		[M-H]- 243.999	6	198	@M244.9858T6.33|-34S|-41K|-37Cl
M243T6.2_pseudouridine	hilic	β-Pseudouridine	CHEBI:17802	2	a,b		Nucleotide metabolism	Pyrimidine metabolism	Others	HMDB00767	CID994335	C9H12N2O6	244.06954	PTJWIQPHWPFNBW-UHFFFAOYSA-N	InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)	M243T6.2	243.062686074773	361.163627217411	[306][M]-	[M-H-H20]- 262.076	6	199	@M244.066T6.02|-13C
M244.9671T6.34	hilic															M245T6	244.967053020682	380.170808041706		[M-2H+Na]- 223.995 [M-2H+Na]- 223.995	6	200	@M246.9651T6.34|-34S|-41K|-37Cl
M246.9651T6.34	hilic															M247T6	246.965106519171	380.403780916659		[M+Cl]- 211.994 [M+Cl]- 211.994	6	200	@M244.9671T6.34|+34S|+41K|+37Cl
M245.0036T6.31	hilic															M245T6.3	245.003576019354	378.403183349944			6	201	@M247.0014T6.31|-34S|-41K|-37Cl
M247.0014T6.31	hilic															M247T6.1	247.001425776023	378.675021489504	[308][M+2]-		6	201	@M245.0036T6.31|+34S|+41K|+37Cl
M245.0129T7.6	hilic															M245T8	245.012891080628	456.114831667091	[309][M]-		3	202	@M246.0162T7.6|-13C|@M247.0088T7.6|-34S|-41K|-37Cl|@M425.0767T7.6|-(C6H10O5)-(H2O)
M245.0437T7.39	hilic															M245T7	245.043687668923	443.329553928829	[310][M]-	[M-H-CH2]- 260.059	9	203	@M246.047T7.39|-13C|@M247.0408T7.39|-34S|-41K|-37Cl
M245.0784T3.6	hilic															M245T4	245.078382676069	215.883124133438	[311][M]-	[M-2H+K]- 208.13 [M-2H+Na]- 224.105	19	204	@M246.0818T3.6|-13C
M245.1147T4.8	hilic															M245T5.1	245.114702047464	288.191378296757	[313][M]-	[2M-2H+Na]- 112.065	13	205	@M246.118T4.81|-13C
M288.9877T10.15	hilic															M289T10	288.987744107661	608.816657461571	[389][M]-		10	206	@M246.9777T10.18|+(C2H2O)|@M289.9912T10.15|-13C|@M290.9836T10.15|-34S|-41K|-37Cl
M246.9827T7.28	hilic															M247T7.1	246.982665610528	436.597529245459			9	207	@M248.9798T7.27|-34S|-41K|-37Cl|@M250.9769T7.28|-44Ca
M248.9798T7.27	hilic															M249T7.1	248.979788065032	436.434010270894		[M-H]- 249.987 [M-H]- 249.987	9	207	@M246.9827T7.28|+34S|+41K|+37Cl|@M250.9769T7.28|-34S|-41K|-37Cl|@M252.974T7.28|-44Ca
M248.0046T5.82	hilic															M248T6	248.004571925534	349.089418980639	[308][M+3]-		6	208	@M250.0026T5.81|-34S|-41K|-37Cl
M249.0225T7.67	hilic															M249T8	249.022474903555	460.458546284036	[314][M]-		3	209	@M251.0183T7.68|-34S|-41K|-37Cl
M249.0886T2.22	hilic															M249T2	249.088599124973	133.207090416562	[315][M]-	[M-H+NH3]- 233.07	41	210	@M250.0919T2.22|-13C
M250T8.1_muramic.acid	hilic	Muramic acid	CHEBI:28118	2	a,b	C06470	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism	Others	HMDB03254	CID441038	C9H17NO7	251.1005	MSFSPUZXLOGKHJ-PGYHGBPZSA-N	InChI=1S/C9H17NO7/c1-3(8(13)14)16-7-5(10)9(15)17-4(2-11)6(7)12/h3-7,9,11-12,15H,2,10H2,1H3,(H,13,14)/t3-,4-,5-,6-,7-,9?/m1/s1	M250T8.1	250.093666294821	473.123205406473	[316][M]-	[M-H]- 251.103	3	211	@M251.097T7.89|-13C|@M252.0974T7.89|-18O|-13C2|@M280.1043T7.89|-(CH2O)|@M281.1076T7.9|-(CH3O.)|@M286.0705T7.87|-(HCl)|@M430.1574T7.89|-(C6H10O5)-(H2O)
M287.0737T7.87	hilic															M287T8.3	287.073701145106	472.230955149557		[3M-H+Cl]2- 180.064	3	211	@M251.097T7.89|+(HCl)|@M286.0705T7.87|+13C
M431.1608T7.89	hilic															M431T8	431.160836065888	473.21504212029	[568][M+1]-		3	211	@M251.097T7.89|+(C6H10O5)+(H2O)|@M281.1076T7.9|+(C5H10O5)|@M430.1574T7.89|+13C|@M432.1632T7.89|-13C
M432.1632T7.89	hilic															M432T8.1	432.163194339081	473.295616090628	[568][M+2]-		3	211	@M252.0974T7.89|+(C6H10O5)+(H2O)|@M430.1574T7.89|+18O|+13C2|@M431.1608T7.89|+13C
M460.1682T7.9	hilic															M460T8	460.168162343494	473.716617590756			3	211	@M280.1043T7.89|+(C6H10O5)+(H2O)|@M430.1574T7.89|+(CH2O)
M253.0199T6.44	hilic															M253T6.3	253.019896935078	386.677402763342		[M+Cl]- 218.057	6	212	@M255.0179T6.44|-34S|-41K|-37Cl
M253.2178T1.31	hilic															M253T1	253.21782401644	78.7430473876014	[320][M]-		2	213	@M254.2211T1.31|-13C
M254.9822T10.17	hilic															M255T10.1	254.982168655082	610.346646616311	[322][M]-		10	214	@M255.9856T10.17|-13C|@M256.978T10.17|-34S|-41K|-37Cl
M254.9992T6.08	hilic															M255T6.3	254.999232313454	364.958000700332			253	215	@M256.9972T6.08|-34S|-41K|-37Cl
M257T2.1	hilic	Tetradecanedioic acid		2	a,b		Lipid metabolism	Fatty acids	Dicarboxylic	HMDB00872	CID13185	C14H26O4	258.18311	HQHCYKULIHKCEB-UHFFFAOYSA-N	InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)	M257T2.1	257.176512458661	91.3021488375412		[M-H-CH2]- 272.195	11	216	@M255.161T1.56|+(H2)|@M285T2.2_Hexadecanedioic.acid|-(C2H4)
M283.1923T1.54	hilic															M283T2.1	283.19229753325	92.2000377119931		[M-H]- 284.196	11	216	@M285T2.2_Hexadecanedioic.acid|-(H2)|@M331.1921T1.49|-(CH4S)
M331.1921T1.49	hilic															M331T1.1	331.192132035738	89.5431838573916			11	216	@M283.1923T1.54|+(CH4S)|@M285T2.2_Hexadecanedioic.acid|+(CH2S)
M255.2335T1.31	hilic															M255T1	255.233457485524	78.5476880649997	[324][M]-	[M-H]- 256.24	2	217	@M256.2368T1.31|-13C|@M257.2405T1.31|-18O|-13C2|@M301.2392T1.31|-(HCOOH)|-(H2O-CO)
M256.0599T6.51	hilic															M256T7	256.059937884152	390.53201232994	[327][M]-		7	218	@M258.0567T6.51|-34S|-41K|-37Cl
M278.9304T16.81	hilic															M279T17.1	278.93043970102	1008.69099121858			14	219	@M256.9486T16.82|+Na
M257.0785T4.78	hilic															M257T5	257.078467336669	287.009624601697	[329][M]-	[2M-H]- 129.043	13	220	@M258.0816T4.78|-13C
M258.0754T6.62	hilic															M258T7.2	258.075434374167	397.086430288561		[M-2H+K]- 221.133 [M-H-C3H2O3]- 345.067	7	221	@M259.0788T6.62|-13C|@M260.0725T6.62|-34S|-41K|-37Cl|@M261.0759T6.62|-13C-37Cl|-13C-34S
M258.9477T6.15	hilic															M259T6	258.947676993113	368.967236876423	[328][M+2]-		6	222	@M260.9457T6.16|-34S|-41K|-37Cl
M258.9923T11.91	hilic															M259T12	258.992343575566	714.472661241624	[330][M]-		836	223	@M259.9957T11.91|-13C|@M260.9881T11.91|-34S|-41K|-37Cl
M259T10_D.mannose.1.phosphate	hilic	α-D(+)Mannose 1-phosphate|D-Mannose 6-phosphate;Mannose 6-phosphate|D-Fructose 6-phosphate|Galactose 1-phosphate|D-Fructose 1-phosphate;1-O-Phosphono-D-fructose|α-D-Glucose 1-phosphate;D-Glucose 1-phosphate	CHEBI:35374|CHEBI:49728|CHEBI:15946|CHEBI:17973|CHEBI:704854|CHEBI:16077	2	a,b	C00636|C00275|C00085|C01094|C00103	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism|Fructose and Mannose metabolism|Galactose metabolism|Glycolysis|Pentose and Glucuronate interconversions|Starch and Sucrose metabolism	GDP sugar|UDP sugar|Fructose|Mannose|Galactose|Glycolysis|Glucuronate|Sucrose	HMDB06330|HMDB01078|HMDB60467|HMDB01586	CID439279|CID65127|CID439160|CID65533	C6H13O9P	260.0297	HXXFSFRBOHSIMQ-RWOPYEJCSA-N|NBSCHQHZLSJFNQ-QTVWNMPRSA-N|BGWGXPAPYGQALX-VRPWFDPXSA-N|ZKLLSNQJRLJIGT-UYFOZJQFSA-N|HXXFSFRBOHSIMQ-VFUOTHLCSA-N	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5+,6-/m1/s1|InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5+,6?/m1/s1|InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/t3-,4-,5+,6?/m1/s1|InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3,5-8,10-11H,1-2H2,(H2,12,13,14)/t3-,5-,6-/m1/s1|InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1	M259T10	259.022943933169	580.013492524428	[331][M]-	[M+Cl]- 224.055	21	224	@M260.0263T9.67|-13C|@M261.0271T9.67|-18O|-13C2|@M439.0868T9.62|-(C6H10O5)-(H2O)
M519.0531T9.67	hilic															M519T10	519.053105017589	579.929765353266			800	224	@M439.0868T9.62|+(HPO3)
M259.0802T3.01	hilic															M259T3	259.080154447871	180.605337047082	[332][M]-	[M-H-COCH2]- 302.1	22	225	@M260.0834T3.01|-13C
M260.8997T6.34	hilic															M261T6	260.899729575668	380.47073718822		[M+Cl+NH3]- 208.906 [M-H-CH3]- 276.921	6	226	@M262.8977T6.34|-34S|-41K|-37Cl|@M264.8956T6.34|-44Ca
M262.8977T6.34	hilic															M263T6	262.897695844043	380.56248769835		[M-H+HCOOH]- 217.911	6	226	@M260.8997T6.34|+34S|+41K|+37Cl|@M264.8956T6.34|-34S|-41K|-37Cl
