variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M596.2495T14.24	c18acquity			4		0.130997210327704	0.788238358644017	0	-0.758745308613193	1.57795388795746e-07	1	0.18379307440928	0.281539280059921	0	-0.837929981235385	5.68229626232695e-09	1	0.437717941227788	1.22903679630404	M596T14	596.2495	854.6448	[1783][M+2]+		47	145	@M516.3063T14.24|+2(NaCl)|@M593.2414T14.24|+13C3|+13C+18O|@M594.248T14.25|+18O|+41K|+37Cl
M453.3691T13.29	c18acquity			4		0.00493547254709981	0.980197230369452	0	0.126174689227664	0.583730435261343	0	-0.0801721641556927	0.911488054074349	0	0.183750339619019	0.437726714873632	0	0.0301124916994205	0.434453402561063	M453T13	453.369090110664	797.49780171294	[1270][M]+		366	146	@M454.3722T13.29|-13C
M454T15.1_LPE.16.0.	c18acquity	LPE(16:0)	CHEBI:90452	1	a,b,c	-0.0748802699406532	0.650687444225057	0	-0.303556539261777	0.00115266456644272	1	0.0098660728208344	0.955910126263736	0	-0.238612624727008	0.0103130630372542	1	0.868303464447633	0.508882707470947	M454T15.1	454.29312407563	906.388875293454	[1271][M]+	[M+H]+ 453.287	141	147	@M455.2965T15.11|-13C
M455.3849T12.44	c18acquity					0.37504384014564	0.579451122294773	0	0.189023761931786	0.526446947010777	0	0.261857874693783	0.811326736342757	0	0.0758991821661184	0.882805136793341	0	1.45667741113968	0.835368754252809	M455T12	455.384942437306	746.359362034326	[1279][M]+	[2M+H]+ 227.189	116	148	@M477.3665T12.43|-Na
M457.7572T7.92_1	c18acquity			4		-0.0267173520400288	0.763445357540674	0	-0.723150221624278	5.32475823687801e-08	1	-0.0969953276936035	0.844992711827898	0	-0.726480451902749	4.04210345019706e-08	1	0.3141653063203	0.0667190041448013	M458T8	457.757216685972	475.003165410647			77	149	@M458.2586T7.92_2|-13Cdb
M463.1923T7.92_2	c18acquity			4		0.151783319413632	0.744063921456007	0	0.441472701824408	0.0602876284713552	0	0.684982462082374	0.0174746706341196	1	0.353568723311513	0.107848275733135	0	0.821079948015926	2.65844561224364	M463T8.2	463.192251336398	475.419914282178		[M+2H]2+ 924.37 [M+2H-CH3]2+ 939.397	77	150	@M463.6939T7.92_1|-13Cdb
M463.3436T16.78	c18acquity			4		0.144823173028168	0.809696376240965	0	-0.337780346281793	0.133242342644287	0	-0.0268007900226817	0.987080872573771	0	-0.287185347002016	0.181351494639164	0	0.641529204053058	0.41717637126267	M463T17.1	463.343611921288	1006.80471752287			454	151	@M463.8452T16.78_1|-13Cdb
M468T14_LPC.14.0.	c18acquity	LPC(14:0)	CHEBI:64483	1	a,b,c	0.111358796762392	0.683446340410965	0	-0.222920468087864	0.0385240335318311	1	0.122372868530327	0.625103661429198	0	-0.249396116287464	0.0207321944371551	1	0.804300355548858	1.3560982535631	M468T14	468.308752936319	831.407298379086	[1307][M]+	[M+H]+ 467.302	245	152	@M469.3122T13.86|-13C
M474.2883T9.55	c18acquity			4		-0.141857742101211	0.36386455115476	0	-0.284502136272678	0.000490032421357371	1	-0.18036006785273	0.492620126579405	0	-0.331201348698857	0.0050840741080171	1	1.65019206393798	1.27110149330216	M474T10.1	474.288260373472	573.016447736634			68	153	@M474.7896T9.55_1|-13Cdb
M476.7488T8.13_1	c18acquity			4		-0.11814622977824	0.570392257350092	0	-1.01278641339352	1.26069091481733e-08	1	-0.190835688795143	0.733804536656454	0	-1.04564447075039	5.19520331566764e-08	1	0.671885259566933	0.219688003378835	M477T8	476.748785274003	487.557148891459			4216	154	@M477.2502T8.13_2|-13Cdb
M478.293T14.61	c18acquity			4		0.114381710049575	0.763415669227367	0	-0.490827260248423	3.70462534474132e-05	1	-0.197086574071037	0.525055358563935	0	-0.627004704191695	7.77683859671552e-06	1	0.789671660305414	0.660920510907705	M478T15	478.29302941239	876.524113799838	[1336][M]+	[M+H]+ 477.284	76	155	@M479.2965T14.61|-13C|@M480.299T14.61|-18O|-13C2
M478.2931T14.4	c18acquity			4		0.16060990620592	0.660980301843386	0	-0.524270683765824	7.97425801522449e-05	1	-0.136203799532598	0.776888741165345	0	-0.622770384193458	1.44185442576368e-05	1	1.03976910516455	0.35479191792312	M478T14	478.29306941214	864.174198437208	[1337][M]+		124	156	@M479.2965T14.4|-13C
M478.3295T16.7	c18acquity					-0.317263458652054	0.678275034537231	0	0.0458859729627736	0.940522366443058	0	-0.268559663700779	0.695478442813848	0	0.00103813974697964	0.956764734102817	0	1.24714454939305	1.00342635596024	M478T17.2	478.329528618728	1002.12598937252		[3M+2Na+K-H]2+ 290.909	139	157	@M479.3324T16.72|-13C
M479.7543T9.66_1	c18acquity			4		-0.0827980574692457	0.966072244786586	0	0.790073104234644	6.12587174490484e-05	1	0.36700665893818	0.236641822380309	0	1.08276537115621	5.50500032798498e-08	1	0.360492736974332	0.772116293052721	M480T10.1	479.754349873826	579.783281848769		[M+H+K]2+ 919.529	68	158	@M480.2559T9.66_2|-13Cdb|@M480.7571T9.66_1|-13C
M481.2583T9.67_2	c18acquity			4		-0.0581891053158152	0.985005098638816	0	0.673844975467457	0.00205294868995944	1	0.394575052003235	0.348988760925898	0	0.887193041063771	6.09213526715928e-05	1	0.195475744370872	1.01566645649171	M481T10.3	481.258279660541	579.923595508048	[1349][M+1]2+		68	158	@M480.2559T9.66_2|+13C|@M480.7571T9.66_1|+13Cdb
M480T15.1_LPC.16p.0.	c18acquity	LPC(16p:0)	CHEBI:73850	1	a,b,c	0.132452461838554	0.678275034537231	0	-0.533715649146327	2.81039924642441e-06	1	-0.0725160581840782	0.878787837271824	0	-0.599012054323314	4.46602529418002e-07	1	0.877528728017615	0.01635503238387	M480T15.1	480.308645479795	928.98915070524	[1343][M]+	[M+H]+ 479.302	154	159	@M481.312T15.48|-13C|@M482.3155T15.48|-18O|-13C2
M480.9649T0.8	c18acquity			4		-0.039736084950226	0.981587488269685	0	0.4368244874809	0.000880126874310222	1	-0.0271932030137272	0.930536740700124	0	0.648802063740034	0.000139959230186781	1	0.210895399020911	0.426454358672334	M481T1	480.964941699902	48.2074738158468			21	160	@M548.9522T0.8_1|-(HCOONa)
M684.9267T0.8_2	c18acquity			4		-0.117737088577037	0.744169069494001	0	0.437929007722687	0.000226386184925665	1	-0.0158392079183667	0.930136238010843	0	0.615534066938862	4.35076244910551e-06	1	0.766238479955606	0.489154016098623	M685T1.2	684.9267	48.195132			21	160	@M548.9522T0.8_1|+2(HCOONa)|@M685.4284T0.8_3|-13Cdb|@M752.9141T0.8_2|-(HCOONa)|@M820.9013T0.8_2|-2(HCOONa)
M718.9204T0.8_2	c18acquity			4		-0.158214610071068	0.622309641234079	0	0.411815584401314	0.000427957440790094	1	-0.0755778687629611	0.793415316572823	0	0.585153410287543	9.58733758816582e-06	1	1.0303302883089	0.894842171132545	M719T1.1	718.9204	48.19656			21	160	@M719.4221T0.8_3|-13Cdb|@M786.9075T0.8_2|-(HCOONa)|@M854.8948T0.8_2|-2(HCOONa)
M719.4221T0.8_3	c18acquity			4		-0.205584380090711	0.617744136447995	0	0.505615867093878	0.000712576814643444	1	-0.144845623003599	0.552388793360995	0	0.641087475463795	4.69081634430518e-06	1	1.1218438905461	1.10983214204749	M719T1.4	719.4221	48.208818		[M+H]+ 718.421	21	160	@M718.9204T0.8_2|+13Cdb
M753.4158T0.8_4	c18acquity			4		-0.139432383521147	0.660780251565486	0	0.319429178512829	0.00834510801432871	1	-0.0271656458017251	0.908043414211062	0	0.592511406702233	9.30316575032255e-06	1	1.08175029199847	0.54428159263283	M753T1.3	753.4158	48.114102		[M+H]+ 752.416	21	160	@M752.9141T0.8_2|+13Cdb
M786.9075T0.8_2	c18acquity			4		-0.157185802100418	0.60251153517742	0	0.427159793629693	8.34206956509816e-05	1	-0.0841092198169555	0.779084239263896	0	0.590278405215301	1.28036684030257e-05	1	1.06838225513758	0.852648758775535	M787T1.1	786.9075	48.2304			21	160	@M718.9204T0.8_2|+(HCOONa)|@M854.8948T0.8_2|-(HCOONa)|@M922.8819T0.8_2|-2(HCOONa)
M854.8948T0.8_2	c18acquity			4		-0.226623825744838	0.412063831954805	0	0.356435355685036	0.00221084746288793	1	-0.0632323263465349	0.835378349973632	0	0.542825464635232	4.65506561574333e-05	1	1.65095345505528	0.735877958342782	M855T1.1	854.8948	48.1833			21	160	@M718.9204T0.8_2|+2(HCOONa)|@M786.9075T0.8_2|+(HCOONa)|@M922.8819T0.8_2|-(HCOONa)|@M990.8691T0.8_2|-2(HCOONa)
M888.8887T0.8_2	c18acquity			4		-0.182196753732828	0.579451122294773	0	0.425534575851522	0.000539643008649391	1	-0.0520058922923088	0.859686423586322	0	0.608096377127504	1.30556214907086e-05	1	1.0977091918711	0.628372538762319	M889T1.1	888.8887	48.180156		[M+K+NaCOOH]+ 781.938	21	160	@M752.9141T0.8_2|+2(HCOONa)|@M820.9013T0.8_2|+(HCOONa)|@M889.39T0.8_3|-13Cdb|@M956.8765T0.8_2|-(HCOONa)
M889.39T0.8_3	c18acquity			4		-0.173633883234167	0.614427093069335	0	0.396399438685236	0.00146472439209868	1	-0.00995518864720246	0.943351354024752	0	0.594999971977083	9.0210036555245e-06	1	1.18926789592261	0.385703968368142	M889T1.3	889.39	48.23931		[M+Na+HCOOH]+ 820.403	21	160	@M888.8887T0.8_2|+13Cdb
M922.8819T0.8_2	c18acquity			4		-0.156866630874781	0.629979655375854	0	0.44741964905352	0.000163500802535196	1	-0.0923292824577171	0.685380280752515	0	0.588680121616704	1.53734445272898e-06	1	1.02823093064426	0.987853218057497	M923T1.1	922.8819	48.199704	[2745][M]2+		21	160	@M786.9075T0.8_2|+2(HCOONa)|@M854.8948T0.8_2|+(HCOONa)|@M990.8691T0.8_2|-(HCOONa)
M956.8765T0.8_2	c18acquity			4		-0.215395045943893	0.436880668400227	0	0.384325653332922	0.000776451538168123	1	-0.126495889854853	0.52744121814745	0	0.595556632936541	1.28355096107084e-06	1	1.57681039143242	1.16548633127391	M957T1.1	956.8765	48.204258			21	160	@M820.9013T0.8_2|+2(HCOONa)|@M888.8887T0.8_2|+(HCOONa)|@M990.8691T0.8_2|-(H2S)
M990.8691T0.8_2	c18acquity			4		-0.144690811003155	0.64663899281872	0	0.454141367937364	7.09934888385288e-05	1	-0.0291690377790257	0.900481255140797	0	0.589340139847762	6.70137777471515e-06	1	0.909627262844981	0.627632007712304	M991T1.1	990.8691	48.199704			21	160	@M854.8948T0.8_2|+2(HCOONa)|@M922.8819T0.8_2|+(HCOONa)|@M956.8765T0.8_2|+(H2S)|@M991.372T0.8_5|-13Cdb
M991.372T0.8_5	c18acquity			4		-0.134962347116531	0.713890254732488	0	0.36233720708085	0.00715692448294303	1	-0.136460650904842	0.658959556932145	0	0.595669918625712	6.71303355929267e-05	1	0.857379542478617	1.17704222220083	M991T1.4	991.372	48.178728			21	160	@M990.8691T0.8_2|+13Cdb
M482T17.2_LPE.18.0.	c18acquity	LPE(18:0)	CHEBI:64576	2	a,b	-0.0933108596262038	0.683446340410965	0	0.0286267512933343	0.863132603327557	0	0.0324957591788078	0.94720781523143	0	0.107347083316107	0.408601931760656	0	1.0760906383489	0.301413598278131	M482T17.2	482.324435335878	996.59198702529	[1359][M]+	[M+H]+ 481.317	213	161	@M483.3279T16.61|-13C
M482.3244T14.52	c18acquity			4		-0.0782812013688101	0.700993500981469	0	-0.151615281088407	0.129585251393602	0	-0.0855464384494233	0.795665660068028	0	-0.0907405280779798	0.441976387629924	0	1.13471240971297	0.649681416717628	M482T15.1	482.324351975766	871.19379423618	[1360][M]+		35	162	@M483.3278T14.52|-13C
M482T16.1_LPC.16e.0.	c18acquity	LPC(16e:0)	CHEBI:64496	1	a,b,c	-0.149972792811859	0.398834320948681	0	-0.45830764054713	1.0183983406128e-05	1	-0.0137357303072427	0.997349071743662	0	-0.383313755015344	0.000771605903991195	1	1.2593442229235	0.403339203546715	M482T16.1	482.360722729036	937.142718823728	[1362][M]+		11	163	@M483.364T15.62|-13C
M485.3567T16.73	c18acquity			4		0.220324880855085	0.626531725228626	0	-0.208297523338521	0.312179461070966	0	-0.00252387490295725	0.991988602573091	0	-0.285928641230878	0.14297070824236	0	1.24411870073183	0.446457333881159	M485T17.3	485.356704835314	1003.74745018661		[M+H]+ 484.345	259	164	@M485.8585T16.73_1|-13Cdb
M494.3244T14.03	c18acquity			4		0.258564091957705	0.570128748510575	0	-0.854422317602669	6.6121341592758e-07	1	0.193806996454562	0.398712529381823	0	-0.956812553031643	2.95923512542031e-08	1	0.855887600402841	1.15161323761881	M494T14.1	494.324356964977	841.58582458206	[1389][M]+		6048	165	@M495.3276T14.03|-13C|@M496.331T14.03|-18O|-13C2
M631.1135T0.79	c18acquity			4		-0.38885095204888	0.520671912825313	0	0.80841595860797	0.000483884474346941	1	-0.0645468105313753	0.901681282310347	0	1.0678826773262	4.3590412275705e-05	1	1.31116538457755	0.526589114297908	M631T1.1	631.1135	47.131362			5027	166	@M495.1387T0.79|+2(HCOONa)
M496.3397T15.22_4	c18acquity			4		-0.0590551432307933	0.691842831517586	0	-0.130148991480873	0.0786483062570287	0	0.0258187829815384	0.898505876782672	0	-0.0948614335167797	0.167021263427262	0	1.23312125015814	0.84438644725449	M496T15.18	496.339742261328	913.46421639237	[1396][M]+	[M+H]+ 495.335	3	167	@M497.3431T15.22_8|-13C|@M498.3459T15.22_3|-18O|-13C2|@M499.3485T15.22_2|-13C3|-13C-18O|@M518.3217T15.22|-Na
M496.3397T14.96	c18acquity			4		-0.0986900889011828	0.622309641234079	0	-0.177006813289079	0.0569400764527871	0	0.0571309485043834	0.837505069572546	0	-0.126147328665706	0.18626799118943	0	1.35762307123962	0.89317838746567	M496T15.19	496.339737440074	897.416116069746	[1397][M]+	[M+H]+ 495.331	28	168	@M497.3434T14.96|-13C|@M498.346T14.96|-18O|-13C2|@M499.3487T14.96|-13C3|-13C-18O|@M518.3218T14.96|-Na
M497.1342T8.67	c18acquity			4		-0.146864925743108	0.743848614976203	0	-0.787856869018094	0.00272167547164492	1	-0.62352730182301	0.265807155562151	0	-0.812309364533984	0.0101757102244244	1	0.501535296353628	1.12443799022017	M497T9	497.134182441771	520.425236122083	[1404][M]+		7311	169	@M498.1369T8.67|-13C
M500.2774T13.99	c18acquity			4		0.156719877188706	0.794899246898128	0	-0.851759232185328	1.5517734475059e-06	1	-0.0247639264907793	0.989654366889497	0	-0.89449276583475	2.71369034905197e-06	1	0.490445071102923	0.216031626497518	M500T14	500.277443491893	839.396227950036	[1418][M]+		118	170	@M501.2811T13.99|-13C|@M502.2865T13.99|-18O|-13C2
M501.0876T15.72	c18acquity			4		0.28043722070116	0.818242522448308	0	0.0330073235026767	0.940085520346128	0	0.440654354678571	0.637439340193248	0	-0.297970721527435	0.462728954802116	0	0.786319673493572	1.5833640224691	M501T16.3	501.087566178669	943.407435793008	[1422][M]+		7891	171	@M502.0892T15.72|-13C|-15N|@M503.0854T15.72|-34S|-41K|-37Cl
M502.293T14.63	c18acquity			4		-0.00155047725434443	0.901265071705689	0	-0.355743420956877	2.73847480861219e-05	1	-0.0403449172570127	0.930536740700124	0	-0.343269635136437	0.000126286779125122	1	0.293964749167933	0.0135581787243636	M502T15.1	502.292950723712	877.984734240588	[1424][M]+	[M+Na]+ 479.297	73	172	@M503.2964T14.63|-13C|@M504.2992T14.63|-18O|-13C2
M502.293T14.46	c18acquity			4		-0.059754150742048	0.705691488457621	0	-0.396363957707759	0.000166211452991358	1	-0.0793860240868227	0.827266717413911	0	-0.371018248990666	0.00022027894442214	1	0.771755911246775	0.28599049744661	M502T14.2	502.292971444009	867.408342597696	[1425][M]+		6223	173	@M503.2964T14.46|-13C
M504.3087T15.11	c18acquity			4		0.0264452547751262	0.920708196400271	0	-0.824358817693444	3.706987636591e-08	1	-0.194639828192193	0.538588492619091	0	-0.758793153579335	2.2203986779292e-07	1	0.050606112232441	0.503380969539021	M504T15.1	504.308701017758	906.366660975102	[1434][M]+		141	174	@M505.312T15.11|-13C|@M506.3149T15.11|-18O|-13C2
M506.2103T9.66	c18acquity			4		-0.116259915728904	0.927293380238066	0	0.963340021314892	6.33933387896338e-06	1	0.215424640049077	0.784874329871202	0	1.27376690716871	1.08037235594713e-07	1	0.469006235127957	0.113655813593798	M506T10	506.210307615408	579.874499650208	[1439][M]+	[M+H]+ 505.201	68	175	@M506.7117T9.66_1|-13Cdb
M506.508T8.45_1	c18acquity			4		0.207636422007196	0.794899246898128	0	-0.15181721655995	0.731996950572552	0	-0.0554629021995261	0.974707718610768	0	-0.44427873648945	0.126082366667462	0	0.883837420802794	0.403520053901217	M507T8	506.508014287106	506.857088343332	[1442][M]+		103	176	@M507.0094T8.45_3|-13Cdb
M506.759T8.45_2	c18acquity			4		0.242646052869675	0.772411183056498	0	-0.241473748542457	0.554447024321099	0	-0.0457106720929499	0.987080872573771	0	-0.608014411648831	0.0531849426258033	0	0.924560070717612	0.480494313707177	M507T8.1	506.758950075478	506.908934987035			226	177	@M507.2601T8.45_4|-13Cdb
M508.34T14.9	c18acquity			4		0.0310977562362424	0.984274242736459	0	-0.344648846480968	0.00851354325821818	1	-0.0941243139079226	0.864386228461853	0	-0.400761089801964	0.0044926299031815	1	0.072022643069952	0.400199580200627	M508T15.2	508.340017683122	894.0794021778	[1449][M]+	[M+K]+ 469.377	290	178	@M509.3432T14.9|-13C
M508.3764T16	c18acquity			4		-0.231076532707174	0.478506141489901	0	-0.0702937529392358	0.61852465085145	0	-0.0716578446641556	0.871614326905648	0	0.0498632212600114	0.747633364595006	0	1.92994324885888	0.545826473306147	M508T16.1	508.376435152578	959.749283039496	[1451][M]+		2716	179	@M509.3799T16|-13C
M508.3846T14.2	c18acquity					0.351459879027525	0.660780251565486	0	-0.567154100153957	0.0870130281265844	0	0.0703107225786859	0.941786748702903	0	-0.540906968482298	0.112728361371378	0	1.05167436093803	0.47532971748324	M508T14.1	508.384599905922	852.225352248732	[1452][M]+		123	180	@M552.4102T14.17|-(C2H4O)|@M553.4134T14.17|-(C2H5O.)
M552.4102T14.17	c18acquity					0.28516168712453	0.699949830205498	0	-0.521906334298414	0.0773445992717866	0	-0.0483369659873176	0.983040284413984	0	-0.400093039081856	0.23856699162392	0	0.884322035952188	0.0871787510950896	M552T14	552.410166052809	850.488125565258	[1646][M]+		123	180	@M508.3846T14.2|+(C2H4O)|@M596.4369T14.15|-(C2H4O)|@M597.4403T14.15|-(C2H5O.)
M553.4134T14.17	c18acquity					0.35325573463976	0.646317820813713	0	-0.500276931869639	0.109996070582101	0	0.0532690487564089	0.955919579053202	0	-0.420904119056457	0.235032350965862	0	1.06985249002169	0.310369921656305	M553T14	553.413386498322	850.08779964366	[1646][M+1]+		4139	180	@M508.3846T14.2|+(C2H5O.)
M596.4369T14.15	c18acquity					0.234281839700591	0.804745247177699	0	-0.570977287035529	0.101464975520347	0	0.0487352997373378	0.957082665836547	0	-0.523774550660908	0.130241326457633	0	0.622560823757516	0.405692805983234	M596T14.1	596.4369	848.9376	[1788][M]+		123	180	@M552.4102T14.17|+(C2H4O)|@M597.4403T14.15|-13C|@M640.4626T14.13_2|-(C2H4O)
M597.4403T14.15	c18acquity			4		0.359596305858108	0.660780251565486	0	-0.674220421911951	0.0393176114279576	1	0.0656995120716317	0.94512095154176	0	-0.556638689741046	0.110955970625131	0	0.979159918872835	0.470295114438986	M597T14.1	597.4403	848.952	[1788][M+1]+		123	180	@M552.4102T14.17|+(C2H5O.)|@M596.4369T14.15|+13C|@M640.4626T14.13_2|-(C2H3O.)
M684.489T14.11	c18acquity			4		0.325221389397706	0.71156582490467	0	-0.632813435385314	0.0688410609612813	0	0.0195292776969076	0.982719188025384	0	-0.506631365352581	0.171479814821021	0	0.838359255680279	0.297768631123734	M684T14.2	684.489	846.3738	[2073][M]+		152	180	@M640.4626T14.13_2|+(C2H4O)|@M685.4925T14.1|-13C|@M728.5152T14.08|-(C2H4O)|@M729.5188T14.08|-(C2H5O.)
M686.4952T14.1	c18acquity					0.269906552024409	0.699949830205498	0	-0.416950655564106	0.155344993816744	0	-0.0793073905854875	0.94512095154176	0	-0.254198695859131	0.40382036802458	0	0.892209463833548	0.083778956500888	M686T14.2	686.4952	846.171	[2073][M+2]+		152	180	@M728.5152T14.08|-(CH2N2)
M772.5416T14.06	c18acquity					0.337187341321835	0.66350315999377	0	-0.522497152366977	0.110990934702643	0	0.0131067563387841	0.983040284413984	0	-0.528491422032156	0.107346930503669	0	1.02118262123181	0.355128459705712	M773T14	772.5416	843.6342	[2326][M]+		52	180	@M728.5152T14.08|+(C2H4O)|@M729.5188T14.08|+(C2H3O.)|@M773.5448T14.06|-13C|@M816.5675T14.03|-(C2H4O)|@M817.5703T14.03|-(C2H5O.)
M773.5448T14.06	c18acquity					0.34536476826122	0.622108991879345	0	-0.474755813861714	0.0976270599084118	0	0.0878251661647287	0.937652421702868	0	-0.321491990662814	0.381702348329261	0	1.22060172066525	0.46983502424748	M774T14	773.5448	843.6192	[2326][M+1]+		52	180	@M728.5152T14.08|+(C2H5O.)|@M772.5416T14.06|+13C
M816.5675T14.03	c18acquity					0.292441928554412	0.694971149407083	0	-0.383574027505501	0.237394718622546	0	0.156567929798014	0.852937906683705	0	-0.282716042867692	0.320030533607337	0	0.918900157049829	0.801137140325899	M817T14	816.5675	841.7982	[2463][M]+		6061	180	@M772.5416T14.06|+(C2H4O)
M817.5703T14.03	c18acquity					0.177643386802998	0.786054534951724	0	-0.433754669691416	0.0700793034023605	0	0.0241006085391611	0.9624595110392	0	-0.430819073171486	0.0614610495122769	0	0.612955120646185	0.319691733688067	M818T14	817.5703	841.6524	[2463][M+1]+		6060	180	@M772.5416T14.06|+(C2H5O.)
M510.3558T15.98	c18acquity			4		-0.171299404995274	0.482592806294477	0	0.106017022894871	0.397160165649574	0	-0.0366707769053569	0.898505876782672	0	0.232270993664418	0.0254391707908176	1	2.03532502311077	0.500806421760185	M510T16.1	510.355773759435	959.044934323158			2738	181	@M511.3591T15.98|-13C
M512.5792T8.91_1	c18acquity			4		0.119362944650733	0.970753534059032	0	-0.995142937516357	0.0187643366080915	1	-0.799594300611973	0.336573866217667	0	-0.697807977238837	0.130918132528653	0	0.326340195093548	1.73718337247983	M513T9	512.579181108448	534.71165982089		[M+H]+ 511.572 [2M+3H]3+ 767.355	156	182	@M513.581T8.91_1|-13C|-15N
M520T15.12_LPC.18.2.	c18acquity	LPC(18:2)	CHEBI:64549	2	a	-0.0159183998336943	0.888775778379684	0	-0.124203158601965	0.0652176947410389	0	-0.11170528707402	0.60518270344283	0	-0.223461559017736	0.0088071308344954	1	0.433422709007309	0.968988127215851	M520T15.12	520.339670241263	881.778506692548	[1489][M]+	[M+H]+ 519.329	8	183	@M521.3431T14.7_14|-13C|@M522.3458T14.7_5|-18O|-13C2|@M523.3485T14.7_8|-13C3|-13C-18O|@M542.3216T14.7|-Na
M543.325T14.7	c18acquity			4		0.0403520986534094	0.839889693007628	0	-0.0987497866403579	0.181397491727738	0	-0.0708394311270091	0.819577643000203	0	-0.222901984133971	0.010694225528122	1	0.708202132725714	0.483270487364717	M543T15	543.325040587029	881.8203577842	[1592][M+1]+		8	183	@M521.3431T14.7_14|+Na
M520.3397T14.49	c18acquity			4		0.00139000738666084	0.981587488269685	0	-0.101069622052854	0.30155748831077	0	-0.147763703034084	0.517282092091901	0	-0.226622852651932	0.0278529302936452	1	0.176715362111945	1.22146177640351	M520T14.1	520.339720715264	869.347080655524	[1490][M]+	[M+H]+ 519.33	35	184	@M521.3433T14.49|-13C|@M522.3459T14.49|-18O|-13C2
M520.7811T14.24_1	c18acquity			4		0.361413041534197	0.626574465366613	0	-1.10488931796822	4.06077593812721e-05	1	0.373238769271181	0.280179495341202	0	-1.27336458296782	5.23732994012509e-07	1	0.83292983126006	1.33747190752362	M521T14	520.781122596381	854.599433489268	[1495][M]2+		47	185	@M521.2827T14.25_2|-13Cdb|@M522.7864T14.24_1|-18O|-13C2
M521.2827T14.25_2	c18acquity			4		0.577694280453468	0.350646191355723	0	-1.28863381727998	3.07219092451566e-06	1	0.290052531245024	0.422640989939776	0	-1.6309369415209	6.5516983056453e-09	1	1.32631563035971	1.03277139113278	M521T14.1	521.282712670192	854.88319484742	[1495][M+1]2+		47	185	@M520.7811T14.24_1|+13Cdb|@M522.2849T14.25|-13C|@M523.2843T14.25_2|-18O|-41K|-37Cl
M522.2849T14.25	c18acquity			4		0.343862734101632	0.66350315999377	0	-1.31743253282893	4.51363517451747e-06	1	0.318438785095822	0.513112396879623	0	-1.45769750093956	1.33169797901284e-06	1	0.660759483383867	1.08839572166868	M522T14	522.284906894113	854.932508156304	[1505][M]2+		47	185	@M521.2827T14.25_2|+13C|@M522.7864T14.24_1|-13Cdb|@M523.2843T14.25_2|-13C|-15N
M521.0223T7.17_1	c18acquity			4		-0.223416202223138	0.608504761332932	0	0.537546903462536	0.000574502691196519	1	-0.0203146240071117	0.918321615366568	0	0.751365083399707	9.28898260195713e-07	1	1.177002012797	0.519188403467372	M521T7.1	521.022286526413	430.420649797835			330	186	@M521.5238T7.19_1|-13Cdb
M522T16.19_LPC.18.1.	c18acquity	LPC(18:1)	CHEBI:64566	1	a,b,c	0.00911128067014388	0.983181359016198	0	-0.194088568963629	0.023806504082649	1	0.0272958111838015	0.911488054074349	0	-0.208254348146923	0.0186355390029158	1	0.154475599824488	0.543444246913413	M522T16.19	522.355370299031	936.143426889972	[1507][M]+	[M+H]+ 521.346	11	187	@M523.3589T15.6_16|-13C|@M524.3616T15.6_20|-18O|-13C2|@M525.3643T15.6_8|-13C3|-13C-18O
M524.3714T16.51	c18acquity			4		-0.229697055871	0.532419119743902	0	0.405322151058293	0.00437562101900009	1	0.116869668624478	0.837798710356523	0	0.610915987889982	5.72610633636262e-05	1	1.63002139896669	0.208284268369179	M524T17	524.371412832879	990.39850886187	[1522][M]+	[M+H]+ 523.366	126	188	@M525.3748T16.51|-13C|@M526.3776T16.51|-18O|-13C2|@M546.3535T16.51|-Na
M524T17.1_LPC.18.0.	c18acquity	LPC(18:0)	CHEBI:64561	1	a,b,c	-0.157793166506369	0.549764749908327	0	0.192789164058308	0.0745280151632663	0	0.0486551876965251	0.918592121382774	0	0.327758703698244	0.00125087195407672	1	1.7722340086842	0.105043095648812	M524T17.1	524.371254685163	1009.01657012842	[1523][M]+	[M+H]+ 523.362	56	189	@M525.3749T16.82|-13C|@M526.3775T16.82|-18O|-13C2|@M527.3802T16.82|-13C3|-13C-18O
M526.2929T14.59	c18acquity			4		-0.01295768077064	0.868785556446085	0	-0.468487972668449	5.69689256683571e-05	1	0.0237890933803797	0.903289540438247	0	-0.467550939479867	1.09127642561389e-05	1	0.343140915488539	0.586766119445917	M526T15.1	526.292912597812	875.55143256888	[1530][M]+	[M+H]+ 525.284	76	190	@M527.2963T14.59|-13C|@M528.2991T14.59|-18O|-13C2
M526.2928T14.44	c18acquity			4		0.00168436531009775	0.913153205240384	0	-0.527782527747636	1.88887261966761e-05	1	-0.00735125331380715	0.983040284413984	0	-0.499569353826637	2.46071783457834e-05	1	0.283094427832543	0.33661079286464	M526T14	526.292818765766	866.266941624204	[1531][M]+	[M+K]+ 487.333	250	191	@M527.2964T14.44|-13C
