variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M165.0195T1.64	M165T2.1	165.0194603	165.0192611	165.0200549	98.61221931	93.47760449	117.0601209	56	35	3	18			2262															
M165.029T6.77	M165T7	165.0290146	165.0287624	165.0295449	406.0320183	403.3581311	408.0211715	59	40	0	19	[152][M+2]-		43															
M165.0405T7	M165T7.1	165.0404816	165.0402476	165.0410727	420.1517113	419.2428079	421.4724099	63	42	0	21	[156][M]-	[M-H]- 166.048	1504															
M165.0405T9.86	M165T10	165.0404846	165.0402325	165.0411021	591.5290096	591.1035714	592.8970537	63	42	0	21	[155][M]-	[M-H-CO2]- 210.038	1884															
M165.0405T7.88	M165T8.1	165.0405046	165.0402886	165.041191	472.8570236	457.5080319	479.4809613	76	41	3	21		[M-H-CH2]- 180.064	2															
M165.0406T6.24	M165T6	165.0405986	165.0400583	165.0435457	374.25365	368.7637911	393.0284587	54	37	0	13		[M+Cl]- 130.071	7															
M165.0409T1.42	M165T1	165.0408771	165.0406707	165.0415077	84.97305133	83.90910105	86.16161485	66	42	3	21	[154][M]-	[M+Cl]- 130.08 [M-H]- 166.057	29															
M165.0409T20.13	M165T20	165.0409141	165.0408711	165.0413542	1207.516218	1206.131447	1207.880581	6	2	3	1			30															
M165.0558T2.44	M165T2.2	165.0557818	165.0555939	165.0563872	146.5673036	144.7320301	148.1800812	66	42	3	21	[157][M]-	[2M-2H+K]- 64.0467	25															
M165.0581T1.38	M165T1.1	165.0580834	165.0577639	165.0586175	82.84378425	81.02912546	86.85128294	12	1	3	8		[M+Cl]- 130.08 [M-H]- 166.057	29															
M165.0593T8.88	M165T9	165.0592874	165.0590517	165.0598788	532.8219663	531.6586937	534.9855343	56	35	0	21			750															
M165.067T20.11	M165T20.1	165.0669995	165.0667474	165.0675306	1206.517649	1203.885001	1209.992767	44	35	1	8		[2M-H+Cl]2- 148.089	30															
M165.0751T2.9	M165T3.1	165.0750778	165.0748808	165.0756957	174.2466375	172.19624	177.6261418	66	42	3	21	[153][M+1]-		22															
M165.0781T5.45	M165T5	165.0781159	165.0748694	165.0786491	326.7182938	324.2044587	330.812777	47	30	0	17			956															
M165.0782T2.26	M165T2.3	165.0781685	165.0750679	165.0787549	135.8195617	134.4680254	149.7192722	44	26	0	17			18															
M165.9734T16.67	M166T17	165.973439	165.9731687	165.9740135	1000.329175	998.7224203	1001.020358	62	42	0	20		[M-2H+Na]- 144.999	31															
M166.018T3.47	M166T3	166.0180093	166.0178321	166.018606	208.262892	203.7322208	210.2407943	63	42	0	21	[158][M]-	[M-H]- 167.025	8															
M166.018T8.45	M166T8	166.0180139	166.0151293	166.0186303	506.7962592	506.3245591	524.5502584	64	42	0	21			15															
M166.0228T7.86	M166T8.1	166.022808	166.0160851	166.023288	471.7203573	467.0131649	471.9383122	4	0	3	1			150															
M166.0255T6.77	M166T7	166.0254992	166.0192875	166.026195	406.1542663	404.138834	422.3895097	6	2	3	1	[152][M+3]-		2406															
M166.0292T8.25	M166T8.2	166.0292263	166.0289881	166.0317253	495.0911372	477.2160689	497.1630678	64	42	0	21		[M+2Cl]2- 262.115	15															
M166.0405T1.42	M166T1	166.040469	166.0397981	166.041156	85.31219418	82.82412075	86.62347172	65	42	3	20	[154][M+1]-		29															
M166.0438T7	M166T7.1	166.0438247	166.0436148	166.0444237	420.005074	419.2428079	421.7653943	62	41	0	21	[156][M+1]-		1504															
M166.0439T9.86	M166T10	166.0438934	166.0436467	166.0509421	591.5583097	590.2199845	606.2540497	55	38	0	17	[155][M+1]-		1884															
M166.0543T0.91	M166T1.1	166.0543283	166.0541453	166.0549917	54.61874337	33.73928576	63.01221208	47	29	0	17			2498															
M166.0543T0.26	M166T0	166.0543428	166.0541573	166.0549598	15.36323941	8.062174621	21.85646485	42	26	0	16			2577															
M166.0544T20.04	M166T20	166.0543906	166.0509709	166.0549106	1202.551934	1199.85794	1207.752172	66	42	3	21		[M-H-C2H4]- 195.085	30															
M166.0592T2.44	M166T2	166.0591584	166.0589314	166.0597033	146.6579739	144.2764261	148.0612522	62	40	3	19	[157][M+1]-		25															
M166.0621T4.39	M166T4	166.0621241	166.0619079	166.0627594	263.6103427	254.1006789	269.1182958	63	42	0	21	[159][M]-		1															
M166.0775T2.91	M166T3.1	166.077485	166.0770348	166.0780902	174.3506495	172.1574527	177.6261418	62	41	0	21	[153][M+2]-		22															
M166.8972T2.08	M167T2	166.8972267	166.8970313	166.8978712	125.0368996	123.1019671	126.6741401	62	41	0	21			57															
M166.9365T16.95	M167T17	166.9365227	166.9362492	166.9371037	1016.877173	1014.979233	1028.987382	61	40	0	21			1910															
M166.9574T0.26	M167T0	166.957432	166.9572481	166.9580263	15.31629502	7.503187618	38.3979144	56	35	0	19			2578															
M166.9575T14.12	M167T14	166.9574623	166.9572446	166.958126	847.3189734	830.0113172	860.9293463	46	32	0	10			2376															
M166.9575T14.78	M167T15	166.9574661	166.9572422	166.9580973	886.7331963	868.0074813	904.3459102	61	40	0	19			1603															
M166.9575T16.68	M167T17.1	166.9574804	166.9571931	166.9580631	1000.606011	998.7224203	1001.919723	63	42	0	21	[160][M]-	[M+Cl]- 131.989 [M+Cl]- 131.989	31															
M167T10_Phosphoenolpyruvic.acid	M167T10	166.9751467	166.9749076	166.9757756	592.8972823	592.1899038	593.7898213	63	42	0	21	[161][M]-	[M+Cl]- 132.006	1884	Phosphoenolpyruvic acid	C3H5O6P	167.98237	CHEBI:44897	HMDB00263	C00074	CID1005	DTBNBXWJWCWCIK-UHFFFAOYSA-N	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)	Carbohydrate metabolism	Citrate Cycle|Glycolysis|Pyruvate metabolism	Acetyl-CoA|Glycolysis|Pyruvate	2	a,b	
M166.9864T2.77	M167T3	166.9864074	166.98601	166.9869961	166.1704028	164.7773873	178.790554	46	27	0	19		[3M-2H]2- 111.99	22															
M167T7_Uric.acid	M167T7	167.0211464	167.0136266	167.0235	405.5949171	385.7292666	407.9353301	78	42	0	21	[162][M]-	[M+Cl]- 132.048	43	Uric acid	C5H4N4O3	168.02834	CHEBI:17775	HMDB00289	C00366	CID1175	LEHOTFFKMJEONL-UHFFFAOYSA-N	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)	Nucleotide metabolism	Purine metabolism	Inosine and Xanthine	2	a,b	
M167.0213T3.46	M167T3.1	167.0213485	167.0211787	167.021988	207.8221513	204.2812278	209.8087735	63	42	0	21	[158][M+1]-		8															
M167T2.1_6.Methoxysalicylic.acid..	M167T2.1	167.0350237	167.0348503	167.0356073	134.7035286	133.6129067	136.5821387	60	42	0	18		[M-H+HCOOH]- 122.045	18	"6-Methoxysalicylic acid|Dehydroacetic acid|3-Methoxysalicylic acid|Isodehydracetic acid;Isodehydroacetic acid|4-Methoxysalicylic acid|5-Methoxysalicylic acid;2-Hydroxy-5-methoxybenzoic acid"	C8H8O4	168.0423	CHEBI:68496	HMDB59713|HMDB01868		CID591524|CID122903|CID70140|CID95775|CID75231|CID75787	AAUQLHHARJUJEH-UHFFFAOYSA-N|PGRHXDWITVMQBC-UHFFFAOYSA-N|AUZQQIPZESHNMG-UHFFFAOYSA-N|QOADIMYPCZMZSG-UHFFFAOYSA-N|MRIXVKKOHPQOFK-UHFFFAOYSA-N|IZZIWIAOVZOBLF-UHFFFAOYSA-N	InChI=1S/C8H8O4/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3|InChI=1S/C8H8O4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-4-3-6(9)12-5(2)7(4)8(10)11/h3H,1-2H3,(H,10,11)|InChI=1S/C8H8O4/c1-12-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3,(H,10,11)				2	a,b	
M167.0377T1.43	M167T1	167.0377124	167.0374768	167.038386	85.60767854	84.39024154	87.08852953	57	39	3	15	[154][M+2]-		29															
M167.0447T7	M167T7.1	167.0447046	167.0444876	167.0453021	420.1848179	419.3614964	422.8672712	63	42	0	21	[156][M+2]-		1504															
M167.0462T2.23	M167T2.2	167.0462359	167.0460634	167.0468815	133.6950255	132.5476953	135.0508347	60	41	0	19		[M-H+HCOOH]- 122.045	18															
M167.0655T4.4	M167T4	167.0655468	167.065259	167.0661978	264.0635373	253.5292804	269.8322925	57	37	0	20	[159][M+1]-		1															
M167.0827T1.68	M167T2.3	167.0826692	167.0824007	167.0833081	100.8097356	97.16854707	114.3246241	56	38	0	18			2263															
M167.1078T1.46	M167T1.1	167.1077842	167.1075804	167.1083661	87.38276941	85.6762158	90.56755638	53	37	0	16		[M-H-H20]- 186.123	11															
M167.1191T20.13	M167T20	167.1191075	167.1188583	167.1196601	1207.698855	1206.102702	1208.695614	66	42	3	21			30															
M167.8369T6.59	M168T7	167.8368557	167.8366063	167.8373704	395.3935043	385.8667682	398.1169769	46	28	0	18			597															
M167.8514T5.81	M168T6	167.8514206	167.8510446	167.8522025	348.3946344	343.3223846	354.5174907	42	25	2	15			316															
M167.8776T20.41	M168T20	167.8776119	167.877355	167.8781669	1224.695376	1220.131607	1231.360907	66	42	3	21			30															
M167.9528T3.69	M168T4	167.9528002	167.9527336	167.9531942	221.6873537	221.3108062	223.2939727	3	0	3	0			669															
M167.9608T16.68	M168T17	167.9607967	167.9605233	167.9614005	1000.567935	999.152843	1001.919723	63	42	0	21	[160][M+1]-		31															
M167.9786T9.88	M168T10	167.9785627	167.9783677	167.9791482	592.7215887	591.8866215	594.1943778	45	24	0	21	[161][M+1]-		1884															
M167.9794T2.88	M168T3	167.9793755	167.9791226	167.9800173	172.5796946	171.7706942	174.0712172	63	42	0	21		[M-H]- 168.984	22															
M167.989T16.67	M168T17.1	167.9890224	167.9887681	167.9896401	1000.492913	999.2996431	1001.370585	58	42	0	16		[M-H]- 168.997 [M-H]- 168.997	31															
M167.9973T7.51	M168T8	167.9972903	167.9970757	167.997885	450.4096109	430.2975953	454.9633047	64	42	0	21	[163][M]-	[M-H-CH4]- 185.036	3															
M168.0138T3.46	M168T3.1	168.0138129	168.0136404	168.0143811	207.760345	201.5536037	210.2407943	63	42	0	21	[158][M+2]-		8															
M168.014T8.45	M168T8.1	168.0139592	168.0137536	168.0145097	507.1439563	505.9961646	508.1521714	61	42	0	19			15															
M168.0245T6.76	M168T7.1	168.0244904	168.0242147	168.0265952	405.5787424	394.4759052	408.180206	65	41	0	21	[162][M+1]-		2407															
M168.028T8.66	M168T9	168.0279709	168.0242806	168.0286249	519.5297229	518.2134726	533.2434668	60	39	0	21			1311															
M168.0431T8.16	M168T8.2	168.0431384	168.042931	168.0438031	489.7891333	487.7443385	492.2251692	56	35	0	21			15															
M168T3.2_Pyridoxine.Vitamine.B6	M168T3.2	168.066707	168.0665119	168.0673504	174.2314336	171.8978679	178.117646	63	42	0	21		[M+Cl]- 133.098	22	"Pyridoxine;Vitamine B6"	C8H11NO3	169.07389	CHEBI:16709	HMDB00239	C00314	CID1054	LXNHXLLTXMVWPM-UHFFFAOYSA-N	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	Metabolism of cofactors and vitamins	Vitamine B6 metabolism	Pridoxine	2	a,b	
M168T6.1_3.Methylhistidine	M168T6.1	168.0779684	168.0777738	168.0785977	332.5478093	327.1253291	335.0860842	63	42	0	21			4	3-Methylhistidine	C7H11N3O2	169.08513	CHEBI:27596	HMDB00479	C01152	CID64969	JDHILDINMRGULE-LURJTMIESA-N	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1				2	a,b	
M168.5296T9.84	M169T10	168.529606	168.5293611	168.5302383	590.6164666	590.1517569	591.2400967	63	42	0	21	[164][M]2-	[M-H+Cl]2- 303.094 [M-2H]2- 339.077	35															
M168.8364T6.61	M169T7	168.8363778	168.8361548	168.8369987	396.6215877	383.2251843	398.2607654	52	30	3	19		[M+Cl]- 133.872	7															
M168.9133T6.4	M169T6	168.9133432	168.9132868	168.9138779	384.1574028	383.2251843	384.171546	3	0	3	0			598															
M168.9617T16.68	M169T17	168.9616852	168.9613909	168.9622783	1000.610671	998.7224203	1001.919723	63	42	0	21	[160][M+2]-		31															
M168.9731T16.68	M169T17.1	168.9731046	168.9728375	168.973714	1000.880513	998.7224203	1001.919723	63	42	0	21	[165][M]-		31															
M168.9813T9.67	M169T10.1	168.9812843	168.9795181	168.9819128	580.3278526	579.6390198	593.2315808	62	40	0	21			17															
M169T9_Dihydroxyacetone.phospha.	M169T9	168.9908369	168.9905987	168.9914329	538.3122428	537.5357118	539.7712852	53	32	0	21			10	"Dihydroxyacetone phosphate;glycerone phosphate"	C3H7O6P	169.99802	CHEBI:16108	HMDB01473	C00111	CID668	GNGACRATGGDKBX-UHFFFAOYSA-N	InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)	Carbohydrate metabolism	Fructose and Mannose metabolism|Glycolysis|Inositol phosphate metabolism	Fructose|Glycolysis|Others	2	a,b	
M169.0007T7.51	M169T8	169.0006856	169.0005069	169.0012918	450.4031273	431.2024044	456.389542	64	42	0	21	[163][M+1]-		198															
M169.0081T8.05	M169T8.1	169.008112	169.0078273	169.0086267	482.9577712	481.3100233	484.7455773	32	17	0	15		[M-H-CH3]- 185.036	3															
M169.0201T6.6	M169T7.1	169.0200683	169.0197821	169.020596	396.1145938	386.7766206	400.1923696	57	36	0	21			7															
M169.0312T9.84	M169T10.2	169.031246	169.0310249	169.031911	590.5707623	589.063719	591.8871867	54	35	0	19	[164][M+1]2-		2151															
M169.0619T3.48	M169T3	169.061936	169.0617646	169.0624479	209.0497214	203.092635	212.6924287	61	40	0	21			670															
M169.0871T1.47	M169T1	169.087103	169.0868728	169.0876963	88.19816275	85.57538921	92.79784943	46	30	0	16		[M-H-CH4]- 186.123	11															
M169.0984T1.57	M169T2	169.0983553	169.0981238	169.0989915	94.30518374	92.23631416	106.1000145	50	29	0	21		[M-H-C4H8]- 226.166	45															
M169.1235T1.44	M169T1.1	169.1234836	169.123266	169.1241361	86.32190643	85.08065876	88.23363985	63	42	0	21		[M-H-COCH2]- 212.141	11															
M169.8338T6.56	M170T7	169.8337738	169.8335265	169.8343057	393.7668051	385.5141677	397.2636557	34	19	0	15			599															
M169.8496T5.8	M170T6	169.8495617	169.8492584	169.8502978	348.0117596	342.9951658	354.0790364	55	35	3	17			349															
M169.8772T20.4	M170T20	169.8772347	169.876957	169.8778136	1224.262699	1219.228868	1232.491787	66	42	3	21		[M-H]- 170.888	30															
M169.9683T16.69	M170T17	169.968261	169.9679944	169.9687976	1001.219737	999.3843614	1003.090338	53	35	0	18	[165][M+1]-		31															
M169.9918T2.19	M170T2	169.9918362	169.9916294	169.9924249	131.3786358	119.7387541	132.3644683	60	38	0	21		[M-H-H20]- 189.008	18															
M169.9919T1.83	M170T2.1	169.9918758	169.9916966	169.9925367	109.5354697	105.6219316	114.7560119	43	32	0	11			2354															
M169.9931T7.5	M170T7.1	169.9931058	169.9929485	169.9937469	449.958043	432.0085559	454.764992	66	42	0	21			3															
M169.9945T7.89	M170T8	169.9944697	169.9943937	169.9950243	473.2587796	472.3985119	475.0198203	3	0	3	0			151															
M170.036T3.33	M170T3	170.0360406	170.0358739	170.0365741	199.6794186	197.7024103	203.7737124	47	30	0	17			671															
M170.046T8.34	M170T8.1	170.045963	170.0456547	170.0465838	500.2245407	498.7995366	501.8739498	63	42	0	21		[M-H-H20]- 189.065	15															
M170.0631T6.47	M170T6.1	170.0630599	170.0629981	170.0636448	388.2016747	387.9053505	390.2361471	3	0	3	0			600															
M170.0822T3.52	M170T4	170.0821575	170.0798168	170.0829014	211.2576958	209.3935156	214.2976137	43	27	0	16			672															
M170.0824T2.38	M170T2.3	170.082353	170.0821772	170.0829757	142.6143714	140.1791795	144.6218223	58	38	0	20		[3M-H+Cl]2- 102.067	25															
M170.0824T1.56	M170T2.2	170.0823849	170.0821767	170.0829825	93.71468923	91.58433045	95.09157727	58	37	0	21			2432															
M170.8334T6.61	M171T7	170.8334202	170.8332278	170.834027	396.5952712	383.4821892	398.8535582	64	40	3	21			7															
M170.9833T8.86	M171T9	170.9833314	170.9832654	170.9839126	531.4597544	530.061627	531.5881185	3	0	3	0	[166][M]-		786															
M170.9936T8.6	M171T9.1	170.9936186	170.9933672	170.9941776	515.8700447	513.9629793	516.7214525	59	41	0	18			1312															
M171T9.2_Glycerol.3.phosphate	M171T9.2	171.0065129	171.0062611	171.0071414	526.2494828	525.7252505	527.0294235	63	42	0	21			16	Glycerol 3-phosphate	C3H9O6P	172.01367	CHEBI:15978	NA	NA	NA	NA	NA				2	a,b	
M171.0083T6.56	M171T7.1	171.0083315	171.0060892	171.0090496	393.8208323	391.2225579	404.1120358	45	34	0	11			7															
M171.0301T5.51	M171T6	171.0301385	171.0298713	171.03085	330.7778262	322.2236315	340.2808483	61	38	0	21			4															
M171.0327T3.25	M171T3	171.0326938	171.0324812	171.0332359	194.8408992	175.0619528	212.922946	39	17	3	13	[167][M]2-		2528															
M171.0412T6.68	M171T7.2	171.0412018	171.0409778	171.0418536	401.090384	396.4249241	404.303218	63	42	0	21			7															
M171.0413T8.97	M171T9.3	171.0413224	171.0410671	171.0419726	538.412287	537.1380786	539.9127081	36	20	0	16	[168][M]-	[M-H+HCOOH]- 126.034	10															
M171.0664T1.76	M171T2	171.0664011	171.066202	171.0669472	105.5571115	96.37120803	116.045364	64	40	3	21			2264															
M171.0664T7.37	M171T7.3	171.0664328	171.0662271	171.0671905	442.3839698	439.0509122	447.8233999	40	24	3	13			3															
M171.0776T20.17	M171T20	171.0775902	171.0773867	171.0781906	1210.436266	1208.324916	1217.60567	42	30	1	11		[M-H]- 172.08	30															
M171.0776T5.42	M171T5	171.0776013	171.0774302	171.0782507	325.2662652	319.1374676	329.7145302	49	28	0	21		[M-H-H20]- 190.094	12															
M171.1028T20.12	M171T20.1	171.1027667	171.1025716	171.1032879	1207.409518	1203.994098	1210.401315	35	16	3	16			30															
M171.1028T1.51	M171T2.1	171.1027748	171.1025743	171.1033886	90.38782337	74.34841067	92.78719156	69	42	3	21		[M-H-CH2]- 186.123	11															
M171.1028T2.19	M171T2.2	171.1027988	171.1025784	171.103271	131.2039981	129.9524357	132.3410406	49	33	0	16			18															
M171.1139T3.15	M171T3.1	171.1139482	171.1136993	171.1145333	189.1595881	178.6752027	194.2735106	63	42	0	20			22															
M171.1211T1.47	M171T1	171.1210564	171.1204921	171.1217199	87.94707344	85.92793693	91.73760897	23	10	3	10			11															
M171T1.1_Capric.acid.Decanoic.acid	M171T1.1	171.1391212	171.138913	171.1397722	83.43495504	82.93866477	84.60555027	66	42	3	21	[169][M]-	[M-H]- 172.149	29	"Capric acid;Decanoic acid"	C10H20O2	172.14633	CHEBI:30813	HMDB00511	C01571	CID2969	GHVNFZFCNZKVNT-UHFFFAOYSA-N	InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)	Lipid metabolism	Fatty acids	Straight chain	2	a,b	
M171.1392T20.06	M171T20.2	171.1391766	171.1389301	171.1397238	1203.488939	1200.482301	1205.644136	65	41	3	21			30															
M171.5345T3.21	M172T3	171.5344852	171.5343278	171.5349046	192.364611	188.9795465	195.5116659	15	8	3	3	[167][M+1]2-		2529															
M171.9713T8.76	M172T9	171.9712649	171.9710241	171.9718744	525.7857994	524.4487796	526.7540098	43	25	0	18			1291															
M171.9868T8.92	M172T9.1	171.9867821	171.9866814	171.9873641	535.4722513	534.9292789	537.4874988	3	0	3	0	[166][M+1]-		787															
M172.0076T2.23	M172T2	172.0075767	172.0073208	172.0082425	133.5070541	116.2531461	134.637498	60	40	0	17			18															
M172.0098T8.78	M172T9.2	172.0098325	172.0095753	172.0104607	526.5919462	525.0558334	527.7871385	62	41	0	21		[M-H-C4H8]- 229.071	748															
M172.0256T8.8	M172T9.3	172.0255657	172.0252893	172.0259769	528.1865543	520.9751604	538.9691265	4	1	3	0	[168][M+1]-		788															
M172.0615T4.39	M172T4	172.0614826	172.0611669	172.0622084	263.1014081	250.1460823	268.9107703	57	36	0	21		[M+Cl+HCOOH]- 91.0879	1															
M172.0616T8.88	M172T9.4	172.061617	172.0612307	172.0622846	532.5821468	523.6156661	538.5889562	40	30	1	9			751															
M172.0617T2.46	M172T2.1	172.0616565	172.0614555	172.0621325	147.6779658	139.6203019	156.3036302	26	11	0	15			1824															
M172.0979T4.32	M172T4.1	172.0978638	172.0976299	172.0985045	259.4560497	240.7870847	265.5461434	71	42	0	17			110															
M172.098T3.6	M172T4.2	172.0980429	172.0978288	172.098698	215.9814615	205.1880415	226.5509725	45	32	0	12		[M-H-HCOOH]- 219.112	8															
M172.098T2.17	M172T2.3	172.0980495	172.0978599	172.0986327	130.0245088	127.8467104	131.851399	57	36	0	21	[171][M]-	[M-H]- 173.102	18															
M172T2.2_N.Hexanoylglycine.Hexano.	M172T2.2	172.0980563	172.0978645	172.0986881	92.61231799	90.42153845	98.09407118	63	42	0	21	[170][M]-		11	"N-Hexanoylglycine;Hexanoylglycine;Caproylglycine|N-Acetyl-L-leucine;N-Acetylleucine|N-Acetyl-D-allo-isoleucine"	C8H15NO3	173.1052	CHEBI:64390|CHEBI:17786	HMDB00701|HMDB11756	C02710	CID99463|CID70912|CID7036279	UPCKIPHSXMXJOX-UHFFFAOYSA-N|WXNXCEHXYPACJF-ZETCQYMHSA-N|JDTWZSUNGHMMJM-CAHLUQPWSA-N	InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)|InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1|InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t5-,7+/m0/s1	Amino acid metabolism|Lipid metabolism|Miscellaneous	Valine, Leucine and Isoleucine degradation|Fatty acids|Miscellaneous	Leucine|Others|Acylglycine|Miscellaneous	2	a,b	
M172.1103T1.56	M172T2.4	172.1102608	172.1099917	172.1112277	93.81925552	87.89391894	98.74203442	42	22	0	20		[M-H+Cl]2- 310.259 [M-2H]2- 346.236	45															
M172.1105T2.68	M172T3.1	172.1105116	172.1065123	172.111219	160.9847916	158.4926291	166.1802324	45	29	0	16		[M-H-CO2]- 217.112	22															
M172.1425T1.39	M172T1	172.1424797	172.142243	172.143181	83.66689649	82.95504243	85.23570716	52	31	0	21	[169][M+1]-		29															
M172.8302T6.61	M173T7	172.8301884	172.8298733	172.8307148	396.6907071	383.4821892	400.2464637	44	31	2	11			565															
M172.9259T17.11	M173T17	172.9259147	172.9257019	172.9265127	1026.648413	1024.443864	1034.808742	62	41	0	21			28															
M172.958T0.29	M173T0	172.957964	172.9577595	172.9586274	17.29416971	11.61406302	27.06117619	46	33	0	13			56															
M172.958T0.97	M173T1	172.9579798	172.9577648	172.9586304	58.2664369	38.6108555	64.67036525	66	41	3	21	[172][M]-	[M-H]- 173.965	2474															
M172.958T3.42	M173T3	172.9580066	172.9579503	172.9585431	205.1076166	199.480359	209.4098304	6	0	3	3			673															
M172.958T8.47	M173T8	172.9580192	172.9579529	172.9586842	508.2645645	506.7537878	510.4404524	5	0	3	2			1265															
M172.958T15.43	M173T15	172.9580228	172.9577592	172.9586552	926.067978	922.9570849	927.8753563	61	37	3	21		[M-H]- 173.972	21															
M172.958T12.39	M173T12	172.9580336	172.9577563	172.958669	743.1724005	718.839747	763.3216576	68	29	3	19	[174][M]-	[M+Cl]- 137.992 [M-H-C4H8]- 230.025	14															
M172.958T2.64	M173T3.1	172.9580494	172.9579385	172.9585153	158.3489261	147.6697065	164.2754356	6	0	3	2			1642															
M172.9581T13.08	M173T13	172.9580721	172.9577492	172.9586979	784.7338081	765.0291851	830.9755467	88	42	3	20	[173][M]-	[M+Cl]- 137.992	32															
M172.9581T14.36	M173T14	172.9580744	172.9577705	172.9586633	861.4000352	844.0011762	877.948049	49	26	3	16		[M-H]- 173.972	21															
M172.9704T15.41	M173T15.1	172.9704148	172.9701565	172.9710235	924.331647	919.0002447	928.9693608	66	42	3	21		[M-H]- 173.972	21															
M172.9915T1.7	M173T2	172.9915133	172.9913112	172.9921847	102.035688	101.0315299	104.2461014	63	42	0	21		[M+Cl]- 138.028	37															
M173.0037T6.7	M173T7.1	173.003657	173.0030107	173.0056082	401.8496914	390.748039	405.5144534	50	35	0	12			7															
M173.0068T16.68	M173T17.1	173.0067912	173.0065486	173.007415	1000.606011	998.0702607	1001.919723	61	42	0	19		[M-H-NH3]- 191.035	31															
M173.0081T5.87	M173T6	173.0080503	173.0078243	173.0086149	352.4918382	342.0346117	359.8638652	57	29	0	21		[M-H-C5H8O4]- 306.045	4															
M173.009T4.16	M173T4	173.009023	173.008812	173.0097115	249.6569988	242.3115381	255.1902424	63	42	0	21		[3M+2Cl]2- 92.0302 [M+Cl+HCOOH]- 92.0302	1															
M173T10_cis.Aconitic.acid.Dehydr.	M173T10	173.0092097	173.0090279	173.00989	608.7029279	607.3876329	609.4085182	47	23	3	21			1730	cis-Aconitic acid|Dehydroascorbic acid	C6H6O6	174.0164	CHEBI:32805|CHEBI:17242	HMDB00072|HMDB01264	C00417	CID643757|CID835	GTZCVFVGUGFEME-IWQZZHSRSA-N|SBJKKFFYIZUCET-UHFFFAOYSA-N	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-|InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2	Carbohydrate metabolism	Ascorbate and Aldarate metabolism|Citrate Cycle|Glyoxylate and dicarboxylate metabolism	Others|Krebs cycle|Citrate	2	a,b	
M173.0092T10.54	M173T11	173.0092356	173.0089914	173.0098492	632.4822591	630.946388	635.0556791	58	41	0	17			2062															
M173.0108T8.77	M173T9	173.0108253	173.0071544	173.0115462	526.350649	512.5363095	527.1212647	79	37	2	21		[2M-2H+Na]- 76.0167	1288															
M173.0162T9.49	M173T9.1	173.0162424	173.0122652	173.0170822	569.4170917	567.8862893	580.6778244	56	27	0	21			1427															
M173.0264T7.43	M173T7.2	173.0263915	173.026285	173.0268341	445.8334219	445.2137134	446.1423419	3	0	3	0			246															
M173.0393T2.35	M173T2.1	173.0393097	173.0388898	173.0460414	141.0606213	135.0366731	161.3444856	68	42	3	21	[175][M]-		1446															
M173.0457T8.05	M173T8.1	173.045688	173.0451867	173.0463812	483.0034168	481.8549949	483.5326331	4	1	3	0			191															
M173.0568T4.55	M173T5	173.0567566	173.0565341	173.0573877	273.0241309	267.6328443	276.9803716	57	38	0	19			1005															
