variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M568.362T16.5	c18acquity			4					M568T17	568.3620112	990.5404572	[370][M]-	[M+Cl]- 533.393 [M-H]- 569.369	97	88	@M508.3408T16.5|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M569.3654T16.5|-13C|@M570.3681T16.5|-18O|-13C2|@M636.3496T16.5|-(HCOONa)
M637.3529T16.5	c18acquity			4					M637T17.1	637.3528555	990.5026518	[434][M+1]-		97	88	@M569.3654T16.5|+(HCOONa)
M509.3443T16.8	c18acquity			4					M509T17.1	509.3443023	1009.2646068	[305][M+1]-		19	89	@M508.3408T16.8|+13C|@M569.3654T16.8_6|-(CH3COOH)|-(C2H4O2)|-CH3COOH
M568.3621T16.8	c18acquity			4					M568T17.1	568.3620654	1009.2646068	[371][M]-	[M-H+HCOOH]- 523.364	19	89	@M508.3408T16.8|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M569.3654T16.8_6|-13C|@M570.368T16.8_3|-18O|-13C2|@M571.3707T16.8|-13C3|-13C-18O
M572.3733T16.8	c18acquity			4					M572T17	572.3732886	1009.315416	[371][M+4]-		19	89	@M569.3654T16.8_6|+13C3|+13C+18O|@M570.368T16.8_3|+18O|+13C2
M524.2782T14.6	c18acquity			4					M524T15	524.2781703	875.6913114	[315][M]-	[M+Cl]- 489.309 [M-H]- 525.285	52	90	@M525.2816T14.6|-13C|@M526.2845T14.6|-18O|-13C2|@M592.2658T14.6|-(HCOONa)
M524.2782T14.4	c18acquity			4					M524T14	524.278247	866.4293172	[316][M]-		198	91	@M525.2817T14.4|-13C
M586.3151T14.1	c18acquity			4					M586T14	586.3150859	843.2453004	[381][M]-		1140	92	@M526.2939T14.1|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M587.3185T14.1|-13C
M526.2939T14.9	c18acquity			4					M526T15.2	526.2939478	895.3526202	[318][M]-		248	93	@M527.2973T14.9|-13C
M526.294T15.3	c18acquity			4					M526T15.1	526.2939589	916.8078546	[317][M]-		1968	94	@M527.2973T15.3|-13C
M526.3513T15.6	c18acquity			4					M526T16	526.3513243	937.3051566	[320][M]-		17	95	@M527.3548T15.6|-13C
M529.313T14.7	c18acquity			4					M529T15.1	529.3129837	883.5353904			172	96	@M528.3096T14.7|+13C|@M530.3157T14.7|-13C|@M589.3342T14.7|-(CH3COOH)|-(C2H4O2)|-CH3COOH
M530.3157T14.7	c18acquity			4					M530T15.2	530.3157139	883.2956142	[327][M]-	[M-H]- 531.32 [M-H-CH3]- 546.348	11	96	@M528.3096T14.7|+18O|+13C2|@M529.313T14.7|+13C|@M590.3369T14.7_2|-(CH3COOH)|-(C2H4O2)|-CH3COOH
M588.3308T14.7	c18acquity			4					M588T15.1	588.3307682	883.2956142	[383][M]-	[M-H-CO2]- 633.326	11	96	@M528.3096T14.7|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M589.3342T14.7|-13C|@M590.3369T14.7_2|-18O|-13C2|@M591.3396T14.7|-13C3|-13C-18O|@M632.3567T14.7|-(C2H4O)|@M656.3184T14.7|-(HCOONa)
M588.3307T14.5	c18acquity			4					M588T15	588.3306801	872.0940852	[382][M]-		69	97	@M528.3099T14.5|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M529.3132T14.5|+(CH3COO.)|@M589.334T14.5|-13C|@M590.3368T14.5|-18O|-13C2
M530.0946T0.9	c18acquity								M530T1	530.0946028	53.2353984			33	98	@M532.0914T0.9|-34S|-41K|-37Cl
M588.0529T0.9	c18acquity								M588T1	588.0529456	53.15115864			33	98	@M590.0498T0.9|-34S|-41K|-37Cl
M590.0498T0.9	c18acquity								M590T1.1	590.0497604	53.25315276			850	98	@M532.0914T0.9|+(NaCl)|@M588.0529T0.9|+34S|+41K|+37Cl
M531.3284T15.2	c18acquity								M531T15.3	531.3284086	911.7061452	[328][M+1]-		70	99	@M530.325T15.2|+13C
M590.3464T15.2	c18acquity			4					M590T15.4	590.3463743	911.6926668	[388][M]-		70	99	@M530.325T15.2|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M591.3498T15.2|-13C|@M592.3525T15.2|-18O|-13C2
M590.3464T15.6	c18acquity								M590T16	590.3463915	933.2240556	[387][M]-		1994	100	@M530.3257T15.6|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M591.3498T15.6|-13C
M532.8744T0.7	c18acquity								M533T1	532.8743711	42.92434326	[330][M]-	[M-H+CF3COOH]- 399.894	90	101	@M534.8735T0.7|-34S|-41K|-37Cl
M594.3776T17.1	c18acquity			4					M594T17	594.3776277	1027.0514826	[392][M]-	[M+Cl]- 559.408 [M-H]- 595.385	853	102	@M534.3564T17.1|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M595.3811T17.1|-13C|@M662.3653T17.1|-(HCOONa)
M612.3307T14.5	c18acquity								M612T15.2	612.3306762	870.5224836	[410][M]-	[M-H]- 613.334	36	103	@M552.3095T14.5|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M613.3341T14.5|-13C|@M614.3369T14.5|-18O|-13C2
M553.3129T14.7	c18acquity								M553T15.1	553.312865	879.6588786	[347][M+1]-		23	104	@M552.3096T14.7|+13C|@M613.3341T14.7|-(CH3COOH)|-(C2H4O2)|-CH3COOH
M612.3307T14.7	c18acquity								M612T15.3	612.3307423	879.9144402	[411][M]-	[M-H+HCOOH]- 567.333	23	104	@M552.3096T14.7|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M613.3341T14.7|-13C|@M614.3369T14.7|-18O|-13C2
M614.3463T15.4	c18acquity								M614T15.4	614.3463249	921.9858414	[415][M]-	[M+Cl]- 579.377 [M-H]- 615.354	62	105	@M554.3252T15.4|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M555.3287T15.4|+(CH3COO.)|@M615.3497T15.4|-13C|@M616.3528T15.4|-18O|-13C2
M614.3463T15	c18acquity			4					M614T15.5	614.3462626	900.1836234	[416][M]-		170	106	@M554.3255T15|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M615.3496T15|-13C|@M616.3523T15|-18O|-13C2
M554.3464T16	c18acquity			4					M554T16	554.3463627	959.0214984		[M-2H+K]- 517.398	184	107	@M555.3498T16|-13C
M566.3463T15.4	c18acquity			4					M566T15.7	566.3463006	921.8962434	[363][M]-	[M+Cl]- 531.377 [M-H]- 567.354	62	108	@M567.3497T15.4|-13C
M576.2033T14.6	c18acquity			4					M576T15	576.2032858	876.5807346	[375][M]-	[M+Cl]- 541.234 [M-H]- 577.21	52	109	@M577.2058T14.6|-13C|@M578.2047T14.6|-18O|-41K|-37Cl
M590.3463T15	c18acquity			4					M590T15.5	590.346286	899.8278522	[389][M]-		170	110	@M591.3498T15|-13C
M600.2034T14.6	c18acquity			4					M600T15	600.2033542	877.7851476	[398][M]-		51	111	@M601.206T14.6|-13C
M624.2035T14.6	c18acquity			4					M624T15	624.2035066	875.5518906	[422][M]-		52	112	@M625.2061T14.6|-13C|@M626.2047T14.6|-18O|-41K|-37Cl
M634.8905T0.8	c18acquity								M635T1	634.8904926	46.28789016		[3M-H+Cl]2- 411.935	139	113	@M702.8779T0.8|-(HCOONa)
M640.2924T16.5	c18acquity			4					M640T17.1	640.2923866	990.464052	[441][M]-	[M+Cl]- 605.323 [M-H]- 641.3	97	114	@M641.2945T16.5|-13C
M660.2609T14.5	c18acquity								M660T15.1	660.2608602	872.2101066	[452][M]-		69	115	@M661.2636T14.5|-13C
M660.2613T14.7	c18acquity			4					M660T15	660.2612571	883.9009716	[451][M]-	[M-2H+K]- 623.301 [M-H-COCH2]- 703.284	172	116	@M661.2637T14.7|-13C
M806.5566T15.2	c18acquity								M807T15	806.5566015	912.311124	[539][M]-		9	117	@M807.5585T15.2|-13C|-15N
M812.5452T15.2	c18acquity								M813T15	812.5452153	911.6005944	[542][M]-		70	118	@M813.5479T15.2|-13C
M826.5604T15.3	c18acquity								M827T15.1	826.5603918	916.1410566	[553][M]-		2147	119	@M827.5638T15.3|-13C
M826.5607T15.6	c18acquity								M827T16	826.5607367	936.2975508	[551][M]-	[M-H-C2H4]- 855.599	17	120	@M827.5638T15.6|-13C
M978.8851T0.8	c18acquity			4					M979T1.1	978.8851395	47.3644737	[640][M]2-		18	121	@M842.9104T0.8_1|+2(HCOONa)
M850.5605T17.3	c18acquity								M851T17.1	850.5605099	1038.3794904			255	122	@M851.5645T17.4|-13C
M850.5607T17.6	c18acquity								M851T18	850.5606891	1056.9154074			199	123	@M851.564T17.6|-13C
M923.8204T0.8	c18acquity								M924T1	923.8204239	48.90863268		[M-2H+Na]- 902.849	18	124	@M855.8336T0.8|+(HCOONa)
M860.8475T0.8_1	c18acquity								M861T1	860.8474605	48.23591046			18	125	@M928.8354T0.8_1|-(HCOONa)|@M996.8228T0.8_1|-2(HCOONa)
M995.6117T14.7	c18acquity			4					M996T15	995.6116992	880.709532	[649][M]-		11	126	@M953.5641T14.6|+(C3H6)
M977.5651T14.6	c18acquity			4					M978T15	977.565068	877.4120058	[637][M]-		999	127	@M978.5677T14.6|-13C
M1001.5643T14.6	c18acquity			4					M1002T15	1001.564303	877.4676402	[656][M]-		993	128	@M1002.5677T14.6|-13C
M1003.57T14.6	c18acquity			4					M1004T15	1003.56999	877.2739224	[656][M+2]-		994	128	@M1002.5677T14.6|+13C
M44.9981T1.2	c18acquity								M45T1.1	44.99809797	71.75747262		[M-H-COCH2]- 88.0176	8	NA	
M44.9981T0.8	c18acquity								M45T1	44.99811455	49.45940976			18	NA	
M76.9541T0.9	c18acquity								M77T1	76.95408063	52.13600262		[M-H-C6H8O6]- 253.995 [M-H-C6H8O6]- 253.995	33	NA	
M78.9591T1.6	c18acquity								M79T2	78.9590742	95.70897648			246	NA	
M79.9573T8	c18acquity								M80T8	79.95726792	478.9222716			94	NA	
M79.9573T0.9	c18acquity								M80T1	79.95727433	52.40025672			33	NA	
M80.9167T0.9	c18acquity								M81T1	80.91669015	55.64799528		[M+Cl]- 45.9534	105	NA	
M87.0087T1.2	c18acquity								M87T1	87.00869262	71.12108364		[M-H]- 88.0176 [M-H-COCH2]- 130.026	8	NA	
M87.9253T1.2	c18acquity								M88T1	87.92525309	72.02551848		[M+Cl]- 52.9598	8	NA	
M88T1.1_Alanine.ou.sarcosine	c18acquity	Alanine ou sarcosine		3	a,b				M88T1.1	88.0403228	57.7377207			105	NA	
M89.0243T1.4	c18acquity								M89T1.1	89.02434551	83.0637966	[3][M]-		177	NA	
M89.0244T7.5	c18acquity								M89T8	89.0243733	452.41093098			32	NA	
M90.0278T1.4	c18acquity								M90T1.1	90.02778698	82.78404798	[3][M+1]-		1999	NA	
M91.022T14.7	c18acquity								M91T15.4	91.02198885	881.4764088		[M-H]- 92.0328	11	NA	
M92.0505T8.7	c18acquity			4					M92T9	92.05052243	519.10944888			1080	NA	
M92.9279T0.9_1	c18acquity								M93T1	92.92791005	52.63607148		[M-H-C6H10O5]- 255.991 [M-H-C6H10O5]- 255.991	33	NA	
M93.0345T8	c18acquity								M93T8	93.03451978	479.84520984	[6][M]-	[M-H-CO2]- 138.025	94	NA	
M94.9249T0.9_1	c18acquity								M95T1	94.92494875	52.84268616		[M-H]- 95.9302 [M+2Cl]2- 119.911	33	NA	
M96.0202T1.2	c18acquity								M96T1	96.020249	70.96425708			8	NA	
M96.922T0.9	c18acquity								M97T1	96.92199197	53.10786432		[M+2Cl]2- 123.904	33	NA	
M96.96T2.1	c18acquity								M97T2.1	96.95998887	124.6482615			109	NA	
M96.96T8.4	c18acquity								M97T8.1	96.95999782	501.39584526			1807	NA	
M96.96T7.5	c18acquity								M97T8	96.96001024	452.11291464		[M-H+NH3]- 80.9477	32	NA	
M96.96T8.6	c18acquity			4					M97T9	96.96002944	518.25254682		[M-H-CO]- 125.961	60	NA	
M96.96T2.7	c18acquity								M97T3	96.96003527	164.59199118			237	NA	
M96.9695T1.4	c18acquity			4					M97T1.2	96.96946978	83.1904689			2000	NA	
M97.0041T1.2	c18acquity								M97T1.5	97.00412609	71.02130442		[M-H-CH2]- 112.018	8	NA	
M97.0658T8.3	c18acquity								M97T8.2	97.06582344	498.20094246		[M-H-H20]- 116.085	309	NA	
M98.9558T2	c18acquity			4					M99T2	98.95581492	122.83710168			1565	NA	
M99.0087T1.2	c18acquity			4					M99T1	99.00868302	72.08874018		[M-H+Cl]2- 164.05	8	NA	
M99.9257T9.6	c18acquity								M100T10.1	99.92567593	578.4399324			118	NA	
M99.9257T1.2	c18acquity								M100T1	99.9256841	72.59957646			1577	NA	
M99.9257T8.4	c18acquity								M100T8.1	99.92568591	502.31560254		[M-H-H20]- 118.939 [M-H-C5H8O4]- 232.975	136	NA	
M99.9257T7.9	c18acquity								M100T8.2	99.92571461	476.14777686			2085	NA	
M99.9257T7.3	c18acquity			4					M100T7	99.9257176	440.1260865			2064	NA	
M101.0244T0.9	c18acquity								M101T1	101.0243516	54.8858295			105	NA	
M101.0607T7.5	c18acquity								M101T8	101.0607082	452.13857838			32	NA	
M102.9886T0.7	c18acquity								M103T1.3	102.9886326	43.1487117		[M-H]- 103.994 [M-H]- 103.994	90	NA	
M103.04T1.2	c18acquity			4					M103T1.4	103.0399939	72.34356786	[7][M+2]-		8	NA	
M103.04T2.3	c18acquity								M103T2	103.0400444	140.7068712			321	NA	
M103.9201T9.2	c18acquity								M104T9.1	103.9200717	549.22200936			1741	NA	
M103.9201T9.7	c18acquity								M104T10.1	103.9200949	581.88772008			2168	NA	
M103.9201T8.4	c18acquity								M104T8	103.9200953	501.97757976			1808	NA	
M103.9201T7.5	c18acquity								M104T8.1	103.9200959	452.1201672			829	NA	
M103.9201T9.9	c18acquity								M104T10	103.9201099	593.5438794			1543	NA	
M103.9201T8.6	c18acquity			4					M104T9	103.9201252	517.3864917			192	NA	
M103.9201T9.4	c18acquity								M104T9.2	103.9201367	564.86824044			1433	NA	
M103.9201T7.9	c18acquity								M104T8.2	103.9201485	475.59276438			201	NA	
M103.9201T7.3	c18acquity			4					M104T7	103.9201494	440.59275612			195	NA	
M103.9896T0.7	c18acquity								M104T1.2	103.9895855	43.18886196			90	NA	
M104T1.3_L.Serine	c18acquity	L-Serine	CHEBI:17115	2	a,b	C00065	HMDB0000187		M104T1.3	104.0352517	51.33896052		[M-H+Cl]2- 174.109	33	NA	
M104.043T1.2_2	c18acquity								M104T1.4	104.0430495	72.8074446			1583	NA	
M104.9862T0.7	c18acquity								M105T1.4	104.98618	43.16637402			90	NA	
M105.0193T1	c18acquity								M105T1.5	105.0192621	61.01029728	[8][M]-		1833	NA	
M108.9018T0.9	c18acquity			4					M109T1	108.9018229	54.2694597		[M+2Cl]2- 147.87	105	NA	
M109.0294T9.1	c18acquity			4					M109T9	109.0294339	547.3990467			193	NA	
M110.0328T7.5	c18acquity								M110T8	110.0328495	451.68039876	[10][M+1]-		837	NA	
M110.899T0.9	c18acquity			4					M111T1	110.8989746	54.26401392		[M-H]- 111.901	105	NA	
M110.9852T0.9	c18acquity			4					M111T1.2	110.9851728	55.55113176		[M-H-CH2]- 126.004	105	NA	
M111.0087T7.5	c18acquity								M111T8	111.0086502	452.39203296			32	NA	
M111.0087T1.6	c18acquity								M111T2	111.0087122	94.24978884			2222	NA	
M112.8962T0.9_1	c18acquity								M113T1	112.8962411	54.26744406		[M-H-C4H8]- 169.954	105	NA	
M112.9855T9.7	c18acquity								M113T10.2	112.9855092	581.76707826			2169	NA	
M112.9856T7.5	c18acquity								M113T8	112.9855867	452.14305012			831	NA	
M112.9856T0.8_1	c18acquity								M113T1.1	112.9855966	48.30392652	[14][M]-	[M-H]- 113.997	18	NA	
M112.9993T0.8_1	c18acquity								M113T1.3	112.9992956	48.99879492		[M-H]- 113.997	18	NA	
M113.0243T1.2_2	c18acquity			4					M113T1.5	113.0243403	71.41358898			8	NA	
M113.0244T9	c18acquity			4					M113T9	113.0243596	537.86347746			140	NA	
M113.0684T0.8_2	c18acquity								M113T1.7	113.0684316	48.3863412			18	NA	
M113.0971T17.8	c18acquity								M113T18.4	113.0971183	1066.6207932		[M-H]- 114.105	14	NA	
M113.1244T0.8_2	c18acquity			4					M113T1.8	113.1244011	48.79495188			659	NA	
M113.989T0.8	c18acquity								M114T1	113.9889989	48.37389654	[14][M+1]-		18	NA	
M114.0308T1	c18acquity								M114T1.1	114.0308318	58.14919614		[M-H-CH4]- 131.071 [M-H-H20]- 133.061	105	NA	
M114T1.2_L.Proline	c18acquity	L-Proline	CHEBI:17203	1	a,b,c	C00148	HMDB0000162		M114T1.2	114.05598	59.5686951			226	NA	
M114.9341T7.5_1	c18acquity								M115T8	114.9341019	452.24620398		[M+Cl]- 79.9619	32	NA	
M115.0764T9.1	c18acquity			4					M115T9	115.0764366	543.05493528			210	NA	
M115.0765T8.3	c18acquity								M115T8.3	115.0764578	499.10087622		[M-H]- 116.085 [M-H-CO2]- 160.074	309	NA	
M115.9206T7.3_1	c18acquity			4					M116T7	115.9206037	440.82693864			2064	NA	
M115.9206T9.2	c18acquity								M116T9.1	115.9206098	549.5962068			1742	NA	
M115.9206T9.7	c18acquity								M116T10	115.9206197	579.02533746			1614	NA	
M115.9206T9.9	c18acquity								M116T10.2	115.9206312	593.2867104			1547	NA	
M115.9206T8.8	c18acquity								M116T9.3	115.9206407	530.5888716			2014	NA	
M116.0353T1.2	c18acquity								M116T1.3	116.0353135	71.11780668		[M-H-NH3]- 134.06	8	NA	
M116.0504T9.8	c18acquity			4					M116T10.3	116.0504156	590.5421154			2290	NA	
M116.0505T7.3_2	c18acquity			4					M116T7.1	116.0504926	440.890401			195	NA	
M116.9284T9.6	c18acquity								M117T10.2	116.9284245	578.45437656			1617	NA	
M116.9284T9.2	c18acquity								M117T9.1	116.9284476	549.69061518			129	NA	
M116.9285T9.9	c18acquity								M117T10	116.9284567	594.69785646			1542	NA	
M116.9285T10.2	c18acquity								M117T10.1	116.9284662	612.7898766			128	NA	
M116.9285T7.3	c18acquity			4					M117T7	116.9284695	440.76944256			195	NA	
M116.9863T0.7_2	c18acquity								M117T1.1	116.9862953	43.12852662			90	NA	
M117.0193T1.2	c18acquity			4					M117T1.2	117.0193003	72.15726276	[21][M]-	[M-H-CH4]- 134.06	8	NA	
M117.0544T7.5_2	c18acquity								M117T8.3	117.0543599	452.41025886		[M-H-CO2]- 162.054	32	NA	
M117T7.1_2.Hydroxy.3.methylbutyri.	c18acquity	2-Hydroxy 3-methylbutyric acid  (alpha-Hydroxyisovaleric acid)	CHEBI:60645	2	a,b		HMDB0000407		M117T7.1	117.055712	424.70358096			293	NA	
M117.9285T9.1	c18acquity								M118T9.1	117.9285271	548.4914976			1743	NA	
M117.9285T9.4	c18acquity								M118T9.2	117.9285323	563.83739358			1435	NA	
M118.0229T1.2_1	c18acquity			4					M118T1	118.0228718	72.25108314	[21][M+1]-		8	NA	
M118.0508T1.2_2	c18acquity								M118T1.2	118.0508008	71.66471538			8	NA	
M118T1.1_L.Threonine	c18acquity	L-Threonine	CHEBI:16857	2	a,b	C00188	HMDB0000167		M118T1.1	118.0509365	53.138313		[M-2H+Na]- 97.0659	33	NA	
M118.927T7.5	c18acquity								M119T8	118.926967	452.21352582		[3M-2H]2- 79.9619	32	NA	
M119T1.2_L.....Erythrulose.ou.pur.	c18acquity	L-(+)-Erythrulose ou purine		3	a,b				M119T1.2	119.0349437	70.00400148			2103	NA	
M119T1.3_L.....Erythrulose	c18acquity	L-(+)-Erythrulose	CHEBI:27913	2	a,b	C02045	HMDB0006293		M119T1.3	119.0349657	53.45529108		[2M-3H]3- 180.063	33	NA	
M119.0502T10.2	c18acquity								M119T10	119.05024	611.6742012			1707	NA	
M119.0866T17.8	c18acquity								M119T18.2	119.0865694	1066.6947252			14	NA	
M119.9469T1	c18acquity								M120T1	119.9468931	61.4051655			1832	NA	
M120.0456T9.5	c18acquity			4					M120T10	120.0456166	571.00326786			282	NA	
M121.0294T8.4	c18acquity								M121T8	121.0294292	501.3851727			1806	NA	
M121.1025T17.8	c18acquity								M121T18	121.1024677	1066.2475542			545	NA	
M121.944T1	c18acquity								M122T1	121.9439625	61.36879764			1832	NA	
M122.8941T1.2	c18acquity								M123T1	122.894095	71.13191316			8	NA	
M123.9463T8.4	c18acquity								M124T8.1	123.9463371	502.31560254			136	NA	
M123.9464T9.7	c18acquity								M124T10.1	123.9463524	581.3443035			225	NA	
M123.9464T7.5	c18acquity								M124T8	123.946365	452.1201672			832	NA	
M123.9464T9.9	c18acquity								M124T10	123.9463707	594.01873356			1553	NA	
M123.9464T1.2	c18acquity								M124T1	123.9463834	72.94419846			1576	NA	
M124.0151T1.2	c18acquity			4					M124T1.3	124.0151146	71.04652758	[25][M]-	[M-H-CO]- 153.011	8	NA	
M124.9913T0.9	c18acquity								M125T1.1	124.9913363	56.10657162		[M-H]- 126.004	105	NA	
M125.0098T0.9	c18acquity			4					M125T1.2	125.0098078	52.62699834	[24][M+1]-		33	NA	
M125.0182T1.2_2	c18acquity								M125T1.3	125.0182241	71.09349936	[25][M+1]-		8	NA	
M125.0971T8.8	c18acquity								M125T9.1	125.0970879	527.62642476			221	NA	
M125.0971T9.9	c18acquity								M125T10	125.097131	595.43834778	[26][M]-		107	NA	
M125.8731T0.9_1	c18acquity								M126T1	125.873111	53.03171358			33	NA	
M125.8733T1.2	c18acquity								M126T1.1	125.8733452	74.04262116			1579	NA	
M126.0032T0.9_2	c18acquity			4					M126T1.2	126.0031555	52.6476573	[24][M+2]-		33	NA	
M126.0196T1.2	c18acquity			4					M126T1.3	126.0196416	70.57456086	[25][M+2]-		8	NA	
M126.1004T9.9	c18acquity								M126T10	126.1004471	595.46226708	[26][M+1]-		1548	NA	
M127T1.1_L.Glutamine.frag.1..M.H..	c18acquity	L-Glutamine frag 1 [M-H-H2O]	CHEBI:18050	2	a,b	C00064	HMDB0000641		M127T1.1	127.0512587	52.40440728			33	NA	
M127.0764T9.4	c18acquity								M127T9	127.0763943	565.69334034			2317	NA	
M127.8701T0.9	c18acquity								M128T1	127.8701476	53.06218482		[M-H-CO2]- 172.867	33	NA	
M128.0352T7.9	c18acquity								M128T8.1	128.0352009	476.35991574			2086	NA	
M128T1.2_L.Glutamic.acid..frag.1..	c18acquity	L-Glutamic acid  frag 1 [M-H-H2O]-	CHEBI:16015	1	a,b,c	C00025	HMDB0000148		M128T1.2	128.0352637	53.53226688		[M-H-C3H2O3]- 215.051	33	NA	
M128.0353T7.6	c18acquity								M128T8	128.0352824	453.05045034			838	NA	
M128T1.1_D.Pyroglutamic.acid	c18acquity	D-Pyroglutamic acid	CHEBI:16924	2	a,b	C02237			M128T1.1	128.0352864	71.65135866		[M-H+NH3]- 112.018	8	NA	
M128.9595T0.8	c18acquity			4					M129T1	128.9594704	49.2700092			18	NA	
M128.9595T15.6	c18acquity								M129T16	128.9594948	937.2407892		[M-H]- 129.968	17	NA	
M128.9595T14.2	c18acquity			4					M129T14	128.9594966	854.7651648			1159	NA	
M128.9595T15	c18acquity								M129T15	128.9595065	898.146693		[M-H]- 129.966	26	NA	
M128.9595T14.5	c18acquity								M129T15.3	128.9595456	870.0787194		[M-H]- 129.966	36	NA	
M129.0193T0.9	c18acquity								M129T1.2	129.0193114	56.788494			105	NA	
M129.0385T1.2	c18acquity								M129T1.3	129.0385184	71.290701		[M-H-CO]- 158.043	8	NA	
M129.0556T1.2_2	c18acquity								M129T1.4	129.0555734	71.60450178		[M+Cl+NH3]- 77.0672	8	NA	
M129.0557T8.4	c18acquity								M129T8	129.0556617	501.19647528	[29][M]-		1809	NA	
M129.0557T7.9	c18acquity								M129T8.1	129.0556759	475.60552554			201	NA	
M129.0557T7.5	c18acquity								M129T8.2	129.0557028	452.17471614			32	NA	
M129.867T0.9	c18acquity								M130T1	129.8670375	52.53183276		[M-H-C5H8O4]- 262.914	33	NA	
M130.0873T8.9	c18acquity								M130T9	130.0872912	531.95863008			2015	NA	
M130T1.4_peptide	c18acquity	peptide		3	a,b				M130T1.4	130.0873218	72.0672246	[30][M]-		8	NA	
M130.0873T2.4	c18acquity								M130T2	130.0873306	143.58320172			142	NA	
M130.9986T1.2	c18acquity			4					M131T1.2	130.998561	70.8772083			439	NA	
M131T1.4_L.Asparagine	c18acquity	L-Asparagine	CHEBI:17196	1	a,b,c'*	C00152	HMDB0000168		M131T1.4	131.0461802	51.54287154			33	NA	
M131.071T10.3	c18acquity								M131T10	131.0709637	616.6449624			1705	NA	
M131.0712T7.5	c18acquity								M131T8	131.0712358	452.10019392			32	NA	
M131.0713T8.6	c18acquity			4					M131T9	131.0713266	516.26923446	[31][M]-		192	NA	
M131T1.7_L.ornithine	c18acquity	L-ornithine	CHEBI:15729	2	a,b	C00077	HMDB0000214		M131T1.7	131.0825529	45.9833265			139	NA	
M131.0906T1.2	c18acquity								M131T1.8	131.0906341	71.8660506	[30][M+1]-		8	NA	
M131.9847T0.7	c18acquity								M132T1	131.9847351	43.11732906			90	NA	
M132T1.1_L.Aspartic.acid	c18acquity	L-Aspartic acid	CHEBI:17053	2	a,b	C00049	HMDB0000191		M132T1.1	132.0301368	52.6476573		[M+Cl]- 97.0659	33	NA	
M132.0857T0.9	c18acquity								M132T1.2	132.0857472	54.57264456	[32][M+1]-		105	NA	
M132.8677T0.9	c18acquity								M133T1	132.8677491	55.77556572		[M-2H+Na]- 111.901	105	NA	
M132.9812T0.7	c18acquity								M133T1.3	132.9812294	43.1233539		[M-2H+Na]- 111.997	90	NA	
M133.0507T1.2	c18acquity								M133T1.5	133.0507228	71.61414228		[M-H]- 134.06	8	NA	
M134.8652T0.9	c18acquity								M135T1	134.8652347	55.66625772		[M-H]- 135.869	105	NA	
M134.8945T17.8_1	c18acquity								M135T18.2	134.8945439	1066.2779664			14	NA	
M134.8946T0.9	c18acquity								M135T1.1	134.8945513	54.28160394			105	NA	
M134.8946T18	c18acquity								M135T18.1	134.8945829	1078.8819912			534	NA	
M134.8947T1.2	c18acquity								M135T1.2	134.8946544	71.78491428			8	NA	
M135.0088T9.1	c18acquity			4					M135T9	135.0087753	547.29286062			2055	NA	
M135.0298T1	c18acquity			4					M135T1.6	135.0298347	57.23915274	[33][M]-		105	NA	
M135.1177T17.8_2	c18acquity								M135T18.4	135.1177455	1066.4380578		[M-H-C4H8]- 192.188	14	NA	
M136.0333T1	c18acquity								M136T1.1	136.0333169	57.24806688	[33][M+1]-		105	NA	
M136.8773T1	c18acquity								M137T1.1	136.8773497	57.9361923		[M-H]- 137.886	105	NA	
M136.8917T0.9	c18acquity								M137T1.2	136.8917035	54.47080092		[M-H-COCH2]- 179.912	105	NA	
M137T10_2.5.Dihydroxybenzaldehyde	c18acquity	2,5-Dihydroxybenzaldehyde	CHEBI:28508	2	a,b	C05585	HMDB0004062		M137T10	137.0243416	623.330835		[M-H]- 138.032	317	NA	
M138.8751T1	c18acquity								M139T1	138.8750799	57.92956752		[M-H]- 139.887	105	NA	
M138.9146T0.9	c18acquity								M139T1.1	138.9146449	56.52744138			1521	NA	
M139.1128T10.1	c18acquity								M139T10	139.1128334	608.5210782			1708	NA	
M140T1_O.Phosphorylethanolamine	c18acquity	O-Phosphorylethanolamine	CHEBI:17553	2	a,b	C00346	HMDB0000224		M140T1	140.0102352	58.23802038		[M+2Cl]2- 210.075	105	NA	
M141.9124T7.5_1	c18acquity								M142T8	141.9124299	452.10468618			830	NA	
M141.9124T9.7	c18acquity								M142T10.1	141.9124421	580.22143062			1615	NA	
M141.9125T8.4	c18acquity								M142T8.1	141.912461	502.14252444		[M-H-C4H8]- 198.979	136	NA	
M141.9125T8.7	c18acquity			4					M142T9	141.9124665	519.46610184		[M-H]- 142.923	60	NA	
