dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X517f	X518f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
Q9ESB3_Histidine-rich glycoprot.	27.891213364096	27.9785481283506	27.9830306408979	27.9573715855174	27.9348522806235	27.8881277535388	28.0678538130636	27.7593294785764	27.7563206413133	27.7634069058554	27.9911306484057	27.9899120827204	27.641720704378	27.8798694470928	27.7596135307398	27.8265801984218	27.9274745287648	27.8974933771809	27.9481194438837	28.0629875013463	28.0046729317838	27.8635869242006	27.8553805525063	27.489994915598	28.0109985670333	28.160837464308	27.5291650536671	28.1591237522189	27.9889712707792	28.055634282028	28.0528355079397	27.7271495586849	27.7115906256047	27.8105394717117	27.8964234128866	27.8389262339725
P01868_Ig gamma-1 chain C regio.	26.0214505629247	25.9005843776288	26.1824911956273	25.6171942499654	26.3118615143888	26.6580324189694	26.6656246700319	26.4883193517577	26.3161037530505	27.1516384441455	26.7474633435533	26.6477692209521	27.0390945866245	26.7596905280931	27.3365239936647	26.9483411178369	27.0639614854408	30.2100666462453	27.219305619902	26.5308905292149	27.1578853435874	28.1973603943045	26.5527984190074	26.826785964421	26.3752303816145	26.8583024364029	26.7084472977188	25.7384686616068	26.26034013379	25.9394229124985	26.0684319190796	25.8328154743548	26.0932605477262	28.3068137873103	25.4832382611644	26.8390305513631
P97298_Pigment epithelium-deriv.	24.4790033446097	24.810472299658	24.7376332482863	24.6670670264397	24.7384045430917	24.5385400438933	24.4785584445178	24.4438823183847	24.5354557477954	24.5831154864388	24.5727433572395	24.5184513410784	24.6242519658751	24.5585331718535	24.6319008581733	24.733258565081	24.6616348108486	24.820146136185	24.6632865301401	24.6799782765852	24.6769260672443	24.7386060635544	24.7179632534428	24.6995663111253	24.8360782935009	24.6952731149966	24.4909039903156	24.7407552720388	24.7360052674603	24.7613142351523	24.5274487279204	24.4651655551138	24.5273580432264	24.6838065618296	24.6753215613425	24.4547632813926
2655975682_LSMBO IPHC BiognosysiRT-.	30.1475807020724	29.9106373327952	30.3179605768835	29.890524243522	30.2849255982643	30.2647917716776	29.9982850019567	30.0319261284906	30.1882418653138	30.2183886673522	30.5215985228764	30.096071846856	30.1826233391591	30.0020427389292	30.136826879157	30.1863462631232	30.0203304392031	30.2532177643036	30.4237236382104	30.1782785419857	29.0511810551416	29.7962100631656	30.261261810017	30.2096064127736	30.3770032880478	30.2942937300903	30.5477356824704	30.0237966462036	30.1754353371436	29.8356703385113	30.0514142499247	30.0443184033125	29.9648957110538	29.9905021916238	29.9407374541684	30.1223803052588
P01837_Immunoglobulin kappa con.	28.2047533620602	28.1123773020966	28.6689025086426	28.350617400626	28.5126930894575	28.334467116316	28.9072557946704	29.1053247656477	29.4189818559469	29.2408192766558	29.0939967983745	28.598750068878	28.7231419976344	27.8696124801201	27.9614889962973	27.5887312172948	27.9773573190765	28.6492096819117	26.0349075793861	28.1451292452583	27.5349892284503	28.1085126522395	28.5263634786226	27.852796840734	27.1362955749042	28.5357892564004	28.4816856328723	27.5132645998947	27.8593926969092	28.0741148335937	28.0340919980756	28.9754644794173	27.9075684607354	28.2255279896339	28.697866893309	28.9677296070181
P00920_Carbonic anhydrase 2	26.6090348662699	25.8931655992077	26.3887336395552	26.882297690185	25.3182939997892	26.2366670830907	26.2496516678967	26.55623940896	25.9705733059119	25.9411447055623	25.3768413137235	26.2774210731001	25.8861353720675	26.5727371131889	25.1028548324706	25.8932549562665	26.3390617758302	23.8104225805179	25.213353601039	25.5491579835707	26.5106434567443	25.9118602589946	26.3040553369747	26.3496626943049	25.6931907513672	26.6132827354554	27.2255585847904	25.6370361863197	26.110227126731	25.7068328119655	26.3254487520141	25.3156150595752	26.5748474501744	26.203746473905	24.9835358992318	26.4523226938287
P01864_Ig gamma-2A chain C regi.	27.8917775856919	27.9501757727893	28.3220393977654	27.5788822728962	27.8859777313348	28.5073741399295	28.4776614396156	28.1817437203745	29.3565054336654	29.0715677629731	27.9931045857088	28.3217738526011	27.6109666932722	27.0001052495431	27.3119771985845	26.845895239003	27.3187586216864	27.3177022832579	26.3311122542675	27.3933083576232	27.5893660963415	26.7503358089036	28.3355500990964	27.50952289584	26.1473757448625	27.9269741222305	28.1102287200499	26.8743672693223	27.5612365447698	26.9311484133869	27.3033720420963	28.115377887405	26.6515085416594	27.2346857443429	27.9701371441338	28.4222598605294
Q61646_Haptoglobin	20.4078295683941	24.1563699793331	21.9450235039732	22.6476115815279	17.6483737335869	21.3177683788179	26.5702996390244	18.6689253462635	19.3916266956793	19.1443938914651	18.0878206632285	21.5319163556788	17.9442743620611	19.0890361237054	19.8022948712574	20.9071699601077	19.3108846813315	28.0949003193147	20.2291773237609	22.9817028856363	22.6893879595116	21.4789230135782	17.9606713634026	20.2250975234922	20.7293674461755	21.5146439935471	18.444655243081	24.4871314944619	21.1062479043433	21.6865789624977	22.6168397889292	19.7339483420785	19.8154265936534	19.5400562396452	19.6894176034584	19.1767695539507
P16858_Glyceraldehyde-3-phospha.	24.0159062057263	23.1408898248289	24.1842247684966	24.7248119190833	22.9283132451123	23.7859324258985	23.4281058256357	23.9945860735337	23.1161394367479	23.2769872293841	23.1498494334424	23.4082413589727	23.2333165714945	23.7371228121389	23.0439584475853	23.3796776705348	24.2665791102394	21.3750908843232	20.5519725740587	24.0525391962964	23.2924127746935	23.1841646750644	23.875132974536	23.6781911271591	23.4514421751139	24.0892910921453	24.6155099803108	23.0971287532086	23.6189112724985	23.348088127091	23.805835466243	22.1112460135668	23.8219181711005	23.7566519075137	20.4786958166629	23.8307730147396
P00687_Alpha-amylase 1	22.404596535432	22.7323420758591	22.8517769633854	22.6484690593215	22.5828399353687	22.1013956244784	22.340909808005	22.4499365172041	22.4636071876051	22.6344290951565	22.4574670527729	22.720203335827	22.6930064028115	23.0020516693457	22.4717015066663	22.5000045964858	22.71072531143	22.484008108303	22.5389613837082	22.9760476740328	22.7643980396477	22.9542485921654	22.6224616421687	22.6573923812714	22.773856451177	22.4921974485777	22.5370713184781	22.8489394075158	22.8678760520991	22.7034056699369	22.7932896501423	22.3013012325248	22.2709847723094	22.69954205992	22.6077371161885	22.5654355449423
Q07968_Coagulation factor XIII .	25.133645677492	24.8649101501591	24.8712892842211	24.6988782234569	25.2031665039172	25.1248818885855	24.9420626151774	25.0430137622715	24.7940499152307	24.864982294661	25.2704648671727	25.056942940563	25.089577365425	25.3051004138768	25.051648568563	25.358441409245	24.9909985238598	24.5491596290765	24.9808254598381	25.0481482502728	24.774572032281	24.8419986556063	25.3973850468071	25.1425245184185	25.027916286499	25.0903022507761	24.9362219533851	25.0092851525982	25.0327099822259	25.0517257260741	24.9108830437451	25.1239781757121	25.0663275438549	25.0108171264999	24.9414471582083	24.9937717241812
Q62009_Periostin	23.2708951173675	22.4636059404365	22.5520112895779	22.2357833025457	23.190240649768	23.1361519201889	22.7172784468954	23.0885344818212	22.4753904451988	22.9523896058503	22.913457106924	23.1596961395617	23.1336999176837	23.3764080125547	23.2835018559956	23.4528247625348	23.0419603789664	23.2878236769245	22.6679471196602	22.9228655528628	22.6951599913985	22.6370893793471	23.3728273406854	23.1088889142589	22.7485332550836	23.0231702460898	22.8020446557339	22.6775552412191	22.6486331874019	22.7370406798376	22.7201350595461	23.1592404964018	22.876370805139	23.0357869568487	22.8334995126028	23.2424763485495
P09813_Apolipoprotein A-II	28.719119198765	29.1536347501229	29.1121779426695	29.0972252210812	28.7601371941962	29.4740033229321	29.0545738481672	29.1027183796926	28.6291476964107	28.883484830792	28.708761959921	28.8471057230102	28.8525996089086	28.7484818666798	28.7539607913796	28.6881462402412	28.7311561716634	28.7245350861125	28.7457703249894	29.1137022704896	29.2874439625838	29.6284715726217	28.4415800216883	28.5834267958242	29.7196484713848	29.1730782372143	28.8909986868622	29.130466715299	29.1102942039373	29.3558078352457	29.3341953909163	27.9798481816766	28.7042404452376	28.9367010138404	28.9786879433506	27.8561801502967
P41317_Mannose-binding protein C	26.1367122178529	25.3734163949424	25.0702431516123	25.0654991333795	26.2067994556518	26.2647880499183	25.8752275808865	26.219532514488	25.7315414307488	25.5244003895144	26.236140208894	25.8968307116537	26.1488802603488	26.2156971032294	26.2108886043564	26.3006567059751	26.2663569221436	25.6665789973567	25.5358617377551	25.3949739255628	25.5344603399244	25.8871671491214	26.3168532587369	26.1921900045767	25.4083994574833	26.0555988695633	25.973099027919	25.3582078393049	25.3437112389508	25.5628160661231	25.3912877802242	26.0342403046166	25.9200973002851	26.1897051367236	25.6463075416944	26.0097679767792
P68033_Actin, alpha cardiac mus.	23.302195582171	22.3241033417825	22.9802679057262	22.6644892769502	23.3092609531409	22.952961146083	22.2490875496612	22.3998531510649	22.05636500786	22.0640157774709	21.4653527899488	22.5293358232713	22.6645835655137	22.7238890052794	22.6877891468211	22.4498369235368	22.834792179127	17.465549506099	21.3276829734728	21.0587276956085	18.5925986849919	22.3381954391626	22.6423142914861	22.8774000376766	18.6637441827548	23.2432629076824	23.7573914337121	18.5760461336724	22.7655204211487	22.4131866821759	23.0879708492493	19.0664679617312	23.1258286966304	22.8610172176819	18.8059638613346	22.8935603952352
P01942_Hemoglobin subunit alpha	31.4944549787798	30.6731627230142	31.3584074694939	31.7393734390128	30.0322899393646	31.4347858784017	30.9389426918734	31.3249378141683	30.4987591404353	30.8320730523732	30.531804420053	31.1004993716971	30.9346609156923	31.1397015378841	29.8790585625812	30.723896190173	31.2931151745259	26.6396312888771	30.1471785236955	30.3088222801223	31.3498122293315	30.8058782606298	31.1442494909519	31.1074927902908	30.7743128309966	31.3466473651575	31.7631653492768	30.6758252671893	31.1825604512584	30.6449246730634	31.2251091531976	30.1816876175798	31.4014614465602	30.9301017752621	29.5426044653783	31.3355918041941
O88947_Coagulation factor X	25.7930625743403	26.1160566032206	26.2562665747857	26.0841209725194	25.9731153232481	25.9295197506153	25.9581261824252	25.9502090632512	26.0320966920297	25.992990615244	25.9068608767004	25.8878571311971	26.0286952403197	25.9464430855056	26.0497913955631	26.0752731559911	26.0434650722777	25.9238975092732	26.0303315449264	25.9900043031489	25.7915740851137	26.3898039602846	25.9674862663005	26.0800229427256	26.0877548180107	25.9406643409991	25.8493891602585	26.2050411924456	26.1495900689959	26.2444008569949	26.144355930077	25.9501329569215	25.8948350597451	26.2158226860667	25.8104258167271	25.814557335021
P10605_Cathepsin B	24.0728125091841	23.6150471995315	23.6901094751644	23.4420982481058	23.8397202984645	23.7162223628064	23.6894821278081	23.8407655362898	23.5726872754467	23.7980688963935	23.8985795233694	23.8985093163602	23.778355509288	23.9016467507198	23.9255364212846	23.9602300970143	23.8222275161521	23.9505253733237	23.6649177032097	23.7094246308086	23.2307052114712	23.6347165678138	23.937227338614	24.0086031829167	23.4597582861486	23.6830959184937	23.7760623902682	23.5848038093345	23.6885207464113	23.485112162882	23.5917033532528	23.8393310586569	23.7918548397872	23.8427984149017	23.6204563353678	23.6907839636769
Q64727_Vinculin	22.9903939018673	22.0662948567803	23.3610186307942	23.0507678509728	22.2085106299373	23.9577199781726	23.0861347668922	23.0144695326125	22.6336826173837	22.1927491236942	22.142122953891	22.3058727689247	22.4026364723009	22.007871116924	22.630332123239	20.3950259803741	22.5809093728865	20.8717644553736	21.6411237851736	22.4448842101245	22.5537670821704	21.5570906315549	22.5312134320485	23.0510695066586	22.4282943535173	23.3651795802704	23.3196444225926	21.0187229803265	22.880453629644	22.0327343604624	22.7684133306897	19.9156892110038	23.3258856923051	22.5237423620551	19.550584754869	23.0096089325909
P01878_Ig alpha chain C region	25.8291901452422	24.7298532567034	24.8473199578096	25.7034937527601	25.3834746454337	24.8974062211741	25.6639213537016	25.4134113901475	28.284178665382	27.6809551274937	25.8516140934966	25.1119397253309	25.975510136084	25.2673639294799	25.4362593787804	25.9150357720458	26.0958092292653	26.5555021343861	25.6843397427989	25.4008562499851	24.9599625012257	27.4882536373577	26.4943895432689	26.4434708445477	24.1474554021464	25.7120084420845	25.8469130661605	26.5503525968312	26.4544540564655	26.6682154369512	26.5656050963308	27.3015991781159	25.6064909495138	26.1739210779081	28.5494751788785	28.7029672881415
Q9JHH6_Carboxypeptidase B2	24.2870834585039	24.5870356944332	24.5401035556218	24.2390406661632	24.3655945086948	24.2130821129646	24.3439275195574	24.1031509162354	24.7071892262581	24.5769959791229	24.2078887955253	24.3265925581775	24.3262469189339	24.3938574340576	24.3563502767464	24.3330027133665	24.3333883703829	24.9692189214193	24.7835356348248	24.5610719579426	24.6712823309911	24.6694706374427	24.2747040305749	24.3990125285133	24.6119275864439	24.2525890678767	24.1381825703109	24.3150393854773	24.4294999658197	24.5175225820927	24.4303923156032	24.5596422235203	24.341662283178	24.4718025786367	24.6972355920285	24.4126853539564
Q91WP0_Mannan-binding lectin se.	24.4282298094567	24.8721728552845	24.9861358583152	24.6937458886223	24.5242084659435	24.4446638460493	24.3506438362993	24.3365534128164	24.4938515411027	24.5355265847801	24.7615479861692	24.4874961118457	24.5145801897048	24.4962608526703	24.5327976196669	24.7022975216132	24.6115610231194	24.6148604509378	24.8059363999353	24.6615940399655	24.7076325404836	24.7442195787539	24.7456589386346	24.6210784150536	24.9175459027368	24.5454834756024	24.4780246301952	24.8643917179205	24.8194503756322	24.9007685255431	24.8795941863534	24.4502226690922	24.362807873574	24.5662840318851	24.6010056279527	24.4140353523548
P68368_Tubulin alpha-4A chain	20.4349443973886	19.9000482010993	21.0892154327993	21.0904839805648	19.7600603262915	21.1043743195241	21.0599772955316	21.1319487798679	17.2903239073726	18.2743090327672	19.6066847750096	19.8971221963935	19.7602262427609	19.7753444252505	19.9446727461987	16.981031166156	19.8384557947931	16.8731208699451	16.1082418359793	20.4537171262018	20.7958504116394	16.5441006635831	20.0404022666295	21.1297464897863	20.2063930387719	21.2838293521569	21.2948045592497	19.6445299886604	20.7221978984083	20.0370456749195	20.4308441472576	19.2086835307199	21.0662309588021	20.5679747490122	18.5666828867219	20.1420364618658
P29788_Vitronectin	27.2263867609531	27.4132799273182	27.4167052825738	27.3715401720478	27.1118402575538	27.1398112789294	27.4177617534672	27.559508612851	27.4623200350479	27.5934516487289	27.3813586441444	27.2073541341686	27.4366149705226	27.2279171647524	27.2562233763054	27.2615248125163	27.3063501697678	27.4078427960889	27.3653281832195	27.3768387972168	27.4912634957767	27.431552820965	27.2826345787366	27.5182131131041	27.4059472411066	27.2814751806405	27.3908443684827	27.5135962902813	27.3109682863911	27.3147229087636	27.3063476663292	27.4394607387525	27.3209393374491	27.2406374822086	27.2696959994071	27.3678027814914
P24270_Catalase	23.6879611391699	22.2383868074596	23.1250184691108	23.779146933424	20.5758909628017	23.2425983136527	22.8833358506437	23.4234843734355	22.0174605640319	22.5614680069338	21.879539314862	23.2718629250878	23.0764431084357	23.5006375577708	21.7706364730891	22.9294270130448	23.6924804597929	17.9295262302834	19.4405985152748	21.9245903556932	22.8298061431266	22.5229305967342	23.2088222651006	23.3031157230593	21.9935863765006	23.2757491280505	24.3195289381506	22.0277685093282	22.9062447135257	21.6863770951308	23.0771927171758	20.3041893329354	23.4084003645559	23.109508360459	19.3236768658575	22.9822456954834
P11859_Angiotensinogen	25.3465348337768	25.2690419039851	25.0918479192337	25.1124912094018	25.1747375247819	25.0822309205416	24.7773050867985	25.0444181341906	24.8384452188132	25.0312966855579	25.0023592197616	25.1380916158059	25.0434108357506	25.1509993459701	25.0739784127098	25.4243088105851	25.1619143999706	24.9825319075571	25.0062957704657	25.2051002733837	25.1968726821091	25.195926791709	24.8854170086536	25.1090046919818	25.1331317053403	25.0234200265496	24.5765023383	25.0085481327067	25.0181857434759	24.9856706796091	24.8843407489583	25.0768958228159	25.0193163571356	24.9897471103482	25.0745805279471	25.0076196560741
Q61730_Interleukin-1 receptor a.	26.0960004041568	26.692080900114	26.5594558653198	26.5963092058157	26.0613108672565	26.0176928174112	26.0460383784715	26.039864853157	26.4441173394342	26.4430748134521	26.1537565772074	26.2163311255834	25.9393788794977	26.005874131312	26.0197695421191	26.2294786593819	25.9930292400568	26.2253894207534	26.8029273947874	26.7700255411248	26.8491150864925	26.8133635538394	26.0166454275249	25.5107679098029	26.7501108684375	26.4411493963924	26.0928047157024	26.7070818792832	26.766159656655	26.8660511969011	26.6833152743395	26.0405205023037	26.1968063609194	26.2679379449641	26.5392211821345	26.0576829185788
Q00724_Retinol-binding protein 4	25.1363548791607	26.2414820719705	26.0089720676986	25.9779757230639	25.663526508262	25.3248272839248	25.331411488062	25.4261178180415	25.0839554767928	25.4101861913036	25.0012083598679	25.6465691470926	25.5033634352111	25.4390343009789	25.5352601864397	25.5704127969227	25.5793859195575	25.889070446157	26.1141126175416	25.8140980570002	26.1595957533614	26.2085978469431	25.0807768737035	25.4794785758815	25.9708011214588	25.329985298832	25.3102499766956	25.9823560783988	26.1257232461856	25.9046306713549	25.8871695667729	23.6201511252161	25.4638431325013	25.4061595820199	25.2473243256743	24.9094098896515
Q9R098_Hepatocyte growth factor.	24.2547940733878	23.8987396674407	24.1799195654995	23.668528068091	24.4889107692477	24.3241622760965	23.9686808538241	24.282333963036	24.0464924070786	24.2013713468972	24.1796177196112	24.3426231104877	24.4449246402454	24.4758739165604	24.2682270091446	24.5222447155374	24.7026876049054	24.3451802520722	24.0806220531457	24.2595813653458	23.9234966029974	24.532290759463	24.5875566464314	24.5974353006206	24.3973683331186	24.260792074171	24.2021045382854	24.0084951320726	24.1705374354167	24.3471481045118	24.3332648348446	22.7868443146396	23.8376981830846	24.4157354509984	24.1056449583869	24.1847588391661
P20029_Endoplasmic reticulum ch.	21.7240139548516	21.8705668747004	22.3493525081634	22.1408892009035	21.5335311398709	22.4713028544248	21.906567598967	21.8368008441478	21.8435621748678	21.0333613280283	18.6455380480159	21.8295649045891	20.8301462044972	21.4032288283774	21.7086371556342	21.6169906221279	21.5060340364205	20.9329466801293	20.5879984714067	21.9794876481292	21.6091154858965	21.7188046977718	21.5765724568889	21.4310260720767	21.5641563529178	22.0921577255424	22.2375080187865	21.894876958811	21.6600150489167	21.7198997217305	21.7797837671758	21.4795337133001	22.0651197656908	21.2973275854076	21.4419470915864	21.8521083644651
P14847_C-reactive protein	25.2036830067076	25.0938651454063	25.134966770855	25.0033995282338	25.0908882270471	24.9633032248355	24.9085562602332	24.8503510134142	24.6524799082753	24.7512341984716	25.2343841787374	25.3647784227498	25.0792235245658	25.1991154534804	25.1072014283597	25.0224165811922	25.0377331060533	24.8256394294676	24.8464194030176	24.9911708803926	25.06983373334	25.2644763900873	25.0589814663282	25.1951483911091	25.0188761003371	25.0344482104291	24.7419112054478	25.0185073625147	25.1251868901071	25.1137890538425	25.1359317157508	24.8148418653787	25.0517467984834	25.0407706408926	24.9223794252369	24.7169549646238
P05064_Fructose-bisphosphate al.	23.5368021230291	22.33008585793	23.8386423755693	23.9509620769635	22.9036581058874	23.5522418907374	23.1836435585375	23.3424343059368	22.1359074552107	22.5663397824156	22.7646411108302	22.9730417299781	22.4997719383492	23.0140078666261	22.9246831328801	22.7381717544975	23.6011839749475	21.8924926044402	20.8512008761403	23.6179183760265	23.027053026809	22.0468996787288	23.5241602717778	23.5371164758066	23.0378609355678	23.3776761542599	23.9313989525179	22.4950654857859	23.060364285255	22.7464634758442	23.2434708120186	22.3052073157689	23.3805251397829	22.9747517157327	21.8121868064246	23.7447850882136
A2AEP0_Odorant-binding protein .	23.2243651870671	19.5133852994674	19.246390503952	18.8445391098788	23.0904566821731	23.4810281582814	23.7244491113802	23.8940460572302	19.0277671529471	19.5117845611609	23.6399707034357	24.1088688196583	25.5021118907129	24.5931697426517	24.0479383168804	24.7371636701853	24.1946776627492	17.9480024162486	18.835672466266	19.2473370757672	19.6969952113462	20.0240017836406	22.2598662195936	22.5337000866549	18.82149111926	24.3445822618306	26.0768304358924	18.4249656231844	17.2918474335453	18.4073333722447	18.5025937795218	23.8389881523013	23.2196664778043	22.8540688190623	18.6347130099281	24.635959629048
P13634_Carbonic anhydrase 1	24.4313894601044	23.92627843795	24.4515875612364	25.3467647563299	23.1537392623098	24.4624323759847	23.9735235225073	24.385062048549	23.8765393348732	24.0914150471431	23.2343243843696	24.1020231029533	23.8147460504253	24.5401047383831	23.0350437165735	23.7882794338763	24.435790672079	19.5592150926939	23.037293741862	23.524143409419	24.7030623702048	23.9445014460651	24.2004909652287	24.09173592079	24.0296901176644	24.5088452341059	25.2076873154997	23.9973861630267	24.5031907766833	24.0750068878547	24.7357233447538	22.6268223661898	24.4779720281775	23.9345694978145	22.6921945847223	24.3112538468658
P07309_Transthyretin	25.0703201400688	25.6714223952784	25.7272061798485	25.6406977200514	25.3712979438303	25.444829627664	25.2332693152736	25.3933040364506	25.921492124023	25.5845652807741	25.3525831087728	25.5016624000892	25.3294392842489	25.3012236309738	25.2577556992791	25.4313624227993	25.4683104406488	25.4927578235162	25.4522189907864	25.6665737966018	25.4853220122216	26.0063161471406	25.0793238016276	24.9785708208447	25.6295835220515	25.6677841999827	25.4089171736238	25.7563750092076	25.8398152378236	25.7384376335494	25.5557556954583	25.3286402800306	25.3752429781393	25.4292513117091	25.4608545577939	25.1254530435027
Q61508_Extracellular matrix pro.	23.811693361976	23.4948172620047	23.3329094576264	23.8391551454764	23.5994070039602	23.5203286509581	23.4279194464026	24.4916188751657	23.6037275255959	23.492919269881	23.5606366215379	23.8300427944469	23.7794666879615	23.8274758711547	24.1180852906407	23.8165409368277	23.4510922325263	23.955000476819	24.1063424863019	23.547367619683	23.3256988012537	23.7739447615783	23.6123820316543	23.5482099778582	23.4708762961054	23.6103704286831	23.5438883917848	23.5364063583815	23.5241847876216	23.2940850275467	23.2974728486073	24.2250758999952	23.5458422414108	24.0545082696897	23.9209452202313	23.9547611018011
P33587_Vitamin K-dependent prot.	23.3830865880627	23.5356053675588	23.2833495265839	23.2011290112448	23.2434328945937	23.1456734752978	23.3868811899743	23.2129126666455	23.2737372739673	23.2850883472527	23.2629063304017	23.3446646085357	23.4474810593746	23.4238041535518	23.2357367112823	23.1213793731284	23.2850581419763	23.7080193943497	23.5910915369366	23.6008014032049	23.747255884685	23.5276695690342	23.3797210273716	23.4848580421432	23.3429381366321	23.3191849106145	23.2889453286332	23.6229004971034	23.3639108253219	23.4352231132491	23.3278798841948	23.0881085421691	23.4939977226852	23.3470546770057	23.3412124471327	23.2974871222365
O35930_Platelet glycoprotein Ib.	23.6769919013743	23.813729726975	23.8745403482447	23.8789165127252	23.6469376873914	23.578231128184	23.271040928529	23.4096475680792	23.61235919467	23.5524148760569	23.0742636565158	23.4775979552342	23.4401194274024	23.5501328519026	23.428032580702	23.4920689375189	23.5262130166904	23.8240077814187	23.723240238937	23.8945728160965	23.8857936402481	23.7140510495095	23.5909069137834	23.5167551512718	23.8204349229469	23.6135451147128	23.5113292033258	23.8444907579203	23.8702596328866	23.9787437084751	23.8420258075006	23.2498825180346	23.3934936320927	23.3802784696303	23.5618088390382	23.4062151281529
Q62351_Transferrin receptor pro.	23.0489251705596	23.2482458091639	23.4573344082693	23.0880033724992	22.2215552617751	22.9354211872059	23.1635947076941	22.9148954878088	23.6741730834271	23.8934914248248	22.8885076729387	22.8813996679701	22.8798403812911	22.8668072755449	23.2651603214376	23.4289998043545	23.0841373588084	22.8313716163594	23.5101357557013	23.4967860129659	23.2907342228648	23.0578585600951	22.9575216154446	22.605275134327	23.0932137940838	22.9072319522485	23.156986959382	23.238796706289	23.3756737131015	23.3095560106448	23.2612814687084	23.7012216303907	22.8962963683122	23.0985858562072	23.9683507444063	23.71384481124
P11680_Properdin	25.9289804889509	25.3901973015332	25.5962363995739	25.0340125478703	25.8737637228181	25.6354818852521	25.5439171752722	26.1222992513318	25.7007607872504	25.9169372019598	26.0084325546239	25.699780953585	26.0138170946461	25.9394808438902	26.0997436429129	26.1433695112717	25.843603960533	25.3231567659423	25.5966963822851	25.369109799297	25.2528187268214	25.423002902723	25.9352100208728	25.9822171407991	25.4452096404514	25.6865547057101	26.2766519293989	25.294881946079	25.6063279435341	25.6210567217147	25.5312631762262	25.7545341173455	25.7356499118847	25.7946864518013	26.0778684498221	26.1485341465778
P07310_Creatine kinase M-type	22.5816591773294	19.313778469201	23.6954470849664	24.2453063630025	22.5720278907325	21.9039748612957	20.6859010123075	21.6412137688563	19.0043300449066	21.7268834614023	22.661012902461	22.5670038610616	21.8552595383847	21.8961690353244	22.8072699109856	22.6788805558429	23.7013705583138	22.4896854350951	18.4677289214693	24.1787832153248	21.8148366837123	19.2472314552341	23.2056633603883	22.5568627916555	23.0355997145051	22.9998727272246	23.8995662115284	22.058668910857	22.6367147746621	22.5924168872259	22.868960140221	19.0427381333632	21.4013240721511	22.6103678376494	18.4487476125886	23.1923953160171
Q8VCS0_N-acetylmuramoyl-L-alani.	23.7508862538744	24.1722791655357	24.2613418780472	24.0829604798423	23.8533832342366	23.7971451732346	23.8862998807449	23.7075366006777	24.3449800016949	24.4480864281312	24.1324931401882	23.7882782388697	23.9281975641513	23.9558471978001	23.8297454744152	23.7981862982624	24.0692171749961	24.2829310324957	23.9990129979864	24.2942732538916	24.0378823789904	24.3004748965888	24.0311460563804	24.020800597028	24.3725473360786	24.0247717458458	21.8022902439482	24.1762449917704	24.1499213588976	24.3376446301049	24.1324167318611	24.3389047314155	23.5581488145544	24.1705038171362	24.3993662051317	24.3341357736289
Q61171_Peroxiredoxin-2	26.0691397997867	25.1320821820534	25.5815198900796	26.3310803997791	24.4885123092077	25.7001161428026	25.3801668134087	25.9011521299251	24.8511863891186	25.1394545509728	24.4648035985396	25.552432232083	25.4101209614137	25.9284014456126	24.0568159640381	25.3210129946086	25.8346743436418	21.9878348259583	24.0689161752191	24.5456163884139	25.6452378831997	25.1652170805245	25.7567544074891	25.6301355641277	24.9808386181968	25.856603432688	26.6323336339976	24.7670338986982	25.4641729168043	24.9354442985098	25.6603802796285	24.0001484133936	25.8239464797685	25.5211796306417	23.8588370012324	25.4896348488668
P29621_Serine protease inhibito.	17.3154699643616	20.1913812689859	18.9027275716133	18.9619009464801	18.7198233863528	18.7964351508832	16.8472921712198	18.9763450903332	19.3530109718678	17.8025400303562	17.3001187183811	17.3961004220169	19.236903219116	17.3189301395393	17.5790617639509	17.5567284649873	17.1026270708425	19.3440334852196	17.1054260840424	19.3508369530804	19.4354819365784	19.1758953400507	17.3262821834163	17.0864182330621	19.3678013154107	19.2991036008074	17.2397332349079	19.541615406636	19.4085215184155	17.8446887872471	17.8906001129934	20.3262179747478	17.6867167675054	17.4988630713427	20.3371556979967	17.9314891034928
P17182_Alpha-enolase	22.1751742872931	21.0305189670645	21.6638894400477	22.1646261661448	20.5474019824594	22.0235242581802	21.5664899496902	22.1710374912439	21.032444821282	21.1275052528363	20.7536031032945	21.3720456359498	21.0396307878398	21.4231546461827	19.9873798272304	20.4605456359943	21.6489665425122	18.23658473464	18.9623066674295	21.3064361185221	20.7872063177064	20.5417685144311	21.5497413152775	21.6349981136323	21.2134034424789	21.6469193449888	22.3011320669412	20.7875019765159	21.3583000107079	20.6520564137414	21.7154957777379	19.4240172103393	21.9024564504624	21.1780823084504	18.4528126847752	21.3482357989038
