variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M885.5506T15.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M886T16	885.550614319579	936.414593832588			17	NA		0.114008859870822	0.622020765279616	0	-0.0580135711157919	0.657562684453824	0	0.974946298177733		0
M259.0223T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M259T1.1	259.022295637028	54.2640139211035			105	NA		0.329278394881593	0.632218443268797	0	0.0930546992417476	0.751108260539727	0	1.07831766228267		0
M818.8671T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M819T1	818.867056384814	48.0884688525394			18	NA		-0.126334826121465	0.64281911466088	0	-0.0272470469464849	0.808025052346947	0	1.60862231635492		0
M544.342T15.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M544T15.1	544.341987519557	913.6251446577	[336][M+4]-		9	NA		-0.0728731387063988	0.649646121748342	0	-0.114901108987315	0.0971516152098744	0	1.15956144754539		0
M330.2424T17.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M330T18	330.242360133196	1066.43273387692	[203][M+3]-		14	NA		-0.308755128198182	0.65128544559132	0	0.347737946062825	0.212358175251241	0	1.13655451366153		0
M275.2015T16.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M275T17	275.201488343401	1011.35647243299			1826	NA		-0.301026984473983	0.65128544559132	0	0.122014407705137	0.76085295012689	0	0.872634139570579		0
M115.9206T7.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M116T8	115.920593543884	476.029095748172			201	18	@M116.9284T7.9|-13C	0.289016614817831	0.65128544559132	0	0.254357067683122	0.345935953923253	0	1.50125384068571		0
M327.233T17.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M327T18.1	327.232994513426	1065.97185218865	[203][M]-	[M-H]- 328.24	14	42	@M229.1962T17.8|+(C5H6O2)|@M283.2432T17.8|+(CO2)|@M328.2363T17.8|-13C|@M329.2395T17.8|-18O|-13C2	-0.283824965400434	0.65128544559132	0	0.358117590752311	0.147555156743952	0	1.25773616425967		0
M177.86T1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M178T1.1	177.859969699131	58.5189093252966		[M+Cl+NH3]- 125.866 [M-H+NH3]- 161.846	105	NA		-0.273343594586855	0.65128544559132	0	-0.055082814497915	0.820678034957932	0	1.30537746290876		0
M588.3308T15	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M588T15.2	588.330787720914	897.241461076002	[384][M]-		742	NA		0.209638510654033	0.65128544559132	0	0.617392642494721	0.00545297689636143	1	0.953615866982019		0
M572.3733T16.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M572T17	572.373288552255	1009.31541606061	[371][M+4]-		19	88	@M569.3654T16.8_6|+13C3|+13C+18O|@M570.368T16.8_3|+18O|+13C2	-0.185573485039164	0.65128544559132	0	0.364212778672229	0.0124484110035083	1	1.03879567969145		0
M668.2526T14.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M668T15	668.252557220987	882.762014513298	[455][M+4]-		510	NA		0.160396292172308	0.65128544559132	0	-0.0498541821959542	0.837245529524671	0	1.20281519519423		0
M227.0925T10.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M227T10	227.092524787642	608.562527355522			1709	NA		-0.131874896675857	0.65128544559132	0	-0.0612430729027942	0.623240669959528	0	1.40686014035033		0
M727.88T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M728T1	727.879978431588	48.0682744031336	[493][M+3]-		18	NA		0.119317201917871	0.65128544559132	0	-0.157482593072528	0.126851297734753	0	1.11383976923969		0
M960.9476T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M961T1.2	960.947555850388	47.2290859709867	[631][M]-	[M-H+NaCOOH]- 893.968	18	30	@M824.9726T0.8|+2(HCOONa)|@M892.9605T0.8|+(HCOONa)	-0.179115164438624	0.652224686589467	0	0.478038652613792	0.000544523255376483	1	0.837502405171414		0
M925.8262T0.8_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M926T1	925.826154186865	47.1731505563453	[615][M]2-		18	NA		0.16777207822205	0.655016898516767	0	-0.148363516359636	0.368910163275111	0	1.37879528175211		0
M531.3179T16.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M531T17	531.317867047977	1009.63323731214			19	NA		0.298109888925476	0.655034468329351	0	-0.810862686213657	0.000464627829012558	1	0.77616651179319		0
M305.2486T18.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M305T18.2	305.248618101065	1108.04032743686	[166][M]-		516	NA		-0.225327244128943	0.655034468329351	0	-0.0297244556677505	0.873340486334721	0	1.41592448934674		0
M945.3937T0.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M945T1.3	945.393724214475	47.4290852974553			18	NA		-0.182035923150691	0.655034468329351	0	0.440122791919157	0.0019809880669607	1	0.980946635589153		0
M569.5549T16.8_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M570T17.1	569.554906486205	1009.41421587803			19	NA		-0.151543892127219	0.655034468329351	0	0.278571868633085	0.0225392801875544	1	1.24693074215098		0
M569.7198T16.8_4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M570T17.4	569.719779268313	1010.03541025915			19	NA		-0.125849671823579	0.655034468329351	0	0.174356731886686	0.112641723203892	0	1.31785302729402		0
M541.7304T15.2_5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M542T15.5	541.73038230332	914.00652374919	[341][M]-	[M+Cl]- 506.766 [M-H]- 542.742	9	NA		-0.122692139709097	0.655034468329351	0	0.00324702348209271	0.978220931287934	0	1.30739999805781		0
M645.2006T14.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M645T15	645.20058565369	877.967167020006			998	NA		-0.122555075900994	0.655034468329351	0	-0.275177165674835	0.0251130160378591	1	1.20629678809588		0
M119.9469T1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M120T1	119.946893106189	61.4051655215154			1832	NA		0.111978959065979	0.655034468329351	0	-0.0909364374344914	0.429502715573694	0	1.17720158114467		0
M212.8393T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M213T1	212.839280941145	52.4152010388091		[2M-2H+Na]- 95.9302	33	NA		-0.0615274567798707	0.655034468329351	0	0.0376679211095361	0.59865756785829	0	1.61999665494471		0
M467.2972T14.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M467T15	467.297208349737	871.074925591668	[272][M+1]-		36	NA		-0.150068163174115	0.658479570590353	0	0.0225472428029647	0.95766881774768	0	1.4651121641081		0
M926.8728T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M927T1	926.872823446796	47.9535309351719			18	NA		-0.204107075181973	0.660731440782651	0	0.279043603058662	0.120242574756959	0	0.832561284813443		0
M167.1077T9.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M167T9	167.107695953424	556.066617804175			2058	NA		0.175228975164096	0.660731440782651	0	-0.0408075311102127	0.901097201625864	0	1.19405711830182		0
M808.916T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M809T1.1	808.915982583745	47.2451142658691		[M+Cl]- 773.958	18	NA		-0.168951713854661	0.660731440782651	0	0.203881222155511	0.183663609446977	0	0.793672067171951		0
M243.1967T16.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M243T16	243.19665963546	969.074673507966			1281	NA		0.150057692672494	0.660731440782651	0	0.0134392778921395	0.90474070934218	0	0.803704530465378		0
M713.1881T15.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M713T15.1	713.188135182941	917.482352140212	[486][M+1]-		1978	NA		-0.111653595534033	0.660731440782651	0	0.00896949452359053	0.996227021913773	0	1.43257591072501		0
M232.0479T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M232T1.3	232.047861711703	54.3806511220837		[M-H]- 233.055	105	NA		0.104406872111234	0.660731440782651	0	0.290535763733585	0.00895058954309302	1	1.38786028628192		0
M806.5566T15.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M807T15	806.556601513216	912.31112427243	[539][M]-		9	117	@M807.5585T15.2|-13C|-15N	0.255458832000571	0.665617627558049	0	0.402899407285	0.1134414063339	0	1.35549932653753		0
M190.9284T8.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M191T9	190.92835145249	518.90001029618			1076	NA		0.177094616864547	0.665617627558049	0	0.577171052078906	0.00368932229811983	1	1.30864743196158		0
M219.8666T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M220T1	219.866612601185	55.2497917869754			105	NA		0.165033284634728	0.665617627558049	0	0.0633109732024515	0.686425575331317	0	1.06752670284619		0
M986.8728T0.8_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M987T1.1	986.872775129949	47.9672136625802			18	NA		-0.134818907831303	0.666215427998617	0	0.331848047764122	0.0019809880669607	1	0.894540636684133		0
M188.9493T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M189T8	188.949342459173	502.519180754411			136	NA		0.355223410273325	0.66896794064537	0	-0.260258722528445	0.511949335158777	0	1.37571820753574		0
M450.2626T14.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M450T14	450.262632575985	849.296763591018	[264][M]-		2264	73	@M451.266T14.2|-13C	0.291408990325031	0.66896794064537	0	-1.38583944346916	1.63148308332249e-08	1	0.432264666192574		0
M225.9864T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M226T1.1	225.986438871156	54.0375330170888			33	NA		0.215234706111083	0.66896794064537	0	-0.120780014813358	0.636796766653245	0	1.75781316685302		0
M201.0381T1.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M201T1.2	201.038078190208	83.3275467872646			2002	NA		0.183596962299754	0.66896794064537	0	0.0465446903797773	0.794955738687732	0	1.54589149240449		0
M642.3958T18.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M642T18	642.395843216457	1090.51075320066	[444][M]-		643	NA		-0.183191752538006	0.66896794064537	0	0.031807018348605	0.948466019148257	0	0.93392571436369		0
M553.2056T15.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M553T15	553.20561093823	906.460869895608	[346][M+1]-		1193	NA		-0.174484890277613	0.66896794064537	0	-0.434495535270603	0.0182617449931486	1	1.13853092507448		0
M568.5913T16.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M569T17.2	568.591268313753	1009.36129269032			675	NA		-0.118465107963932	0.66896794064537	0	0.189164138934688	0.0655582473302964	0	1.51573677686204		0
M540.3309T15.2_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M540T15.1	540.330850703316	913.632862578942	[336][M]-	[M-H+HCOOH]- 495.333	9	80	@M480.3096T15.2|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M541.3341T15.2_16|-13C|@M542.3366T15.2_10|-18O|-13C2	-0.0461824122791619	0.66896794064537	0	-0.0839894508581658	0.0745671223589572	0	1.55844416395038		0
M709.2751T15.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M709T16	709.275065562664	936.644538105444	[481][M+3]-		17	NA		0.101558271130671	0.674852755672486	0	0.102253072427358	0.307519650030883	0	0.803902613942911		0
M342.7335T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M343T1	342.733514822579	52.2262775774227		[2M+Cl]- 153.889	33	NA		0.170531307019155	0.676563666215736	0	-0.200479926611578	0.216377945254775	0	1.21191837802636		0
M979.4861T0.8_4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M979T1.4	979.486121063794	48.2359104661026			18	NA		0.166841128444364	0.676563666215736	0	-0.124488720864928	0.507548597239485	0	1.24893529491197		0
M196.9469T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M197T1.2	196.946850189675	48.4121551658656			18	NA		0.165768256676543	0.676563666215736	0	-0.105566331691694	0.596492851497054	0	1.5178146815563		0
M961.9504T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M962T1	961.95039766155	47.2625371205325	[631][M+1]-		670	NA		-0.156885159792287	0.676563666215736	0	0.376932988914444	0.00312889487628967	1	0.541113526465991		0
M179.9362T9.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M180T10	179.936207165297	595.97578170119			1556	NA		-0.14579593312649	0.676563666215736	0	-0.0610174678082895	0.673620908897243	0	0.787977967598462		0
M124T1.2_L.taurine	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	L-taurine	CHEBI:15729	2	a,b	M124T1.2	124.007336473433	52.6476572738028	[24][M]-	[M-H]- 125.017	33	23	@M181.966T0.9|-(NaCl)	0.126501976591662	0.676563666215736	0	-0.0144520395497771	0.981670021346659	0	1.36324904193142		0
M569.2032T16.8_5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M569T17.8	569.203199726532	1009.54357447946			19	NA		-0.116836974038444	0.676563666215736	0	0.248742709917215	0.00944040998341327	1	1.01595660221296		0
M480.3095T16.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M480T17	480.309499070999	996.542681096034	[283][M]-		1417	NA		-0.108190678119945	0.676563666215736	0	0.00942143976232046	0.992556698833958	0	1.22492618861848		0
M235.9261T10.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M236T10.1	235.926088744082	614.180816558898			128	NA		-0.0668388493931733	0.676563666215736	0	0.031528390008285	0.718804557204453	0	1.30764243232327		0
M159T8_3.Methyladipic.acid	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	3-Methyladipic acid	CHEBI:68503	2	a,b	M159T8	159.066248130201	499.568506283663		[M-H]- 160.074	309	NA		0.200045018978523	0.676970463313387	0	0.111020159332016	0.593976288064404	0	1.65183941666118		0
M317.2122T15.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M317T15	317.212238895667	910.585523620938	[189][M]-		1213	63	@M318.2158T15.2|-13C	0.660513796012211	0.679486200427055	0	-0.209008571206295	0.844081739492342	0	1.34047042433185		0
M293.2123T15.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M293T15.1	293.21230468715	907.881395562858			68	NA		0.480567669705149	0.679486200427055	0	-0.15689267793452	0.837398428261857	0	1.50898170102968		0
M345.2435T16.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M345T16.1	345.243523856948	981.567167246472			2306	NA		0.422266040797727	0.679486200427055	0	0.221381429650092	0.608191167073877	0	1.2004598682825		0
M716.293T16.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M716T17.1	716.293048441299	990.502651589442			97	NA		-0.206508055152012	0.679486200427055	0	0.471748129896969	0.00603714817752021	1	1.12873118384688		0
M387.9405T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M388T1	387.940538961112	43.0304277754261		[3M-2H+K]- 116.997 [3M-2H+K]- 116.997	90	NA		0.194918849937853	0.679486200427055	0	0.266095221287461	0.180400023013368	0	1.60921634055224		0
M99.0087T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M99T1	99.0086830155547	72.0887401543206		[M-H+Cl]2- 164.05	8	NA		0.184803884499093	0.679486200427055	0	-0.150015895935379	0.467071933553662	0	1.2287437846549		0
M96.96T2.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M97T2	96.9599809218482	143.297456270798			142	6	@M98.9558T2.4|-34S|-41K|-37Cl	0.177476391191687	0.679486200427055	0	0.315696100820643	0.0925461217539727	0	1.55908721724383		0
M213.0857T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M213T1.3	213.085663586343	46.30018068445	[91][M]-	[M+Cl+NaCOOH]- 110.13	139	30	@M281.0731T0.8|-(HCOONa)|@M349.0606T0.8|-2(HCOONa)	-0.165243311566719	0.679486200427055	0	0.352858954471635	0.01087421533152	1	0.76657029721755		0
M997.1581T0.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M997T1.1	997.158101483769	48.1395316715275	[652][M]3-		18	NA		-0.16316929909137	0.679486200427055	0	0.0903386491793121	0.660174517344444	0	1.64448719196219		0
M103.9201T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M104T8	103.920095307608	501.977579730001			1808	NA		0.158815170227253	0.679486200427055	0	0.0245951108734292	0.865923300230653	0	1.53727535503277		0
M540.4818T15.2_4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M540T15.4	540.481827056979	914.289645023514			9	NA		-0.154534363971537	0.679486200427055	0	0.0115847499341424	0.997647393252023	0	0.833857384644517		0
M975.7955T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M976T1	975.795480664036	48.3276539750263			18	NA		0.154000909506316	0.679486200427055	0	0.0757331168883546	0.629377414820726	0	1.56946593485272		0
M616.3422T14.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M616T15.1	616.342237166601	879.922993476834	[411][M+4]-		23	NA		-0.147371861772033	0.679486200427055	0	-0.0416002535167923	0.782908871832184	0	1.16279672781304		0
M368.9616T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M369T1	368.961571204272	48.257650516985		[M+Cl]- 333.991 [M+Cl]- 333.991	18	NA		-0.111384567463872	0.679486200427055	0	-0.0161730052829085	0.873340486334721	0	1.55636068917822		0
M714.258T14.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M714T15.2	714.257964253395	881.078767654392	[488][M]-	[M+Cl]- 679.284	11	NA		-0.0720687467669379	0.679486200427055	0	-0.168889936259399	0.030206806187041	1	1.3355115816558		0
M542.6106T15.2_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M543T15.1	542.610577433764	913.759488641028	[339][M+1]-		9	NA		-0.0698411455327097	0.679486200427055	0	-0.0874175427081632	0.224128850394686	0	1.34133788373407		0
M542.6577T15.2_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M543T15.3	542.657693228316	913.499689111602	[340][M+1]-		458	NA		-0.0622443415196674	0.679486200427055	0	-0.137237919055464	0.0402498133526596	1	1.3061799834049		0
M506.3155T14.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M506T14	506.315516914408	869.48359986522	[299][M+2]-		36	NA		0.136609329777752	0.680241863661817	0	-0.183085261913257	0.154153367048308	0	1.29302213740321		0
M635.3367T15.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M635T15.1	635.336692668795	921.865869255162	[428][M+1]-		62	NA		0.162458030516467	0.680497481533473	0	-0.159477653187206	0.345935953923253	0	1.01848940797273		0
M132.9812T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M133T1.3	132.981229423802	43.1233539087905		[M-2H+Na]- 111.997	90	NA		0.0850550805778436	0.682090244402715	0	0.0575735712214342	0.52349966474468	0	1.71122761596245		0
M160.842T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M161T1.1	160.84202064941	74.8147532136984			113	NA		-0.0801772013912743	0.684705494732575	0	-0.1303733798959	0.122732720379695	0	1.36601909188287		0
M306.2522T18.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M306T18	306.252189327842	1108.04032743686	[166][M+1]-		517	NA		-0.20516303873176	0.685659833040472	0	0.0254840694422445	0.976136399992649	0	1.19476442660365		0
M466.3302T17.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M466T17	466.330225951662	1025.72172153859			863	NA		-0.132599633695904	0.685659833040472	0	-0.11801350737405	0.395437382600886	0	1.52844349228425		0
M892.9605T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M893T1.1	892.960465768313	47.184186502803	[598][M]-	[M-H]- 893.968	18	30	@M756.9852T0.8|+2(HCOONa)|@M824.9726T0.8|+(HCOONa)|@M960.9476T0.8|-(HCOONa)	-0.151400697023973	0.687493861580341	0	0.459688028034607	0.000230281886576046	1	0.600853799283404		0
M131.071T10.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M131T10	131.070963664048	616.644962353908			1705	NA		0.173375518377334	0.688431037779314	0	0.249963523873063	0.170173638031771	0	1.51607117639415		0
M507.2729T15.6_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M507T16	507.272900469853	936.312987717426		[M+Cl]- 472.309	17	NA		0.144519894053536	0.689927469142172	0	-0.288044758204157	0.0208965393557672	1	0.935613631609727		0
M541.5122T15.2_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M542T15	541.512167808221	913.786157638026			9	NA		-0.234561061999658	0.694068421336808	0	0.069569912561791	0.867305528315426	0	0.731482116539968		0
M279.2328T14.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M279T15	279.232834134732	876.33857334945			52	NA		0.183079894160871	0.694068421336808	0	-0.493277010561	0.00130320456735624	1	0.928262666777023		0
M231.9676T9.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M232T10	231.967557153413	595.585917575807			1540	NA		0.147650993987025	0.694068421336808	0	-0.0963140150335242	0.602472233435709	0	1.12317060349377		0
M347.2593T16.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M347T17	347.259263109743	999.026180047902			1092	NA		0.457125998498055	0.694397389788879	0	0.0595137922763982	0.886116325226262	0	1.21567544872675		0
M134.8946T18	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M135T18.1	134.894582909317	1078.88199143837			534	NA		-0.120538352459114	0.694397389788879	0	0.0543579346387499	0.751108260539727	0	1.2625754221355		0
M238.0721T14.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M238T15	238.072078462823	883.883409734106			172	NA		0.134877416908566	0.697279240114148	0	-0.0178887020819865	0.970490250173687	0	0.783822769539106		0
M291.1601T15	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M291T15.3	291.160134659689	899.177093545404		[M+Cl]- 256.195	1946	NA		-0.0933186516674827	0.697279240114148	0	-0.116367863220407	0.239534378280177	0	1.4381406116091		0
M359.1708T12.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M359T13	359.170800047687	764.908985160054			2037	NA		0.240768090273226	0.704804615460212	0	-0.213535115406572	0.429500388433998	0	1.60083569779674		0
M581.333T15.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M581T16	581.332954743288	937.35257126574		[M-H-NH3]- 599.368	17	NA		0.20025898203982	0.704804615460212	0	0.347955981456328	0.115183647118583	0	1.49993521362675		0
M174.9561T0.7_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M175T1.2	174.956064601078	43.1329798232198	[58][M]-		90	31	@M146.9611T0.7_2|+(CO)	0.154709124889752	0.704804615460212	0	-0.153226775845408	0.35901764651333	0	1.22241306007031		0
M242.0789T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M242T1.4	242.078855981669	69.712234326897		[3M+2Cl]2- 138.082	205	NA		-0.145127381009058	0.704804615460212	0	-0.191466234139757	0.219989762926036	0	1.33373160886436		0
M642.296T16.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M642T17	642.296018035334	1009.24727994442	[440][M+2]-		19	NA		-0.111307878736454	0.704804615460212	0	0.181934357164979	0.0794317395672436	0	1.20479492011976		0
M946.3125T0.8_3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M946T1.2	946.312490277399	48.3014392179953	[623][M+1]2-		18	NA		-0.0743218102442551	0.704804615460212	0	-0.368872242874026	0.000387815485230607	1	0.773429062614715		0
M541.6628T15.2_4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M542T15.4	541.662769892389	913.628856401802	[340][M]-		9	NA		-0.0544299373745538	0.704804615460212	0	-0.0881904793226287	0.135980269671031	0	1.40675680897868		0
M178.0509T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M178T8	178.050932788848	502.310769924515	[59][M]-	[M-H]- 179.058	136	28	@M134.061T8.4|+(CO2)	0.79507653863052	0.707174020279703	0	-0.263618839299761	0.842787057903542	0	1.15453497423315	svm	0
M139.1128T15.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M139T16	139.112765059232	951.688575941322			41	29	@M207.1026T15.9|-(HCOONa)	0.449263027507117	0.707174020279703	0	0.322882976274787	0.516252496945711	0	1.30450591428833		0
M114.934T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M115T8.1	114.934042286944	502.114231227306			1806	16	@M116.9284T8.4|-34S|-41K|-37Cl	0.243417525342172	0.707174020279703	0	-0.0876738707627442	0.827752908320809	0	1.46991633997962		0
M217.0177T7.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M217T8.1	217.017734278032	452.284002089922			32	NA		0.158577950081327	0.707174020279703	0	0.685144704960626	0.00126671774070767	1	0.97172544138369		0
M918.8848T0.8_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M919T1.1	918.884826767103	48.0622210800182			18	NA		-0.131085805771335	0.707174020279703	0	0.311194957255958	0.00603714817752021	1	0.673298590101617		0
M443.1507T18	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M443T18	443.150731006902	1079.05335128432			534	NA		-0.169978685379238	0.707476178624537	0	0.0766106019387607	0.76085295012689	0	1.28882037751663		0
M275.9587T0.7_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M276T1.1	275.958704392659	43.0981421861255	[132][M+1]-		90	NA		0.145047027099574	0.707486505965556	0	0.129294673032771	0.416060953738558	0	1.39323232522772		0
M262.8576T10	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M263T10	262.857633293012	597.491373103904			254	NA		-0.112066745365928	0.707486505965556	0	-0.183196234735327	0.138261636792772	0	0.897048108818821		0
M812.5452T15.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M813T15	812.545215254106	911.600594388726	[542][M]-		70	118	@M813.5479T15.2|-13C	0.593837504759243	0.707926531457055	0	-0.244484014930105	0.794955738687732	0	1.28369486553303		0
M240.1003T15.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M240T16	240.100345197521	951.641116150956			41	NA		0.506919767843417	0.707926531457055	0	-0.0377975083689464	0.997647393252023	0	1.28829096372394		0
M128.0352T7.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M128T8.1	128.035200887551	476.359915766453			2086	NA		0.25600492788076	0.707926531457055	0	-0.165403291577013	0.620350117656344	0	1.56442323682314		0
M403.9183T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M404T1	403.918332357355	43.0350326399025			90	NA		0.212659998408293	0.707926531457055	0	-0.0286169086423929	0.970490250173687	0	1.51623295467844		0
M843.4123T0.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M843T1.3	843.412290142965	47.2705353987679	[570][M+1]2-		664	NA		-0.163964109526937	0.707926531457055	0	0.194092515026263	0.258111370646249	0	1.12046264314041		0
M908.9342T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M909T1	908.934164542355	47.5246601556848		[M-H]- 909.935	18	NA		-0.161537778441168	0.707926531457055	0	0.307088258866985	0.0375832087428084	1	0.656617452742353		0
