variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M243.1044T2.39	c18hypersil					0.125211077014368	0.722227773653014	0	0.607256028891678	0.0116453428601064	1	0.294854668776024	0.659926994953032	0	0.917302558367112	5.78961614574048e-05	1	0.518027440899746	1.20111424779533											M243T2.3	243.104397326466	143.157430648093	[282][M+1]+		87	110	@M221.1224T2.39|+Na|@M242.101T2.39|+13C
M220.9355T0.71	c18hypersil					0.391907079601967	0.691220981108039	0	-0.115483077955822	0.904995620268684	0	-0.163783320093646	0.922896506341517	0	-0.548063977462636	0.328009425995122	0	0.918502288947498	0.708335987742092											M221T1	220.935450075979	42.725758467236		[M+K+HCOOH]+ 135.973	49	111	@M288.9233T0.71|-(HCOONa)|@M356.9097T0.72|-2(HCOONa)
M424.8985T0.71	c18hypersil					0.375430574280026	0.694061884033193	0	-0.111675021763221	0.904995620268684	0	-0.0930231849214849	0.961602575626251	0	-0.503768723562395	0.33280610131373	0	0.961228623051632	0.541388943996341											M425T1.1	424.898451803962	42.8721620910414		[M+Na+NaCOOH]+ 333.924	49	111	@M288.9233T0.71|+2(HCOONa)|@M356.9097T0.72|+(HCOONa)|@M492.8858T0.71|-(HCOONa)|@M560.8738T0.71|-2(HCOONa)
M492.8858T0.71	c18hypersil					0.395817516509227	0.648839090146836	0	-0.165352290377093	0.82220635654687	0	-0.141504302450013	0.925347611426173	0	-0.493451362250813	0.309682172948714	0	1.06968512325811	0.732250360197306											M493T1.2	492.885759811997	42.849338965501		[2M+Na+2K]3+ 688.869	49	111	@M356.9097T0.72|+2(HCOONa)|@M424.8985T0.71|+(HCOONa)|@M560.8738T0.71|-(HCOONa)|@M628.8607T0.71|-2(HCOONa)
M560.8738T0.71	c18hypersil					0.369815545982418	0.661649827797834	0	-0.229789795473229	0.707618802115623	0	-0.128253042802292	0.935641834120032	0	-0.588259389090268	0.193055582523564	0	1.0981176172804	0.696497138471086											M561T1	560.8737734917	42.8924054281448			49	111	@M424.8985T0.71|+2(HCOONa)|@M492.8858T0.71|+(HCOONa)|@M628.8607T0.71|-(HCOONa)|@M631.8699T0.72|-(C2HNO2)|@M696.8483T0.71|-2(HCOONa)
M628.8607T0.71	c18hypersil					0.337886401726729	0.655631223079791	0	-0.159071459665407	0.794943552549377	0	-0.124340619620479	0.933056597059748	0	-0.568971887749681	0.163212278321364	0	1.10293634408105	0.662344683479057											M629T1	628.86070652447	42.8924054281448		[M+H-C4H8]+ 683.92	49	111	@M492.8858T0.71|+2(HCOONa)|@M560.8738T0.71|+(HCOONa)|@M631.8699T0.72|-13C3|-13C-18O|@M696.8483T0.71|-(HCOONa)|@M764.8358T0.71|-2(HCOONa)
M631.8699T0.72	c18hypersil					0.279761390635123	0.69323769365652	0	-0.161357738578557	0.761866410912551	0	-0.156279973348616	0.892609740996533	0	-0.3037049653318	0.499099673303807	0	0.963609725838045	1.03110379775802											M632T1	631.869880269896	43.1276587352225		[2M+H+K]2+ 611.884	49	111	@M560.8738T0.71|+(C2HNO2)|@M628.8607T0.71|+13C3|+13C+18O|@M767.8441T0.72|-2(HCOONa)
M696.8483T0.71	c18hypersil					0.309839358546055	0.694061884033193	0	-0.144986988392192	0.821685999401677	0	-0.180112969788199	0.889252025601962	0	-0.584763613460918	0.174987860738166	0	0.983679934398506	0.764617850683603											M697T1	696.848299109338	42.8758224938603		[M+K+HCOOH]+ 611.884	49	111	@M560.8738T0.71|+2(HCOONa)|@M628.8607T0.71|+(HCOONa)|@M764.8358T0.71|-(HCOONa)|@M767.8441T0.72|-(C2HNO2)|@M832.8232T0.71|-2(HCOONa)
M764.8358T0.71	c18hypersil					0.402352497880544	0.611262184312507	0	-0.229560212331357	0.681803772175849	0	-0.120920447962275	0.937790391020978	0	-0.566705116925442	0.204247007884258	0	1.25595762152629	0.550402777371683											M765T1	764.835773273431	42.8769915575544			49	111	@M628.8607T0.71|+2(HCOONa)|@M696.8483T0.71|+(HCOONa)|@M767.8441T0.72|-13C3|-13C-18O|@M832.8232T0.71|-(HCOONa)|@M835.832T0.72|-(C2HNO2)|@M900.8108T0.72|-2(HCOONa)
M767.8441T0.72	c18hypersil					0.183953356714738	0.741133186148262	0	-0.252631836462328	0.402825537801428	0	-0.23767537177555	0.77148586819041	0	-0.503062669179538	0.0879943990435549	0	1.12859687132077	1.13924233344506											M768T1	767.844074368077	43.2605960028248		[M+Na]+ 744.85 [M+H-CH3]+ 781.859	49	111	@M631.8699T0.72|+2(HCOONa)|@M696.8483T0.71|+(C2HNO2)|@M764.8358T0.71|+13C3|+13C+18O|@M835.832T0.72|-(HCOONa)
M832.8232T0.71	c18hypersil					0.238228928504645	0.781562556682562	0	-0.242579938978828	0.652265361638649	0	-0.146772067076258	0.916592806601534	0	-0.526239289701017	0.268561648245108	0	0.830796134452755	0.687265489464463											M833T1	832.823174838576	42.8746534301662			49	111	@M696.8483T0.71|+2(HCOONa)|@M764.8358T0.71|+(HCOONa)|@M900.8108T0.72|-(HCOONa)
M835.832T0.72	c18hypersil					0.121846297645646	0.858981147866394	0	-0.264451737344343	0.440785644461286	0	-0.415635322316836	0.567181160436586	0	-0.467759474768664	0.150213291985082	0	0.720449060360696	1.889754882415											M836T1	835.832030023892	43.2825309495625		[M+Na+NaCOOH]+ 744.85 [M+H-CH4]+ 850.852	49	111	@M764.8358T0.71|+(C2HNO2)|@M767.8441T0.72|+(HCOONa)
M900.8108T0.72	c18hypersil					0.370294753556895	0.674546464088033	0	-0.347581890097606	0.529486986933203	0	-0.331732587468716	0.853769302147945	0	-0.913500618171451	0.158698523688497	0	1.09101645510081	0.555488817691349											M901T1	900.81076108523	42.9036505439118			49	111	@M764.8358T0.71|+2(HCOONa)|@M832.8232T0.71|+(HCOONa)
M221.1068T11.29	c18hypersil					0.828108232365537	0.801586022520811	0	-1.0717911821462	0.581528119579017	0	1.46557336953964	0.713149870135568	0	-0.757632134643096	0.644053254238407	0	1.00143241923972	1.60749094141341											M221T11	221.106824851621	677.511880791667		[2M+Na+3K-H]3+ 262.23	47	112	@M222.1046T11.29|-15N
M221.1868T0.81	c18hypersil					-0.0989702185922461	0.846443782970684	0	-0.209934107461937	0.536397769135499	0	-0.0801593170504979	0.947744513453897	0	-0.821753674459508	0.000401805134767728	1	0.24727573685471	0.286129094050806											M221T1.7	221.186766968795	48.8739810925506	[233][M]+		1301	113	@M222.1902T0.81|-13C
M254.103T1.1	c18hypersil					0.166369884815309	0.856470145772299	0	0.186466211930501	0.762358132026615	0	-0.229320887571985	0.848142560837521	0	-0.324077283374582	0.529473712638262	0	0.703787901519192	0.532603162830289											M254T1.1	254.102989122556	65.9356162468564		[M+K+NaCOOH]+ 147.153 [M+Na+NaCOOH]+ 163.125	18	114	@M222.0802T1.04|+(CH3OH)|@M272.1136T1.09|-(H2O)
M222.1474T7.36	c18hypersil					-0.187808751316176	0.716811056527404	0	-0.444661306692943	0.162082498929884	0	-0.148131953732396	0.859978922586972	0	-0.152317290039079	0.694827108786298	0	0.271029384193363	0.639396101903425											M222T7	222.147427189811	441.448524079239	[235][M]+		1893	115	@M223.1508T7.35|-13C|@M240.1581T7.35|-(H2O)
M241.1039T0.84	c18hypersil					-0.167800109114518	0.765337891983651	0	-0.0360889880797419	0.906651404202302	0	-0.155098206387748	0.784485582429273	0	0.315589713443577	0.20766154887918	0	0.805914041213132	0.673025711178501											M241T1.6	241.103877511819	50.2535381603148			1322	116	@M223.0933T0.84|+(H2O)
M224.0714T8.44	c18hypersil					-1.73229203857395	0.469988426894834	0	-0.547085907329441	0.579729311227511	0	-0.812032712421955	0.784485582429273	0	0.208707190209928	0.883860317363844	0	1.66191604257568	0.504534328015653											M224T8	224.071410458502	506.659815722499	[239][M]+	[M+Na]+ 201.088	43	117	@M225.0747T8.45|-13C
M224T4_	c18hypersil	N-Acetyl-L-tyrosine	CHEBI:201465	2	a,b	0.69015856827567	0.441575021720177	0	0.703552246052421	0.0542953393169005	0	0.485754999319472	0.431791448180621	0	0.76144340818156	0.010948724678633	1	1.83262286317332	1.72332571231671		Amino acid metabolism	Tyrosine metabolism	Others	HMDB00866	CID68310	C11H13NO4	223.08446	CAHKINHBCWCHCF-JTQLQIEISA-N	InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1	M224T4	224.09287863898	259.560416056917	[240][M]+		2481	118	@M225.0962T4.32|-13C|@M246.075T4.33|-Na
M225.113T8.46	c18hypersil					0.172750948167295	0.770981779491869	0	0.560705097204622	0.130984037853137	0	-0.370527666367181	0.756385491574652	0	0.128588120151166	0.81621170422247	0	0.480102293668932	1.06727329317555											M225T8.1	225.113020440084	507.613228013843			2412	119	@M247.0951T8.46|-Na
M227T2_porphobilinogen	c18hypersil	Porphobilinogen	CHEBI:17381	2	a,b	-0.207874261101507	0.624732323576788	0	0.197518323572929	0.439954831124887	0	-0.191070376621628	0.784844041480757	0	0.21580333626941	0.504708009041715	0	0.810243122532301	0.564603990786987	C00931				HMDB00245	CID1021	C10H14N2O4	226.09536	QSHWIQZFGQKFMA-UHFFFAOYSA-N	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	M227T2	227.103744290973	137.140327608227		[M+H]+ 226.097	127	120	@M228.1072T2.28|-13C|@M249.0858T2.28|-Na
M227.14T4.97	c18hypersil					-0.16225385308962	0.736829543015013	0	-0.97891180568587	0.00547521819866762	1	0.489188240401713	0.735318394691336	0	-0.354367592583696	0.584222797249575	0	0.231666944912156	1.07808542587342											M227T5.1	227.140020129218	298.022610607154	[249][M]+		106	121	@M228.1435T4.97|-13C
M228.0313T6.21	c18hypersil					0.554182593160307	0.608470909187823	0	0.104385433654114	0.853586946764251	0	-1.46114653933695	0.650270658455334	0	2.62163602978161	0.0408574854786761	1	0.974238152998292	1.1265761183095											M228T6	228.031251377483	372.791614406379		[M+H+NH3]+ 209.998	79	122	@M300.0132T6.22|-(CO2)-(CO)|@M346.0554T6.22|-(C4H6O4)
M232.9867T6.22	c18hypersil					0.560236819537231	0.591903347220978	0	-0.107282860259035	0.929552851235614	0	-0.467419238427054	0.738156014773288	0	1.48630098315868	0.011097456104167	1	1.12305820984869	0.712839366922937											M233T6	232.986702519118	372.980286923487	[265][M]+	[M+Na]+ 209.998	79	122	@M233.99T6.22|-13C|@M274.0134T6.22|-(CH3CN)|-(C2H3N)|@M300.9715T6.22|-(HCOONa)|@M326.9962T6.22|-(CH4S)-(HCOOH)
M300.0132T6.22	c18hypersil					1.4585662747155	0.596643841863807	0	-0.452497470010877	0.853586946764251	0	-1.06022055410645	0.818112344036307	0	2.73884024637318	0.198910655693606	0	1.29115070437643	0.426589644006824											M300T6.1	300.013199528702	372.914025839023		[M+3H-COCH2]3+ 939.039	79	122	@M228.0313T6.21|+(CO2)+(CO)|@M318.0239T6.21|-(H2O)|@M341.04T6.22|-(CH3CN)|-(C2H3N)|@M360.0443T6.22|-(NH3)-(CONH)
M318.0239T6.21	c18hypersil					2.11284409218549	0.524001915024867	0	1.50643888779375	0.34154474371144	0	-1.17843874794141	0.780154791975219	0	5.40243810538796	0.00320634043750663	1	0.939402218068704	0.545878056386638											M318T6	318.023910264497	372.865979875602			3676	122	@M274.0134T6.22|+(NH2CO.)|@M300.0132T6.22|+(H2O)|@M346.0554T6.22|-(C2H4)
M333.982T6.22	c18hypersil					0.634811314514787	0.586173235987273	0	0.161139057065604	0.797519083708469	0	-1.59331412811148	0.695014002165155	0	3.0249260515916	0.058004426898639	0	0.871484711871526	1.0464164184392											M334T6	333.981978230036	373.233313277721		[M+H+CF3COOH]+ 198.982 [M+H+CF3COOH]+ 198.982	79	122	@M375.0088T6.23|-(CH3CN)|-(C2H3N)|@M426.0299T6.22|-(C3H8O3)|@M438.0288T6.21|-(C4H8O3)
M341.04T6.22	c18hypersil					2.02062883072583	0.560135418311105	0	0.185560548945123	0.891207659709435	0	-1.59343836162624	0.767243156330668	0	4.86978406491681	0.027293740340988	1	1.13650246015932	0.544276103237842											M341T6	341.040024160147	372.954116513238			79	122	@M300.0132T6.22|+(CH3CN)|+(C2H3N)
M341.9985T6.22	c18hypersil					0.998871533085971	0.560135418311105	0	0.141325575152985	0.855694379090287	0	-1.50296117475212	0.699902980710598	0	3.20499870742534	0.0346967611832801	1	1.18180193069141	0.94999442521338											M342T6	341.998493485708	373.139930642836		[M+Na+HCOOH]+ 273.002	79	122	@M274.0134T6.22|+(HCOONa)|@M300.9715T6.22|+(CH3CN)|+(C2H3N)|@M417.0351T6.22|-(C2H5NO2)
M346.0554T6.22	c18hypersil					0.459959210821967	0.636515004118432	0	0.177628365673026	0.761093421130131	0	-1.54826420700359	0.699902980710598	0	2.66821416169575	0.0916226308059975	0	0.612338114646966	1.10073109282471											M346T6	346.055364850749	373.351981435878		[M+Na]+ 323.061	79	122	@M228.0313T6.21|+(C4H6O4)|@M274.0134T6.22|+4(H2O)|@M318.0239T6.21|+(C2H4)
M360.0443T6.22	c18hypersil					0.359702626988636	0.621534756602344	0	0.129205418525592	0.76230964577539	0	-1.72675051812404	0.605892131825147	0	2.58301789011208	0.0720205155025592	0	0.764368920601296	1.27050094951158											M360T6	360.044295288758	373.102447493112		[M+K]+ 321.079	79	122	@M300.0132T6.22|+(NH3)+(CONH)
M368.0229T6.22	c18hypersil					1.47150698367279	0.560135418311105	0	0.804672225806698	0.548151234535039	0	-1.62007842621984	0.702239713688341	0	4.38843801949716	0.00846072058809878	1	0.820928642946364	0.882831362757529											M368T6.1	368.022937582828	373.28761578846		[M+2Na-H]+ 323.061	79	122	@M274.0134T6.22|+(CH4S)+(HCOOH)|@M326.9962T6.22|+(CH3CN)|+(C2H3N)
M375.0088T6.23	c18hypersil					0.420930450045667	0.619420480348109	0	0.0784174394791428	0.861097538472164	0	-0.468108595038656	0.733720408603975	0	1.41569959888494	0.0103643712803638	1	0.857088738237881	0.735306784838622											M375T6	375.0088238523	373.5397981047		[M+2H-CO2]2+ 791.98 [M+2H-CO2]2+ 791.98	79	122	@M333.982T6.22|+(CH3CN)|+(C2H3N)|@M417.0351T6.22|-(CH2N2)
M417.0351T6.22	c18hypersil					1.43011199667541	0.560135418311105	0	0.895742047195419	0.486564099665997	0	-0.876116245535304	0.817268131445539	0	3.57698247553721	0.0358438172407856	1	0.728127374304027	0.649016793482603											M417T6	417.03506268994	373.28761578846			79	122	@M341.9985T6.22|+(C2H5NO2)|@M375.0088T6.23|+(CH2N2)
M426.0299T6.22	c18hypersil					0.377794194658151	0.586901799125724	0	0.101766976377693	0.789279444048053	0	-0.396046746911505	0.734992238877262	0	1.22266952176592	0.0103798357162041	1	0.92881549644906	0.711238887651804											M426T6	426.029929616353	373.403915439498	[698][M]+	[M+K+HCOOH]+ 341.052	79	122	@M333.982T6.22|+(C3H8O3)|@M427.0334T6.23|-13C
M427.0334T6.23	c18hypersil					0.584836737348072	0.642072476938406	0	-0.0643252740165199	0.983556576392849	0	-0.856547469042814	0.771874499882674	0	2.04318879324441	0.0946472806162655	0	0.879699224512596	0.668305690116736											M427T6	427.033400253085	373.731589844031	[698][M+1]+		79	122	@M426.0299T6.22|+13C
M438.0288T6.21	c18hypersil					2.16037956049507	0.560135418311105	0	0.231099099068366	0.880092404916164	0	-1.28301359784975	0.809094593290254	0	4.64923181093282	0.0466604425273072	1	1.13504858831277	0.475275950433971											M438T6.1	438.02879872906	372.854514176611			3679	122	@M333.982T6.22|+(C4H8O3)
M442.9841T6.22	c18hypersil					1.54209892436627	0.61372210618259	0	-0.66262746485576	0.787619400607104	0	-1.13729097028143	0.818112344036307	0	3.0758547884177	0.176086080080104	0	1.24136225773884	0.437185121101925											M443T6	442.984132381353	373.046548007951		[2M+Na]+ 209.998	79	122	@M326.9962T6.22|+(H3PO4)+(H2O)
M230.0974T8.04	c18hypersil					0.719636796483876	0.488396492780479	0	-0.0351033344933711	0.982188890610332	0	0.64706838745427	0.569509369409522	0	0.315287519113557	0.610683243747039	0	1.67627471364828	1.92113165154566											M230T8	230.097356125138	482.569502162606	[257][M]+		2383	123	@M231.1007T8.04|-13C
M231.1351T2.04	c18hypersil					0.164643102612931	0.678157273919193	0	-0.124945746431216	0.645268342995497	0	0.198547060506467	0.739825501427239	0	0.072766184957274	0.834520365661127	0	1.35246817935453	1.11016093558908											M231T2.2	231.135052142596	122.367586838128	[262][M]+		3252	124	@M232.1384T2.04|-13C
M232T3.6	c18hypersil	O-Butanoylcarnitine;Butyrylcarnitine;(R)-Butyryl carnitine		2	a,b	-0.267830630831231	0.640272505510843	0	-0.19812101513569	0.569152146730913	0	0.0268745243698518	0.96631229066758	0	-0.621687865711767	0.0813037028797809	0	0.619682548771562	0.0188535541957896	C02862	Lipid metabolism	Fatty acids	Acylcarnitine	HMDB02013	CID439829	C11H21NO4	231.14706	QWYFHHGCZUCMBN-UHFFFAOYSA-N	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3	M232T3.6	232.154480437377	163.721843397199		[M+Na]+ 209.16	11	125	@M233.1579T2.73|-13C
M274.0047T5.45	c18hypersil					0.205246222135694	0.514942417527022	0	0.675036353306343	0.000147937268149459	1	-0.0540812932405572	0.869918635792693	0	0.910315649540649	1.20985439108319e-05	1	0.527911530824719	0.0744744722969212											M274T5	274.004740705327	326.771914092173		[M+H-C3H2O3]+ 358.983 [M+H-C6H10O5]+ 435.053	28	126	@M232.9779T5.44|+(CH3CN)|+(C2H3N)|@M353.9619T5.45|-(SO3)
M233.0933T5.86	c18hypersil					1.94653308729727	0.570155118757717	0	-2.07699443720891	0.254565805871303	0	1.08979287753294	0.81095419091771	0	-1.56153156050844	0.45646260863205	0	1.67111496049922	0.894185163799898											M233T6.2	233.093277684623	351.888391636088	[266][M]+		2611	127	@M234.0966T5.86|-13C|@M255.0753T5.87|-Na
M237.0881T2.06	c18hypersil					-0.797297258800889	0.354004224592425	0	0.0333955216120785	0.96775825597408	0	-0.52853680571808	0.547446917145766	0	0.134976762227204	0.75420338468951	0	2.05871544181088	1.52397958338209											M237T2	237.088098314771	123.7719948614	[271][M]+		3215	128	@M238T2.1_Sepiapterin|-13C
M255.135T3.21	c18hypersil					0.0825634505762824	0.982988380774032	0	-0.935415708446957	0.0111784598298638	1	0.17286232027441	0.891436342830987	0	-0.515760282717876	0.356027811958875	0	0.521126360444452	0.443518017991855											M255T3.1	255.135027740789	192.759696817277	[317][M]+	[M+H]+ 254.129	126	129	@M237.1245T3.21|+(H2O)|@M256.1385T3.21|-13C
M254.2488T12.32	c18hypersil					-0.141610330650519	0.798945986834399	0	-0.297900698541181	0.399267433123219	0	-0.250346769270493	0.784485582429273	0	-0.0617027057063169	0.914965530956388	0	0.293612792522595	0.782624295775251											M254T12	254.248788430592	738.958833490723	[316][M]+		10	130	@M237.2222T12.31|+(NH3)|+NH3|@M255.2521T12.32|-13C
M238.1081T1.96	c18hypersil					0.239001480816519	0.796167416799697	0	0.115675691635186	0.839805850155427	0	-0.228517679861973	0.859292923015185	0	-0.36555938133354	0.496125607977994	0	0.909235279460586	0.623623768410893											M238T2.2	238.108133129936	117.693700497652	[274][M]+		3192	131	@M239.1117T1.97|-13C|@M256.1187T1.95|-(H2O)
M238.1086T6.13	c18hypersil					0.361449585526858	0.570155118757717	0	0.38912428646635	0.26598956571857	0	0.349577175850566	0.774629017043099	0	0.699690354676937	0.119051704356322	0	1.28033343887162	1.15864069584767											M238T6.1	238.108608527777	367.626889287206	[275][M]+		79	132	@M239.1119T6.12|-13C
M238.9927T0.84	c18hypersil					0.278277893500306	0.511416817584445	0	-0.0729687005466424	0.829837188291959	0	0.301744369419993	0.191403321716622	0	0.0864731710588345	0.678938222350984	0	1.74421950616135	2.41832638958082											M239T1.1	238.992691541227	50.2315766725418			1319	133	@M240.9897T0.84|-34S|-41K|-37Cl
M239.1499T9.89	c18hypersil					-0.135013570120112	0.853190268413892	0	-0.268873161850737	0.571221318453623	0	0.317493156219772	0.722291899161822	0	-0.423190224824282	0.236190800607301	0	0.16694407355476	0.98072135567306											M239T10	239.14986886684	593.692779595662			2456	134	@M283.1763T9.89|-(C2H4O)|@M284.1797T9.89|-(C2H5O.)
M327.2027T9.89	c18hypersil					-0.187569547937867	0.82627399995837	0	-0.296492718319737	0.600255759429138	0	0.429278623843873	0.67964113465155	0	-0.433960733983724	0.31187078274788	0	0.223356506074747	1.09927263122706											M327T10	327.202652666708	593.115219308801			2447	134	@M283.1763T9.89|+(C2H4O)|@M371.2291T9.88|-(C2H4O)
M371.2291T9.88	c18hypersil					-0.194562761711881	0.820038175736353	0	-0.318874286131994	0.567715544564229	0	0.42495734517718	0.67964113465155	0	-0.438654660215116	0.305058260044234	0	0.252044672678705	1.08644267052477											M371T10	371.229065414729	592.882219770351			2470	134	@M327.2027T9.89|+(C2H4O)|@M415.2555T9.88|-(C2H4O)
M415.2555T9.88	c18hypersil					-0.435937036212962	0.720442996927379	0	-0.236708613416935	0.7493980414205	0	0.503671295945407	0.67964113465155	0	-0.348813624449235	0.496957521750863	0	0.523837408185673	1.14944391623933											M415T10.1	415.255505273034	592.831866357034			2473	134	@M371.2291T9.88|+(C2H4O)|@M459.2817T9.86|-(C2H4O)
M459.2817T9.86	c18hypersil					-0.199029403007334	0.852009786495365	0	-0.367675979266949	0.597845451096998	0	0.534849163213428	0.67964113465155	0	-0.501652457962454	0.354653884079484	0	0.228588182248546	1.11267966745451											M459T10	459.281676685073	591.896984306067			776	134	@M415.2555T9.88|+(C2H4O)
M271.0151T4.34	c18hypersil					0.117955661837378	0.746378185807704	0	-0.0962619974375283	0.689732795630828	0	-0.100994962843718	0.855707604335534	0	-0.272145546184278	0.175697631292651	0	0.968581921050378	0.436241743676566											M271T4.1	271.015106310109	260.677107815255			2482	135	@M243.0201T4.34|+(CO)
M243.1028T6.48	c18hypersil					0.553413655176907	0.558467661587844	0	-1.13125241422788	0.00521438534272216	1	-0.0426361833184732	0.996995061478883	0	-1.29938569481023	0.0197441695780131	1	1.46848267134356	0.0959332663243283											M243T6	243.102839824119	388.920169162693			558	136	@M419.1358T6.49|-(C6H8O6)|@M436.1627T6.49|-(C7H7O2N5)
M441.1182T6.49	c18hypersil					0.655747810183039	0.576316364901489	0	-1.44696047316124	0.00555845725861325	1	-0.698786507097013	0.854014964034241	0	-0.609838815234648	0.739387392421903	0	1.54168611330294	0.456897791012334											M441T6	441.118176955463	389.618694147874			630	136	@M419.1358T6.49|+Na
M244.9961T8.59	c18hypersil					0.00822105044672128	0.987310163097066	0	-0.190773780604413	0.285796971023284	0	-0.0826310826043581	0.858675090075005	0	0.0417921932280194	0.848928004249395	0	0.351092590317895	0.825761964554578											M245T9	244.996116275929	515.104417644963	[290][M]+		85	137	@M245.9995T8.58|-13C|@M246.9932T8.58|-34S|-41K|-37Cl
M245T1.4_uridine	c18hypersil	Uridine|β-Pseudouridine	CHEBI:16704|CHEBI:17802	2	a,b	0.54880125244539	0.61654868969	0	-1.46646574743338	0.00218730594624137	1	0.414903517387472	0.696700853838819	0	-1.76822678516154	0.000108711017289295	1	1.61339134583146	0.612570779451855	C00299	Nucleotide metabolism	Pyrimidine metabolism	Others|Uridine	HMD00296|HMDB00767	CID6029|CID994335	C9H12N2O6	244.0695	DRTQHJPVMGBUCF-XVFCMESISA-N|PTJWIQPHWPFNBW-UHFFFAOYSA-N	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1|InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)	M245T1.4	245.077752522282	63.7170911142206	[292][M]+		26	138	@M246.081T1.06|-13C
M264.1446T1.27	c18hypersil					-0.565655168612917	0.553868865867397	0	0.408869814462307	0.455679883034492	0	-0.929139487440086	0.0899203278569837	0	0.363709276428359	0.391562559986373	0	1.43067434562627	2.19143996028518											M264T1.1	264.14461279424	76.0887321733362		[3M+H]+ 87.7152	1	139	@M246.1345T1.36|+(H2O)|@M265.1484T1.35|-13C
M247.13T1.8	c18hypersil					0.0920529920583704	0.822723761007706	0	-0.323788419543252	0.0477041380803308	1	-0.0850140769000518	0.861874333416969	0	-0.396997353581384	0.00714988013450052	1	1.22846434751396	0.595583394382884											M247T2.1	247.130014164056	107.714306640024			69	140	@M248.1333T1.8|-13C
M247.13T3.08	c18hypersil					-0.359847325836302	0.611262184312507	0	0.91669089018805	0.00337587567022662	1	-0.660603976534086	0.270265067735552	0	0.717544990867154	0.0470137346883307	1	1.27211192812261	1.45894072055722											M247T3	247.130023921946	184.948789989105	[297][M]+		4033	141	@M248.1334T3.08|-13C
M247.1333T12.66	c18hypersil					0.457197280173144	0.735849314257156	0	-0.0734905278170999	0.969087232160883	0	0.0283858592735093	0.991058615711513	0	0.240298455485346	0.783439080827024	0	0.648276558044273	0.379996757799229											M247T13	247.133263636419	759.420152749265	[298][M]2+		23	142	@M247.6348T12.66|-13Cdb|@M248.1308T12.66|-15N
M248.246T13.35	c18hypersil					0.0202689457285565	0.998063818147649	0	-0.22866912046725	0.596343657323361	0	-0.23761197629088	0.786390388975999	0	-0.106527949614856	0.834785163127596	0	0.16055834695595	0.623982829621297											M248T13.3	248.245953761286	800.862579902707	[300][M+1]+		5	143	@M266.2571T13.35|-(H2O)|@M283.2835T13.35|-(H2O)-(NH3)
M256.2645T13.28	c18hypersil					-0.0416657740614959	0.926039010983584	0	-0.419800078002272	0.273950419793386	0	-0.120530081945788	0.912907442497503	0	-0.114932663360104	0.820788834061959	0	0.143947769290021	0.137838233469704											M256T13.1	256.264475032246	796.784936690976	[320][M]+	[M+Na]+ 233.273 [M+H]+ 255.257	5	143	@M257.2677T13.28|-13C|@M258.271T13.28|-18O|-13C2|@M283.2835T13.35|-(C2H3.)|@M297.2909T13.28|-(CH3CN)|-(C2H3N)|@M298.2942T13.28|-(C2H4N.)
M257.2677T13.28	c18hypersil					-0.0397243208247886	0.930797083345736	0	-0.427839406112479	0.281815254040153	0	-0.132916471924805	0.906490586804472	0	-0.123019519978001	0.814045103398335	0	0.151285179625323	0.157348226823688											M257T13.1	257.267696719787	796.782241783493	[320][M+1]+		5	143	@M256.2645T13.28|+13C|@M258.271T13.28|-13C|@M284.2866T13.35|-(C2H3.)|@M298.2942T13.28|-(CH3CN)|-(C2H3N)
M258.271T13.28	c18hypersil					-0.0565633059978481	0.913638465478134	0	-0.431577813726836	0.283872694237712	0	-0.136166248804248	0.90619741291656	0	-0.134827373501963	0.797725691711077	0	0.0988104442580468	0.159147587069168											M258T13	258.271042371773	796.758399983574	[320][M+2]+		5	143	@M256.2645T13.28|+18O|+13C2|@M257.2677T13.28|+13C
