variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M528.5026T17.52	c18hypersil					-0.418444112783568	0.604202885294896	0	-0.301316635543268	0.792792241087958	0	-1.83006686663703	0.185875942838808	0	-1.06934433539326	0.398930868472708	0	0.236531646690555	1.37099140077316	E	E	E	E	E	B											M529T18	528.502565903909	1051.24305903716		[M+H+NH3]+ 510.469	37	602	@M511.4758T17.52|+(NH3)|+NH3
M549.4316T17.52	c18hypersil					-0.1899011179976	0.676395661328344	0	-0.172975027514349	0.789664229716356	0	-0.671114243561647	0.266271923081686	0	-0.520517353854737	0.342181017261113	0	0.141931358934803	1.36002083310797	E	E	E	E	E	E											M549T18	549.43156783591	1051.40956538487	[1136][M]+	[M+K]+ 510.469	37	602	@M511.4758T17.52|+K|@M550.4348T17.53|-13C
M513.7633T4.72	c18hypersil					0.492560569653246	0.136441103033287	0	0.546409660570557	0.193917117757562	0	0.365748251021643	0.550159734794891	0	0.527152274319844	0.270556393362517	0	0.845378369095805	0.614216432970118	E	E	E	E	E	E											M514T5	513.763324049548	282.972605001447	[1032][M]2+		71	603	@M514.2648T4.72|-13Cdb
M532.1104T1.35	c18hypersil					2.33096936075603	0.355399116378051	0	0.545381730075258	0.868749865682134	0	3.69397447846469	0.226413388625441	0	0.192403893880877	0.988643232363113	0	0.797956316674907	1.93838855474851	E	E	E	E	E	B											M532T1	532.110407724447	80.7106023078906			2285	604	@M514.0999T1.34|+(H2O)
M514.3254T6.58	c18hypersil					0.980813148655491	0.00657415550388174	1	0.277875009571149	0.478563410717402	0	0.379053277477075	0.447290931406379	0	0.147925744359792	0.787246986951627	0	1.53772870755538	1.17115364125557	E	E	E	E	E	E											M514T7	514.32536468642	394.985234940109		[M+H]+ 513.318	69	605	@M536.3077T6.58|-Na
M516.318T5.43	c18hypersil					-0.00471318867327497	0.963155479379527	0	0.415492930002685	0.45430102757814	0	-0.00660787443477062	0.984226645533117	0	0.313357678850355	0.565512825574071	0	0.0161812462338485	0.30757164433648	E	E	E	E	E	E											M516T5	516.317989088878	325.933184332287	[1038][M]+		16	606	@M517.3216T5.43|-13C
M517.0224T4.82	c18hypersil					2.19041085201264	0.276806342513587	0	-4.66706889556885	0.0198071381345736	1	-0.268889981170767	0.99637842042741	0	-6.46416885876707	0.0032376678773844	1	0.745695021863192	0.0170628897656983	E	E	E	E	E	B											M517T5.3	517.022421210268	289.401509308958	[1039][M]2+		33	607	@M517.5246T4.82|-13Cdb
M517.2473T3.01	c18hypersil					-1.10581912568177	0.00989774193242732	1	-0.0300493033052067	0.881033455550643	0	-0.178266346671121	0.807559996809946	0	-0.368404275037882	0.487141722806483	0	1.40731226056987	0.316284268697279	E	E	E	E	E	E											M517T3	517.247282117624	180.769366780143	[1040][M]2+		2298	608	@M517.7486T3.01|-13Cdb
M517.7452T3.52	c18hypersil					1.38757849499479	1.73568485701901e-05	1	-0.649983846305135	0.0829116476619779	0	0.109492218605387	0.809844498755222	0	-0.588692871240998	0.111642281717252	0	2.0109456526957	0.623373235903667	E	E	E	E	E	E											M518T4	517.745178327603	211.414719598282	[1044][M]2+		2946	609	@M518.2467T3.52|-13Cdb
M562.372T13.83	c18hypersil					0.505373366456258	0.826464731611978	0	-2.36538517872146	0.138283088322385	0	-2.79966986575873	0.396588011664937	0	-1.12847179215553	0.753957897960506	0	0.296554053277241	1.14954805517881	E	E	E	E	E	B											M562T14	562.371960546835	830.053285476386			1078	610	@M518.3459T13.89|+(C2H4O)|@M606.3985T13.77|-(C2H4O)
M650.425T13.72	c18hypersil					0.662885840911013	0.713147918821102	0	-2.06470893736447	0.193908649143495	0	-1.91684803837987	0.543894764636713	0	-0.284017578263356	0.957887115433427	0	0.376725508186989	0.82065126653768	E	E	E	E	E	E											M650T14	650.425049419275	822.979513318081			1085	610	@M606.3985T13.77|+(C2H4O)
M519.3293T10.38	c18hypersil					-0.580169831396997	0.297907391622482	0	-0.798340882091082	0.273864543542853	0	-1.09585708545732	0.19307855654614	0	-1.34769959658463	0.0334406524316176	1	0.556520861453453	1.66757520257297	E	E	E	E	E	E											M519T10	519.329297391582	622.905417501516	[1046][M+1]+		1148	611	@M520.3305T10.38|-13C|-15N
M519.5316T5.23	c18hypersil					-1.98098273098658	2.58501216367133e-05	1	0.35686033505613	0.727216287183212	0	-0.291371457160606	0.616637078136493	0	0.644745223947362	0.174157325636819	0	2.08125848499413	0.706386182335124	E	E	E	E	E	E											M520T5	519.531617371684	313.853412728977	[1051][M]2+		16	612	@M520.033T5.23|-13Cdb
M519.9966T2.3	c18hypersil					-0.682200952004964	0.0107399246595547	1	0.757626757242765	0.011702828795095	1	-0.196786736679487	0.365277173570396	0	0.746080771720143	0.000105421821604114	1	1.27018769674873	0.699103716057015	E	E	E	E	E	E											M520T2.2	519.996571670207	138.108767037574	[1053][M]2+		42	613	@M520.4975T2.3|-13Cdb
M520.0377T4.54	c18hypersil					-0.671373338318245	0.00414345558419011	1	0.0668933429811638	0.959327799884302	0	-0.150106302861303	0.610205340604673	0	0.138979686827657	0.578775411647768	0	1.62134373884192	1.17901072685794	E	E	E	E	E	E											M520T5.3	520.037680988764	272.428079293077	[1054][M]2+	[3M+2H]2+ 346.02	77	614	@M520.5392T4.54|-13Cdb
M520.2353T6.38	c18hypersil					0.0728510979513217	0.947224003455179	0	-0.632887414393196	0.0990084872135591	0	0.14670831927107	0.751213413881478	0	-0.45160343561454	0.234723395974728	0	0.0791298829400683	0.426584463887324	E	E	E	E	E	E											M520T6.1	520.235333538293	382.585600532531		[M+H+CF3COOH]+ 385.227	80	615	@M521.2389T6.37|-13C
M520.2885T4.54	c18hypersil					-0.670840916040259	0.00466980788364858	1	0.0186741596018649	0.943859171893736	0	-0.12561854062016	0.667820739977754	0	0.106356164842319	0.679917294871497	0	1.57720912805062	1.05476403487271	E	E	E	E	E	E											M520T5.4	520.288502599394	272.529717449564	[1055][M]+	[M+Na+NaCOOH]+ 429.318	77	616	@M520.79T4.54|-13Cdb
M522.0342T5.66	c18hypersil					-2.29996191126444	8.6423731106073e-05	1	-0.28891586537147	0.541013451823174	0	-0.480008190012041	0.315477185659026	0	-0.0335887083729922	0.982017664464859	0	1.86109508115481	1.06482879690524	E	E	E	E	E	E											M522T6	522.034243066209	339.563811631041			2964	617	@M522.5354T5.66|-13Cdb
M522.3581T11.96	c18hypersil					-0.936747656194008	0.268640059988687	0	-0.816457569714991	0.458575519936635	0	-1.59176341938309	0.181707392215005	0	-1.67714833193395	0.0621589765767125	0	0.609005754806528	1.69991214651321	E	E	E	E	E	E											M522T12.1	522.358059578572	717.770296327482	[1062][M]+	[M+H]+ 521.351	12	618	@M523.3614T11.96|-13C|@M544.3401T11.97|-Na
M545.3434T11.97	c18hypersil					-1.28679632499359	0.180514880254558	0	-1.03273487442032	0.396832719630623	0	-2.05797625178937	0.157499690207074	0	-2.29882958274683	0.0296165047075972	1	0.746287114874386	1.68601710555564	E	E	E	E	E	B											M545T12	545.343392308925	718.168213610353	[1116][M+1]+		12	618	@M523.3614T11.96|+Na|@M544.3401T11.97|+13C
M523.5748T4	c18hypersil					0.216486196560274	0.461519476406145	0	-0.137131801552329	0.775707612111676	0	-0.06038616835583	0.920311128788131	0	-0.304733807798886	0.382711945540795	0	0.561879797549835	0.230331989280693	E	E	E	E	E	E											M524T4	523.574822693944	239.787247779819			2133	619	@M524.0779T4|-13Cdb|@M524.58T3.99|-13C
M525.0786T4	c18hypersil					0.219059700730245	0.453542503173484	0	-0.029354981709357	0.979997497966532	0	-0.139269567614093	0.787574862885478	0	-0.167141994757179	0.703506450059099	0	0.578701331859858	0.376200384808308	E	E	E	E	E	E											M525T4.1	525.078644945808	239.804329393262	[1069][M+1]2+		2136	619	@M524.0779T4|+13C|+15N|@M524.58T3.99|+13Cdb
M524.1997T1.11	c18hypersil					-1.11222394013438	0.000126307790849427	1	0.0545297842569497	0.955483489880989	0	-0.354217862928465	0.363106438981259	0	-0.318154157081402	0.361740970081899	0	1.96355077148103	1.52605119877349	E	E	E	E	E	E											M524T1	524.199707008661	66.6275785635816	[1064][M]+		7	620	@M686.2529T1.11|-(C6H10O5)
M524.3636T13.8	c18hypersil					3.4254069113935	0.0874017359771033	0	0.1057402905128	0.920139641543562	0	0.0821475659738979	0.990536199693307	0	4.09409356480152	0.197948946491438	0	1.11196129222398	0.351235532874581	E	E	E	E	E	B											M524T14	524.363631058064	828.243275624867	[1066][M]2+		1070	621	@M524.8657T13.8|-13Cdb
M524.5498T6.6	c18hypersil					-1.30114626917783	0.356817998791018	0	0.312344104494672	0.927758194844692	0	-2.02985709312542	0.282136618148391	0	-1.4183293521397	0.423030534855342	0	0.529610251116695	1.36505424507684	E	E	E	E	E	E											M525T7	524.549817315027	395.889234601679	[1068][M]2+	[3M+3K-H]2+ 311.08	69	622	@M525.0511T6.6|-13Cdb
M524.8005T6.6	c18hypersil					-1.7267551056371	0.238281405601107	0	0.113806800632299	0.997053085555876	0	-2.47789531429709	0.320612965564775	0	-1.14936269027386	0.665146546776846	0	0.660647867377931	1.3045458945412	E	E	E	E	E	E											M525T7.1	524.800469903665	395.848129584714	[1070][M]2+		69	623	@M525.3013T6.59|-13Cdb
M526.2588T8.29	c18hypersil					0.389952832409842	0.492258782593597	0	-1.53024671386526	0.000886588018167333	1	0.566517612781272	0.304662226573329	0	-0.963738326950574	0.0323051669492673	1	0.407644444665053	1.02508551189262	E	E	E	E	E	E											M526T8	526.258798962258	497.336603129185	[1072][M]+		2223	624	@M527.2623T8.29|-13C
M526.2656T5.25	c18hypersil					-0.482594663393304	0.257109382667037	0	-0.177839013843222	0.755844265631238	0	-0.163433592023903	0.828393631471683	0	0.167249126826452	0.80119714390884	0	0.661359695669056	0.115611758573066	E	E	E	E	E	E											M526T5.4	526.265610302929	315.060186267221		[3M+2H]2+ 350.174	16	625	@M580.3113T5.2|-(C4H6)
M580.8127T5.2	c18hypersil					-0.771571469736013	0.12720093368139	0	-0.345441274056036	0.589065726077249	0	-0.306757193123259	0.720237109298321	0	0.0111950603665214	0.982017664464859	0	0.844119459275084	0.0238621218702858	E	E	E	E	E	E											M581T5.1	580.812713959484	312.242442951706	[1190][M+1]2+		70	625	@M580.3113T5.2|+13Cdb|@M789.8961T5.25|-(C9H11O3N3)
M788.8932T5.25	c18hypersil					-0.395034799134592	0.345170138169566	0	-0.199355817364715	0.725651720128386	0	-0.0991069698601983	0.893018087197078	0	0.213672642018157	0.737798082839831	0	0.546690837950835	0.256534659102396	E	E	E	E	E	E											M789T5	788.893203581746	314.825110073022			16	625	@M789.3947T5.25|-13Cdb|@M789.8961T5.25|-13C
M789.3947T5.25	c18hypersil					-0.256213996077118	0.631394961280689	0	-0.0560206063458359	0.932236109625864	0	0.0575264680700496	0.967821009205564	0	0.341301734341375	0.621617154093964	0	0.24699773846764	0.685797390964671	E	E	E	E	E	E											M789T5.1	789.394727382118	314.820695860067		[3M+2H]2+ 525.596	16	625	@M580.3113T5.2|+(C9H11O3N3)|@M788.8932T5.25|+13Cdb|@M789.8961T5.25|-13Cdb
M789.8961T5.25	c18hypersil					-0.40143646537445	0.333850197357255	0	-0.170511615391858	0.761567343456403	0	-0.148754847591745	0.844455151586404	0	0.12797847258167	0.847058772546878	0	0.561110276180242	0.171514803221695	E	E	E	E	E	E											M790T5	789.896104310535	314.71308920337		[3M+3Na-H]2+ 503.942	16	625	@M580.8127T5.2|+(C9H11O3N3)|@M788.8932T5.25|+13C|@M789.3947T5.25|+13Cdb
M527.1609T0.79	c18hypersil					-0.590690905156112	0.000447981633793605	1	-0.0497009970861804	0.701569694847928	0	-0.245177985917984	0.234497358178082	0	-0.17420985325797	0.35188205134707	0	1.90382785022148	1.77305469959535	E	E	E	E	E	E											M527T1.2	527.160874947009	47.1385520117019	[1076][M]+	[M+Na]+ 504.173	4	626	@M528.1642T0.79|-13C|@M529.1658T0.78|-18O|-13C2|@M689.2143T0.78|-(C6H10O5)
M690.2175T0.78	c18hypersil					-0.802870141867462	0.0021039487332833	1	-0.0686438556856643	0.75448575610537	0	-0.378691351406758	0.157499690207074	0	-0.184542449491197	0.463541571920082	0	1.67973992609527	1.92777486767813	E	E	E	E	E	E											M690T1.1	690.217499609752	46.7904064067777	[1327][M+1]+		4	626	@M528.1642T0.79|+(C6H10O5)|@M689.2143T0.78|+13C
M527.518T4.89	c18hypersil					-0.0657441542727142	0.856460703919118	0	-0.00381074988024999	0.989779574949109	0	-0.133522755285464	0.846744154730712	0	0.0353150327634637	0.957887115433427	0	0.0189109622959741	0.0687586028194537	E	E	E	E	E	E											M528T5	527.517952440954	293.190924801138	[1077][M]2+		74	627	@M528.0191T4.89|-13Cdb
M528.275T8.7	c18hypersil					-0.0124882185632487	0.660840025665439	0	-1.66241885143605	1.37883049930505e-06	1	-0.0545310918394364	0.997507601335683	0	-1.38616807644493	0.000142207452233624	1	0.0513286504443138	0.257259665279224	E	E	E	E	E	E											M528T9	528.274968256069	522.115134236548	[1079][M]+		2911	628	@M529.2784T8.7|-13C
M531.3126T4.8	c18hypersil					-0.335115568947993	0.794181581428027	0	0.0215478223955063	0.998921783599456	0	-0.0895900965994159	0.976867611313332	0	-0.955124803302894	0.387698705392997	0	0.121399306199083	0.428706167376824	E	E	E	E	E	E											M531T5	531.31261881286	287.917737155643	[1084][M]2+		33	629	@M531.8142T4.8|-13Cdb
M532.1402T4.91	c18hypersil					0.973661091502201	0.00809632415486188	1	-0.574088904898785	0.254072647628347	0	0.627773041042749	0.220437621750789	0	-0.655812405800086	0.111642281717252	0	1.34458481578594	1.5400803937889	E	E	E	E	E	E											M532T5.4	532.14018407044	294.396167013855		[M+Na]+ 509.147	74	630	@M532.6417T4.9|-13Cdb|@M533.1414T4.9|-13C|-15N
M576.3883T14.83	c18hypersil					0.209472093753314	0.975766614662684	0	-2.18007917975798	0.186937251274838	0	-2.87248400892532	0.378477784248358	0	-0.957227220417364	0.801670684133327	0	0.158381222170141	1.20888126939406	E	E	E	E	E	B											M576T15	576.388297452075	889.903726956576			3166	631	@M532.3617T14.87|+(C2H4O)|@M620.415T14.8|-(C2H4O)
M532.4467T5.26	c18hypersil					1.14856124887136	0.0961943686688444	0	-0.374613208163986	0.786299483206294	0	-0.134994968452762	0.936424822157119	0	-0.359306356687846	0.762407745954773	0	1.12047339780084	0.290510054316619	E	E	E	E	E	E											M532T5.6	532.446681778017	315.504703863645	[1086][M]2+		16	632	@M532.9476T5.26|-13Cdb
M638.9343T5.26	c18hypersil					1.06150649821387	0.133476869675335	0	-0.123054388193706	0.968316004111222	0	0.0523160482088443	0.970665346203538	0	-0.254672499429738	0.833688010690519	0	1.00826977231282	0.464761341177589	E	E	E	E	E	E											M639T5.2	638.934280370652	315.616947080693		[M+H+CF3COOH]+ 503.942	16	632	@M532.9476T5.26|+(H2O)+2(CO2)
M537.1713T1.2	c18hypersil					1.03267716787749	2.51859855986794e-05	1	-0.550315141286816	0.0466174773114605	1	0.252127177337815	0.449561064936018	0	-0.829705381519105	0.00223760293217739	1	1.97959746761687	0.923326932193569	E	E	E	E	E	E											M537T1	537.171283709043	72.2985558404094	[1098][M]+	[2M+H]+ 268.081	1	633	@M538.1748T1.2|-13C|@M539.1769T1.2|-18O|-13C2|@M540.1795T1.2|-13C3|-13C-18O
M539.1482T5.22	c18hypersil					0.380317025987997	0.221564017280645	0	-0.105014669114714	0.880819830038311	0	0.355625290978521	0.428242496464487	0	-0.160740460758067	0.693948774452718	0	0.793142352229453	1.43382525560584	E	E	E	E	E	E											M539T5.6	539.148196293067	313.165944334127		[M+K]+ 500.191 [M+H+NH3]+ 521.118	16	634	@M539.6499T5.21|-13Cdb
M539.7937T5.69	c18hypersil					-1.93031634614465	0.00351174651496095	1	0.824241965474815	0.408111465158248	0	-0.323823802712159	0.569268621904516	0	0.539246348190401	0.252316750107123	0	1.51962575703788	0.939995560922086	E	E	E	E	E	E											M540T6	539.793682604269	341.301892743015	[1101][M]2+		58	635	@M540.2948T5.7|-13Cdb
M540.0442T5.69	c18hypersil					-1.96121525591528	0.00212982139224957	1	0.746723538420444	0.452947456426349	0	-0.404252632633764	0.499369655826166	0	0.564032249829337	0.255283692603947	0	1.56373849703759	1.06182489913449	E	E	E	E	E	E											M540T6.1	540.044214102145	341.321997479697	[1102][M]2+		58	636	@M540.5458T5.69|-13Cdb
M540.3592T13.86	c18hypersil					0.648533819170988	0.739933360392079	0	-2.33952979962053	0.13897268505807	0	-2.54308102698663	0.451209644988893	0	-1.03307034690895	0.777039137720566	0	0.358190806778936	0.946625214358518	E	E	E	E	E	B											M540T14	540.359174766038	831.86661978946			1073	637	@M584.3854T13.8|-(C2H4O)
M628.4119T13.74	c18hypersil					0.560951059640733	0.788721601236611	0	-2.39809010865931	0.12004153203609	0	-2.5576339934345	0.448388799247611	0	-0.878593128279844	0.819242159098526	0	0.290234156335654	0.92415833026705	E	E	E	E	E	B											M628T14.1	628.4118767418	824.620318893642			24	637	@M584.3854T13.8|+(C2H4O)
M540.5312T4.8	c18hypersil					0.053780692015394	0.996955052248578	0	-0.856711990884763	0.716189675873777	0	1.14471092453779	0.639378537305555	0	0.00155751378145474	0.987627546834314	0	0.0830902809577026	1.29343497810511	E	E	E	E	E	E											M541T5	540.531214433706	287.756223510913	[1104][M]2+		33	638	@M541.0325T4.8|-13Cdb
M542.326T10.28	c18hypersil					-0.533611114701323	0.369742529034055	0	-0.609997966178593	0.440764073580721	0	-0.817750568110874	0.332308767638299	0	-0.962567083334726	0.168209051932239	0	0.476483795026116	1.42894490250284	E	E	E	E	E	E											M542T10	542.326009770086	616.562111558259	[1108][M]+	[M+H]+ 541.319	29	639	@M543.3294T10.28|-13C|@M544.331T10.27|-18O|-13C2|@M564.3079T10.28|-Na
M664.3477T10.32	c18hypersil					-0.931009433840225	0.20600421353209	0	-0.759518802027241	0.421519452869245	0	-1.2261787417854	0.215099957206689	0	-1.39731192216352	0.0667260605252927	0	0.722858468283876	1.61506590193135	E	E	E	E	E	E											M664T10	664.347652691309	619.049862382575	[1307][M]+		1157	639	@M543.3294T10.28|+(C3H7O2NS)|@M665.3509T10.32|-13C
M665.3509T10.32	c18hypersil					-1.01621768089443	0.203330607605547	0	-0.900010434401496	0.37801722432923	0	-1.34543917282101	0.21804512429365	0	-1.55804260151263	0.0643379966003005	0	0.716413824899682	1.58915869472575	E	E	E	E	E	E											M665T10	665.350937557085	619.099640346886	[1307][M+1]+		1150	639	@M544.331T10.27|+(C3H7O2NS)|@M664.3477T10.32|+13C
M542.3944T14.07	c18hypersil					1.81541354786778	0.1603935864858	0	-1.64280998136934	0.329098615080837	0	-0.857459173294348	0.795619714395723	0	1.15132348281209	0.68745286774671	0	0.968728964402281	0.243913998359172	E	E	E	E	E	E											M542T14	542.394352210186	844.16534385429	[1109][M]2+		24	640	@M542.896T14.07|-13Cdb
M543.1348T0.78	c18hypersil					-0.56461522402499	0.00199168503676388	1	-0.0307796713580473	0.805797395898693	0	-0.102695577982157	0.660785438546383	0	-0.223491290379993	0.176731656118992	0	1.7229248460561	0.947850636023734	E	E	E	E	E	E											M543T1.2	543.134820090811	47.0356651840878	[1110][M]+	[M+K]+ 504.173	4	641	@M544.1382T0.79|-13C|@M545.1314T0.79|-34S|-41K|-37Cl|@M611.1223T0.76|-(HCOONa)|@M627.0964T0.76|-(HCOOK)|@M705.1881T0.78|-(C6H10O5)
M706.1916T0.78	c18hypersil					-0.580135834351715	0.00779654361063047	1	0.0693061338324341	0.941352869500099	0	-0.196171204568849	0.445197740781145	0	-0.18722351888692	0.402872807648102	0	1.59802234270701	1.28569843646808	E	E	E	E	E	E											M706T1.2	706.191618709213	46.9684294066998	[1353][M+1]+		4	641	@M544.1382T0.79|+(C6H10O5)|@M705.1881T0.78|+13C|@M707.1893T0.78|-15N
M707.1893T0.78	c18hypersil					-0.813327090643241	0.0143455687707066	1	-0.135857260810646	0.702301478903575	0	-0.188672286397111	0.591052560117787	0	-0.294085361126438	0.277030790372197	0	1.39228687546944	0.944741443984387	E	E	E	E	E	E											M707T1	707.189343683624	46.8146734631844	[1353][M+2]+		4	641	@M705.1881T0.78|+18O|+41K|+37Cl|@M706.1916T0.78|+15N
M543.2892T2.12	c18hypersil					1.23140096785795	0.0138199011559573	1	-0.209160098649333	0.885444658523229	0	0.110495862817178	0.896285625565259	0	-0.376564233756882	0.60696678892661	0	1.52964471463412	0.654211693648516	E	E	E	E	E	E											M543T2	543.289188034217	127.024547890854	[1111][M]2+		75	642	@M543.7905T2.12|-13Cdb
M543.7616T6.75	c18hypersil					0.141593543309979	0.388644282565262	0	0.447036553984693	0.0466174773114605	1	0.301683107210508	0.357677896490061	0	0.394247694302665	0.128746175291264	0	0.45510100794751	0.917390072539629	E	E	E	E	E	E											M544T7	543.761606040435	405.26986542892	[1112][M]2+		2739	643	@M544.2633T6.75|-13Cdb
M544.2351T6.68	c18hypersil					0.137743001357862	0.815876688121846	0	-0.700307996710984	0.0647366632965162	0	0.182054095448922	0.757467874738469	0	-0.239849939737374	0.632781302563652	0	0.265593563745817	0.405465593394192	E	E	E	E	E	E											M544T7.1	544.235064199562	400.88517959154	[1113][M]+	[M+H]+ 543.223	73	644	@M545.2383T6.69|-13C
M544.2898T6.4	c18hypersil					-0.0281187012840221	0.951080972928483	0	0.162342091356406	0.588330616838556	0	-0.0713330959263274	0.843995150516598	0	0.18730867999435	0.521479402833077	0	0.048313119131831	0.0664203626436602	E	E	E	E	E	E											M544T6.1	544.289787426309	384.266143106552	[1115][M]2+		80	645	@M544.7912T6.4|-13Cdb
M544.7737T2.22	c18hypersil					0.42057427933451	0.0850328906626056	0	-0.413118100626642	0.17590662854917	0	-0.238359742250092	0.605200845076434	0	-0.572666247792617	0.0618869048859836	0	1.2040804824115	0.0658266715558127	E	E	E	E	E	E											M545T2	544.773708365117	133.143041205616	[1119][M]2+		75	646	@M545.275T2.22|-13Cdb
M545.1922T1.89	c18hypersil					-0.17169469762716	0.394065430789815	0	-0.102367692763195	0.712762595315283	0	-0.220777785960657	0.482656207471489	0	0.0555199328742333	0.845542980042868	0	0.273111618369779	0.719763024766391	E	E	E	E	E	E											M545T2.2	545.192213294673	113.275427422787	[1121][M]+	[M+K]+ 506.236	2	647	@M546.1961T1.89|-13C
M546.0307T6.08	c18hypersil					0.209320388588955	0.774020090353446	0	-0.157858287212084	0.888465847689073	0	-0.115300267415579	0.924119154634904	0	-0.145894265403021	0.889511952940319	0	0.24280354126058	0.501020441060872	E	E	E	E	E	E											M546T6.2	546.030697890871	364.982189433423	[1123][M]2+		64	648	@M546.5321T6.08|-13Cdb
M546.2854T11.55	c18hypersil					-0.898345848211225	0.241051490180879	0	-0.848529380044692	0.389695549515612	0	-1.57075014754274	0.189741194657536	0	-1.59379787610779	0.0886388913660777	0	0.646263628996305	1.63625756328136	E	E	E	E	E	E											M546T12	546.285370254441	693.232867804129	[1125][M]+	[M+H]+ 545.278	1094	649	@M547.2887T11.55|-13C|@M548.2912T11.55|-18O|-13C2|@M568.2672T11.56|-Na
M547.7627T3.94	c18hypersil					-0.831035385821165	6.36358637340747e-05	1	0.138934783697986	0.785138907230534	0	-0.226688208796006	0.30836697343583	0	0.0471033989907585	0.816255424785957	0	1.93976459975688	1.88235172274116	E	E	E	E	E	E											M548T4	547.762728704811	236.46332808562			2151	650	@M548.2644T3.94|-13Cdb|@M548.7654T3.94|-13C
M548.3172T4.83	c18hypersil					-1.18698036624082	0.657441431294772	0	-0.72139290149352	0.850703942373704	0	-1.03746410178314	0.775347857002536	0	-3.32449931658123	0.14744039297833	0	0.189939533051432	0.678989026579019	E	E	E	E	E	B											M548T5.2	548.317187923166	289.978886239168	[1131][M]+		33	651	@M548.8179T4.83|-13Cdb|@M549.3186T4.83|-13C|-15N
M548.8179T4.83	c18hypersil					-0.350838990496058	0.85205623408622	0	-1.60757112149274	0.575784470084037	0	-0.962989804189574	0.786957930896968	0	-3.36497425894778	0.119307727951545	0	0.0278538391873002	0.688072447523539	E	E	E	E	E	E											M549T5.1	548.817931128968	290.01581635593		[2M+Na]+ 262.926	33	651	@M548.3172T4.83|+13Cdb|@M549.3186T4.83|-13Cdb|@M575.8286T4.93|-(HCN)
M548.6509T4.83	c18hypersil					-1.54652970791533	0.530031981069488	0	-2.04632622121581	0.547511095036032	0	-1.19391101775596	0.727663706423897	0	-3.45430982124082	0.124326899884648	0	0.247521222201632	0.795495276860575	E	E	D	E	E	B											M549T5	548.650948863142	290.01581635593	[1133][M]2+		33	652	@M549.152T4.83|-13Cdb|@M575.6615T4.93|-(HCN)
M549.2396T8.41	c18hypersil					-0.401075726710229	0.254193447377386	0	0.338367298629443	0.481641982799394	0	-0.422668714156313	0.497576828524568	0	-0.000894681549135967	0.983701769066875	0	0.763487939714517	0.638382255251977	E	E	E	E	E	E											M549T8	549.239597103804	504.453168293448	[1134][M]+	[3M+K]+ 170.098	19	653	@M550.2429T8.41|-13C
M549.3104T8.41	c18hypersil					0.799829304853597	0.161632386183856	0	1.24391549548436	0.0833862644117715	0	-2.84738847491078	0.30854917478405	0	-0.49060286152076	0.906275083753635	0	0.60497863509136	0.911573026270931	E	E	E	E	E	B											M549T8.1	549.31041496947	504.867616334303	[1135][M]+	[M+K]+ 510.342	19	654	@M550.3136T8.41|-13C
M550.004T6.6	c18hypersil					-1.26127429213043	0.313513992344738	0	0.266785917713815	0.932928920149799	0	-1.7620466023622	0.308405227767244	0	-1.33090022913256	0.406342955293348	0	0.594749228802679	1.35728382177634	E	E	E	E	E	E											M550T7	550.003958759734	395.861237275175			69	655	@M594.0183T6.6|-(NH2CO.)
M550.9075T14.07	c18hypersil					1.20590808973018	0.00711275717522592	1	-0.498334440023921	0.477375673512338	0	-0.0167363627382304	0.972259058415918	0	0.979624570716007	0.300813056343213	0	1.45273835885195	0.269081974649307	E	E	E	E	E	E											M551T14	550.907508928172	843.991986025644	[1137][M]2+		1075	656	@M551.4092T14.07|-13Cdb
M551.1051T1.54	c18hypersil					-0.802535055831724	0.000250612977325878	1	0.110360399738264	0.876742431018726	0	-0.295954263322297	0.270452657873972	0	-0.179168313909059	0.484023221057631	0	1.830427006913	1.40233825712805	E	E	E	E	E	E											M551T2	551.105108792367	92.2615868024368	[1138][M]+		2510	657	@M552.1084T1.54|-13C
M551.1556T1.06	c18hypersil					-0.182483361193537	0.362712654650349	0	-0.324131005598677	0.225700157265666	0	0.380259401165318	0.236488553025782	0	-0.318814131308301	0.234542220632408	0	0.607566736059439	1.2029001067889	E	E	E	E	E	E											M551T1	551.155629650818	63.5063105008044	[1139][M]2+		3	658	@M551.657T1.06|-13Cdb
M553.3852T14.07	c18hypersil					1.40025911552796	0.083009674771256	0	-1.12987863605917	0.288925635587413	0	-0.730633390029816	0.769798768018974	0	1.1969604364732	0.56555220181401	0	1.1085438044422	0.190019700208019	E	E	E	E	E	E											M553T14	553.385206347112	844.16534385429			1055	659	@M553.8869T14.07|-13Cdb|@M554.3884T14.07|-13C
