variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M135.0298T1	c18acquity			4		0.111996619288735	0.73881638143059	0	-0.0717810909118786	0.640401931569509	0	0.0153477519406309	0.950125229679537	0	-0.231740731467262	0.0380758162896789	1	0.0316605226335635	E	E	E	E	E	E	M135T1.6	135.029834720818	57.2391527416033	[33][M]-		105	NA	
M135.1177T17.8_2	c18acquity					-0.424304349471914	0.480232947750222	0	0.181636638501102	0.627847613916209	0	-0.179698238185674	0.753804804723443	0	0.169073652569974	0.399254799388507	0	1.32459182207242	E	E	E	E	E	E	M135T18.4	135.117745479739	1066.43805800381		[M-H-C4H8]- 192.188	14	NA	
M136.0333T1	c18acquity					-0.0816149931656192	0.864814402259965	0	0.158579083680207	0.26823740914225	0	-0.0631002764768116	0.918946349927362	0	-0.0372183017351269	0.864584843038391	0	0.781371411743214	E	E	E	E	E	E	M136T1.1	136.03331685698	57.248066905387	[33][M+1]-		105	NA	
M136.8773T1	c18acquity					0.0106875607177699	0.973160756428704	0	0.000160225705071682	0.996110855745001	0	0.0379035915408288	0.884355975360283	0	-0.00892768672077082	0.927138832969934	0	0.0356995661562525	E	E	E	E	E	E	M137T1.1	136.877349686717	57.9361922972999		[M-H]- 137.886	105	NA	
M136.8917T0.9	c18acquity					-0.12370681283547	0.713043446254809	0	0.108596724931935	0.462567897543538	0	-0.0600076335621722	0.855830591687896	0	-0.00430417212442435	0.985903026837414	0	0.926398414142714	E	E	E	E	E	E	M137T1.2	136.89170345263	54.4708009200682		[M-H-COCH2]- 179.912	105	NA	
M137T10_2.5.Dihydroxybenzaldehyde	c18acquity	2,5-Dihydroxybenzaldehyde	CHEBI:28508	2	a,b	0.111804005796158	0.858432233056122	0	0.446276935686354	0.087331179867012	0	-0.0674069506500796	0.923111562090951	0	0.309042588202745	0.234509878854212	0	0.580567823098757	E	E	E	E	E	E	M137T10	137.024341592608	623.330835084756		[M-H]- 138.032	317	NA	
M138.8751T1	c18acquity					-0.0553575284686065	0.839784475374162	0	-0.0272847432281864	0.802154156738287	0	0.0332513342064473	0.913368498878851	0	-0.0226035063195393	0.825265661902377	0	0.664557509045077	E	E	E	E	E	E	M139T1	138.875079888906	57.9295675179322		[M-H]- 139.887	105	NA	
M138.9146T0.9	c18acquity					-0.0240508345896799	0.972248560670953	0	-0.516368345646599	0.279811722772017	0	0.152202345973805	0.919458232741019	0	-0.0623827436322451	0.908638821304711	0	0.0863440404195562	E	E	E	E	E	E	M139T1.1	138.914644851208	56.5274413841591			1521	NA	
M139.1128T10.1	c18acquity					-0.0153442009729634	0.972248560670953	0	-0.0698636492738647	0.636796766653245	0	0.0351572232637416	0.919458232741019	0	-0.227787237085225	0.0578006213242887	0	0.121055493082868	E	E	E	E	E	E	M139T10	139.112833378426	608.521078333698			1708	NA	
M140T1_O.Phosphorylethanolamine	c18acquity	O-Phosphorylethanolamine	CHEBI:17553	2	a,b	0.261540010595308	0.480232947750222	0	-0.2175618445787	0.231388234999035	0	0.440722258955999	0.0643774822715843	0	-0.145046045876269	0.255692578694227	0	3.0625162054724	E	E	E	A	E	E	M140T1	140.010235213613	58.2380203639225		[M+2Cl]2- 210.075	105	NA	
M141.9124T7.5_1	c18acquity					-0.0963535300412346	0.839784475374162	0	0.212762632230019	0.126763322193117	0	-0.227491517963388	0.486973152192682	0	0.223395183249963	0.120444134743954	0	1.86606767565581	E	E	E	E	E	E	M142T8	141.912429879897	452.104686159452			830	NA	
M141.9124T9.7	c18acquity					0.0198038255491664	0.959876376065185	0	0.0765977772905142	0.567118691729484	0	-0.00621500635877759	0.985264791595007	0	0.0829557331095572	0.611605341498871	0	0.566052842174423	E	E	E	E	E	E	M142T10.1	141.912442133334	580.221430640855			1615	NA	
M141.9125T8.4	c18acquity					0.143303717324535	0.818707521419949	0	-0.0997731697847861	0.70201153917782	0	0.240467317834103	0.512122611454927	0	-0.208137833697347	0.183165521654934	0	1.4192875214661	E	E	E	E	E	E	M142T8.1	141.912460984676	502.142524432934		[M-H-C4H8]- 198.979	136	NA	
M141.9125T8.7	c18acquity			4		0.162150848111168	0.480232947750222	0	0.557626662862083	3.82763136618231e-05	1	-0.0735424611194233	0.801005451933155	0	0.626583854550431	1.81989808461478e-05	1	0.74668517645059	E	E	E	E	E	E	M142T9	141.912466525803	519.466101823636		[M-H]- 142.923	60	NA	
M142.0257T1.2	c18acquity					-0.043550177366054	0.966701248273451	0	-0.0727311260981001	0.83199468430934	0	-0.386595771395303	0.486166700199623	0	-0.370153956863497	0.130775590629103	0	1.62548176019053	E	E	E	E	E	E	M142T1.2	142.025730594059	71.2753348518384			8	NA	
M142T8.2_L.Tryptophan.frag.1..M.H.	c18acquity	L-Tryptophan frag 1 [M-H-CH3NO2]-	CHEBI:27897	1	a,b,c	0.0205313192019734	0.927799112545239	0	0.408429047717986	0.0017605382123516	1	-0.00961076745684686	0.96472402393498	0	0.339912421526988	0.0224264317538647	1	0.312835905647943	E	E	E	E	E	E	M142T8.2	142.066200533118	452.088512400711			32	NA	
M142.9286T9.9	c18acquity					-0.0598648822171377	0.939964658706629	0	0.0601473690789014	0.808025052346947	0	0.0534041399883805	0.921005465362915	0	0.0502149582653058	0.788925121598053	0	0.58011160225226	E	E	E	E	E	E	M143T10	142.92860632657	593.514472030659			1549	NA	
M143.0347T1.2	c18acquity			4		-0.149230838840403	0.791447604470842	0	0.15949344237594	0.421158169502347	0	0.0227047233436206	0.976528203360806	0	0.296297388704371	0.0470527381101891	1	0.285371614151707	E	E	E	E	E	E	M143T1.2	143.034654006269	71.8963129297332			8	NA	
M143.035T0.9	c18acquity					-0.0789651612822411	0.904221422304894	0	-0.0545355345037155	0.803257489741779	0	-0.139386250362527	0.701415597565048	0	0.203795282505858	0.129074490275573	0	1.18810286626034	E	E	E	E	E	E	M143T1.1	143.034972702516	54.7204515174709			105	NA	
M143.0462T1	c18acquity			4		0.881612734048328	0.296474651413738	0	-0.366199697110607	0.503898425674307	0	1.30738143802862	0.0154226242491035	1	-0.647148462228227	0.0319595509086202	1	3.12615711982761	E	E	A	A	E	S	M143T1.3	143.046244398142	60.3443328230724			1836	NA	
M144.0455T10	c18acquity			4		-0.0704331080453375	0.996337640531102	0	0.913441934913973	7.02696847586332e-05	1	0.245533876206492	0.77141908928788	0	1.16984245963094	9.29526735459754e-06	1	0.84773424746592	E	E	E	E	E	E	M144T10.2	144.045461251367	601.07391233136			228	NA	
M144.0455T7.5	c18acquity			4		0.0362781753952728	0.930082771635458	0	0.306119257061273	0.0404937072029638	1	0.0387840395949279	0.95927153626296	0	0.339767095156441	0.0209463347354426	1	0.00411853290656674	E	E	E	E	E	E	M144T8	144.045537421356	452.42848473204			32	NA	
M144.9232T7.5_1	c18acquity					-0.0421396066387469	0.983431984005976	0	0.263821318366489	0.271463201220253	0	-0.0503890620612513	0.923111562090951	0	0.386142115709685	0.0596173829530505	0	0.794778355066531	E	E	E	E	E	E	M145T8.1	144.923179988505	452.184702769496			828	NA	
M144.9234T8.9	c18acquity					0.0551330688225562	0.874751193227556	0	0.146630054973485	0.26118059901554	0	-0.190702491676193	0.78253606971623	0	0.169226102043766	0.494745905035538	0	1.50051545208104	E	E	E	E	E	E	M145T9.2	144.923375267034	531.867561735911			182	NA	
M144.9234T9.9	c18acquity					0.0640829858981409	0.799110883721674	0	0.00088588123702138	0.967070307527859	0	0.0481229619251486	0.812153728653287	0	0.0434876658261523	0.546231045019781	0	0.867030686859629	E	E	E	E	E	E	M145T10	144.923381124457	593.983916627671			1551	NA	
M144.9234T9.2	c18acquity					0.041376676204349	0.847372739405374	0	0.0458451952929853	0.602472233435709	0	0.00981552512205575	0.978059801176332	0	0.058008496950789	0.617537007767699	0	0.0881071052452439	E	E	E	E	E	E	M145T9	144.92339425762	554.577071034074			2057	NA	
M144.9234T8.6	c18acquity					0.0550809738316964	0.852675103531388	0	0.319752298884765	0.0192352790426379	1	-0.170199117754002	0.801005451933155	0	0.317615063131573	0.169240210769499	0	1.40485710982785	E	E	E	E	E	E	M145T9.1	144.923400741607	517.387428455814			2053	NA	
M144.9234T8.4	c18acquity					0.201337545257648	0.755274361056983	0	0.116927878311865	0.637234938253868	0	0.0384559825487258	0.976528203360806	0	0.0837845056430879	0.841638765027239	0	0.479342202881951	E	E	E	E	E	E	M145T8	144.92340510317	502.419166191736		[M-H]- 145.931	136	NA	
M144.9234T7.9	c18acquity					0.317222523019112	0.606533023327339	0	0.297213587574973	0.285444293974016	0	0.227397179793696	0.87176339703029	0	0.531783649453812	0.16364490817765	0	0.120983909082557	E	E	E	E	E	E	M145T8.2	144.923443743901	475.825692221419			201	NA	
M145.0505T7.5_2	c18acquity					0.123731095339195	0.713043446254809	0	0.233350501454215	0.10355433174886	0	0.0145054938145552	0.988652220958936	0	0.221027080923395	0.292333422976691	0	0.164840871123517	E	E	E	E	E	E	M145T8.3	145.050546384824	451.891339450644			32	NA	
M145T1.5_L.Glutamine	c18acquity	L-Glutamine	CHEBI:18050	2	a,b	-0.00722425747637701	0.999861134479263	0	0.0990422316360444	0.346443072750838	0	0.0319493059192233	0.923111562090951	0	0.0911949253077609	0.383431888292401	0	0.397635339330868	E	E	E	E	E	E	M145T1.5	145.061808047293	52.380349636647	[40][M]-	[M-H-C2H4]- 174.109	33	NA	
M145.0618T1.2_2	c18acquity					0.00459612877012816	0.996337640531102	0	0.0199841038405353	0.939151517879405	0	0.0887511703587496	0.866427028619546	0	0.247483754390174	0.0691173910691595	0	0.912668826603355	E	E	E	E	E	E	M145T1.6	145.061822648996	71.4710610684966			8	NA	
M145.087T10.1	c18acquity					-0.0865669800691453	0.819889758127754	0	0.0359778547909109	0.858035132974619	0	0.0256182883469371	0.965413576387071	0	0.0470180477405986	0.818577627953931	0	0.756497486137983	E	E	E	E	E	E	M145T10.3	145.087026999278	606.741899069532			1733	NA	
M145.9306T10	c18acquity					-0.0331074014358599	0.845870200710721	0	-0.0763489905632415	0.259975144104262	0	-0.0755594534014428	0.864998730012924	0	-0.0721503320789001	0.604904997780689	0	1.3216117885286	E	E	E	E	E	E	M146T10.1	145.930620353248	597.644915083705			2252	NA	
M146.0459T1.2_2	c18acquity					-0.0221114980172601	0.956963237404803	0	-0.120617070054378	0.410956063189945	0	-0.0032591739658816	0.987686216513029	0	0.0586671563774175	0.701660119916409	0	0.277677722638645	E	E	E	E	E	E	M146T1.4	146.045863445878	70.780987548198		[M-H+NH3]- 130.026	8	NA	
M146.0651T0.9	c18acquity					-0.00478097201289884	0.996337640531102	0	0.129006205214585	0.276351759619761	0	0.0633589698575907	0.864998730012924	0	0.170034556489087	0.0808626092475452	0	0.6801387748914	E	E	E	E	E	E	M146T1.5	146.065073180969	52.3712396428825	[40][M+1]-		33	NA	
M146.0822T0.9	c18acquity					-0.0665012081092975	0.845870200710721	0	-0.0379364403991005	0.786328435303314	0	-0.0114586101319532	0.976528203360806	0	-0.00278570891893182	0.987404130778676	0	0.154175617276656	E	E	E	E	E	E	M146T1.6	146.082215667394	55.2089169587141		[M-H-CH2]- 161.105	105	NA	
M146.9384T8.4_1	c18acquity					0.197407197954687	0.82879208276537	0	-0.184178608566882	0.608191167073877	0	0.286417860646239	0.664780943689508	0	-0.256053311678018	0.267509304592187	0	1.12668627905146	E	E	E	E	E	E	M147T8.1	146.938427466791	502.089548517598		[M-H-C2H4]- 175.966	136	NA	
M146.9385T7.5_1	c18acquity					0.0826811836581651	0.845870200710721	0	0.0775330803864591	0.636796766653245	0	-0.0377480974644602	0.923111562090951	0	0.116167456652189	0.448588082103496	0	0.090467600988324	E	E	E	E	E	E	M147T8	146.938548724349	452.39203297335			841	NA	
M146.961T9.9	c18acquity					-0.0354517081152874	0.929453841794226	0	0.0102928167842631	0.95766881774768	0	-0.0551014170777151	0.869254598395605	0	-0.101873887750278	0.286729945676416	0	0.868574094667308	E	E	E	E	E	E	M147T10	146.960959727248	595.85071761908			1554	NA	
M146.9612T8.4_2	c18acquity			4		0.371564116100824	0.534831870612404	0	-0.288737930279233	0.356760488687236	0	0.464380029734061	0.252982148656231	0	-0.465363969275797	0.0162263804248018	1	2.35477362997877	E	E	E	E	E	E	M147T8.3	146.961242326652	502.263811229334		[M-H-CO]- 175.966	136	NA	
M146.9659T1	c18acquity					0.0222842150419442	0.988871394079489	0	-0.15960563636575	0.285463101388174	0	-0.154145685660314	0.66630674953977	0	-0.18902882562163	0.120879258795115	0	1.02469240300822	E	E	E	E	E	E	M147T1.4	146.965858958984	61.73216504265			1832	NA	
M146.983T1.2	c18acquity					-0.199828012657157	0.198317415807086	0	-0.0829631458204769	0.276661297592444	0	-0.0529906074762767	0.848511000246608	0	0.105284508464299	0.223911853437955	0	0.8678048952753	A	E	E	E	E	E	M147T1.5	146.982990662658	73.3297591656468			1576	NA	
M147.0298T1.2	c18acquity					0.112254916262595	0.498103284528186	0	0.203873119115872	0.0153434325687893	1	0.0488399200449976	0.874113498865626	0	0.128324251236155	0.122398128984867	0	0.946597332986032	E	E	E	E	E	E	M147T1.6	147.029846713937	71.5023681966042			8	NA	
M147.0451T9.3	c18acquity					0.362489179564779	0.417692562916179	0	-0.105747522987388	0.734647079037461	0	0.297003500016501	0.480562224946938	0	-0.0660288777703339	0.722606669936803	0	1.31815796533433	E	E	E	E	E	E	M147T9	147.045118332434	558.714387349895			2319	NA	
M147.0492T0.9	c18acquity			4		0.125796924525059	0.839784475374162	0	0.0165122865902347	0.941891735171106	0	0.165773795945343	0.773818940280737	0	-0.424888649368047	0.0381122784849595	1	1.23790634434208	E	E	E	E	E	E	M147T1.7	147.049205356747	54.474425465871	[42][M+1]-		105	NA	
M147.9646T0.7	c18acquity					0.171922298612621	0.590467965475061	0	-0.0837176295006561	0.650848512749847	0	0.0347935455708495	0.923111562090951	0	-0.148000679587231	0.295849566496991	0	0.380552464663515	E	E	E	E	E	E	M148T1	147.964600058154	43.1345926117473	[45][M+1]-		90	NA	
M148T1.1_L.Methionine	c18acquity	L-Methionine	CHEBI:16643	2	a,b	-0.227878981037369	0.478244215320689	0	0.256984686664385	0.0497653302420124	1	0.136433815623871	0.701415597565048	0	0.357692586598814	0.00292584099104946	1	0.877452260211557	E	E	E	E	E	E	M148T1.1	148.043720542649	71.302701849294			8	NA	
M148.965T0.7_2	c18acquity					-0.0069895945659546	0.996337640531102	0	0.0297168780705803	0.875005526212189	0	-0.0709354657726387	0.911544212500002	0	-0.104953042135632	0.580554454261594	0	0.0203444334417215	E	E	E	E	E	E	M149T1.1	148.965045655717	43.1233539087905			1406	NA	
M148.9801T1.2	c18acquity					-0.151022158003697	0.488195146422223	0	-0.0269714787721327	0.780396917770602	0	-0.061825079603139	0.884355975360283	0	0.176034729008327	0.223771259200049	0	0.769830907026447	E	E	E	E	E	E	M149T1.2	148.980102989697	73.331025391707			113	NA	
M149.0456T1	c18acquity					0.0548942496566074	0.947942156421811	0	-0.0552960530263338	0.831565646600943	0	0.276696531605392	0.43491992325022	0	-0.0986123539646844	0.50979668777967	0	1.67244338706761	E	E	E	E	E	E	M149T1.3	149.045587271885	60.9864048219468			1833	NA	
M151.0763T13.8	c18acquity					-0.210925741203427	0.478244215320689	0	-0.159603662821068	0.204662552456534	0	-0.108595508361345	0.852230164233132	0	-0.179701766016102	0.278421881637157	0	0.777292452227225	E	E	E	E	E	E	M151T14	151.076329847257	830.107411450272			1224	NA	
M152.0484T0.9	c18acquity					-0.0199130620835444	0.996337640531102	0	0.396172558765524	0.0527323658080564	0	-0.02588459039311	0.961733353445628	0	0.202645854245757	0.317873074488622	0	0.0983239594381569	E	E	E	E	E	E	M152T1	152.048399610876	55.2826928585286		[M-2H+Na]- 131.071	105	NA	
M152.9958T0.9	c18acquity					-0.200926988289572	0.543861032497723	0	-0.0969229023257441	0.549063110730954	0	-0.102858281425044	0.869254598395605	0	-0.21000658457617	0.221825003636003	0	1.24072917777258	E	E	E	E	E	E	M153T1.2	152.995821880094	56.3061724194643		[M-H-CH3]- 169.037	105	NA	
M153T9_2.6.Dihydroxybenzoic.acid	c18acquity	2,6-Dihydroxybenzoic acid	CHEBI:68465	1	a,b,c'	0.159193586857032	0.83847704010067	0	-0.586303010178707	0.00202117664786207	1	-0.110855732305509	0.881000244096902	0	-0.57255988623213	0.00199491970162158	1	0.758906146076536	E	E	E	E	E	E	M153T9	153.01929065622	547.997656930233			2056	NA	
M153.0305T1.2	c18acquity					-0.084492154424149	0.83847704010067	0	-0.0331018269872931	0.831565646600943	0	0.23880780469772	0.480562224946938	0	0.151039292647511	0.313027337504719	0	1.49230284401123	E	E	E	E	E	E	M153T1.3	153.0305157438	71.2106949289776			8	NA	
M153.8685T0.9	c18acquity					-0.0521534465713476	0.882446974477744	0	-0.00436652045053521	0.963618546948544	0	-0.0616527880214015	0.869254598395605	0	-0.0844401564598662	0.454280726118697	0	0.443465529190332	E	E	E	E	E	E	M154T1	153.868539988554	56.5255116968979		[M+Cl]- 118.903 [M-H]- 154.879 [M-H-NH3]- 171.906	105	NA	
M154.8806T0.9	c18acquity					0.0261717124103065	0.935664990862925	0	-0.0853269813308657	0.142902703462332	0	0.0152107172385456	0.943546200182782	0	0.0358341615663065	0.586122843981095	0	0.19098323953283	E	E	E	E	E	E	M155T1	154.880624415958	53.4316168954692		[M+Cl]- 119.911	33	NA	
M154.9984T1.2_1	c18acquity					0.384212373435556	0.125857117098067	0	-0.0577636070709282	0.877543657468249	0	0.207263710517164	0.492576910273196	0	-0.114848320868877	0.383431888292401	0	1.30504319222841	A	E	E	E	E	E	M155T1.4	154.998438185755	70.964257084692		[M-H+NaCOOH]- 88.0176	8	NA	
M155.0097T1.2_2	c18acquity					0.522702689218624	0.11668170134905	0	-0.301654374008137	0.138261636792772	0	0.178685384406229	0.761567776756487	0	-0.342878048047133	0.0945385561610785	0	0.867655381025011	E	E	B	E	E	E	M155T1.5	155.009711443104	71.1394657055316			440	NA	
M155.1441T10.2	c18acquity					-0.0403509132632021	0.935664990862925	0	-0.134149229377877	0.35196873177908	0	-0.109323910225619	0.814391099040676	0	-0.117183103181691	0.471139216085228	0	0.980154028470063	E	E	E	E	E	E	M155T10.1	155.144143937627	610.818868194732			1724	NA	
M155.8667T1	c18acquity					0.0136552581277325	0.990456299600859	0	-0.0961696439399216	0.334437667821468	0	-0.0124241144113206	0.970245840804342	0	-0.0593559615230603	0.498800579735225	0	0.381716417699921	E	E	E	E	E	E	M156T1	155.866713117014	57.5128689029789		[M-H-CH3]- 171.906	105	NA	
M156.0667T7.5	c18acquity					0.263218426031559	0.81438944488711	0	-0.211758365238877	0.631779940341891	0	-0.226033927467725	0.863471772880014	0	-0.258680183769094	0.519069420470926	0	0.297058504041627	E	E	E	E	E	E	M156T8	156.06669782957	452.887338301487			32	NA	
M157.0117T15	c18acquity					-0.0151595787563501	0.949063419988798	0	-0.0247191416420218	0.751108260539727	0	0.00405111969074134	0.973698250726107	0	-0.0835985254347751	0.174150394744474	0	0.078820403619952	E	E	E	E	E	E	M157T15.4	157.011741853099	898.151573858934			26	NA	
M157.0117T14.2	c18acquity			4		0.113405224440532	0.707926531457055	0	-0.434283104712749	6.31210207082929e-06	1	0.0803147718457371	0.683231495746571	0	-0.507552168137149	2.35977243355585e-06	1	0.561473641618546	E	E	E	E	E	E	M157T14	157.011747727061	854.963950288596			1150	NA	
M157.0118T14.5	c18acquity					0.0332823807287248	0.915415559142722	0	-0.00299722882694198	0.996667121827687	0	0.0477524430396574	0.81717264911575	0	-0.0474287694435009	0.513726618987456	0	0.646088697457362	E	E	E	E	E	E	M157T15.2	157.011764972878	870.408597148782			36	NA	
M157.0366T1.2_2	c18acquity					0.118353704441981	0.881006911818412	0	-0.389436947851157	0.0337903453553969	1	0.204153660763991	0.686875380884889	0	-0.173514559020244	0.372267608551653	0	1.18001429269103	E	E	E	E	E	E	M157T1.6	157.036562328226	71.5159042211778		[M-H]- 158.043	8	NA	
M157.863T1_1	c18acquity					0.0991976732247561	0.470641238753657	0	-0.0168457969152858	0.90474070934218	0	0.0688825738199998	0.66630674953977	0	0.0151698535470501	0.857949515877043	0	1.16378270842739	E	E	E	E	E	E	M158T1	157.862955960907	59.3084860613038			2172	NA	
M158.0425T1_2	c18acquity			4		0.281284167215556	0.470641238753657	0	-0.205321293606621	0.241239142955543	0	0.487830945352712	0.0548662737129251	0	-0.296050176885261	0.0256054760021818	1	2.7521848452697	E	E	E	A	A	E	M158T1.2	158.042547243019	59.3297902935001			2173	NA	
M158.8466T0.9	c18acquity					0.0311285678334041	0.935664990862925	0	-0.102646903696321	0.130008901041582	0	0.0390837409529272	0.859641433110958	0	-0.086357580243078	0.198276298593541	0	0.780265811938377	E	E	E	E	E	E	M159T1	158.846592214255	56.2206750009889		[3M-2H+Na]- 45.9534	105	NA	
M159T8_3.Methyladipic.acid	c18acquity	3-Methyladipic acid	CHEBI:68503	2	a,b	0.200045018978523	0.676970463313387	0	0.111020159332016	0.593976288064404	0	0.133507964832454	0.801005451933155	0	-0.0461475361056696	0.814832293677083	0	0.956583438651872	E	E	E	E	E	E	M159T8	159.066248130201	499.568506283663		[M-H]- 160.074	309	NA	
M159T7_peptide.fragment	c18acquity	peptide fragment		3	b,c	-0.0374724430243525	0.986386271692271	0	0.887844165686865	0.00249480484879853	1	0.0662261227326848	0.973698250726107	0	0.831282792044522	0.00452019924366128	1	0.0774500283364967	E	E	E	E	E	E	M159T7	159.092672783012	440.954844859262		[M-H-CO2]- 204.09	195	NA	
M159.1026T9.2	c18acquity					0.286342966476314	0.389351395036321	0	-0.232761329595109	0.137766186118797	0	0.255571287649804	0.501664589019355	0	-0.16869405533261	0.309521974276653	0	1.74994037984655	E	E	E	E	E	E	M159T9	159.102611785566	553.429986192815			194	NA	
M159.1027T10.6	c18acquity					0.128195054949142	0.881006911818412	0	0.708597023856528	0.0472039673837483	1	-0.0829928196659786	0.923111562090951	0	0.432341713892564	0.19691036940741	0	0.30581739938705	E	E	E	E	E	E	M159T11.1	159.102691085998	633.583416848532			289	NA	
M159.8599T1.2	c18acquity					0.0194528356663248	0.958687445608533	0	0.0247043432225649	0.837398428261857	0	0.00918914139864135	0.976528203360806	0	0.0254453296432153	0.850325409938009	0	0.172292733761469	E	E	E	E	E	E	M160T1.1	159.859928423877	74.8923565415706			113	NA	
M160T1.5_Alpha.D.Aminoadipic.acid	c18acquity	Alpha-D-Aminoadipic acid	CHEBI:37024	2	a,b	0.039026289794851	0.972248560670953	0	-0.224285092504907	0.119081119024808	0	0.0442082048136481	0.919458232741019	0	-0.252676257505557	0.0806506755440998	0	0.159549979495395	E	E	E	E	E	E	M160T1.5	160.061586770632	60.258092355705			1835	NA	
M160.096T7.5	c18acquity					-0.0210936783891125	0.996337640531102	0	0.382064788994581	0.161390058504676	0	-0.0319923353577938	0.957248439245983	0	0.415544396598987	0.0945385561610785	0	0.14861729136862	E	E	E	E	E	E	M160T8	160.095990614485	452.364936382686	[50][M+1]-		32	NA	
M160.842T1.2	c18acquity					-0.0801772013912743	0.684705494732575	0	-0.1303733798959	0.122732720379695	0	0.0194615409494947	0.95478858050541	0	-0.0818552097075198	0.497174747901888	0	0.579185284939653	E	E	E	E	E	E	M161T1.1	160.84202064941	74.8147532136984			113	NA	
M161.0092T1_1	c18acquity					0.0850248137462923	0.952482504858628	0	0.0303303000089432	0.953100460604971	0	0.1813386787588	0.844062037809689	0	0.137443225105411	0.659450061333685	0	0.88392966363502	E	E	E	E	E	E	M161T1.4	161.009175504729	59.4277743281366			226	NA	
M161.0455T1_2	c18acquity					-0.105603894339474	0.839784475374162	0	-0.243800140417189	0.231388234999035	0	0.0584379782299589	0.911544212500002	0	-0.242779886913503	0.158900673714714	0	0.926729935271344	E	E	E	E	E	E	M161T1.5	161.045496590312	58.6743197599735			105	NA	
M161.0455T1.2	c18acquity					-0.0913039896059775	0.911108980229187	0	0.170096779247272	0.400236955777947	0	0.0643925204684752	0.923111562090951	0	0.206402856138746	0.244606237818244	0	0.594060922435723	E	E	E	E	E	E	M161T1.6	161.045548876151	72.3149528029524			8	NA	
M161.0472T7.5	c18acquity					0.0850682342545159	0.839784475374162	0	0.182351311166375	0.2683748873819	0	-0.0668758760913999	0.890165418776847	0	0.104650450366472	0.529692867868303	0	0.983230834215787	E	E	E	E	E	E	M161T8	161.047233962901	452.308563764428		[M-H]- 162.054	32	NA	
M161.8497T1	c18acquity					0.0256109136466254	0.952482504858628	0	0.0843925285788867	0.582419467438673	0	0.00520376729722649	0.987686216513029	0	-0.00493392091449785	0.974890803781568	0	0.253790613998455	E	E	E	E	E	E	M162T1	161.849665681124	59.2772368975528		[M-H-H20]- 180.868	2171	NA	
M161.9621T1.2	c18acquity					0.22135152041893	0.212440695287661	0	0.251802981666177	0.00834723214494404	1	0.0750869855331278	0.858911361458417	0	0.182853645243375	0.0945385561610785	0	0.462247453669324	E	E	E	E	E	E	M162T1.2	161.962055007155	71.7739466259228			8	NA	
M161.994T0.9	c18acquity					0.0157626265743129	0.972248560670953	0	0.13632507746977	0.506384027651152	0	0.291380098948832	0.480562224946938	0	0.225727045407456	0.199482490302463	0	2.1124493022922	E	E	E	E	E	E	M162T1.4	161.993986245338	51.1711752560015			44	NA	
M162.839T0.9	c18acquity					0.0415730357691224	0.845870200710721	0	-0.112982240264735	0.0556965595230476	0	0.00584155440284562	0.96453910982842	0	-0.0988339264762566	0.100679265357611	0	0.114992479295183	E	E	E	E	E	E	M163T1	162.83900974506	56.1877198123118	[52][M]-		105	NA	
M162.839T1.2	c18acquity					-0.139178646511368	0.351283726603525	0	-0.156358205887337	0.0252045866006394	1	-0.0448506992501958	0.921409996439518	0	-0.11168007896268	0.372987728709823	0	0.122566406778215	E	E	E	E	E	E	M163T1.1	162.839037149042	74.8907818359846			113	NA	
M162.9779T1	c18acquity					0.145117616912847	0.755547625140363	0	-0.167266881477664	0.345935953923253	0	0.156551603918183	0.680340858812062	0	-0.21957047979387	0.124959403560032	0	0.804188206192451	E	E	E	E	E	E	M163T1.3	162.977932444906	60.847114789953			141	NA	
M163.04T9.2	c18acquity					0.151577192619257	0.857961974712394	0	0.0665448619707529	0.837245529524671	0	0.863103889245695	0.253661832927855	0	0.371071473635723	0.383431888292401	0	2.21289244477581	E	E	E	E	E	A	M163T9	163.040023610338	553.643713658803		[M-H]- 164.047	194	NA	
M163T1.5_L.Tyrosine..M.H.NH3..	c18acquity	L-Tyrosine [M-H-NH3]-	CHEBI:17895	1	a,b,c	-0.0209592420093205	0.996337640531102	0	0.35834083617762	0.120175150956531	0	0.185087643879061	0.771626151196348	0	0.294788808386894	0.148181166474267	0	0.683828862592927	E	E	E	E	E	E	M163T1.5	163.040063605371	71.8224618515934		[M-H]- 164.05	8	NA	
M163.0763T17.8_1	c18acquity					-0.283943959334428	0.59604013205282	0	0.142615900549707	0.636796766653245	0	-0.141741913615297	0.801347239340347	0	0.123019659196254	0.543791941238996	0	1.43664298449569	E	E	E	E	E	E	M163T18	163.076317711037	1066.34890499477		[M-H+HCOOH]- 118.075	14	NA	
