variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	SPLE	BLK	isotopes	adduct	pcgroup	fold	tstat	pvalue	BiH_Pool_Compounds_QToff_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#G#N#compound#composition#exact mass#[(M+H)]+#[(M-H)]-#Masse#Neg Delta ppm#TR)	BiH_AcideAmine_Frag_QTof_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#names#M#composition M-H#Masse [M-H]- Th##Masse exp#Tr#Delta Neg ppm)	name	chebi_id	hmdb_id	kegg_id	id_comment	annot_level	annot_confidence
M174.956T11.5	M175T12	174.9560386	174.9555115	174.9567731	11.53028407	11.40519879	11.63268622	25	22	0			469	1.028422292	-0.421475413	0.703927637									
M174.956T25.8	M175T26.1	174.956042	174.9556835	174.9564119	25.82961452	25.70080457	25.9999204	83	44	3			1856	1.016802455	-0.518701296	0.644476137									
M174.956T25.5	M175T26	174.9560477	174.9555431	174.9565707	25.52354696	25.29081636	25.68570998	108	52	3			2210	1.037890866	-0.514989712	0.656258499									
M174.9561T25.1	M175T25.2	174.9560514	174.9556315	174.9564716	25.11210233	25.0381807	25.17223954	63	52	3			120	1.038143448	1.27364228	0.287665083									
M174.9561T7.5	M175T8	174.9560587	174.9555584	174.9565939	7.53854085	7.373782859	7.568730623	38	37	0		[M-H+NaCOOH]- 107.976 [M-H-CH2]- 189.988	32	14.91490385	-34.03800334	0									
M174.9561T0.7_1	M175T1.2	174.9560646	174.9558166	174.9562666	0.718882997	0.528793944	0.736651873	56	52	3	[58][M]-		90	6.794770832	-26.22115977	0									
M174.9561T0.3	M175T0	174.9560668	174.9557426	174.9564182	0.274142246	0.239994128	0.327765532	13	12	0			148	1.009320381	0.176553761	0.873985137									
M174.9561T15	M175T15.5	174.956076	174.9557848	174.9563992	14.96121539	14.93629501	14.98150218	18	18	0		[M-H+HCOOH]- 129.966	26	1.807035824	-13.52733259	0.001578525									
M174.9874T8	M175T8.2	174.9873676	174.9865559	174.9883016	7.978783939	7.905535868	8.072501098	57	40	0	[55][M+2]-		94	19.49954393	-8.904848819	5.71E-12									
M175.0248T1.2	M175T1.3	175.024779	175.0245839	175.0249799	1.185296778	1.176283326	1.201670716	13	13	0		[2M-H]- 88.0176 [M-H+HCOOH]- 130.026	8	95.09908366	-12.6148539	0									
M175.0284T0.7_2	M175T1.4	175.0283584	175.0277384	175.0290081	0.718894988	0.711248298	0.73499599	13	13	0			90	6.952660234	-8.011253518	3.87E-07									
M175.0914T0.9	M175T1.5	175.0914163	175.090822	175.0918583	0.914916142	0.902516501	0.924478639	17	17	0	[57][M+1]-		1523	Inf	-31.00983767	0									
M175.1491T17.8	M175T18	175.1491204	175.1486271	175.1497901	17.77719527	17.76823437	17.78495075	12	12	0		[M-H-CH4]- 192.188	14	19.26063067	-21.01692701	0								4	
M175.9413T1.2	M176T1	175.9412525	175.9408563	175.9417339	1.201287289	1.180382689	1.219818491	31	31	0		[M-H]- 176.949	8	14.92343977	-21.40563589	3.44E-06									
M175.9417T24.9	M176T25	175.9417452	175.9410083	175.9422058	24.85442246	24.68205285	24.9645389	101	52	3		[M-H]- 176.948 [M-H-HCOOH]- 222.951	100	1.177777237	6.270176191	0.00885243									
M175.9417T25.2	M176T25.1	175.9417495	175.9411392	175.9420447	25.17111991	25.03472946	25.18901377	44	40	3		[M-H]- 176.952	122	1.117194581	3.035867403	0.068163841									
M175.9593T24.9	M176T25.2	175.9593457	175.9585313	175.9599611	24.86084566	24.84682164	25.11510206	54	48	3		[M+Cl+NH3]- 123.963 [M-H+NH3]- 159.94	100	1.06282417	0.708706214	0.540106031									
M175.9596T0.7	M176T1.1	175.959585	175.9592485	175.9598922	0.719300464	0.712386135	0.736137484	52	52	0	[58][M+1]-		90	7.233199622	-15.34091526	0.00022075									
M176.0564T1	M176T1.2	176.0564082	176.0560523	176.0567565	1.002958659	0.994659768	1.011490905	15	15	0			1835	Inf	-12.46875121	0									
M176.8369T25.2	M177T25	176.8369267	176.8364779	176.8373677	25.22480352	25.21921648	25.2368275	43	43	0			99	1.04509494	-0.453814327	0.691745823									
M176.8369T1	M177T1	176.8369292	176.8363796	176.8376547	0.977095983	0.957522576	1.004678522	39	39	0		[M-2H+K]- 139.887	105	Inf	-40.52445841	0									
M176.8604T0.9	M177T1.1	176.8604327	176.8592069	176.8608607	0.925067559	0.918018152	1.028869417	49	48	0		[M-H+NH3]- 160.841	105	40.08096007	-38.62568229	0									
M176.9423T24.9_1	M177T25.1	176.9423042	176.9417881	176.9444943	24.85816641	24.69217029	24.90913086	25	20	0			1472	1.129010164	1.284693185	0.322991531									
M176.96T0.7	M177T1.2	176.960045	176.9592225	176.9619162	0.729531946	0.703606173	0.772170086	43	42	1	[58][M+2]-		90	2.971472419	1.434073965	0.28782499									
M176.961T24.9_2	M177T25.2	176.960993	176.960993	176.960993	24.8535031	24.8535031	24.8535031	1	0	1			100	1.068111609	0.475800757	0.677605682									
M177.0192T16.8	M177T17	177.0191748	177.018869	177.0196952	16.75089635	16.7425159	16.75456094	11	11	0			2068	2.802905795	-1.655480705	0.103944761									
M177.0405T0.9	M177T1.3	177.0404967	177.0399913	177.0408871	0.907592198	0.899435099	1.010408735	14	10	0			105	2.175906102	-1.41180906	0.288657374									
M177.0406T1.2	M177T1.4	177.0406262	177.0396184	177.0408279	1.156902574	1.142088515	1.184398241	7	7	0			2104	42.30128205	-14.01626329	0									
M177.092T13.9	M177T14	177.0919577	177.0912964	177.0927243	13.88422587	13.87350081	13.89511678	50	50	0			1226	11.98239896	-26.17956918	9.33E-15									
M177.1649T17.8	M177T18	177.1649078	177.1643306	177.1655248	17.77425276	17.76030586	17.78095054	23	23	0		[M-H-CH2]- 192.188	14	111.1968326	-26.02680827	0									
M177.8447T0.9	M178T1	177.844694	177.8441067	177.8452767	0.892730504	0.868933377	1.160060267	31	18	0			33	51.65150094	-30.26628517	4.22E-14									
M177.86T1	M178T1.1	177.8599697	177.8593744	177.8609333	0.975315155	0.859047859	1.138146165	56	35	0		[M+Cl+NH3]- 125.866 [M-H+NH3]- 161.846	105	23.23277244	-16.18167545	0									
M177.9057T1	M178T1.2	177.9056872	177.9053019	177.9061451	1.0101167	0.98969229	1.023483477	51	51	0			141	33.47836538	-28.67427363	0									
M177.9404T25.2	M178T25	177.9404419	177.9403402	177.9408199	25.16573944	25.05321549	25.33215641	4	1	2			1653	1.278279803	7.751914727	0.000127985									
M177.941T25.7	M178T26.1	177.9410485	177.9410485	177.9410485	25.72565641	25.72565641	25.72565641	1	0	1			1786	1.459407147	4.942147287	0.020681864									
M177.9411T25.5	M178T26	177.9410593	177.9410593	177.9410593	25.52032308	25.52032308	25.52032308	1	0	1			2205	1.922571823	11.61865455	0.002058257									
M178.0509T8.4	M178T8	178.0509328	178.050216	178.0515207	8.371846165	8.352458917	8.593569179	51	49	0	[59][M]-	[M-H]- 179.058	136	530.3320204	-9.09819664	2.91E-12									
M178.0997T13.9	M178T14	178.0996504	178.0991302	178.1002201	13.87873804	13.86884376	13.888452	34	34	0			1227	24.28653203	-45.48508308	0									
M178.8339T25.2	M179T25	178.8339226	178.8334369	178.8344652	25.22420445	25.21921648	25.23281193	33	32	1		[M-H]- 179.839	99	1.037226329	0.647219534	0.574696042									
M178.8578T0.9	M179T1	178.8578261	178.8575871	178.8586053	0.924704316	0.915570045	1.125281415	52	50	0			105	28.31169872	-44.926722	0									
M178.9042T25.2	M179T25.1	178.9042016	178.9036551	178.9050498	25.15257408	25.03419846	25.18980063	26	23	2			1645	1.082454222	0.751351261	0.525862493									
M178.9044T25.5	M179T26	178.9043945	178.9042568	178.9045321	25.52503143	25.46732294	25.58273993	2	1	1			242	1.111704108	1.276482168	0.316730885									
M178.9046T24.9	M179T25.2	178.9046326	178.9039643	178.9049576	24.88766627	24.87213501	24.90509747	4	3	1		[M+Cl]- 143.936	1462	1.072761986	0.304058621	0.78862251									
M178.9203T1.2	M179T1.1	178.920336	178.9197837	178.9208414	1.230028103	1.207931259	1.438336946	65	51	0			1576	14.3177133	-26.02531576	0									
M178.9489T24.9	M179T25.3	178.948892	178.9484651	178.9491978	24.85730908	24.84613452	24.98874163	23	21	1		[2M-3H]3- 269.941	100	1.215099936	1.482216145	0.264326243									
M178.949T0.7_1	M179T1.2	178.9489612	178.9485603	178.9494024	0.720039373	0.702467015	0.736327717	50	50	0		[3M+2Cl]2- 95.9937 [3M+2Cl]2- 95.9937	90	5.966915134	-10.287844	0.002298832									
M178.9777T25.6	M179T26.1	178.9777094	178.9769158	178.979146	25.64658627	25.43544042	25.95926995	27	9	1			1769	1.068327143	-0.517308817	0.652913372									
M178.9777T24.9	M179T25.4	178.9777365	178.9772194	178.9784166	24.89794958	24.8623652	25.17947118	72	51	3			1759	1.174005239	1.802745033	0.205832581									
M178.9778T0.7_2	M179T1.3	178.9777592	178.9775488	178.9779925	0.724995492	0.581891673	0.829407969	58	52	3	[60][M]-	[M-H+NaCOOH]- 111.997	90	1.330689795	-1.338059476	0.308132434									
M178.9778T25.3	M179T25.5	178.9777752	178.9773864	178.9782073	25.30960458	25.27547203	25.36465627	6	5	1			1329	1.04694521	0.250226055	0.824870609									
M179.0544T8.4	M179T8	179.0543529	179.0539727	179.0547917	8.372835254	8.36131181	8.386712029	21	21	0	[59][M+1]-		136	Inf	-9.745393431	3.08E-13									
M179T1.4_Hexoses	M179T1.4	179.0561009	179.0555815	179.0572369	1.016540717	0.884175417	1.363344929	127	52	0			1833	162.9245375	-26.23917227	0	0.000009114991#179.05611#0.12654071731798#0.89#4#98#D-Galactose#C6H12O6#180.06339#181.07067#179.05611#179.0562#-0.502635738#0.89|0.000009114991#179.05611#0.10654071731798#0.91#11#141#Allose#C6H12O6#180.06339#181.07067#179.05611#179.0559#1.172816722#0.91		Hexoses					3	a,b
M179.1077T15.9	M179T16	179.1077315	179.1074884	179.1081197	15.86132986	15.85209772	15.86873973	52	52	0	[61][M]-		41	199.5463729	-15.30657625	0									
M179.1079T15.2	M179T15	179.1079073	179.1070628	179.1080966	15.17745428	15.17123215	15.19316751	13	13	0			1214	13.40235308	-10.93079024	4.22E-15									
M179.8417T0.9	M180T1	179.8416658	179.840973	179.8420658	0.893356759	0.872228159	1.151161659	22	15	0		[M-H-CO]- 208.844	33	57.85416667	-31.14366459	0									
M179.8591T1	M180T1.1	179.859069	179.8579237	179.8597737	0.986048445	0.87286054	1.023355374	23	16	0		[M-H]- 180.868	2171	7.81884909	-21.92224443	0									
M179.8825T9.4	M180T9.1	179.8824694	179.8820301	179.8827667	9.386374571	9.333185866	9.44999287	24	24	0			96	8.766714594	-10.15879919	4.97E-14									
M179.8826T8.7	M180T9	179.882558	179.8820602	179.8829433	8.660066742	8.571460419	8.713311597	50	49	0		[M-2H+K]- 142.923	60	29.95954907	-14.22575692	0								4	
M179.9026T1	M180T1.2	179.9026452	179.9021093	179.9033423	1.007333843	0.992583799	1.030366573	51	51	0			1832	9.328831474	-25.9284318	0									
M179.9027T24.8	M180T25	179.9026877	179.9014914	179.9031346	24.84705943	24.83195653	25.02422145	53	47	3			2009	1.026178797	0.870309513	0.406922758									
M179.9028T25.2	M180T25.1	179.9027544	179.9024409	179.9033849	25.15186194	25.04064259	25.17223954	11	10	0			1642	1.50790111	7.648202169	1.03E-07									
M179.9361T25.6	M180T26	179.936089	179.9355891	179.9368061	25.57923282	25.2933819	25.79166095	129	51	3			1766	1.431462946	8.590495024	0.001959674									
M179.9361T25.1	M180T25.2	179.9361178	179.9355347	179.9367816	25.09587386	24.87353088	25.28410212	76	50	3		[M-H-C2H4]- 208.98	120	1.296316206	8.800739723	0.001467889									
M179.9362T0.7	M180T1.3	179.9361749	179.9358615	179.9371202	0.702095924	0.687224146	0.720939947	18	18	0			90	1.183645274	-2.257193952	0.113028397									
M179.9362T25.9	M180T26.1	179.9362063	179.9358378	179.9365316	25.87932128	25.79835433	25.98606713	49	36	2			2095	1.519223139	9.844801795	0.001092092									
M179.9362T9.9	M180T10	179.9362072	179.9357535	179.936518	9.932929695	9.913924546	10.06400945	8	7	0			1556	6.539665442	-19.36274246	5.09E-09									
M179.9812T0.7	M180T1.4	179.9812379	179.9804766	179.9817063	0.720716745	0.718622151	0.733425197	8	8	0	[60][M+1]-		90	1.301788019	-1.341712926	0.302308321									
M180.0336T7.5	M180T8	180.0335817	180.0329437	180.0339972	7.533037964	7.510682681	7.568730623	22	22	0		[M-H-C6H8O6]- 357.065	32	53.74836334	-27.21498499	0									
M180T1.5_L.Tyrosine	M180T1.5	180.0665738	180.0662622	180.0668835	1.194680848	1.184108793	1.209585262	43	43	0	[62][M]-	[M-H+NH3]- 164.05	8	299.4110313	-24.16954178	0		0.000026180299#180.0666#0.04468084833916#1.15#L-Tyrosine#C9H11NO3#C9H10NO3#180.06661#100#180.0666#1.15#-0.055535005	L-Tyrosine	CHEBI:17895	HMDB0000158	C00082		1	a,b,c
M180.1112T15.9	M180T16	180.1111959	180.1107712	180.1117353	15.8619277	15.84756645	15.87397208	24	24	0	[61][M+1]-		41	31.28154454	-14.2814714	0									
M180.831T25.2	M181T25	180.8309632	180.8303249	180.8316262	25.22874749	25.22086525	25.24354925	24	23	1			99	1.09015442	1.481259904	0.243904491									
M180.8586T1	M181T1	180.858578	180.8564126	180.8596591	0.988683713	0.921399497	1.0275104	36	36	0			2175	1.831188649	-11.18213672	0.000551166									
M180.8586T24.8	M181T25.1	180.8585902	180.8580975	180.8590756	24.81479371	24.80621488	24.82717677	38	36	2		[M+Cl]- 145.889	101	1.036228952	0.488388561	0.670289679									
M180.8904T18.8	M181T19	180.8903545	180.889938	180.8911768	18.77854618	18.66562823	18.95556413	15	12	0			2066	2.152837627	-3.636880182	0.014818923									
M180.8996T24.9_1	M181T25.3	180.8995779	180.899039	180.8999521	24.91433636	24.8698522	25.01419023	56	48	3			130	1.186091501	4.167553632	0.026356232									
M180.8996T25.6	M181T26	180.8995889	180.898953	180.90015	25.61694797	25.2951978	25.95926995	172	52	3			1791	1.055733638	-1.266939016	0.314095662									
M180.8996T25.2	M181T25.2	180.899597	180.8991997	180.9000681	25.15985492	25.03095067	25.17718696	56	52	3	[63][M]-		1664	1.009831204	0.416898247	0.710939464									
M180.8996T0.7	M181T1.1	180.8996332	180.8993426	180.9000339	0.685834397	0.676505715	0.698585946	25	24	1			281	1.750320646	-2.963906378	0.091368219									
M180.9181T1.2	M181T1.2	180.918062	180.9175417	180.9185101	1.226513134	1.213765724	1.241739579	13	13	0			1576	1.179291975	-0.869666764	0.468235644									
M180.9729T14.2	M181T14	180.9728643	180.9724827	180.9733442	14.24406246	14.23129866	14.26376636	14	14	0			1179	3.13128614	-17.91544591	0									
M180.9729T16	M181T16.1	180.9729491	180.9726898	180.9731276	15.98241956	15.97774173	15.99727715	9	9	0		[M+Cl+NaCOOH]- 78.0161 [M-H+NaCOOH]- 113.993	184	2.9470896	-24.24832556	1.68E-07									
M180.973T15.3	M181T15	180.9729563	180.972709	180.9733901	15.32908913	15.30002367	15.37462604	22	22	0			1102	4.169303117	-21.26859284	3.58E-05									
M180.973T14.5	M181T15.4	180.9729567	180.9725621	180.9732563	14.50625238	14.4903911	14.5263927	14	14	0		[M+Cl+NaCOOH]- 78.0161 [M-H+NaCOOH]- 113.993	36	3.771080742	-31.65877348	2.22E-16									
M180.973T24.7	M181T25.5	180.9729599	180.9725494	180.9733411	24.74347236	24.73360615	24.75422557	46	43	3	[67][M]-		47	1.022752137	1.411775309	0.252669726									
M180.973T16.9	M181T17.1	180.972965	180.9725911	180.9733769	16.85831589	16.75916151	16.93366872	40	28	0			1817	4.406829771	-35.27428495	6.44E-15									
M180.973T21.8	M181T22	180.9729683	180.9728115	180.9734577	21.83663328	21.76195616	21.98293765	6	6	0			24	1.198811903	1.723476359	0.217013601									
M180.973T24.5	M181T25.4	180.972969	180.9725668	180.9733388	24.51408022	24.40225453	24.54817596	57	52	3	[65][M]-	[M-H+NaCOOH]- 113.993 [M-H+NaCOOH]- 113.993	48	1.047572632	-0.586012088	0.60994484									
M180.973T0.2_1	M181T0	180.9729996	180.9729159	180.973099	0.157631504	0.156139286	0.160069218	55	52	3	[64][M]-	[M-H+NaCOOH]- 113.993 [M-H+NaCOOH]- 113.993	15	1.035709546	3.752328996	0.048917522									
M180.973T0.8	M181T1.3	180.9730085	180.9727787	180.9732083	0.804480662	0.797426486	0.81438821	52	52	0	[66][M]-	[M-H+NaCOOH]- 113.997	18	16.09643996	-29.69018216	0.001015841									
M180.973T15	M181T15.1	180.9730136	180.972629	180.9734322	14.97335453	14.95226709	15.02508745	20	20	0			743	4.563961486	-26.78035245	1.50E-07									
M180.973T14.8	M181T15.2	180.973024	180.9726725	180.9733819	14.78328963	14.76866538	14.79979508	19	19	0			1960	4.688866397	-37.52061882	0									
M180.973T15.7	M181T16	180.973035	180.9727225	180.9735221	15.65504044	15.53613714	15.70754188	30	22	0			1937	3.768946527	-42.94603591	0									
M180.973T24.9_2	M181T25.6	180.9730379	180.972716	180.973509	24.91526644	24.89982756	25.12911109	49	45	2			1748	1.032849061	-0.266558812	0.814497864									
M180.973T22.7	M181T23	180.9730425	180.972929	180.9733206	22.6884659	22.52702889	22.71192937	4	3	1			35	1.079211595	0.506716835	0.660870555									
M180.973T15.2	M181T15.3	180.973043	180.9726932	180.9732219	15.17151186	15.16302878	15.18333288	15	15	0			298	3.52457265	-25.92018829	0									
M180.9731T16.5	M181T17	180.9730553	180.9724576	180.9733455	16.50867263	16.4894468	16.54654699	24	24	0			1440	2.916228957	-14.18893002	0.00063895									
M181.0504T7.6	M181T8	181.0504464	181.0499475	181.0507518	7.562256709	7.54376841	7.663741101	13	11	0			297	43.38194444	-17.10232429	0								4	
M181.0697T1.2	M181T1.4	181.0696644	181.0691899	181.0702283	1.196683245	1.184108793	1.211975944	15	15	0	[62][M+1]-		8	44.55482204	-23.43900649	1.33E-15								4	
M181.0717T0.9	M181T1.5	181.0717472	181.0711062	181.0723461	0.907211779	0.889251149	1.08245059	37	35	0		[M-H-CO]- 210.075	105	25.37874837	-13.8248314	0									
M181.072T0.2_2	M181T0.1	181.0719593	181.0712504	181.072768	0.15768435	0.156570139	0.1725435	37	35	2			15	1.172147236	5.885660632	1.07E-05									
M181.8663T24.8	M182T25	181.8663294	181.8659755	181.867074	24.81768993	24.80909222	24.8286304	26	25	1			101	1.119831483	1.189404123	0.349456212									
M181.9002T25.2	M182T25.1	181.900185	181.8976965	181.9012723	25.17083543	25.14749806	25.31013676	10	9	1	[63][M+1]-		1662	1.092591346	3.158853484	0.013797215									
M181.966T0.9	M182T1	181.9659766	181.965769	181.9662931	0.873005827	0.864465152	0.880156813	52	52	0			33	82.22862138	-36.34305356	0									
M181.9764T24.5	M182T25.3	181.9764126	181.9759771	181.9768929	24.52142046	24.42446009	24.58049567	43	40	1	[65][M+1]-		48	1.035454677	-0.854374259	0.454989994									
M181.9764T24.7	M182T25.2	181.9764256	181.975813	181.9770168	24.74404027	24.73186552	24.75665066	51	48	3	[67][M+1]-		47	1.0651344	1.074741558	0.382293912									
M181.9764T0.2	M182T0	181.9764302	181.9762423	181.9766002	0.158326163	0.15615625	0.188801738	55	52	3	[64][M+1]-		15	1.012395067	-0.539041969	0.627978524									
M181.9765T0.8	M182T1.1	181.9764815	181.9762562	181.9766743	0.802369307	0.795178583	0.811074944	28	28	0	[66][M+1]-		18	13.00375215	-20.3253948	0.000169106									
M182.854T24.8_1	M183T25	182.854025	182.85355	182.8546053	24.81672488	24.80642442	24.82710467	36	33	3			101	1.20034907	1.655850605	0.236304318									
M182.8599T1	M183T1	182.8598707	182.8585832	182.8603629	0.983218855	0.880048616	1.024571903	9	7	0		[M-H+NH3]- 166.835	105	2.023848434	-5.181149013	0.022616566									
M182.8741T24.8_2	M183T25.1	182.8740899	182.8735115	182.8748172	24.8195216	24.80820959	24.8230711	7	6	1			1479	1.00536628	0.014622068	0.989632309									
M182.8966T0.7	M183T1.1	182.8966114	182.8962738	182.8974047	0.686805478	0.66225433	0.7017436	13	13	0			281	1.490075727	-1.70529895	0.22593885									
M182.8967T25.8	M183T26.1	182.8966831	182.8960965	182.8973966	25.84086192	25.69765111	25.99768961	77	41	3			1853	1.216061916	2.07186104	0.164966682									
M182.8968T25.5	M183T26	182.8967791	182.8962537	182.8972982	25.51737152	25.2939734	25.69324755	94	45	3			2209	1.0060461	-0.08580105	0.938619684									
M182.8968T25.2	M183T25.2	182.8967794	182.8962274	182.897189	25.15985492	25.03008656	25.18484654	58	52	3	[63][M+2]-		1654	1.051221921	0.765428763	0.519398202									
M182.897T24.9	M183T25.3	182.8970469	182.8962691	182.8998927	24.89357863	24.80337945	25.02404933	65	45	3			1749	1.215006229	5.079237833	0.012322207									
M182.9773T0.8	M183T1.2	182.9773373	182.9682265	182.9777124	0.804758838	0.791450533	0.887634335	52	51	0	[66][M+2]-		18	14.09682441	-21.62575951	1.61E-05									
M182.9774T0.2	M183T0	182.9774034	182.9770692	182.9777179	0.160069218	0.156139286	0.188721341	55	52	3	[64][M+2]-		15	1.117626805	1.53480446	0.259433341									
M182.9885T12.4	M183T12.1	182.9884742	182.987906	182.9888829	12.42868152	12.40269896	12.45931701	35	33	2			1382	1.779772969	12.3002039	0.001507538									
M182.9885T21.6	M183T22.2	182.9884751	182.9881989	182.9888993	21.57296258	21.44117286	21.68246675	45	33	3			169	1.044229932	1.263736773	0.282615011									
M182.9885T15.9	M183T16.1	182.988486	182.9881343	182.9888115	15.85897311	15.7589526	15.94496322	35	32	2			938	1.01199267	-0.228974316	0.838963617									
M182.9885T17.1	M183T17.3	182.9885038	182.988217	182.9887406	17.12541367	17.03210032	17.22169764	38	30	2			854	1.002238385	0.064502332	0.954103865									
M182.9885T23.8	M183T24.1	182.9885098	182.9880842	182.9888752	23.8467766	23.65051018	24.2064598	77	43	3			1313	1.078072139	-1.73275026	0.194861106									
M182.9885T14	M183T14.2	182.9885099	182.9882136	182.9888744	14.04301339	13.96006201	14.0999748	35	32	2			1125	1.148824446	11.439966	6.66E-16									
M182.9885T13.5	M183T13.2	182.9885214	182.9881748	182.9888233	13.49458497	13.36223731	13.69483544	33	22	3			245	1.511029445	7.905241016	0.010733698									
M182.9885T23.4	M183T23.1	182.9885239	182.9881673	182.9889342	23.43777624	23.2433592	23.64060547	80	45	3			1072	1.566368601	-21.09250171	1.47E-06									
M182.9885T21.9	M183T22.1	182.9885248	182.9882263	182.9888841	21.86847051	21.69717259	21.99920781	69	51	2		[M-H-CH2]- 198.012	55	1.056253177	-3.090413564	0.008702604									
M182.9885T15	M183T15	182.9885269	182.9882838	182.9888521	14.97136999	14.92757205	15.01146843	44	43	1			26	1.041693304	-1.163233485	0.350700685									
M182.9885T22.9	M183T23	182.9885298	182.9880497	182.9889171	22.94332075	22.62064244	23.2340198	137	49	3			984	1.604792295	-21.31069236	9.72E-05									
M182.9885T18.9	M183T19.2	182.9885299	182.9881658	182.9888772	18.94066103	18.82794439	18.96438758	47	42	3			422	1.131862239	3.80513663	0.040835414									
M182.9885T9.7	M183T10.2	182.9885304	182.9882696	182.9890413	9.704845107	9.667560927	9.722197568	6	6	0			2170	4.543189625	-8.782462149	0.001537039									
M182.9885T12.2	M183T12.2	182.9885309	182.9880287	182.9892356	12.20156143	12.02847308	12.28587375	29	23	3			1424	1.890537874	10.38672653	3.71E-06									
M182.9885T22.3	M183T22	182.9885352	182.9881578	182.9889158	22.31180244	22.05768491	22.61926722	103	52	3			916	1.24804078	-21.56548034	3.12E-05									
M182.9885T17.4	M183T17.2	182.9885353	182.9882186	182.9887848	17.36287821	17.24266122	17.45053711	44	37	1			1838	1.061610632	3.319966096	0.031613169									
M182.9885T15.3	M183T15.2	182.9885356	182.9882659	182.9887912	15.26858755	15.12494979	15.41392005	57	38	3			2153	1.043554106	-2.864130397	0.038240423									
M182.9885T14.5	M183T14.1	182.9885369	182.9881804	182.9888076	14.4949472	14.37328346	14.60872826	49	42	3			904	1.050127625	-4.987436691	0.000159959									
M182.9885T12.8	M183T13	182.988537	182.9879894	182.9888861	12.76681302	12.72969995	12.99977526	69	52	2			1028	1.028881529	-0.631437963	0.557941462									
M182.9885T15.6	M183T16	182.9885383	182.9881033	182.9888	15.62212322	15.44547653	15.73608078	59	42	2			17	1.098379659	-6.30015827	0.004230987									
M182.9885T24.5	M183T24	182.988541	182.9880351	182.9889073	24.49738077	24.26566994	24.65112989	66	52	3	[65][M+2]-		48	1.013297865	0.880438665	0.444112862									
M182.9885T19.7	M183T20.3	182.9885441	182.9882821	182.98876	19.66678906	19.60437864	19.74543294	28	22	2			2158	1.036253435	-0.607435874	0.603802132									
M182.9885T12.6	M183T13.1	182.9885454	182.9880779	182.988923	12.60643673	12.56196781	12.66241654	36	33	2			1402	1.284441081	9.457606484	7.60E-13									
M182.9885T11.8	M183T12.3	182.9885454	182.9881686	182.9887366	11.82476889	11.80455131	12.00279522	20	18	1			1513	2.295788804	13.00576025	3.45E-05									
M182.9885T21.3	M183T21.1	182.9885479	182.9883129	182.9888985	21.30409551	21.14092954	21.43319551	51	32	2			119	1.094772477	2.012357532	0.129807162									
M182.9886T18.2	M183T18.2	182.9885513	182.9883045	182.9889136	18.15624748	18.06065619	18.24872978	55	51	2			621	1.042713746	-0.755185876	0.52304197									
M182.9886T20.8	M183T21	182.9885517	182.9881792	182.9889499	20.84306389	20.59525275	21.1033581	97	49	2			519	1.351300551	-13.788892	2.31E-05									
M182.9886T11.5	M183T12	182.9885531	182.9881641	182.988956	11.53028407	11.39492974	11.651373	59	52	2			479	1.012777452	0.408564324	0.684622371									
M182.9886T16	M183T16.2	182.9885536	182.9881581	182.9888724	16.04922631	15.96563296	16.20822528	50	35	3			222	1.04666386	3.108621124	0.058552625									
M182.9886T16.3	M183T16.3	182.9885536	182.988235	182.9887981	16.29871959	16.21232225	16.34723577	25	21	3			217	1.088057759	2.127363287	0.158979249									
M182.9886T19.9	M183T20	182.988557	182.9881563	182.9888786	19.85692806	19.74886804	19.99429139	50	39	3			340	1.089998537	-2.659792242	0.102825653									
M182.9886T17.6	M183T18.4	182.9885624	182.9882524	182.9888576	17.59793527	17.49387559	17.64101231	50	45	1			171	1.063489326	4.972430168	0.000659707									
M182.9886T19.2	M183T19.1	182.9885639	182.9883038	182.9889185	19.15327152	19.06723848	19.38797019	79	50	3			746	1.057595854	0.903802348	0.455593933									
M182.9886T20.2	M183T20.1	182.988564	182.9883067	182.9888087	20.15628834	20.0226385	20.25163473	48	42	2			1148	1.025330844	-0.593827811	0.609682446									
M182.9886T14.2	M183T14	182.9885641	182.9881607	182.988889	14.2421863	14.12225746	14.26163294	49	45	2			1160	1.019714715	0.909714662	0.407257161									
M182.9886T16.9	M183T17	182.9885657	182.9882789	182.9889294	16.8546018	16.73029111	17.02753853	77	49	3			1821	1.101313031	-5.691707606	0.004728629									
M182.9886T17.8	M183T18	182.9885669	182.9883323	182.9889236	17.76970754	17.64775944	17.87856129	64	52	3			14	1.169158036	-11.08553113	0.001325505									
M182.9886T9.9	M183T10	182.9885684	182.9882883	182.9889776	9.925433738	9.907626948	10.01886848	55	52	3	[68][M]-		107	4.39285501	-42.77236343	0									
M182.9886T13.2	M183T13.3	182.9885739	182.9881579	182.9888067	13.24499174	13.04476266	13.33047345	22	17	1			1299	1.548757767	11.35703109	0.002519761									
M182.9886T16.5	M183T17.1	182.988574	182.9880877	182.9889126	16.51164599	16.36708556	16.66628505	55	44	3			1449	1.010471692	-0.293823341	0.794536338									
