variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M256.0597T6.62	hilic															M256T7.2	256.059737057289	397.415576310846			7	176	@M257.063T6.63|-13C|@M258.0566T6.62|-34S|-41K|-37Cl|@M259.06T6.62|-13C-37Cl|-13C-34S
M318.0963T8.25	hilic															M318T8	318.096286458118	494.847091026466	[492][M]-	[M+Cl]- 283.125	15	177	@M256.0961T8.25|+(H2O)+(CO2)|@M319.0996T8.25|-13C
M257.0783T4.68	hilic															M257T5	257.0782694201	280.823585416164	[354][M]-		999	178	@M258.0815T4.68|-13C
M289.129T1.59	hilic															M289T2	289.129032736003	95.2769422775369		[M-2H+K]- 252.182 [M-H]- 290.136	45	179	@M259.1187T1.56|+(CH2O)
M262.1299T2.89	hilic															M262T3	262.129924090937	173.446784418447	[361][M]-	[M-H]- 263.142	22	180	@M263.1332T2.88|-13C
M264.0741T4.54	hilic															M264T5	264.074073360451	272.629443911936	[365][M]-		13	181	@M265.0774T4.54|-13C
M264.0776T6.47	hilic															M264T6	264.07758131941	388.215488654834			617	182	@M265.074T6.46|-15N|@M266.0774T6.46|-18O|-34S|-41K|-37Cl
M265.074T6.46	hilic															M265T6.3	265.07396186121	387.839228823069	[366][M]-	[M-H-C6H8O6]- 442.102	7	182	@M264.0776T6.47|+15N|@M266.0774T6.46|-13C
M265.1483T1.27	hilic															M265T1.1	265.148320458739	76.1416122598476	[368][M]-		5	183	@M266.1513T1.27|-13C|@M309.1744T1.27|-(C2H4O)|@M325.1843T1.26|-(NH3)-(CONH)
M297.1536T1.27	hilic															M297T1.1	297.153569370571	76.4099066079172		[M+Cl]- 262.187 [M-H-C2H4]- 326.192	5	183	@M309.1744T1.27|-2Li|@M312.1728T1.25|-(CH3.)|@M325.1843T1.26|-(C2H4)|@M326.1875T1.24|-(C2H5.)|@M339.1997T1.25|-(C3H6)
M311.1688T1.27	hilic															M311T1.3	311.168798028562	76.1374037219235	[473][M+2]-		5	183	@M266.1513T1.27|+(NH3CO)|@M309.1744T1.27|+34S|+41K|+37Cl|@M312.1728T1.25|-13C|@M326.1875T1.24|-(CH3.)|@M339.1997T1.25|-(C2H4)|@M353.2005T1.26|-(C2H4N.)
M312.1728T1.25	hilic															M312T1	312.172825833765	75.1043551962673	[473][M+3]-		422	183	@M297.1536T1.27|+(CH3.)|@M309.1744T1.27|+13C+37Cl|+13C+34S|@M311.1688T1.27|+13C|@M339.1997T1.25|-(C2H3.)|@M353.2005T1.26|-(CH3CN)|-(C2H3N)
M326.1875T1.24	hilic															M326T1	326.187528674618	74.1841571744494	[502][M+1]-		5	183	@M266.1513T1.27|+(NH3)+(CONH)|@M297.1536T1.27|+(C2H5.)|@M311.1688T1.27|+(CH3.)|@M325.1843T1.26|+13C|@M353.2005T1.26|-(HCN)
M339.1997T1.25	hilic															M339T1.1	339.199726345926	74.7208987783539	[522][M+2]-		5	183	@M297.1536T1.27|+(C3H6)|@M311.1688T1.27|+(C2H4)|@M312.1728T1.25|+(C2H3.)
M353.2005T1.26	hilic															M353T1	353.200467885674	75.8010588984358	[544][M]-		5	183	@M309.1744T1.27|+(C2H4O)|@M311.1688T1.27|+(C2H4N.)|@M312.1728T1.25|+(CH3CN)|+(C2H3N)|@M326.1875T1.24|+(HCN)|@M397.2265T1.26|-(C2H4O)
M397.2265T1.26	hilic															M397T1	397.226529676623	75.4899908039902	[610][M]-		5	183	@M325.1843T1.26|+4(H2O)|@M353.2005T1.26|+(C2H4O)
M266.0885T8.33	hilic															M266T8	266.088493311399	499.759645656869		[M-H-CH4]- 283.125	15	184	@M267.0917T8.33|-13C|@M293.0994T8.4|-(HCN)
M266.787T9.83	hilic															M267T10	266.787012878057	589.955675626801			2154	185	@M267.2898T9.83|-13Cdb
M267.2898T9.83	hilic															M267T10.2	267.289836922134	589.728694723012		[M-H+Cl]2- 500.617 [M-2H]2- 536.594	35	185	@M266.787T9.83|+13Cdb
M267.1089T6.81	hilic															M267T7	267.108891706158	408.32217468615	[372][M]-	[M-H]- 268.119	20	186	@M268.1122T6.8|-13C
M267.2332T1.31	hilic															M267T1.3	267.23324172434	78.3421405359644	[373][M]-		5	187	@M268.2362T1.3|-13C
M270.0657T8.25	hilic															M270T8	270.06566468708	494.742894189865		[M+Cl+NaCOOH]- 167.112	15	188	@M450.1295T8.22|-(C6H10O5)-(H2O)
M270.1198T7.41	hilic															M270T7	270.119794514408	444.552508931266			3	189	@M271.123T7.41|-13C
M289.0682T9.72	hilic															M289T10.1	289.068201489311	583.194020079338	[420][M]-	[M-2H+K]- 252.127	17	190	@M271.0575T9.72|+(H2O)|@M290.0714T9.72|-13C
M271.0675T7.05	hilic															M271T7	271.067457354134	422.774900174989	[380][M]-		3	191	@M273.0715T7.05|-18O|-13C2
M271.07T4.41	hilic															M271T4	271.069993384636	264.372898315188	[381][M]-	[2M-H]- 136.039 [M-H+NaCOOH]- 204.084	1	192	@M272.0733T4.4|-13C
M272.0546T6.66	hilic															M272T7	272.054630842126	399.47328995484			7	193	@M274.0517T6.66|-34S|-41K|-37Cl
M272.0892T8.7	hilic															M272T9.1	272.089225655381	522.061547779744	[384][M]-	[M-H-CO2]- 317.097	16	194	@M273.0926T8.7|-13C
M272.5846T10.13	hilic															M273T10	272.584595552207	608.095506822458	[383][M+1]2-		23	195	@M332.6059T10.12|-(CH3COOH)|-(C2H4O2)|-CH3COOH|@M362.6125T10.11|-(C3H6O3)
M332.1043T10.12	hilic															M332T10	332.104253069956	607.449410513808		[M-2H]2- 666.223	23	195	@M332.6059T10.12|-13Cdb|@M333.1069T10.12|-13C
M362.6125T10.11	hilic															M363T10	362.612508460586	606.769456967896	[561][M]2-	[M-H+Cl]2- 691.263	23	195	@M272.5846T10.13|+(C3H6O3)|@M332.6059T10.12|+(CH2O)
M317.1614T1.5	hilic															M317T1.1	317.161421827736	89.9898523215675			11	196	@M273.1353T1.51|+(C2H4O)
M275.0178T9.96	hilic															M275T10.2	275.01780415741	597.576482433946	[388][M]-	[M+Cl]- 240.048 [M-H]- 276.025	27	197	@M276.0212T9.96|-13C
M275.089T9.75	hilic															M275T10.3	275.088961509312	585.216344479099	[390][M]-	[M+Cl]- 240.119	17	198	@M276.0921T9.75|-13C
M276.5582T10.07	hilic															M277T10	276.558240831778	604.142581009835	[391][M]2-		1688	199	@M277.06T10.07|-13Cdb
M278.2207T1.31	hilic															M278T1.1	278.220732875934	78.3349032584194	[392][M+1]-		5	200	@M277.2177T1.31|+13C|@M280.2366T1.3|-(H2)
M279T1.2_gamma.linolenic.acid	hilic	γ-Linolenic acid	CHEBI:28661	2	a,b	C06426	Lipid metabolism	Fatty acids	Polyinsaturated	HMDB03073	CID5280933	C18H30O2	278.22458	VZCCETWTMQHEPK-QNEBEIHSSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-	M279T1.2	279.233309419601	78.1754841599775	[397][M]-	[M-H]- 280.241	5	200	@M277.2177T1.31|+(H2)|@M280.2366T1.3|-13C
M278.0884T4.79	hilic															M278T5	278.088373929261	287.229664803216	[393][M]-	[M+Cl]- 243.116	12	201	@M279.0916T4.79|-13C
M279.0772T7.18	hilic															M279T7.2	279.077192167109	430.869487949243	[395][M]-	[M-H]- 280.088	3	202	@M280.0806T7.18|-13C
M280.1041T7.82	hilic															M280T8	280.104139431933	469.40089134829	[400][M]-	[M-H-CO]- 309.104	2	203	@M281.1075T7.83|-13C
M317.1014T6.61	hilic															M317T7.1	317.101397187609	396.526485575905		[M-H-CO]- 346.1	7	204	@M281.1245T6.62|+(HCl)
M281T1_elaidic.acid	hilic	Elaidic acid|trans-Vaccenic acid;trans-11-Octadecenoic acid	CHEBI:27997|CHEBI:50464	2	a,b	C01712|C08367	Lipid metabolism	Fatty acids	Monoinsaturated	HMDB00573	CID637517|CID5281127	C18H34O2	282.2559	ZQPPMHVWECSIRJ-MDZDMXLPSA-N|UWHZIFQPPBDJPM-BQYQJAHWSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+|InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7+	M281T1	281.248840722333	77.8957336862533	[397][M+2]-		5	205	@M282.2522T1.3|-13C
M282.0657T8.05	hilic															M282T8.1	282.065698760286	482.881696004681	[395][M+3]-		275	206	@M462.1294T8.06|-(C6H10O5)-(H2O)
M283T7.1_xanthosine	hilic	Xanthosine	CHEBI:18107	2	a,b	C01762	Nucleotide metabolism	Purine metabolism	Inosine and Xanthine	HMDB00299	CID64959	C10H12N4O6	284.07568	UBORTCNDUKBEOP-UUOKFMHZSA-N	InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1	M283T7.1	283.06877687726	395.347067276273			620	207	@M284.072T6.59|-13C|@M285.0728T6.58|-18O|-13C2|@M319.0455T6.59|-(HCl)
M320.0488T6.59	hilic															M320T7	320.048836753167	395.513446436681	[493][M+1]-		7	207	@M284.072T6.59|+(HCl)|@M319.0455T6.59|+13C|@M321.0425T6.59|-15N|@M322.0457T6.58|-34S|-41K|-37Cl
M321.0425T6.59	hilic															M321T7.1	321.042549009037	395.423556800188	[493][M+2]-		7	207	@M319.0455T6.59|+34S|+41K|+37Cl|@M320.0488T6.59|+15N|@M322.0457T6.58|-13C
M322.0457T6.58	hilic															M322T7	322.045728712362	395.031007098863	[493][M+3]-		7	207	@M319.0455T6.59|+13C+37Cl|+13C+34S|@M320.0488T6.59|+34S|+41K|+37Cl|@M321.0425T6.59|+13C
M283.0828T2.61	hilic															M283T3	283.082807185522	156.432173291981			2586	208	@M284T3_N4.Acetylcytidine|-13C
M327.2332T1.28	hilic															M327T1.2	327.233224765823	76.8492789495001	[509][M]-		5	209	@M283.242T1.28|+(CO2)|@M328.2366T1.28|-13C
M283.2644T1.29	hilic															M283T1.5	283.264403109029	77.6709551596265	[408][M]-	[M-H-C2H4]- 312.304	5	210	@M284.2678T1.29|-13C
M284.0991T7.98	hilic															M284T8.2	284.099057274309	478.877204103908	[411][M]-	[M+Cl]- 249.131	2	211	@M285.1024T7.98|-13C|@M286.103T7.98|-18O|-13C2
M285.113T7.15	hilic															M285T7.1	285.112995751676	429.190474522585	[412][M]-	[M-H+NH3]- 269.107	3	212	@M329.1028T7.16|-(CO2)
M288.1205T8.07	hilic															M288T8.3	288.120536514547	483.928857495433	[412][M+3]-		204	213	@M289.1238T8.07|-13C
M292.1403T4.33	hilic															M292T4.1	292.140321562353	259.967237268814	[424][M]-		1	214	@M293.1437T4.33|-13C
M294.904T16.67	hilic															M295T17.2	294.903966906179	1000.48520148654	[431][M]-	[M-2H+Na]- 273.929	31	215	@M295.4058T16.68|-13Cdb|@M295.9071T16.68|-13C
M296.6173T2.25	hilic															M297T2	296.61733805855	134.778109690013	[434][M]2-	[M-H+Cl]2- 559.275	18	216	@M297.119T2.25|-13Cdb
M296.6173T1.53	hilic															M297T2.1	296.617297903818	91.6548674823318			11	217	@M297.1191T1.53|-13Cdb|@M297.6153T1.54|-15N
M296.9197T16.67	hilic															M297T17.2	296.919656887941	1000.49751015029			31	218	@M340.9094T16.68|-(CO2)
M362.8916T16.67	hilic															M363T17.1	362.891596437354	1000.48688701242		[2M+Cl]- 163.967	31	218	@M340.9094T16.68|+Na
M298.0465T9.17	hilic															M298T9	298.046543435214	550.482837530007		[M-H-C3H2O3]- 385.054	6	219	@M396.0235T9.18|-(H3PO4)
M494.0007T9.17	hilic															M494T9	494.000660046565	550.4995260026			6	219	@M396.0235T9.18|+(H3PO4)|@M591.9774T9.18|-(H3PO4)
M591.9774T9.18	hilic															M592T9	591.977356835024	550.660248634756			6	219	@M494.0007T9.17|+(H3PO4)|@M689.9545T9.18|-(H3PO4)
M689.9545T9.18	hilic															M690T9	689.954522352258	550.854981341417			6	219	@M591.9774T9.18|+(H3PO4)
M298.0701T8.98	hilic															M298T9.1	298.070117640331	538.813459645663	[439][M]-		10	220	@M299.0734T8.98|-13C|@M300.0739T8.98|-18O|-13C2
M299.0627T6.75	hilic															M299T7	299.062667452264	404.998877159542	[443][M]-	[2M+Cl]- 132.048	43	221	@M300.066T6.75|-13C
M300.0092T5.85	hilic															M300T6	300.009204208053	350.842470389961	[447][M]-		4	222	@M301.0126T5.84|-13C|@M302.0072T5.85|-34S|-41K|-37Cl
M300T9_X2.acetamido.2.deoxy.D.glucopyranose.1.phosphate	hilic	N-Acetyl-α-D-glucosamine 1-phosphate	CHEBI:7125	2	a,b	C04501				HMDB01367	CID440364	C8H16NO9P	301.05627	FZLJPEPAYPUMMR-FMDGEEDCSA-N	InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8-/m1/s1	M300T9	300.049404454165	527.108575552548	[439][M+2]-		748	223	@M301.0525T8.78|-13C
M301T1.5_all.cis.5.8.11.14.17.icosapentaenoic.acid	hilic	cis-5,8,11,14,17-Eicosapentaenoic acid;Eicosapentaenoic acid	CHEBI:28364	2	a,b	C06428	Lipid metabolism	Fatty acids	Polyinsaturated	HMDB01999	CID446284	C20H30O2	302.22458	JAZBEHYOTPTENJ-JLNKQSITSA-N	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	M301T1.5	301.217598520448	77.775648944401	[450][M]-	[M-2H+Na]- 280.241	5	224	@M302.2206T1.3|-13C
M301.5317T10.46	hilic															M302T10	301.531747622879	627.405634396103	[452][M]2-		1852	225	@M302.0335T10.46|-13Cdb
M302.0653T3.12	hilic															M302T3	302.065260120804	186.949559456647	[453][M]-	[M+Cl+CF3COOH]- 133.098	22	226	@M304.0623T3.12|-34S|-41K|-37Cl|@M305.0657T3.12|-13C-37Cl|-13C-34S
M302.5339T9.27	hilic															M303T9	302.533917984403	556.104199025937			6	227	@M303.0357T9.27|-13Cdb|@M303.5364T9.28|-13C
M303.06T5.81	hilic															M303T6.1	303.060001506748	348.738752567613	[455][M]-	[M+Cl+HCOOH]- 222.089	4	228	@M304.0632T5.81|-13C
M303.2332T1.29	hilic															M303T1	303.233183157241	77.540546390524	[456][M]-		5	229	@M304.2365T1.29|-13C
M305.0692T9.96	hilic															M305T10.3	305.069192264458	597.548944228869	[462][M]-	[M-H]- 306.074	27	230	@M305.5707T9.96|-13Cdb|@M306.0667T9.96|-15N|@M307.07T9.97|-18O|-41K|-37Cl
M306.5686T9.96	hilic															M307T10	306.568567363719	597.731188436605			27	230	@M305.5707T9.96|+15N|@M306.0667T9.96|+13Cdb|@M307.07T9.97|-13Cdb
M305T1.2_all.cis.icosa.8.11.14.trienoic.acid	hilic	cis-8,11,14-Eicosatrienoic acid;8,11,14-Eicosatrienoic acid	CHEBI:53486	2	a,b	C03242	Lipid metabolism	Fatty acids	Polyinsaturated	HMDB02925	CID5280581	C20H34O2	306.25588	HOBAELRKJCKHQD-QNEBEIHSSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-	M305T1.2	305.248783925438	77.4531936093934	[456][M+2]-		5	231	@M306.2522T1.29|-13C
M306.0868T7.4	hilic															M306T7.2	306.086833502836	443.943773726849		[M-H-CO]- 335.09	3	232	@M307.0903T7.4|-13C
M308.0826T7.4	hilic															M308T7.1	308.082612825811	443.970068197157	[457][M+3]-		206	232	@M307.0903T7.4|+15N
M307.1151T8.18	hilic															M307T8.1	307.11508728741	490.67218498798	[466][M]-	[M-H+HCOOH]- 262.115	15	233	@M308.1184T8.18|-13C
M308.2684T1.29	hilic															M308T1.1	308.268409798127	77.249418932859	[468][M+1]-		5	234	@M307.2645T1.29|+13C|@M330.2524T1.28|-Na
M329.2488T1.28	hilic															M329T1.3	329.248836202697	76.6834806334865	[509][M+2]-		5	234	@M307.2645T1.29|+Na|@M330.2524T1.28|-13C
M308.0992T9.37	hilic															M308T9.1	308.099222131206	562.34818817762	[469][M]-	[M+Cl]- 273.135	19	235	@M309.1023T9.37|-13C|@M406.0762T9.35|-(H3PO4)
M504.0536T9.33	hilic															M504T9	504.053629270719	559.733220741157		[M+Cl]- 469.088	19	235	@M406.0762T9.35|+(H3PO4)
M309.2802T1.28	hilic															M309T1.1	309.280179027085	76.885343836485	[468][M+2]-		5	236	@M310.2833T1.28|-13C
M310.0704T6.55	hilic															M310T7	310.070363251989	392.820707821968	[474][M]-	[M-H]- 311.074	7	237	@M312.0673T6.54|-34S|-41K|-37Cl
M310.1261T7.93	hilic															M310T8.2	310.126057477843	476.099743767285		[M+Cl]- 275.153	2	238	@M311.1292T7.94|-13C
M311.1101T7.83	hilic															M311T8.1	311.110082008033	469.980022785616	[479][M]-	[M+Cl]- 276.137	2	239	@M312.1134T7.84|-13C|@M313.1137T7.83|-18O|-13C2
M312.0861T6.57	hilic															M312T7.2	312.086105530561	394.321239554675	[483][M]-	[M-2H+K]- 275.138	7	240	@M313.0893T6.57|-13C|@M314.0832T6.57|-34S|-41K|-37Cl
M313.0047T5.84	hilic															M313T6	313.00465691589	350.361900773217			336	241	@M315.0027T5.84|-34S|-41K|-37Cl
M315.0027T5.84	hilic															M315T6	315.002695549781	350.290670020439			310	241	@M313.0047T5.84|+34S|+41K|+37Cl
M315.0968T8.77	hilic															M315T9.1	315.096813968349	526.143074466753		[2M-2H+Na]- 147.056	16	242	@M462.1503T8.75|-(C5H7O3N)-(H2O)
M315.0939T7	hilic															M315T7	315.093855246302	419.802445528914	[488][M]-	[M-H]- 316.101	1504	243	@M316.097T7|-13C
M315.1678T7.14	hilic															M315T7.1	315.167753357138	428.19886532633	[489][M]-		3	244	@M316.1709T7.14|-13C
M319.228T1.3	hilic															M319T1	319.228037761374	78.2097395706242	[494][M]-	[M-H-CH4]- 336.268	5	245	@M320.2319T1.3|-13C
M321.0443T1.42	hilic															M321T1.2	321.044297907857	85.235707160542			29	246	@M322.0481T1.43|-13C
M322.045T9.28	hilic															M322T9	322.044973996511	556.560811054549			6	247	@M420.0222T9.27|-(H3PO4)
M323T9.2_uridine.5..monophosphate	hilic	UMP;Uridine monophosphate;5'-Uridylic acid;Uridine 5'-monophosphate	CHEBI:16695	2	a,b	C00105	Nucleotide metabolism	Pyrimidine metabolism	Uridine	HMDB00288	CID6030	C9H13N2O9P	324.03587	DJJCXFVJDGTHFX-XVFCMESISA-N	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	M323T9.2	323.029105734998	549.36151700389			554	248	@M421.0062T9.15|-(H3PO4)
M324T8.1_N.glycoloyl.beta.neuraminic.acid	hilic	N-Glycolylneuraminic acid	CHEBI:62084	2	a,b	C03410	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism	Others	HMDB00833	CID123802	C11H19NO10	325.1009	FDJKUWYYUZCUJX-AJKRCSPLSA-N	InChI=1S/C11H19NO10/c13-2-5(16)8(18)9-7(12-6(17)3-14)4(15)1-11(21,22-9)10(19)20/h4-5,7-9,13-16,18,21H,1-3H2,(H,12,17)(H,19,20)/t4-,5+,7+,8+,9+,11-/m0/s1	M324T8.1	324.094047648321	507.45529892591	[498][M]-		15	249	@M325.0973T8.46|-13C
M325.108T2.93	hilic															M325T3	325.108000300145	175.710198947835	[500][M]-	[2M-2H+K]- 144.082	22	250	@M326.1112T2.93|-13C
M326.1098T8.69	hilic															M326T9.1	326.109836889832	521.622884089918	[506][M]-		1302	251	@M327.1132T8.69|-13C
M326.9893T9.2	hilic															M327T9	326.989256931791	552.216343777615		[M+Cl]- 292.02	6	252	@M424.9664T9.2|-(H3PO4)
M436.1595T8.19	hilic															M436T8	436.15947052385	491.64684054165	[650][M]-		15	253	@M328.1171T8.2|+(C3H8O4)|@M437.1629T8.2|-13C
M329.1125T8.76	hilic															M329T9.2	329.112465946371	525.669181894935	[511][M]-	[3M+Cl]- 98.0545	16	254	@M330.1157T8.76|-13C
M329.1512T2.9	hilic															M329T3	329.151200132747	174.137938097912	[512][M]-	[2M-H]- 165.078	22	255	@M330.1546T2.91|-13C
M330.5755T9.18	hilic															M331T9	330.575459178475	550.521871679923		[M-2H]2- 663.162	6	256	@M331.0773T9.18|-13Cdb|@M331.5726T9.18|-15N
M331.2646T1.28	hilic															M331T1.2	331.264570458848	76.6817383372362	[513][M]-	[M-H-COCH2]- 374.275	5	257	@M332.2681T1.28|-13C
M332.1005T5.59	hilic															M332T6	332.100531502145	335.214217049139	[514][M]-	[M-H]- 333.105	4	258	@M333.1039T5.59|-13C
M333.0598T9.36	hilic															M333T9	333.059766613203	561.40982581842	[515][M]-	[M+Cl]- 298.091	19	259	@M334.0631T9.36|-13C|@M335.0639T9.36|-18O|-13C2|@M431.0368T9.33|-(H3PO4)
M333.0941T4.02	hilic															M333T4	333.09411819977	241.199582359529	[516][M]-	[M+Cl]- 298.128	1	260	@M334.0975T4.02|-13C
M334.0819T7.37	hilic															M334T7.1	334.081880048649	442.395778151946	[517][M]-	[M-H]- 335.09	3	261	@M335.0853T7.37|-13C|@M336.0778T7.37|-34S|-41K|-37Cl
M337.0782T8.48	hilic															M337T8	337.078183417858	509.028685095773	[520][M]-		15	262	@M338.0816T8.49|-13C
M340.1253T8.54	hilic															M340T9	340.12529466619	512.250818567426	[525][M]-	[M-H+NH3]- 324.112	15	263	@M341.1291T8.53|-13C
M342.1198T6.98	hilic															M342T7	342.119753419249	418.618730987502	[528][M]-		1504	264	@M343.1231T6.97|-13C
M343.0886T6.81	hilic															M343T7.1	343.08855662347	408.757492870434	[530][M]-	[M-H]- 344.098	20	265	@M344.092T6.81|-13C
M402.1258T8.94	hilic															M402T9	402.125819608205	536.640122015618	[617][M]-	[M-H-C5H8O4]- 535.177	10	266	@M343.1137T8.95|+(CH3COO.)|@M403.1293T8.95|-13C
M345T1.1_corticosterone	hilic	Corticosterone|21-Deoxycortisol	CHEBI:16827	2	a,b	C02140|C05497	Lipid metabolism	Steroid hormone biosynthesis	Aldosterone|Cortisol	HMDB01547|HMDB04030	CID5753|CID222803	C21H30O4	346.2144	OMFXVFTZEKFJBZ-HJTSIMOOSA-N|LCZBQMKVFQNSJR-CZUPSRJTSA-N	InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1|InChI=1S/C21H30O4/c1-12(22)21(25)9-7-16-15-5-4-13-10-14(23)6-8-19(13,2)18(15)17(24)11-20(16,21)3/h10,15-18,24-25H,4-9,11H2,1-3H3/t15-,16-,17+,18+,19-,20-,21-/m0/s1	M345T1.1	345.207350133042	87.5935550764647		[M-H-CH3]- 361.245	11	267	@M347.2231T1.52|-(H2)
M346T8_adenosine.5..monophosphate	hilic	5'-AMP;5'-Adenosine monophosphate;Adenosine 5'-monophosphate|3'-AMP;Adenosine monophosphate;3'-Adenylic acid;3'-Adenosine monophosphate,|dGMP;Deoxyguanylic acid;2'-Deoxyguanosine 5'-monophosphate;Deoxyguanosine monophosphate	CHEBI:16027|CHEBI:28931|CHEBI:16192	2	a,b	C00020|C01367|C00362	Nucleotide metabolism	Purine metabolism	Adenine|Guanine	HMDB00045|HMDB03540|HMDB01044	CID6083|CID41211|CID65059	C10H14N5O7P	347.0631	UDMBCSSLTHHNCD-KQYNXXCUSA-N|LNQVTSROQXJCDD-KQYNXXCUSA-N|LTFMZDNNPPEQNG-KVQBGUIXSA-N	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1|InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(17)7(4(1-16)21-10)22-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1|InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1	M346T8	346.056189252168	488.380565690673	[534][M]-		15	268	@M347.0596T8.14|-13C|@M526.1196T8.12|-(C6H10O5)-(H2O)
M527.1232T8.12	hilic															M527T8	527.123228854255	487.207597874287	[725][M+1]-		15	268	@M347.0596T8.14|+(C6H10O5)+(H2O)|@M526.1196T8.12|+13C
M348.5228T10.34	hilic															M349T10	348.522773528414	620.401411381551	[538][M]2-	[M-H+Cl]2- 663.083 [M-2H]2- 699.06	26	269	@M349.0247T10.34|-13Cdb
M351.0574T9.97	hilic															M351T10	351.057396289846	598.490233888921	[540][M]-	[M-H+HCOOH]- 306.074	27	270	@M352.0608T9.98|-13C|@M353.0618T9.98|-18O|-13C2
M353.0398T3.12	hilic															M353T3	353.039796051676	186.946771717042	[542][M]-	[M+Cl+CF3COOH]- 184.083	22	271	@M354.0432T3.12|-13C|@M355.0369T3.12|-34S|-41K|-37Cl
M353.6113T10.44	hilic															M354T10	353.61125164653	626.314999412656			26	272	@M353.1095T10.44|+13Cdb|@M354.112T10.44|-13Cdb|@M413.6326T10.43|-(CH3COOH)|-(C2H4O2)|-CH3COOH|@M443.6391T10.43|-(C3H6O3)|@M444.642T10.43|-(C2H5NO3)
M354.112T10.44	hilic															M354T10.2	354.112005037437	626.470967964551			1875	272	@M353.1095T10.44|+13C|@M353.6113T10.44|+13Cdb|@M414.1337T10.43|-(CH3COOH)|-(C2H4O2)|-CH3COOH|@M444.1408T10.43|-(C3H6O3)
M383.6221T10.44	hilic															M384T10	383.622054496723	626.549887183568			1877	272	@M413.6326T10.43|-(CH2O)|@M414.6351T10.43|-(CH3O.)|@M443.6391T10.43|-(CH3COOH)|-(C2H4O2)|-CH3COOH|@M444.642T10.43|-(NH3)-(CO2)
M413.1309T10.43	hilic															M413T10.2	413.130947711631	626.097059382171		[M-2H]2- 828.276	26	272	@M353.1095T10.44|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M413.6326T10.43|-13Cdb|@M414.1337T10.43|-13C
M414.6351T10.43	hilic															M415T10	414.635074716047	625.816265461702	[632][M+1]2-		1879	272	@M383.6221T10.44|+(CH3O.)|@M413.6326T10.43|+13C|@M414.1337T10.43|+13Cdb|@M444.642T10.43|-(CH2O)
