variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M466.294T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M466T15	466.294029956049	870.879081525822	[272][M]-	[M-H]- 467.301	36	NA		-0.162932554078068	0.66630674953977	0	-0.138661404717825	0.329321571125839	0	1.35470207902722		0
M187T10_Azelaic.acid	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	Azelaic acid	CHEBI:48131	2	a,b	M187T10	187.097587203114	595.550688226469	[70][M]-	[M-H]- 188.106	107	NA		0.160940600661327	0.66630674953977	0	0.118601428976358	0.406649017533539	0	1.25086115166558		0
M177.8447T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M178T1	177.844694007013	53.563830211449			33	NA		-0.158720819031185	0.66630674953977	0	-0.128891566115241	0.375886835583269	0	1.11089699547346		0
M146.9659T1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M147T1.4	146.965858958984	61.73216504265			1832	NA		-0.154145685660314	0.66630674953977	0	-0.18902882562163	0.120879258795115	0	1.02469240300822		0
M669.2008T14.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M669T15	669.200754287668	875.674171979778		[M+Cl+HCOOH]- 588.227 [M+Cl+NH3]- 617.203 [M-H+HCOOH]- 624.203	52	NA		0.152154832038903	0.66630674953977	0	-0.497429322947371	0.000609103882107343	1	0.687471979895283		0
M921.3512T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M921T1.1	921.35124111483	48.1558541285008		[M-H]- 922.357	18	NA		-0.149961823785851	0.66630674953977	0	0.0949969183758874	0.455469481552828	0	1.19409559267264		0
M564.3307T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M564T14	564.330672884102	869.48359986522	[357][M]-	[M-H+HCOOH]- 519.333	36	85	@M504.3095T14.5|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M565.3341T14.5|-13C|@M566.3368T14.5|-18O|-13C2|@M632.3182T14.5|-(HCOONa)	-0.14761945892754	0.66630674953977	0	-0.271562520896193	0.0214800587563973	1	1.50851031238897		0
M131T1.6_L.Ornithine	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	L-Ornithine	CHEBI:15729	2	a,b	M131T1.6	131.082554295268	54.6444154280761	[32][M]-		105	27	@M174.0884T0.9|-(NHCO)	0.145945367388359	0.66630674953977	0	0.181613245491759	0.124959403560032	0	1.48545041826192		0
M656.3571T14.7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M656T15.1	656.357052680486	879.61135526634	[447][M]-		717	NA		0.144463035911938	0.66630674953977	0	0.0976131531984734	0.472670779195863	0	1.32264853270761		0
M979.8663T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M980T1.1	979.866251356971	47.6842092232698		[M-H+NaCOOH]- 912.882	18	NA		0.141908849078112	0.66630674953977	0	0.113903339338338	0.375728671984945	0	1.33628978657617		0
M637.2634T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M637T14	637.263438315925	869.381373339936	[430][M+1]-		36	NA		-0.134287135175267	0.66630674953977	0	-0.219959364791679	0.034651471992107	1	1.38824308450344		0
M348.921T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M349T1	348.9210091232	53.3673674887652		[2M-H+Cl]2- 331.953 [M-H-CO2]- 393.913	33	NA		0.133050778998767	0.66630674953977	0	-0.118744761423557	0.305261335112492	0	0.954850606246259		0
M568.268T15.6_6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M568T16.8	568.267963942563	936.251344255614	[368][M]-	[M+Cl]- 533.294	17	NA		0.131889884911978	0.66630674953977	0	-0.230361866194276	0.0472696052397003	1	0.869908841678417		0
M741.2038T15.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M741T16	741.20383198643	937.153089255912	[500][M+3]-		17	NA		0.127554611142624	0.66630674953977	0	-0.0880588003937852	0.405896252491993	0	1.25425632351114		0
M342.7335T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M343T1	342.733514822579	52.2262775774227		[2M+Cl]- 153.889	33	NA		0.127526194310411	0.66630674953977	0	-0.436821632389872	0.000370655999238469	1	0.792499004926351		0
M676.3054T15	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M676T15.2	676.305356559469	897.634182006528		[M+Cl+NaCOOH]- 573.349	26	NA		-0.127257861033774	0.66630674953977	0	-0.0431766244816316	0.758569830870261	0	1.31907591123051		0
M530.3023T15	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M530T15.1	530.30231888308	897.288116559372	[326][M]-	[M+Cl]- 495.333	26	NA		0.119113296918481	0.66630674953977	0	-0.126389057254785	0.217079230035517	0	1.02159339145856		0
M378.7785T10.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M379T11	378.778509116856	650.200331000028			1358	NA		-0.119006849325825	0.66630674953977	0	-0.0906606199310573	0.396853224564838	0	1.43828653930165		0
M286.7721T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M287T1	286.772088760147	52.2044378017729		[3M-H]- 95.9302	33	NA		0.117217822228836	0.66630674953977	0	-0.21773604031868	0.0294453769509441	1	1.07843651363747		0
M282.7779T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M283T1	282.77785728979	52.2044378017729		[2M+Cl]- 123.904	33	NA		0.109989492266717	0.66630674953977	0	-0.258328181826677	0.0109114252246463	1	0.843062049406547		0
M712.2612T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M712T14	712.261234837971	869.45392560867		[M-H]- 713.267	36	NA		-0.10872380163268	0.66630674953977	0	-0.245683428953361	0.00417910297644247	1	1.24567672127543		0
M205.8611T10.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M206T10.1	205.861119687485	613.944091788594			1729	NA		-0.108599165950826	0.66630674953977	0	0.0310290597020391	0.742427394442725	0	1.35855103661808		0
M904.3309T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M904T1.2	904.330902247368	48.2425518754511		[M-H-NH3]- 922.357	18	NA		-0.107237659171119	0.66630674953977	0	-0.235363534685556	0.00583477117555815	1	0.744875184405849		0
M567.5304T15.6_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M568T16	567.530380783888	936.297550672224			17	NA		0.0978440064834309	0.66630674953977	0	-0.211072890487197	0.0135921850550984	1	0.948156716253995		0
M180.973T16.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M181T17.1	180.972965003175	1011.49895324594			1817	NA		0.0796353922401032	0.66630674953977	0	-0.071451809516093	0.281213672715053	0	1.33828657199032		0
M115.9206T9.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M116T9.1	115.920609795973	549.596206780804			1742	NA		0.0768792962119846	0.66630674953977	0	-0.0595087317177807	0.379218951100138	0	1.67064624481442		0
M235.9261T10.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M236T10.1	235.926088744082	614.180816558898			128	NA		-0.0715160139118165	0.66630674953977	0	0.0668670372321269	0.286729945676416	0	1.76195600543772		0
M157.863T1_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M158T1	157.862955960907	59.3084860613038			2172	NA		0.0688825738199998	0.66630674953977	0	0.0151698535470501	0.857949515877043	0	1.16378270842739		0
M808.834T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M809T1	808.8339568045	48.2943350434009	[541][M]-		18	70	@M672.859T0.8|+2(HCOONa)|@M740.8464T0.8|+(HCOONa)|@M876.8217T0.8_1|-(HCOONa)|@M944.8091T0.8_1|-2(HCOONa)	0.0685821266143591	0.66630674953977	0	-0.273914335952337	0.000165627917725586	1	1.04488101480326		0
M584.357T15.3	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M584T15	584.357003544986	915.028878841272	[378][M]-		9	NA		-0.0644763613146502	0.66630674953977	0	0.0185768240809239	0.742427394442725	0	1.92599754776037		0
M253.2174T17.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M253T18	253.217368822553	1074.66356427814	[118][M]-	[M-H]- 254.225	534	45	@M254.2208T17.9|-13C|@M255.2238T17.9|-18O|-13C2|@M321.2048T17.9|-(HCOONa)	-0.411099933983987	0.66947560026183	0	-1.29419782999518	0.0001709061887158	1	1.38266068494269		0
M345.2435T16.4	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M345T16.1	345.243523856948	981.567167246472			2306	NA		0.36018851595477	0.66947560026183	0	-0.179490890887935	0.576400542838651	0	1.24443303277206		0
M215T14_DL.beta.Hydroxylauric.ac.	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	DL-beta-Hydroxylauric acid	CHEBI:36206	2	a,b	M215T14	215.165196307416	842.97111572706		[M-H-C2H4]- 244.204	65	NA		-0.354786348039204	0.66947560026183	0	-0.519143832850819	0.0824611139183559	0	1.31238761838688		0
M892.3343T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M892T1.1	892.334325854798	47.0790383046635	[597][M+1]2-		18	NA		-0.202808130472	0.66947560026183	0	-0.309441236615729	0.068340045451969	0	0.951903464545528		0
M280.1639T13.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M280T14	280.163860277915	832.99015684533	[134][M+1]-		1233	NA		0.183202378250549	0.66947560026183	0	-0.166127360946977	0.313298028140851	0	1.58175070687942		0
M688.2562T14.7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M688T15.2	688.256152511118	883.931758112232	[475][M]-	[M-H-CH2]- 703.284	172	NA		0.183091285934339	0.66947560026183	0	0.484958416029919	0.0013399119764305	1	1.17235899559424		0
M303.921T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M304T1	303.920962850974	53.4245467588409		[M+Cl]- 268.952	33	59	@M305.918T0.9|-34S|-41K|-37Cl	-0.166360979908948	0.66947560026183	0	0.240632507334443	0.103340061534917	0	0.982452805468771		0
M229.1446T10.9_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M229T11	229.144619955248	653.131816347714	[98][M+1]-		158	NA		-0.154719150757158	0.66947560026183	0	-0.0482783826334057	0.79375722767905	0	1.33329487125761		0
M527.3184T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M527T15.3	527.31843994814	870.755772123342	[319][M+1]-		36	NA		-0.14736316671554	0.66947560026183	0	-0.154831569880375	0.234509878854212	0	1.22100983146801		0
M911.3178T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M911T1.2	911.317776631681	48.2236227640905		[M-H+NaCOOH]- 844.34 [M-H]- 912.328 [M-H-H20]- 930.343	18	NA		0.145370053420342	0.66947560026183	0	-0.397945163141451	0.00422355436592062	1	1.08197489399058		0
M709.2533T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M709T14	709.253303714322	869.135756179998	[484][M]-		36	NA		-0.135444310690744	0.66947560026183	0	-0.344100576390408	0.00187340819859447	1	1.35227242522213		0
M255T19_Palmitic.acid	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	Palmitic acid	CHEBI:15756	2	a,b	M255T19	255.232972378168	1132.20760785175	[120][M]-		404	46	@M256.2364T18.9|-13C	-0.115522498994547	0.66947560026183	0	-0.0112557807708527	0.96571036924468	0	1.54992420681841		0
M332.9219T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M333T1.1	332.921891748358	48.2209180615112	[209][M]-		18	NA		0.0981610057280591	0.66947560026183	0	-0.217623127652711	0.0171999585778379	1	1.38095651807518		0
M567.4884T15.6_14	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M567T16.15	567.48835466936	936.287714975244			652	NA		0.090172758002204	0.66947560026183	0	-0.215315254494554	0.0112080589142265	1	0.946747787966609		0
M895.3435T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M895T1.3	895.343533164632	48.2165372119505		[M-H+NaCOOH]- 828.363	18	NA		-0.0650280467833735	0.66947560026183	0	0.129753718577826	0.0292327872810864	1	1.38804562139061		0
M570.0392T16.8_7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M570T17.8	570.039187999638	1009.60665055255			682	NA		0.125303304506531	0.671185535663937	0	0.352937980737023	0.000712190606491631	1	0.85029215147856		0
M640.9112T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M641T1	640.911207303067	48.2209180615112		[M-H-C5H8O4]- 773.958	18	NA		-0.121386346852839	0.671185535663937	0	-0.0807450743538336	0.497919018969301	0	1.25072338101306		0
M528.3096T15.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M528T16	528.309564521493	938.135115907692	[321][M]-		1933	NA		0.0910576351380374	0.671185535663937	0	-0.579730704594997	1.65393472939943e-06	1	0.546935677357539		0
M929.8379T0.8_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M930T1	929.83790752178	48.2688397101902	[617][M]2-		18	NA		-0.0673365662855261	0.671185535663937	0	0.0813211695703693	0.176472753915383	0	1.52719722583904		0
M541.7395T15.2_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M542T15.6	541.739548175921	914.889944096322		[M+Cl]- 506.766 [M-H]- 542.742	9	NA		0.0685975054860606	0.673042042984987	0	-0.110083724532752	0.0769208664319112	0	1.16426014784714		0
M616.3422T14.7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M616T15.1	616.342237166601	879.922993476834	[411][M+4]-		23	NA		0.141598994712442	0.678116171625618	0	-0.0275719699418122	0.829913514203305	0	1.07840813850312		0
M997.1581T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M997T1.1	997.158101483769	48.1395316715275	[652][M]3-		18	NA		-0.140269517079808	0.678116171625618	0	0.16861779851375	0.182330625243568	0	1.31704634369642		0
M187.007T9.4	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M187T9	187.007031802144	563.678292095001	[69][M]-	[M+Cl]- 152.041	96	12	@M107.0502T9.4|+(SO3)|@M189.0032T9.4|-34S|-41K|-37Cl	-0.663434255134698	0.680340858812062	0	1.86955214320797	0.0045755492730222	1	0.952073887838242	svm	0
M585.36T15.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M585T15.2	585.359982187657	928.246303229706	[380][M+1]-		1273	NA		0.186675821122607	0.680340858812062	0	-0.117687169599451	0.498956017420291	0	1.17508076521057		0
M502.294T15.1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M502T15.1	502.293959555502	906.437151122568	[298][M]-		1189	84	@M503.2972T15.1|-13C	-0.181674573470973	0.680340858812062	0	-0.903670988396142	1.10190144793194e-07	1	0.841015270210476		0
M633.3215T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M633T14	633.321535244488	869.302650278568	[424][M+1]-		36	NA		-0.16450682493968	0.680340858812062	0	-0.244882250817733	0.0830696646001212	0	1.57157411503127		0
M199.8735T1.1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M200T1.1	199.873539262391	63.1565647193982			1918	NA		-0.164099487732711	0.680340858812062	0	-0.223515706042603	0.118697859251203	0	1.02293262161425		0
M162.9779T1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M163T1.3	162.977932444906	60.847114789953			141	NA		0.156551603918183	0.680340858812062	0	-0.21957047979387	0.124959403560032	0	0.804188206192451		0
M379.1582T18.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M379T18	379.158232787779	1090.28397662959	[230][M]-		635	69	@M380.1605T18.2|-13C	-0.141225736761029	0.680340858812062	0	0.119779360937438	0.359275098226577	0	1.7057696280712		0
M262.8572T10.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M263T10.1	262.85718177227	610.092684190986			1739	NA		-0.107872624877109	0.680340858812062	0	0.0941309921673756	0.343647832836277	0	1.73056454817601		0
M640.1957T14.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M640T15	640.19574019544	877.856591857716			997	NA		0.0995995274783859	0.680340858812062	0	-0.315964799148619	0.0018545548483841	1	0.797287500776937		0
M347.9642T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M348T1	347.964196438026	54.4327067289273		[M+Cl]- 312.99	105	NA		0.194807218974905	0.681322949661142	0	0.241873169845848	0.159847857904018	0	0.788172598637867		0
M315.233T17.7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M315T18	315.23297149475	1064.18093371581			786	NA		-0.235774249479606	0.683231495746571	0	0.155420742565271	0.485484396146355	0	1.73459882326097		0
M131T1.7_L.ornithine	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	L-ornithine	CHEBI:15729	2	a,b	M131T1.7	131.082552909602	45.9833265041919			139	NA		0.172331258105663	0.683231495746571	0	0.0605621913610062	0.770908902409756	0	1.37706475806692		0
M552.859T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M553T1	552.859005717863	48.3391109674313			18	NA		0.128331805931476	0.683231495746571	0	-0.475716068189264	0.000552579686506152	1	1.12813932332486		0
M566.5299T15.6_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M567T16	566.529940306325	936.343841968668		[M+Cl]- 531.561	17	NA		0.106632143964259	0.683231495746571	0	-0.118907771045841	0.225190717538045	0	1.07776070090878		0
M157.0117T14.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M157T14	157.011747727061	854.963950288596			1150	NA		0.0803147718457371	0.683231495746571	0	-0.507552168137149	2.35977243355585e-06	1	0.561473641618546		0
M250.9649T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M251T1	250.964866872294	48.2805110017193	[115][M+2]-		18	NA		-0.324796039792176	0.684756167810397	0	0.00125695427671069	0.974048131149518	0	0.968896670573563		0
M304.2366T18.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M304T18.2	304.236603676652	1091.05606997489	[160][M+1]-		628	NA		-0.253097975937347	0.684756167810397	0	0.701379211789162	0.00578260081812674	1	1.28620531362955		0
M793.5796T15.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M794T16	793.579636960324	937.187823771486	[518][M+1]-		17	NA		-0.230674143663242	0.684756167810397	0	-0.173811212050099	0.446956091343991	0	1.45717296157116		0
M131.0906T1.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M131T1.8	131.090634083344	71.8660506105186	[30][M+1]-		8	NA		-0.204721292921507	0.684756167810397	0	0.200168804296062	0.298965786736876	0	1.30033058250687		0
M700.3054T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M700T14	700.305384895387	869.264334556536		[M+Cl+NaCOOH]- 597.349 [M-H+NaCOOH]- 633.325	36	NA		-0.170312702802216	0.684756167810397	0	-0.143151051331607	0.384030537127574	0	1.41224797065648		0
M257.2122T16.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M257T17	257.212181164439	1013.33218099278			1825	NA		0.152336654834199	0.684756167810397	0	-0.125853372417426	0.378859761783943	0	1.74261492495373		0
M538.8843T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M539T1	538.884338322156	48.2650722561605	[332][M+2]-		18	NA		0.110148436027888	0.684756167810397	0	-0.242112385085298	0.0227004901423051	1	1.4438840515548		0
M567.3394T14.7_4	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M567T15.3	567.339416513769	881.887128663834	[358][M+3]-		11	NA		-0.0786030813398799	0.684756167810397	0	-0.175890850322743	0.00875295424949545	1	1.37394498728081		0
M157.0366T1.2_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M157T1.6	157.036562328226	71.5159042211778		[M-H]- 158.043	8	NA		0.204153660763991	0.686875380884889	0	-0.173514559020244	0.372267608551653	0	1.18001429269103		0
M945.8905T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M946T1.1	945.890538208925	48.0432528521772			669	NA		0.127976281593719	0.686875380884889	0	0.00664456125161728	0.990342367939641	0	1.59083350232097		0
M877.8242T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M878T1	877.824227244474	48.257650516985	[589][M+1]-		18	NA		0.094978242935408	0.686875380884889	0	-0.361326689063468	0.000510636282155054	1	1.13745664813023		0
M716.2927T16.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M716T17	716.292740514565	1009.36770457431	[490][M]-	[M+Cl]- 681.322	19	NA		0.0723673890504379	0.686875380884889	0	0.132413913028843	0.0341402097884409	1	0.934645243216043		0
M116.9284T7.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M117T8	116.928440213309	476.249196843817			2087	18	@M115.9206T7.9|+13C	0.385445600431298	0.689761365662497	0	0.449863681893659	0.203811973860133	0	0.703347536304129		0
M550.3513T15	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M550T15	550.351258728401	899.534759848572			1949	NA		0.170249665192879	0.689761365662497	0	-0.328446909643271	0.045584391003106	1	1.22866684111088		0
M500.2782T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M500T14	500.278241409383	867.865365963132	[297][M]-		905	83	@M501.2817T14.5|-13C	-0.155982227233931	0.689761365662497	0	-0.456996021953293	0.000723932197832002	1	1.3411909991904		0
M713.1881T15.3	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M713T15.1	713.188135182941	917.482352140212	[486][M+1]-		1978	NA		-0.109279698247613	0.691118614522237	0	0.087515897221305	0.399254799388507	0	0.969532322701601		0
M599.1958T14.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M599T15	599.195771163669	877.794770696172			51	NA		-0.125357060249478	0.69349147530898	0	-0.245414664436328	0.0246499881931106	1	1.42430831402209		0
M542.0182T15.2_7	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M542T15.8	542.018216573615	913.598681828382			9	NA		0.0637296049492235	0.69349147530898	0	-0.0399791474536926	0.516568925792812	0	1.04465060408739		0
M437.2866T15.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M437T16	437.286643845084	932.184694411302	[262][M+1]-		1991	NA		0.19205292901851	0.698006587981371	0	-0.142237562581462	0.44566676699749	0	1.1644345956486		0
M281.9562T1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M282T1	281.956204698157	57.693807358275			1525	NA		0.176705734503214	0.698006587981371	0	-0.0907816611011292	0.589674154548703	0	1.26956453138103		0
M182.9886T10.3	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M183T10.1	182.988576913502	615.030156851682			128	NA		0.0730440294906067	0.698006587981371	0	-0.00484692846253587	0.935420442237284	0	1.73326662510728		0
M257.2276T17.3	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M257T17.1	257.227579381861	1040.30186392637			1944	NA		-0.255794837778032	0.698060419089052	0	0.0770671820227609	0.763073006707443	0	1.72350240138395		0
M598.2455T14.5	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M598T15	598.245461722732	870.944627193474		[M-H-C3H2O3]- 685.265	36	NA		-0.173682366126048	0.698060419089052	0	-0.0478608086973775	0.833240186702919	0	1.30238098508871		0
M569.0336T16.8_3	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M569T17.5	569.033631743054	1009.65191389869			19	NA		0.117179606025944	0.69915838478496	0	0.287446220540691	0.00505900328907618	1	0.82016760000591		0
M303.233T17.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M303T18	303.233022448458	1068.3632920789	[159][M]-	[M-H]- 304.239	534	NA		-0.277603690069265	0.701415597565048	0	-0.368020995449815	0.150814628286059	0	1.68597452527845		0
M588.0529T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M588T1	588.052945621342	53.1511586324551			33	98	@M590.0498T0.9|-34S|-41K|-37Cl	-0.263211542107204	0.701415597565048	0	0.0870641213974608	0.742427394442725	0	1.80131973792225		0
M163.1491T17.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M163T18.1	163.149089361105	1066.10856711683		[M-H-C2H4]- 192.188	14	NA		-0.190693294498736	0.701415597565048	0	0.103185968596406	0.576400542838651	0	1.66279689093397		0
M911.3992T0.8_2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M911T1.3	911.399167853712	47.354022119983	[609][M+1]2-		18	NA		0.15803819133783	0.701415597565048	0	0.624807114118969	1.86204688886245e-05	1	0.693393958178525		0
M385.1913T17.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M385T18	385.191331351927	1065.65675936476			14	NA		0.144987004621452	0.701415597565048	0	0.0415492196668037	0.827514684366801	0	0.671512532798934		0
M143.035T0.9	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M143T1.1	143.034972702516	54.7204515174709			105	NA		-0.139386250362527	0.701415597565048	0	0.203795282505858	0.129074490275573	0	1.18810286626034		0
M148T1.1_L.Methionine	metabolomics_plasma_c18acquity_neg	MX2	c18acquity	L-Methionine	CHEBI:16643	2	a,b	M148T1.1	148.043720542649	71.302701849294			8	NA		0.136433815623871	0.701415597565048	0	0.357692586598814	0.00292584099104946	1	0.877452260211557		0
M678.3601T15.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M678T16	678.36011655624	936.360909179574		[M+Cl+NaCOOH]- 575.403 [M-H+NaCOOH]- 611.38	17	NA		-0.117493541649615	0.701415597565048	0	-0.0109505029276438	0.967792102265923	0	0.770405118103714		0
M615.2665T15.2	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M615T15	615.266451624677	914.035722748542	[408][M+3]-		9	NA		0.0809585207366208	0.701415597565048	0	0.0444594928554061	0.610479151178393	0	1.07523101559499		0
M267.0574T0.8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M267T1.1	267.057413392642	47.1918866918047		[M-H-CH2]- 282.08	18	NA		0.197706597531011	0.704805442671067	0	0.00641842983909591	0.996974240745855	0	1.16124902120194		0
M952.8788T0.8_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M953T1.1	952.878791387432	47.6260066288744			18	NA		0.134422135218314	0.704805442671067	0	0.334778853777634	0.00495720942253302	1	0.820758687970782		0
M963.8316T0.8_1	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M964T1	963.831639499109	48.2165372119505		[M+Cl+NaCOOH]- 860.872 [M-H+NaCOOH]- 896.854 [M+Cl+NH3]- 911.823	18	NA		-0.0757175172547218	0.707454180745413	0	0.100952912995595	0.17141688568655	0	1.31752781637172		0
M79.9573T8	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			NA		M80T8	79.9572679197125	478.92227162726			94	NA		0.267801667769668	0.709719874300184	0	-0.153245725479239	0.573304970320727	0	1.18095606616631		0
M621.2007T14.6	metabolomics_plasma_c18acquity_neg	MX2	c18acquity			4		M621T15	621.200672455161	876.37942368663		[M+Cl+HCOOH]- 540.226 [M-H+HCOOH]- 576.203	52	NA		-0.208455208248413	0.709719874300184	0	-0.760861015374473	6.55400679362984e-05	1	0.872747987017934		0
