variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M225.1109T5.56	c18hypersil															M225T6	225.110927	333.8672514	[242][M]+		88	95	@M203.1289T5.56|+Na
M204T1.5_Acetylcarnitine.Acetyl.L.	c18hypersil	Acetylcarnitine;Acetyl-L-carnitine;O-Acetylcarnitine		2	a,b	C02571	Lipid metabolism	Fatty acids	Acylcarnitine	HMDB00201	CID439756	C9H17NO4	203.11576	RDHQFKQIGNGIED-MRVPVSSYSA-O	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1/t8-/m1/s1	M204T1.5	204.1239193	56.37917912	[198][M]+	[M+Na+HCOOH]+ 135.126 [M+H]+ 203.117	33	96	@M205.1272T0.94|-13C|@M206.1275T0.94|-18O|-13C2
M204.1241T5.79	c18hypersil															M204T6.2	204.1241019	347.4452187	[199][M]+		2605	97	@M205.1274T5.79|-13C
M205.9584T0.71	c18hypersil															M206T1.2	205.9584314	42.63033889	[200][M+1]+		49	98	@M204.9578T0.71|+13C|+15N|@M206.9553T0.71|-15N|@M341.9339T0.71|-2(HCOONa)
M206.9553T0.71	c18hypersil															M207T1.1	206.9553207	42.58786867	[200][M+2]+		49	98	@M204.9578T0.71|+34S|+41K|+37Cl|@M205.9584T0.71|+15N|@M274.943T0.71|-(HCOONa)|@M342.9307T0.71|-2(HCOONa)
M272.9454T0.71	c18hypersil															M273T1.1	272.9453605	42.80478925	[372][M]+	[2M+H]+ 135.973	49	98	@M204.9578T0.71|+(HCOONa)|@M273.9458T0.71|-13C|-15N|@M274.943T0.71|-34S|-41K|-37Cl|@M340.9331T0.71|-(HCOONa)|@M408.9208T0.71|-2(HCOONa)
M341.9339T0.71	c18hypersil															M342T1	341.9339392	42.78874824	[538][M+1]+		49	98	@M205.9584T0.71|+2(HCOONa)|@M340.9331T0.71|+13C|+15N
M342.9307T0.71	c18hypersil															M343T1.2	342.9306602	42.81340522	[538][M+2]+		49	98	@M206.9553T0.71|+2(HCOONa)|@M274.943T0.71|+(HCOONa)|@M340.9331T0.71|+34S|+41K|+37Cl
M409.9223T0.71	c18hypersil															M410T1	409.9223283	42.81613881	[657][M+1]+		49	98	@M273.9458T0.71|+2(HCOONa)|@M408.9208T0.71|+13C|+15N|@M545.8984T0.71|-2(HCOONa)
M476.9087T0.71	c18hypersil															M477T1	476.9086547	42.88801815	[798][M]+		49	98	@M340.9331T0.71|+2(HCOONa)|@M408.9208T0.71|+(HCOONa)|@M477.9106T0.71|-13C|-15N|@M544.8963T0.71|-(HCOONa)|@M612.884T0.71|-2(HCOONa)
M477.9106T0.71	c18hypersil															M478T1	477.9105556	42.88801815	[798][M+1]+		49	98	@M476.9087T0.71|+13C|+15N
M544.8963T0.71	c18hypersil															M545T1	544.8963037	42.89240543	[939][M]+		49	98	@M408.9208T0.71|+2(HCOONa)|@M476.9087T0.71|+(HCOONa)|@M545.8984T0.71|-13C|@M612.884T0.71|-(HCOONa)|@M680.8714T0.71|-2(HCOONa)
M545.8984T0.71	c18hypersil															M546T1	545.8983651	42.84224929	[939][M+1]+		49	98	@M409.9223T0.71|+2(HCOONa)|@M544.8963T0.71|+13C
M612.884T0.71	c18hypersil															M613T1.1	612.8839953	42.89240543	[1066][M]+	[M+H]+ 611.884	49	98	@M476.9087T0.71|+2(HCOONa)|@M544.8963T0.71|+(HCOONa)|@M613.8858T0.71|-13C|-15N|@M658.8762T0.71|-(CH2S)|@M680.8714T0.71|-(HCOONa)|@M748.859T0.71|-2(HCOONa)
M613.8858T0.71	c18hypersil															M614T1	613.8857964	42.87216209	[1066][M+1]+		49	98	@M612.884T0.71|+13C|+15N
M658.8762T0.71	c18hypersil															M659T1	658.8762338	42.61255748	[1134][M+1]+		49	98	@M612.884T0.71|+(CH2S)
M680.8714T0.71	c18hypersil															M681T1	680.8714416	42.88801815	[1171][M]+	[M+Na+HCOOH]+ 611.884	49	98	@M544.8963T0.71|+2(HCOONa)|@M612.884T0.71|+(HCOONa)|@M681.8738T0.71|-13C|@M748.859T0.71|-(HCOONa)|@M816.8467T0.71|-2(HCOONa)
M681.8738T0.71	c18hypersil															M682T1	681.8737917	42.84933897	[1171][M+1]+		49	98	@M680.8714T0.71|+13C
M748.859T0.71	c18hypersil															M749T1	748.8589924	42.89240543	[1261][M]+		49	98	@M612.884T0.71|+2(HCOONa)|@M680.8714T0.71|+(HCOONa)|@M816.8467T0.71|-(HCOONa)|@M884.8344T0.71|-2(HCOONa)
M816.8467T0.71	c18hypersil															M817T1	816.8467053	42.87699156	[1338][M]+		49	98	@M680.8714T0.71|+2(HCOONa)|@M748.859T0.71|+(HCOONa)|@M884.8344T0.71|-(HCOONa)|@M952.8218T0.72|-2(HCOONa)
M884.8344T0.71	c18hypersil															M885T1	884.8344001	42.89323677	[1406][M]+		49	98	@M748.859T0.71|+2(HCOONa)|@M816.8467T0.71|+(HCOONa)
M952.8218T0.72	c18hypersil															M953T1	952.8218358	42.90765566		[M+Na+CF3COOH]+ 795.849	49	98	@M816.8467T0.71|+2(HCOONa)
M246.0099T4.19	c18hypersil															M246T4	246.0098572	251.6214225			2530	99	@M204.9832T4.19|+(CH3CN)|+(C2H3N)
M206T4.2_Xanthurenic.acid	c18hypersil	Xanthurenic acid	CHEBI:217069	2	a,b	C02470	Amino acid metabolism	Tryptophan metabolism	Kynurenine	HMDB00881	CID5699	C10H7NO4	205.03751	FBZONXHGGPHHIY-UHFFFAOYSA-N	InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)	M206T4.2	206.0458707	258.4703067	[202][M]+		2481	100	@M207.0493T4.3|-13C
M225.1859T9.08	c18hypersil															M225T9.2	225.1858778	545.0088908			1627	101	@M207.1753T9.08|+(H2O)
M208.0769T19.17	c18hypersil															M208T19	208.0769243	1150.487129	[205][M]+	[M+H]+ 207.07	98	102	@M209.0803T19.18|-13C|@M230.0592T19.17|-Na
M211.1452T5.73	c18hypersil															M211T6.2	211.1451789	343.7693547	[215][M]+		88	103	@M212.1485T5.73|-13C
M232.1303T1.44	c18hypersil															M232T1.3	232.1302721	86.36529251	[264][M]+		2791	104	@M215.1036T1.44|+(NH3)|+NH3|@M233.1336T1.44|-13C
M217.0982T4.97	c18hypersil															M217T5	217.0981983	298.040946	[224][M]+		106	105	@M218.1015T4.96|-13C
M218T1.4_O.Propionylcarnitine.O.P.	c18hypersil	O-Propionylcarnitine;O-Propanoylcarnitine;Propionylcarnitine	CHEBI:28867	2	a,b		Lipid metabolism	Fatty acids	Acylcarnitine	HMDB00824	CID107738	C10H19NO4	217.13141	UFAHZIUFPNSHSL-UHFFFAOYSA-N	InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3	M218T1.4	218.1393741	79.34221519	[227][M]+		2794	106	@M219.1426T1.32|-13C|@M220.1432T1.33|-18O|-13C2
M219.0274T0.79	c18hypersil															M219T1.1	219.0274102	47.486702	[228][M]+		1294	107	@M221.0255T0.79|-34S|-41K|-37Cl|@M241.0095T0.78|-Na|@M276.9862T0.82|-(NaCl)
M278.9835T0.82	c18hypersil															M279T1.3	278.9834593	49.2756478			1363	107	@M276.9862T0.82|+34S|+41K|+37Cl
M334.9451T0.81	c18hypersil															M335T1.2	334.9450604	48.88565926			1401	107	@M276.9862T0.82|+(NaCl)|@M336.9422T0.81|-34S|-41K|-37Cl|@M392.9039T0.81|-(NaCl)
M336.9422T0.81	c18hypersil															M337T1.1	336.9421712	48.89216786			1403	107	@M334.9451T0.81|+34S|+41K|+37Cl|@M394.9011T0.81|-(NaCl)
M392.9039T0.81	c18hypersil															M393T1.2	392.9039103	48.85679008			1451	107	@M334.9451T0.81|+(NaCl)|@M394.9011T0.81|-34S|-41K|-37Cl|@M396.8981T0.82|-44Ca
M394.9011T0.81	c18hypersil															M395T1.2	394.9011138	48.87738743			1452	107	@M336.9422T0.81|+(NaCl)|@M392.9039T0.81|+34S|+41K|+37Cl
M396.8981T0.82	c18hypersil															M397T1	396.8981364	48.94672876			1454	107	@M392.9039T0.81|+44Ca
M219.0984T0.92	c18hypersil															M219T1.5	219.0983718	55.24601576			33	108	@M241.0804T0.91|-Na
M261.1244T5.43	c18hypersil															M261T5	261.1243837	325.6166046	[333][M]+	[M+H]+ 260.119	28	109	@M219T5.1_N.Acetyl.serotonine.N.Ac.|+(C2H2O)|@M262.1278T5.43|-13C
M220T2.1_....Pantothenic.acid.Pan.	c18hypersil	(+)-Pantothenic acid;Pantothenic acid;D-Pantothenic;Vitamin B5	CHEBI:7916	2	a,b	C00864	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	CoA	HMDB00210	CID6613	C9H17NO5	219.11067	GHOKWGTUZJEAQD-ZETCQYMHSA-N	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1	M220T2.1	220.1190789	143.1574306	[229][M]+	[M+H]+ 219.113	87	110	@M221.1224T2.39|-13C|@M242.101T2.39|-Na
M243.1044T2.39	c18hypersil															M243T2.3	243.1043973	143.1574306	[282][M+1]+		87	110	@M221.1224T2.39|+Na|@M242.101T2.39|+13C
M220.9355T0.71	c18hypersil															M221T1	220.9354501	42.72575847		[M+K+HCOOH]+ 135.973	49	111	@M288.9233T0.71|-(HCOONa)|@M356.9097T0.72|-2(HCOONa)
M424.8985T0.71	c18hypersil															M425T1.1	424.8984518	42.87216209		[M+Na+NaCOOH]+ 333.924	49	111	@M288.9233T0.71|+2(HCOONa)|@M356.9097T0.72|+(HCOONa)|@M492.8858T0.71|-(HCOONa)|@M560.8738T0.71|-2(HCOONa)
M492.8858T0.71	c18hypersil															M493T1.2	492.8857598	42.84933897		[2M+Na+2K]3+ 688.869	49	111	@M356.9097T0.72|+2(HCOONa)|@M424.8985T0.71|+(HCOONa)|@M560.8738T0.71|-(HCOONa)|@M628.8607T0.71|-2(HCOONa)
M560.8738T0.71	c18hypersil															M561T1	560.8737735	42.89240543			49	111	@M424.8985T0.71|+2(HCOONa)|@M492.8858T0.71|+(HCOONa)|@M628.8607T0.71|-(HCOONa)|@M631.8699T0.72|-(C2HNO2)|@M696.8483T0.71|-2(HCOONa)
M628.8607T0.71	c18hypersil															M629T1	628.8607065	42.89240543		[M+H-C4H8]+ 683.92	49	111	@M492.8858T0.71|+2(HCOONa)|@M560.8738T0.71|+(HCOONa)|@M631.8699T0.72|-13C3|-13C-18O|@M696.8483T0.71|-(HCOONa)|@M764.8358T0.71|-2(HCOONa)
M631.8699T0.72	c18hypersil															M632T1	631.8698803	43.12765874		[2M+H+K]2+ 611.884	49	111	@M560.8738T0.71|+(C2HNO2)|@M628.8607T0.71|+13C3|+13C+18O|@M767.8441T0.72|-2(HCOONa)
M696.8483T0.71	c18hypersil															M697T1	696.8482991	42.87582249		[M+K+HCOOH]+ 611.884	49	111	@M560.8738T0.71|+2(HCOONa)|@M628.8607T0.71|+(HCOONa)|@M764.8358T0.71|-(HCOONa)|@M767.8441T0.72|-(C2HNO2)|@M832.8232T0.71|-2(HCOONa)
M764.8358T0.71	c18hypersil															M765T1	764.8357733	42.87699156			49	111	@M628.8607T0.71|+2(HCOONa)|@M696.8483T0.71|+(HCOONa)|@M767.8441T0.72|-13C3|-13C-18O|@M832.8232T0.71|-(HCOONa)|@M835.832T0.72|-(C2HNO2)|@M900.8108T0.72|-2(HCOONa)
M767.8441T0.72	c18hypersil															M768T1	767.8440744	43.260596		[M+Na]+ 744.85 [M+H-CH3]+ 781.859	49	111	@M631.8699T0.72|+2(HCOONa)|@M696.8483T0.71|+(C2HNO2)|@M764.8358T0.71|+13C3|+13C+18O|@M835.832T0.72|-(HCOONa)
M832.8232T0.71	c18hypersil															M833T1	832.8231748	42.87465343			49	111	@M696.8483T0.71|+2(HCOONa)|@M764.8358T0.71|+(HCOONa)|@M900.8108T0.72|-(HCOONa)
M835.832T0.72	c18hypersil															M836T1	835.83203	43.28253095		[M+Na+NaCOOH]+ 744.85 [M+H-CH4]+ 850.852	49	111	@M764.8358T0.71|+(C2HNO2)|@M767.8441T0.72|+(HCOONa)
M900.8108T0.72	c18hypersil															M901T1	900.8107611	42.90365054			49	111	@M764.8358T0.71|+2(HCOONa)|@M832.8232T0.71|+(HCOONa)
M221.1068T11.29	c18hypersil															M221T11	221.1068249	677.5118808		[2M+Na+3K-H]3+ 262.23	47	112	@M222.1046T11.29|-15N
M221.1868T0.81	c18hypersil															M221T1.7	221.186767	48.87398109	[233][M]+		1301	113	@M222.1902T0.81|-13C
M254.103T1.1	c18hypersil															M254T1.1	254.1029891	65.93561625		[M+K+NaCOOH]+ 147.153 [M+Na+NaCOOH]+ 163.125	18	114	@M222.0802T1.04|+(CH3OH)|@M272.1136T1.09|-(H2O)
M222.1474T7.36	c18hypersil															M222T7	222.1474272	441.4485241	[235][M]+		1893	115	@M223.1508T7.35|-13C|@M240.1581T7.35|-(H2O)
M241.1039T0.84	c18hypersil															M241T1.6	241.1038775	50.25353816			1322	116	@M223.0933T0.84|+(H2O)
M224.0714T8.44	c18hypersil															M224T8	224.0714105	506.6598157	[239][M]+	[M+Na]+ 201.088	43	117	@M225.0747T8.45|-13C
M224T4_N.Acetyl.L.tyrosine	c18hypersil	N-Acetyl-L-tyrosine	CHEBI:201465	2	a,b		Amino acid metabolism	Tyrosine metabolism	Others	HMDB00866	CID68310	C11H13NO4	223.08446	CAHKINHBCWCHCF-JTQLQIEISA-N	InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1	M224T4	224.0928786	259.5604161	[240][M]+		2481	118	@M225.0962T4.32|-13C|@M246.075T4.33|-Na
M225.113T8.46	c18hypersil															M225T8.1	225.1130204	507.613228			2412	119	@M247.0951T8.46|-Na
M227T2_Porphobilinogen	c18hypersil	Porphobilinogen	CHEBI:17381	2	a,b	C00931				HMDB00245	CID1021	C10H14N2O4	226.09536	QSHWIQZFGQKFMA-UHFFFAOYSA-N	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	M227T2	227.1037443	137.1403276		[M+H]+ 226.097	127	120	@M228.1072T2.28|-13C|@M249.0858T2.28|-Na
M227.14T4.97	c18hypersil															M227T5.1	227.1400201	298.0226106	[249][M]+		106	121	@M228.1435T4.97|-13C
M228.0313T6.21	c18hypersil															M228T6	228.0312514	372.7916144		[M+H+NH3]+ 209.998	79	122	@M300.0132T6.22|-(CO2)-(CO)|@M346.0554T6.22|-(C4H6O4)
M232.9867T6.22	c18hypersil															M233T6	232.9867025	372.9802869	[265][M]+	[M+Na]+ 209.998	79	122	@M233.99T6.22|-13C|@M274.0134T6.22|-(CH3CN)|-(C2H3N)|@M300.9715T6.22|-(HCOONa)|@M326.9962T6.22|-(CH4S)-(HCOOH)
M300.0132T6.22	c18hypersil															M300T6.1	300.0131995	372.9140258		[M+3H-COCH2]3+ 939.039	79	122	@M228.0313T6.21|+(CO2)+(CO)|@M318.0239T6.21|-(H2O)|@M341.04T6.22|-(CH3CN)|-(C2H3N)|@M360.0443T6.22|-(NH3)-(CONH)
M318.0239T6.21	c18hypersil															M318T6	318.0239103	372.8659799			3676	122	@M274.0134T6.22|+(NH2CO.)|@M300.0132T6.22|+(H2O)|@M346.0554T6.22|-(C2H4)
M333.982T6.22	c18hypersil															M334T6	333.9819782	373.2333133		[M+H+CF3COOH]+ 198.982 [M+H+CF3COOH]+ 198.982	79	122	@M375.0088T6.23|-(CH3CN)|-(C2H3N)|@M426.0299T6.22|-(C3H8O3)|@M438.0288T6.21|-(C4H8O3)
M341.04T6.22	c18hypersil															M341T6	341.0400242	372.9541165			79	122	@M300.0132T6.22|+(CH3CN)|+(C2H3N)
M341.9985T6.22	c18hypersil															M342T6	341.9984935	373.1399306		[M+Na+HCOOH]+ 273.002	79	122	@M274.0134T6.22|+(HCOONa)|@M300.9715T6.22|+(CH3CN)|+(C2H3N)|@M417.0351T6.22|-(C2H5NO2)
M346.0554T6.22	c18hypersil															M346T6	346.0553649	373.3519814		[M+Na]+ 323.061	79	122	@M228.0313T6.21|+(C4H6O4)|@M274.0134T6.22|+4(H2O)|@M318.0239T6.21|+(C2H4)
M360.0443T6.22	c18hypersil															M360T6	360.0442953	373.1024475		[M+K]+ 321.079	79	122	@M300.0132T6.22|+(NH3)+(CONH)
M368.0229T6.22	c18hypersil															M368T6.1	368.0229376	373.2876158		[M+2Na-H]+ 323.061	79	122	@M274.0134T6.22|+(CH4S)+(HCOOH)|@M326.9962T6.22|+(CH3CN)|+(C2H3N)
M375.0088T6.23	c18hypersil															M375T6	375.0088239	373.5397981		[M+2H-CO2]2+ 791.98 [M+2H-CO2]2+ 791.98	79	122	@M333.982T6.22|+(CH3CN)|+(C2H3N)|@M417.0351T6.22|-(CH2N2)
M417.0351T6.22	c18hypersil															M417T6	417.0350627	373.2876158			79	122	@M341.9985T6.22|+(C2H5NO2)|@M375.0088T6.23|+(CH2N2)
M426.0299T6.22	c18hypersil															M426T6	426.0299296	373.4039154	[698][M]+	[M+K+HCOOH]+ 341.052	79	122	@M333.982T6.22|+(C3H8O3)|@M427.0334T6.23|-13C
M427.0334T6.23	c18hypersil															M427T6	427.0334003	373.7315898	[698][M+1]+		79	122	@M426.0299T6.22|+13C
M438.0288T6.21	c18hypersil															M438T6.1	438.0287987	372.8545142			3679	122	@M333.982T6.22|+(C4H8O3)
M442.9841T6.22	c18hypersil															M443T6	442.9841324	373.046548		[2M+Na]+ 209.998	79	122	@M326.9962T6.22|+(H3PO4)+(H2O)
M230.0974T8.04	c18hypersil															M230T8	230.0973561	482.5695022	[257][M]+		2383	123	@M231.1007T8.04|-13C
M231.1351T2.04	c18hypersil															M231T2.2	231.1350521	122.3675868	[262][M]+		3252	124	@M232.1384T2.04|-13C
M232T3.6_O.Butanoylcarnitine.Buty.	c18hypersil	O-Butanoylcarnitine;Butyrylcarnitine;(R)-Butyryl carnitine		2	a,b	C02862	Lipid metabolism	Fatty acids	Acylcarnitine	HMDB02013	CID439829	C11H21NO4	231.14706	QWYFHHGCZUCMBN-UHFFFAOYSA-N	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3	M232T3.6	232.1544804	163.7218434		[M+Na]+ 209.16	11	125	@M233.1579T2.73|-13C
M274.0047T5.45	c18hypersil															M274T5	274.0047407	326.7719141		[M+H-C3H2O3]+ 358.983 [M+H-C6H10O5]+ 435.053	28	126	@M232.9779T5.44|+(CH3CN)|+(C2H3N)|@M353.9619T5.45|-(SO3)
M233.0933T5.86	c18hypersil															M233T6.2	233.0932777	351.8883916	[266][M]+		2611	127	@M234.0966T5.86|-13C|@M255.0753T5.87|-Na
M237.0881T2.06	c18hypersil															M237T2	237.0880983	123.7719949	[271][M]+		3215	128	@M238T2.1_Sepiapterin|-13C
M255.135T3.21	c18hypersil															M255T3.1	255.1350277	192.7596968	[317][M]+	[M+H]+ 254.129	126	129	@M237.1245T3.21|+(H2O)|@M256.1385T3.21|-13C
M254.2488T12.32	c18hypersil															M254T12	254.2487884	738.9588335	[316][M]+		10	130	@M237.2222T12.31|+(NH3)|+NH3|@M255.2521T12.32|-13C
M238.1081T1.96	c18hypersil															M238T2.2	238.1081331	117.6937005	[274][M]+		3192	131	@M239.1117T1.97|-13C|@M256.1187T1.95|-(H2O)
M238.1086T6.13	c18hypersil															M238T6.1	238.1086085	367.6268893	[275][M]+		79	132	@M239.1119T6.12|-13C
M238.9927T0.84	c18hypersil															M239T1.1	238.9926915	50.23157667			1319	133	@M240.9897T0.84|-34S|-41K|-37Cl
M239.1499T9.89	c18hypersil															M239T10	239.1498689	593.6927796			2456	134	@M283.1763T9.89|-(C2H4O)|@M284.1797T9.89|-(C2H5O.)
M327.2027T9.89	c18hypersil															M327T10	327.2026527	593.1152193			2447	134	@M283.1763T9.89|+(C2H4O)|@M371.2291T9.88|-(C2H4O)
M371.2291T9.88	c18hypersil															M371T10	371.2290654	592.8822198			2470	134	@M327.2027T9.89|+(C2H4O)|@M415.2555T9.88|-(C2H4O)
M415.2555T9.88	c18hypersil															M415T10.1	415.2555053	592.8318664			2473	134	@M371.2291T9.88|+(C2H4O)|@M459.2817T9.86|-(C2H4O)
M459.2817T9.86	c18hypersil															M459T10	459.2816767	591.8969843			776	134	@M415.2555T9.88|+(C2H4O)
M271.0151T4.34	c18hypersil															M271T4.1	271.0151063	260.6771078			2482	135	@M243.0201T4.34|+(CO)
M243.1028T6.48	c18hypersil															M243T6	243.1028398	388.9201692			558	136	@M419.1358T6.49|-(C6H8O6)|@M436.1627T6.49|-(C7H7O2N5)
M441.1182T6.49	c18hypersil															M441T6	441.118177	389.6186941			630	136	@M419.1358T6.49|+Na
M244.9961T8.59	c18hypersil															M245T9	244.9961163	515.1044176	[290][M]+		85	137	@M245.9995T8.58|-13C|@M246.9932T8.58|-34S|-41K|-37Cl
M245T1.4_Uridine..Pseudouridine	c18hypersil	Uridine|β-Pseudouridine	CHEBI:16704|CHEBI:17802	2	a,b	C00299	Nucleotide metabolism	Pyrimidine metabolism	Others|Uridine	HMD00296|HMDB00767	CID6029|CID994335	C9H12N2O6	244.0695	DRTQHJPVMGBUCF-XVFCMESISA-N|PTJWIQPHWPFNBW-UHFFFAOYSA-N	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1|InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)	M245T1.4	245.0777525	63.71709111	[292][M]+		26	138	@M246.081T1.06|-13C
M264.1446T1.27	c18hypersil															M264T1.1	264.1446128	76.08873217		[3M+H]+ 87.7152	1	139	@M246.1345T1.36|+(H2O)|@M265.1484T1.35|-13C
M247.13T1.8	c18hypersil															M247T2.1	247.1300142	107.7143066			69	140	@M248.1333T1.8|-13C
M247.13T3.08	c18hypersil															M247T3	247.1300239	184.94879	[297][M]+		4033	141	@M248.1334T3.08|-13C
M247.1333T12.66	c18hypersil															M247T13	247.1332636	759.4201527	[298][M]2+		23	142	@M247.6348T12.66|-13Cdb|@M248.1308T12.66|-15N
M248.246T13.35	c18hypersil															M248T13.3	248.2459538	800.8625799	[300][M+1]+		5	143	@M266.2571T13.35|-(H2O)|@M283.2835T13.35|-(H2O)-(NH3)
M256.2645T13.28	c18hypersil															M256T13.1	256.264475	796.7849367	[320][M]+	[M+Na]+ 233.273 [M+H]+ 255.257	5	143	@M257.2677T13.28|-13C|@M258.271T13.28|-18O|-13C2|@M283.2835T13.35|-(C2H3.)|@M297.2909T13.28|-(CH3CN)|-(C2H3N)|@M298.2942T13.28|-(C2H4N.)
M257.2677T13.28	c18hypersil															M257T13.1	257.2676967	796.7822418	[320][M+1]+		5	143	@M256.2645T13.28|+13C|@M258.271T13.28|-13C|@M284.2866T13.35|-(C2H3.)|@M298.2942T13.28|-(CH3CN)|-(C2H3N)
M258.271T13.28	c18hypersil															M258T13	258.2710424	796.7584	[320][M+2]+		5	143	@M256.2645T13.28|+18O|+13C2|@M257.2677T13.28|+13C
M266.2571T13.35	c18hypersil															M266T13	266.2570887	800.8437432	[345][M+1]+		5	143	@M248.246T13.35|+(H2O)|@M265.2539T13.35|+13C|@M283.2835T13.35|-(NH3)|-NH3
M282T13.2_Oleamide	c18hypersil	Oleamide	CHEBI:116314	2	a,b	C19670				HMDB02117	CID5283387	C18H35NO	281.27186	FATBGEAMYMYZAF-KTKRTIGZSA-N	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	M282T13.2	282.2804567	800.9588761	[401][M]+	[M+H]+ 281.273	5	143	@M247.2431T13.35|+(H2O)+(NH3)|@M265.2539T13.35|+(NH3)|+NH3|@M283.2835T13.35|-13C|@M284.2866T13.35|-18O|-13C2
M297.2909T13.28	c18hypersil															M297T13.1	297.2909208	796.785156	[446][M]+		5	143	@M256.2645T13.28|+(CH3CN)|+(C2H3N)|@M298.2942T13.28|-13C
M298.2942T13.28	c18hypersil															M298T13	298.2942324	796.7048931	[446][M+1]+		5	143	@M256.2645T13.28|+(C2H4N.)|@M257.2677T13.28|+(CH3CN)|+(C2H3N)|@M297.2909T13.28|+13C
M248.0255T4.77	c18hypersil															M248T5	248.0255308	286.2620695		[M+H]+ 247.025	101	144	@M327.9828T4.78|-(SO3)
M286.9559T4.78	c18hypersil															M287T5	286.9559262	286.5294597			101	144	@M327.9828T4.78|-(CH3CN)|-(C2H3N)
M248.108T9.5	c18hypersil															M248T9	248.1079838	569.7226123	[301][M]+		2932	145	@M249.1113T9.49|-13C
M248.1501T1.06	c18hypersil															M248T1.1	248.1500723	63.36203812	[303][M]+		26	146	@M249.1534T1.06|-13C
M248.2232T5.12	c18hypersil															M248T5.2	248.2232267	307.196649	[304][M]+		3691	147	@M249.2265T5.12|-13C
M251.0498T4.78	c18hypersil															M251T5	251.0498096	287.0671398	[310][M]+		101	148	@M252.0531T4.78|-13C|@M253.0455T4.78|-34S|-41K|-37Cl
M251.1287T8.29	c18hypersil															M251T8.1	251.1286791	497.4733956	[312][M]+		3031	149	@M252.132T8.28|-13C
M253.1445T9.09	c18hypersil															M253T9	253.1445418	545.2417606	[315][M]+		1635	150	@M254.1479T9.08|-13C|@M275.1265T9.09|-Na
M276.1299T9.08	c18hypersil															M276T9	276.1298932	544.8390271	[378][M+1]+		1644	150	@M254.1479T9.08|+Na|@M275.1265T9.09|+13C
M254.9947T4.49	c18hypersil															M255T4	254.9946533	269.1706173			4296	151	@M272.0213T4.49|-(NH3)|-NH3|@M276.9768T4.48|-Na
M257.1582T7.95	c18hypersil															M257T8	257.1581933	477.1078958			3955	152	@M318.1748T7.92|-(NH3)-(CO2)
M258.1713T3.54	c18hypersil															M258T4	258.1712562	212.2775655	[326][M]+		3015	153	@M259.1746T3.54|-13C
M259.0935T1.08	c18hypersil															M259T1.6	259.0934717	65.04926005		[2M+H]+ 129.043	18	154	@M260.0967T1.08|-13C
M259.6191T10.13	c18hypersil															M260T10	259.6191379	607.5359232			2429	155	@M260.6169T10.12|-15N
M260T6.1_O.Hexanoylcarnitine.Hexa.	c18hypersil	O-Hexanoylcarnitine;Hexanoylcarnitine		2	a,b		Lipid metabolism	Fatty acids	Acylcarnitine	HMDB00705	CID6426853	C13H25NO4	259.17836	VVPRQWTYSNDTEA-UHFFFAOYSA-N	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3	M260T6.1	260.1869671	350.7141546	[330][M]+		2616	156	@M261.1903T5.85|-13C
M261.1459T4.33	c18hypersil															M261T4.2	261.1459249	259.7483222	[335][M]+	[M+H+HCOOH]+ 214.141	2481	157	@M262.1492T4.33|-13C|@M263.1493T4.33|-18O|-13C2
M278.2489T12.15	c18hypersil															M278T12.2	278.2488532	729.1901127	[383][M]+		941	158	@M261.2222T12.13|+(NH3)|+NH3
