variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M269.267T17.7	c18acquity								M269T18.2	269.2670095	1062.0737538			8960	NA	
M269.6084T14.61	c18acquity			4					M270T15	269.6084415	876.6374136	[561][M+4]2+		76	NA	
M269.6164T15.48	c18acquity			4					M270T15.1	269.6163624	929.0115708	[566][M+2]2+		154	NA	
M269.9588T1.38	c18acquity								M270T1.1	269.9588144	83.06876292			243	NA	
M270T1.5_peptide	c18acquity	peptide		3	a,b				M270T1.5	270.1183838	53.427591			7	NA	
M270.2298T18.12	c18acquity			4					M270T18	270.2297949	1087.0924134	[570][M+1]+		3169	NA	
M270.2793T18.6	c18acquity								M270T19	270.2793013	1115.7670446	[573][M]+		3155	NA	
M270.6062T14.62	c18acquity								M271T15	270.6061885	877.2003198			73	NA	
M270.6241T14.63_1	c18acquity			4					M271T15.1	270.6240813	877.8010836	[574][M]2+	[M+Na+K]2+ 479.297	73	NA	
M270.6428T7.22	c18acquity								M271T7.1	270.6428494	433.29593586			8306	NA	
M270.6431T6.65	c18acquity								M271T7	270.6430571	399.15106866			6821	NA	
M270.9464T0.72	c18acquity								M271T1.1	270.9464274	43.06583184			1133	NA	
M270.9665T1.03	c18acquity								M271T1.2	270.9665408	61.96670424			22	NA	
M270.9931T1.38	c18acquity								M271T1.5	270.9930523	83.05179954		[2M+H]+ 134.998	243	NA	
M270.9932T1.2	c18acquity			4					M271T1.4	270.993159	72.07014378			1	NA	
M271.0138T8.31	c18acquity								M271T8	271.0138406	498.71766144		[3M+3K-H]2+ 142.06	327	NA	
M271.0373T8.3	c18acquity								M271T8.2	271.0373274	497.97322338		[M+Na+CF3COOH]+ 114.059 [3M+3K-H]2+ 142.06	327	NA	
M271.1254T14.63_2	c18acquity			4					M271T15.2	271.1253763	878.0374014	[574][M+1]2+		73	NA	
M271.1402T1.19_2	c18acquity			4					M271T1.7	271.1402179	71.11911348	[575][M]+		1	NA	
M271.2829T18.6	c18acquity								M271T19.3	271.282949	1115.7359892	[573][M+1]+		83	NA	
M271.6588T14.7	c18acquity								M272T15	271.6587685	882.1306404		[M+H+Na]2+ 519.329	8	NA	
M271.9165T0.7_1	c18acquity								M272T1	271.9164995	42.05977506			3370	NA	
M272.033T8.59	c18acquity			4					M272T9.1	272.0330309	515.29480338			267	NA	
M272.0429T9.14	c18acquity								M272T9.3	272.0429156	548.19043638		[M+K]+ 233.075	78	NA	
M272.143T1.19	c18acquity			4					M272T1.3	272.1429568	71.16951972	[575][M+1]+		1	NA	
M272.944T0.77	c18acquity								M273T1.2	272.9440188	46.16984232		[M+Na]+ 249.958	84	NA	
M273.0305T8.59	c18acquity			4					M273T9	273.0304789	515.47905252			6476	NA	
M273.0799T0.82	c18acquity			4					M273T1.5	273.079944	49.33041408		[M+K+NaCOOH]+ 166.126 [M+Na+NaCOOH]+ 182.102	21	NA	
M273.1085T1.18	c18acquity								M273T1.6	273.1085471	70.78506606		[2M+Na]+ 125.065	1	NA	
M273.9172T0.7_1	c18acquity								M274T1	273.9171921	41.86574172			3394	NA	
M273.951T0.7_2	c18acquity								M274T1.1	273.9509662	42.1350822			3395	NA	
M274.0923T1.1	c18acquity								M274T1.3	274.092288	65.77672872			5683	NA	
M274.6244T14.25	c18acquity			4					M275T14	274.6243993	854.941482		[M+2K]2+ 471.331	47	NA	
M275.0086T1.2	c18acquity								M275T1.3	275.0086269	71.92929108		[M+H-C5H8O4]+ 406.037	1	NA	
M275.0089T1.38	c18acquity								M275T1.2	275.0088636	82.79870028	[588][M]+	[M+Na+NH3]+ 234.991 [M+Na+NH3]+ 234.991	243	NA	
M275.1251T14.24	c18acquity			4					M275T14.2	275.1250516	854.4657096		[M+K]+ 236.173	47	NA	
M275.1332T15.23	c18acquity								M275T15.2	275.1332374	913.5819624			3	NA	
M275.626T14.03	c18acquity			4					M276T14.1	275.6259506	841.5691962			4024	NA	
M276.0123T1.37	c18acquity								M276T1.5	276.012302	82.06532172	[588][M+1]+		243	NA	
M276.1195T1.17	c18acquity			4					M276T1.7	276.1194564	70.03231128		[M+H+CF3COOH]+ 141.113	40	NA	
M276.1237T15.11	c18acquity			4					M276T15.3	276.1236528	906.3666612			141	NA	
M276.1275T14.24_3	c18acquity			4					M276T14.5	276.1274992	854.6445864	[590][M+1]2+		47	NA	
M276.1444T9.27	c18acquity								M276T9	276.1444318	556.01526024			166	NA	
M276.1445T1.2	c18acquity			4					M276T1.8	276.1444634	71.7192528			1	NA	
M276.1557T0.93	c18acquity								M276T1.9	276.1556731	55.52424096		[M+H]+ 275.151	29	NA	
M276.1997T11.8	c18acquity			4					M276T12.4	276.1997189	707.9666616			292	NA	
M276.2324T15.73	c18acquity								M276T16.2	276.2323828	943.9418868			7878	NA	
M276.6241T14.02	c18acquity			4					M277T14.1	276.6241173	841.4933664			4031	NA	
M276.6339T15.22	c18acquity								M277T15.1	276.6338742	913.454868	[592][M]2+		3	NA	
M276.634T14.96_1	c18acquity								M277T15	276.6339779	897.6791484		[M+2H-CO2]2+ 595.257	28	NA	
M276.6526T14.97_2	c18acquity								M277T15.3	276.6526428	898.0294296			28	NA	
M276.6529T15.23_1	c18acquity								M277T15.2	276.6529416	913.5521646	[593][M]2+		3	NA	
M276.897T0.41	c18acquity								M277T0	276.896978	24.60630942		[2M+Na]+ 126.96 [M+Na+HCOOH]+ 207.9	408	NA	
M276.8971T0.65	c18acquity								M277T1	276.8970589	39.00640938		[M+H-CO]+ 303.882	23	NA	
M276.9851T0.89	c18acquity								M277T1.2	276.9851214	53.36537238		[M+K]+ 238.021	7	NA	
M277.0091T0.72	c18acquity								M277T1.3	277.0090825	43.1822136		[2M+2K-H]+ 100.049	14	NA	
M277T1.5_peptide	c18acquity	peptide		3	a,b				M277T1.5	277.1032986	69.9578166		[M+K+NH3]+ 221.106	40	NA	
M277.1219T15.11	c18acquity			4					M277T15.9	277.1219239	906.3881454		[M+H]+ 276.111	141	NA	
M277.1222T0.99	c18acquity								M277T1.6	277.1222165	59.5235124	[591][M+1]+		10	NA	
M277.6237T14.25	c18acquity			4					M278T14	277.6236838	854.9350722	[590][M+4]2+		47	NA	
M277.632T15.23_1	c18acquity								M278T15.1	277.6319708	913.5328104	[592][M+2]2+		3	NA	
M277.6322T14.96	c18acquity								M278T15.2	277.6322422	897.7687404		[M+2H-COCH2]2+ 595.257	28	NA	
M277.9722T1.18_1	c18acquity								M278T1.3	277.9721518	70.89894192		[3M+Na+2K-H]2+ 152.005	1	NA	
M277.9916T1.06	c18acquity								M278T1.4	277.9916376	63.55986336		[M+Na]+ 255.003	22	NA	
M278.1079T14.63	c18acquity			4					M278T15.4	278.1079291	877.9632588	[597][M]2+	[M+2H-HCOOH]2+ 600.202	73	NA	
M278.1242T1.18_2	c18acquity								M278T1.7	278.1242363	70.89351576			1	NA	
M278.248T16.99	c18acquity								M278T17.2	278.2479813	1019.5062048			8172	NA	
M278.248T16.69	c18acquity								M278T17	278.2480396	1001.4798798	[598][M]+		4429	NA	
M278.248T14.04	c18acquity								M278T14.3	278.2480416	842.1840666			6056	NA	
M278.2481T14.27	c18acquity			4					M278T14.2	278.2480817	856.2748536	[599][M]+		6307	NA	
M278.2483T15.38	c18acquity								M278T15.8	278.2482795	922.9667634		[M+H-H20]+ 295.252	42	NA	
M278.6023T13.99	c18acquity			4					M279T14	278.6023132	839.5799364			4015	NA	
M278.6092T14.64_1	c18acquity			4					M279T15	278.6092251	878.2101972	[597][M+1]2+		73	NA	
M278.6238T14.24	c18acquity			4					M279T14.1	278.6237575	854.656887		[M+2Na]2+ 511.278	47	NA	
M278.9652T0.81	c18acquity								M279T1.2	278.9651771	48.76680648		[M+2H-C5H8O4]2+ 687.946	21	NA	
M278.9786T1.18_2	c18acquity								M279T1.3	278.9785658	70.68429096		[M+K+NH3]+ 222.99 [M+K+NH3]+ 222.99	1	NA	
M278.9825T0.89	c18acquity			4					M279T1.4	278.9825392	53.47155192		[M+H-H20]+ 295.981	7	NA	
M279.0478T0.91_1	c18acquity			4					M279T1.5	279.0477826	54.68590848		[M+H+CF3COOH]+ 144.042	13	NA	
M279.2514T16.69	c18acquity								M279T17.8	279.2514367	1001.6620188	[598][M+1]+		4429	NA	
M279.6105T14.63_1	c18acquity			4					M280T15	279.610505	877.876065	[612][M]2+	[M+2H-CO2]2+ 601.206	73	NA	
M279.6477T14.7_1	c18acquity								M280T15.1	279.6476837	882.014235		[M+H+K]2+ 519.329	8	NA	
M279.9877T1.37	c18acquity								M280T1.3	279.9876705	82.48442328		[M+Na+HCOOH]+ 210.995 [M+Na+HCOOH]+ 210.995	243	NA	
M279.9878T1.06	c18acquity								M280T1.2	279.98781	63.80423616			22	NA	
M280.0244T1.2	c18acquity								M280T1.5	280.0244425	71.80927098		[M+Na]+ 257.035	1	NA	
M280.112T14.63_2	c18acquity			4					M280T15.3	280.1120459	877.984734	[612][M+1]2+		73	NA	
M280.139T1.18	c18acquity								M280T1.7	280.1390211	70.73092224			1	NA	
M280.1491T14.49_2	c18acquity								M280T14.1	280.1491252	869.2728684	[613][M+1]2+		35	NA	
M280.1909T17.4_1	c18acquity								M280T17.5	280.1908713	1043.8886334			2036	NA	
M280.2637T14.44	c18acquity								M280T14.4	280.2636855	866.2610376			6222	NA	
M280.2638T15.13	c18acquity								M280T15.8	280.2638062	907.973784			7846	NA	
M280.2638T14.94	c18acquity								M280T15.6	280.2638211	896.669298	[616][M]+	[M+H-H20]+ 297.268	28	NA	
M280.3935T17.4_3	c18acquity								M280T17.9	280.393546	1044.1718268			39	NA	
M280.4834T17.4_4	c18acquity								M280T17.11	280.4834345	1043.8540008			39	NA	
M280.6184T15.11	c18acquity			4					M281T15.1	280.6184288	906.5222574	[619][M]2+		141	NA	
M280.9933T0.72	c18acquity								M281T1.2	280.9932986	43.1492157		[2M+2K-H]+ 102.041	14	NA	
M280.9949T1.08	c18acquity								M281T1.1	280.9948646	64.67472432			218	NA	
M281.1099T14.63_2	c18acquity			4					M281T15.4	281.1099499	877.9194714	[612][M+3]2+		73	NA	
M281.1135T7.68	c18acquity								M281T8	281.11345	460.91461992			8421	NA	
M281.1203T15.11	c18acquity			4					M281T15.5	281.1203402	906.4181688	[619][M+1]2+		141	NA	
M281.267T17.52	c18acquity								M281T18.2	281.2669716	1051.1227902			3003	NA	
M281.2671T14.95	c18acquity								M281T15.10	281.2671045	897.03396	[616][M+1]+		28	NA	
M281.2712T18.12	c18acquity								M281T18.3	281.2711617	1087.0562004			3174	NA	
M281.2713T18.29	c18acquity								M281T18.4	281.2713092	1097.5985034			4916	NA	
M281.6082T14.64	c18acquity			4					M282T15	281.6081595	878.553267			1403	NA	
M281.6162T15.11	c18acquity			4					M282T15.1	281.6161943	906.5402394	[619][M+2]2+		141	NA	
M281.6279T13.86	c18acquity								M282T14	281.6279492	831.3182028			245	NA	
M281.9985T1.1	c18acquity								M282T1.4	281.9985471	65.75304888			5670	NA	
M282.0313T18.17_2	c18acquity								M282T18.2	282.0312944	1089.9675906			862	NA	
M282.089T18.29	c18acquity								M282T18.4	282.0889681	1097.3173128			4920	NA	
M282.1056T18.23	c18acquity								M282T18.5	282.1055729	1093.5599382			5764	NA	
M282.1545T1.19_2	c18acquity								M282T1.6	282.1545338	71.23896912		[M+K]+ 243.187	1	NA	
M282.2791T19.02	c18acquity								M282T19.5	282.2791381	1141.4620872			8582	NA	
M282.4087T18.17_5	c18acquity								M282T18.13	282.4087212	1090.145364	[622][M+1]3+		6	NA	
M282.4385T18.17_6	c18acquity								M282T18.14	282.438499	1090.1723742			6	NA	
M282.4993T18.17_7	c18acquity								M282T18.15	282.499275	1090.2159414		[3M+H+K]2+ 175.013	6	NA	
M282.5695T18.17_1	c18acquity								M283T18	282.5695087	1090.0600752			6	NA	
M282.624T14.59_1	c18acquity			4					M283T15.1	282.6239766	875.6130954	[627][M]2+	[M+H+K]2+ 525.284	76	NA	
M282.6338T14.9	c18acquity			4					M283T15.2	282.6338152	894.1214226		[M+Na+K]2+ 503.305	290	NA	
M282.652T16_1	c18acquity								M283T16	282.6519616	959.775804	[628][M]2+		2726	NA	
M282.8072T18.17_3	c18acquity								M283T18.2	282.8071827	1090.0953012		[M+K]+ 243.85 [M+Na]+ 259.824 [M+H]+ 281.806	6	NA	
M282.9445T1.43	c18acquity			4					M283T1.3	282.9444545	85.8235662			8215	NA	
M282.9961T1.08	c18acquity								M283T1.5	282.9961283	64.61793522			5672	NA	
M283.0504T9.91	c18acquity								M283T10	283.0504494	594.73100082	[629][M]+		439	NA	
M283.1042T1.21	c18acquity								M283T1.7	283.1042157	72.7584714		[M+K]+ 244.145	1	NA	
M283.1257T14.59_2	c18acquity			4					M283T15.3	283.125709	875.5115352	[627][M+1]2+		76	NA	
M283.1321T14.25	c18acquity			4					M283T14.2	283.1321499	855.0059364			47	NA	
M283.1419T18.17_5	c18acquity								M283T18.5	283.1419123	1090.1411604			6	NA	
M283.6317T14.91	c18acquity			4					M284T15	283.6317454	894.8349366		[M+2K]2+ 489.343 [M+Na+K]2+ 505.317	381	NA	
M283.6466T18.17_1	c18acquity								M284T18	283.646571	1090.1045766			865	NA	
M283.65T16	c18acquity								M284T16	283.6500005	960.035748			9135	NA	
M284.0295T1.43	c18acquity			4					M284T1.6	284.0294993	85.98321174			8206	NA	
M284.0473T0.72_4	c18acquity								M284T1.7	284.0473193	43.16404698			14	NA	
M284.1354T14.96	c18acquity								M284T15.4	284.1353837	897.7893006	[632][M]2+		28	NA	
M284.1401T15.23	c18acquity								M284T15.5	284.1400722	913.7182452			3	NA	
M284.2949T19.3	c18acquity								M284T19.3	284.2948747	1157.9452008	[633][M]+		122	NA	
M284.6367T14.96	c18acquity								M285T15	284.6367361	897.887145	[632][M+1]2+		28	NA	
M285.0832T1.19	c18acquity			4					M285T1.4	285.0831824	71.21473662			1	NA	
M285T6_Xanthosine	c18acquity	Xanthosine		2	a,b				M285T6	285.0832252	387.21210276			7802	NA	
M285.129T15.11	c18acquity			4					M285T15.5	285.1289801	906.4000578			141	NA	
M285.1331T14.25_2	c18acquity			4					M285T14.2	285.1330509	854.9382768	[635][M+1]2+		47	NA	
M285.2886T18.17	c18acquity								M285T18.5	285.2886109	1090.1264616	[624][M+3]+		6	NA	
M285.2982T19.3	c18acquity								M285T19.4	285.2982203	1157.9418858	[633][M+1]+		122	NA	
M285.6391T14.96	c18acquity								M286T15	285.6391486	897.587481			28	NA	
M285.6581T15.23_2	c18acquity								M286T15.2	285.6580578	913.601364		[2M+H+K]2+ 265.682	3	NA	
M285.8936T0.65	c18acquity								M286T1	285.8935729	39.00515604		[M+H-H20]+ 302.904	23	NA	
M286.1223T12.48	c18acquity			4					M286T12	286.1222747	748.7443512			116	NA	
M286.1238T14.15	c18acquity			4					M286T14.1	286.1238005	848.7718848			123	NA	
M286.1272T15.11	c18acquity								M286T15.5	286.1271854	906.4621272			141	NA	
M286.1324T14.7	c18acquity								M286T15.4	286.1324364	882.0541146	[642][M]2+		8	NA	
M286.1397T7.72	c18acquity			4					M286T8.4	286.1397196	462.90121476			7369	NA	
M286.1402T1.17	c18acquity			4					M286T1.5	286.1401806	70.4831313		[M+H]+ 285.133	1	NA	
M286.1408T15.23_3	c18acquity			4					M286T15.6	286.1407905	913.5762234	[641][M+1]2+		3	NA	
M286.2292T18.13	c18acquity			4					M286T18.2	286.2291965	1087.85691			319	NA	
M286.6288T14.25	c18acquity			4					M287T14	286.6287972	854.7509946	[635][M+3]+		47	NA	
M286.6375T14.96	c18acquity								M287T15.2	286.6374531	897.6791484			28	NA	
M286.6375T15.23	c18acquity								M287T15.1	286.6374655	913.6037718	[641][M+2]2+		3	NA	
M286.8924T0.65	c18acquity								M287T1	286.8923537	39.0447246		[M+H-NH3]+ 302.904	23	NA	
M286.8926T0.41	c18acquity								M287T0	286.8926051	24.58795026			8183	NA	
M286.9582T0.72_2	c18acquity								M287T1.2	286.9581669	43.10604198		[M+K]+ 247.991 [M+K]+ 247.991	14	NA	
M287.045T8.78	c18acquity								M287T9.1	287.0450405	527.0948484			174	NA	
M287.0456T9.14	c18acquity								M287T9	287.0456498	548.18408892		[M+Na]+ 264.059	78	NA	
M287.0705T0.84	c18acquity			4					M287T1.3	287.0704902	50.38693536			1287	NA	
M287.1309T14.49	c18acquity								M287T14.1	287.1308963	869.3470806	[645][M]2+		35	NA	
M287.1312T14.7	c18acquity								M287T15.4	287.1311861	882.014235	[644][M]+		8	NA	
M287.6259T12.49	c18acquity			4					M288T12	287.6258679	749.153391			116	NA	
M287.626T14.13_1	c18acquity			4					M288T14	287.6260371	847.8832662	[647][M]2+	[M+2H-CO2]2+ 617.239	123	NA	
M287.6326T14.49	c18acquity			4					M288T14.1	287.6325627	869.4361098	[645][M+1]2+		35	NA	
M287.6327T14.7_1	c18acquity			4					M288T15	287.6327421	881.979633		[M+H]+ 286.627	8	NA	
M287.8889T0.65	c18acquity								M288T1	287.8888796	39.06639342	[648][M]+	[M+H-CH4]+ 302.904	23	NA	
M287.9325T0.7_1	c18acquity								M288T1.1	287.9324709	42.17729106			3397	NA	
M287.9803T1.56	c18acquity								M288T2	287.9802603	93.59106126			3679	NA	
M287.9803T1.2	c18acquity								M288T1.3	287.980267	72.0425391			1	NA	
M288.075T0.89	c18acquity								M288T1.5	288.0749796	53.42989716		[M+H-H20]+ 305.079	7	NA	
M288.1277T14.14_2	c18acquity			4					M288T14.2	288.12768	848.1527094	[647][M+1]2+		123	NA	
M288.134T14.7_2	c18acquity								M288T15.1	288.1340029	882.243111	[644][M+1]+		8	NA	
M288.1391T15.6	c18acquity			4					M288T16	288.1391128	936.2767902			11	NA	
M288.1395T15.37	c18acquity			4					M288T15.2	288.1394646	921.9157392		[M+Na+K]2+ 514.322	42	NA	
M288.1922T7.34	c18acquity								M288T7	288.1921551	440.4858738		[M+Na+HCOOH]+ 219.204	81	NA	
M288.6244T14.13_1	c18acquity			4					M289T14	288.6243708	847.9471212	[647][M+2]2+		123	NA	
M288.634T14.7_1	c18acquity			4					M289T15	288.6339723	881.9414802			8	NA	
M288.634T14.49_1	c18acquity								M289T14.1	288.6339808	869.380623	[650][M]2+	[M+2H-HCOOH]2+ 621.259	35	NA	
M288.6406T15.6_1	c18acquity								M289T16	288.6406181	936.254805			11	NA	
M288.9219T0.77	c18acquity								M289T1.1	288.921928	46.23366732		[M+K]+ 249.958 [M+H+K]2+ 537.874	84	NA	
M289.1355T14.49_2	c18acquity			4					M289T14.4	289.1355437	869.3411922	[650][M+1]2+		35	NA	
M289.1357T14.7_2	c18acquity			4					M289T15.2	289.1356916	881.979633	[644][M+2]+		8	NA	
M289.1397T8.36	c18acquity								M289T8.1	289.1396791	501.75708936	[653][M]+		79	NA	
M289.141T15.6_2	c18acquity								M289T16.1	289.1409671	935.8120866		[M+K]+ 250.178 [M+Na]+ 266.153 [M+H]+ 288.137	11	NA	
M289.1502T1.18	c18acquity			4					M289T1.8	289.1502133	71.0903916			661	NA	
M289.1686T7.27	c18acquity			4					M289T7.1	289.168603	436.10802936	[654][M]3+		7149	NA	
M289.5029T7.27	c18acquity			4					M290T7	289.5028649	436.4037447	[654][M+1]3+		7161	NA	
M289.6322T14.49_1	c18acquity			4					M290T14	289.632225	869.3875638	[650][M+2]2+		35	NA	
M289.6323T14.7_1	c18acquity			4					M290T15	289.6323122	881.89818	[658][M]+	[M+H]+ 288.625	8	NA	
M289.6418T15.6_1	c18acquity								M290T16	289.6418125	936.2441262	[659][M]2+		11	NA	
M289.6791T15.23_1	c18acquity								M290T15.3	289.6790756	913.5895338	[655][M+1]2+		3	NA	
M289.9271T0.69	c18acquity								M290T1.1	289.9271219	41.64822726			93	NA	
M290.0943T0.91	c18acquity								M290T1.2	290.0942579	54.41511366	[651][M+1]+		1077	NA	
M290.1087T14.59	c18acquity								M290T15.6	290.1087137	875.6130954	[661][M]2+	[M+2H-HCOOH]2+ 624.202	76	NA	
M290.1334T14.7_2	c18acquity								M290T15.7	290.1334371	881.979633	[644][M+3]+		8	NA	
M290.1336T14.49_2	c18acquity								M290T14.2	290.1335925	869.463276	[650][M+3]2+		35	NA	
M290.1349T1.19	c18acquity								M290T1.3	290.1349487	71.23614984	[663][M]+		1	NA	
M290.1391T16.61	c18acquity								M290T17	290.1390813	996.591987	[662][M]2+		213	NA	
M290.1433T15.6_2	c18acquity			4					M290T16.2	290.1432932	936.2441262	[659][M+1]2+		11	NA	
M290.1433T15.36_2	c18acquity								M290T15.8	290.1433004	921.7740552	[660][M+1]2+		42	NA	
M290.1599T6.84	c18acquity			4					M290T7.2	290.1598633	410.32744542			6545	NA	
M290.6099T14.59	c18acquity			4					M291T15	290.6099254	875.6202624	[661][M+1]2+		76	NA	
M290.6319T14.7_1	c18acquity			4					M291T15.1	290.6319169	882.0541146	[658][M+1]+		8	NA	
M290.6319T14.49	c18acquity			4					M291T14.1	290.6319367	869.531754	[650][M+4]2+		35	NA	
M290.6335T13.86	c18acquity								M291T14	290.633522	831.6566766			245	NA	
M290.64T15.6_1	c18acquity			4					M291T16	290.6400349	936.2393586	[659][M+2]2+		11	NA	
M290.6415T16.61_1	c18acquity								M291T17.1	290.6415415	996.5666304	[662][M+1]2+		213	NA	
M290.8894T0.63	c18acquity								M291T1	290.889421	38.09219304	[648][M+3]+		23	NA	
M291.0692T1	c18acquity								M291T1.3	291.0691613	60.17952594		[M+K+NH3]+ 235.086	164	NA	
M291.1333T14.49	c18acquity								M291T14.3	291.1333302	869.2938528	[650][M+4]+		35	NA	
M291.1375T16.61_2	c18acquity								M291T17.3	291.1375343	996.5873118	[662][M+2]2+		5606	NA	
M291.1376T1.19	c18acquity								M291T1.5	291.1375931	71.1271491	[663][M+1]+		1	NA	
M291.1413T15.6_2	c18acquity								M291T16.1	291.141274	936.2767902	[659][M+3]2+		11	NA	
M291.6388T16.61	c18acquity								M292T17	291.6387748	996.5891778	[662][M+3]2+		5610	NA	
M291.6394T15.37	c18acquity								M292T15.2	291.6394206	922.1435592	[660][M+4]2+		42	NA	
M291.6395T15.61_1	c18acquity			4					M292T16	291.6395427	936.3234066	[659][M+4]2+		11	NA	
M291.6474T14.73_1	c18acquity			4					M292T15.3	291.6474178	883.8058362	[669][M]2+	[M+H+Na]2+ 559.298	206	NA	
M291.6475T16.83_1	c18acquity			4					M292T17.1	291.6475109	1009.8406872	[665][M+2]2+		56	NA	
M291.9512T1.22	c18acquity								M292T1	291.9512263	73.23989214			43	NA	
M291.9513T1.55	c18acquity								M292T2	291.9512514	93.03424806			3674	NA	
M291.9513T1.85	c18acquity								M292T2.3	291.9512964	111.11158764			5846	NA	
M291.9513T2.83	c18acquity								M292T3	291.951298	169.69311534			104	NA	
M291.9878T1.2	c18acquity								M292T1.1	291.9878168	71.93524932		[M+Na+HCOOH]+ 222.99 [M+Na+HCOOH]+ 222.99	1	NA	
M292.1121T14.59_2	c18acquity			4					M292T15.6	292.1121302	875.5709286	[668][M+1]2+		76	NA	
M292.1324T14.71	c18acquity								M292T15.7	292.1323896	882.6385584		[3M+H]+ 97.0383 [M+Na]+ 269.14 [M+H+NH3]+ 274.095 [M+H]+ 291.122	8	NA	
M292.1368T13.86	c18acquity								M292T14	292.1368377	831.4248534	[671][M]2+	[M+2H]2+ 582.252	245	NA	
M292.1405T15.61_2	c18acquity								M292T16.1	292.1404629	936.3422568		[M+Na+2K]3+ 775.515	11	NA	
M292.1492T14.73_2	c18acquity			4					M292T15.8	292.1492353	883.779336	[669][M+1]2+		206	NA	
M292.198T0.83	c18acquity								M292T1.4	292.1979674	49.5243156			21	NA	
M292.6187T14.92	c18acquity			4					M293T15.1	292.6186887	895.0977204			381	NA	
M292.6302T14.71	c18acquity								M293T15.2	292.630157	882.8455662	[658][M+3]+		8	NA	
M292.6384T13.86	c18acquity								M293T14	292.6384015	831.562515	[671][M+1]2+		245	NA	
M293.1099T14.59_2	c18acquity			4					M293T15.4	293.1099255	875.6442204	[668][M+3]2+		76	NA	
M293.1454T15.23	c18acquity								M293T15.5	293.1454181	913.7183196	[674][M]2+		3	NA	
M293.6084T14.6	c18acquity			4					M294T15	293.6083847	875.8117266	[668][M+4]2+		76	NA	
M293.6109T8.52	c18acquity			4					M294T9	293.6108628	511.19367684			59	NA	
M293.6471T15.23_1	c18acquity								M294T15.1	293.6471448	913.787697	[674][M+1]2+		3	NA	
M294.0032T0.92	c18acquity								M294T1.1	294.0032425	55.30297968			29	NA	
M294.0137T1.4	c18acquity								M294T1.2	294.0137483	83.74426794		[M+H]+ 293.008	243	NA	
M294.0403T1.38	c18acquity								M294T1.3	294.0402646	82.6309074		[M+K]+ 255.073	243	NA	
M294.1549T1.19_2	c18acquity								M294T1.5	294.1548569	71.31615552		[M+H-H20]+ 311.158	1	NA	
M294.1876T9.14	c18acquity								M294T9.1	294.1876131	548.20940856		[M+K]+ 255.22	78	NA	
M294.9059T0.88	c18acquity								M295T1	294.9059194	52.81954926	[680][M]+		868	NA	
M294.939T0.81	c18acquity								M295T1.1	294.9390019	48.32162382	[683][M]+	[2M+Na]+ 135.975	21	NA	
M295.1005T0.97	c18acquity								M295T1.3	295.100476	58.12196376		[M+H-H20]+ 312.11	10	NA	
M295.1292T7.93	c18acquity								M295T8.1	295.1291563	475.86883992	[685][M]+		77	NA	
M295.1581T1.19	c18acquity								M295T1.4	295.1581228	71.17481124		[2M+Na+2K-H]2+ 245.198	1	NA	
M295.644T15.23_1	c18acquity								M296T15	295.644047	913.5553548	[678][M+2]2+		3	NA	
M295.6444T14.96_1	c18acquity								M296T15.1	295.6443989	897.699804	[688][M]2+		28	NA	
M296.0663T0.87_2	c18acquity								M296T1.5	296.0663322	52.37736456		[M+K]+ 257.101	7	NA	
M296.1064T1.18	c18acquity			4					M296T1.6	296.106428	70.88332506			1	NA	
M296.1324T7.93	c18acquity								M296T8	296.1323905	476.02712436	[685][M+1]+		77	NA	
M296.14T14.25	c18acquity			4					M296T14	296.1399915	855.0972342	[689][M]2+		47	NA	
M296.1457T15.23_2	c18acquity								M296T15.2	296.1457117	913.5553548	[678][M+3]2+		3	NA	
M296.146T14.96_2	c18acquity								M296T15.3	296.1459627	897.7400658	[688][M+1]2+		28	NA	
M296.1696T1.2	c18acquity								M296T1.7	296.1695676	71.93225502			1	NA	
M296.2587T15.38	c18acquity								M296T15.4	296.2586817	922.852665	[690][M]+	[M+H]+ 295.252	42	NA	
M296.2948T18.95	c18acquity								M296T19.1	296.2948026	1136.9394954			5458	NA	
M296.642T14.25_1	c18acquity			4					M297T14	296.641953	855.2729052	[689][M+1]2+		47	NA	
M296.6455T15.22_1	c18acquity								M297T15	296.6455321	913.469895	[678][M+4]2+		3	NA	
M296.9658T0.7	c18acquity								M297T1.3	296.965785	42.06630426			3400	NA	
M296.9993T0.67	c18acquity								M297T1.5	296.99926	40.11586092			1274	NA	
M297.1448T7	c18acquity								M297T7	297.144846	419.97503466			9306	NA	
M297.1472T15.22_2	c18acquity			4					M297T15.5	297.1471541	913.468041	[693][M]2+		3	NA	
M297.1472T14.96	c18acquity								M297T15.6	297.1472022	897.7687404	[694][M]2+	[M+2H-HCOOH]2+ 638.279	28	NA	
M297.2619T15.38	c18acquity								M297T15.9	297.261945	922.6283556	[690][M+1]+		42	NA	
M297.6485T15.23	c18acquity								M298T15	297.6485214	913.5128334	[693][M+1]2+		3	NA	
M297.6487T14.96_1	c18acquity			4					M298T15.1	297.6486672	897.8485026	[694][M+1]2+		28	NA	
M298.1221T12.92	c18acquity								M298T13	298.1221473	774.990522			7676	NA	
M298.1229T14.06	c18acquity								M298T14	298.122863	843.7774596	[697][M]2+		52	NA	
